,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
1507,Lightweight,KO/TKO  Punches,3,3:30,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/3a8cc4cda195d758,http://ufcstats.com/event-details/a196332ee4aa8a82,Alex Oliveira,Will Brooks
1508,Welterweight,S-DEC,3,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/21b361d723fcf3cd,http://ufcstats.com/event-details/a196332ee4aa8a82,Zak Ottow,Joshua Burkman
1509,Flyweight,SUB  Guillotine Choke,1,2:23,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/b43dfe6743160a66,http://ufcstats.com/event-details/a196332ee4aa8a82,Brandon Moreno,Louis Smolka
1510,Light Heavyweight,SUB  Armbar,2,4:43,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/a27a9b7b8194e8fc,http://ufcstats.com/event-details/a196332ee4aa8a82,Henrique da Silva,Joachim Christensen
1511,Featherweight,U-DEC,3,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/11b369120409d2aa,http://ufcstats.com/event-details/a196332ee4aa8a82,Andre Fili,Hacran Dias
1512,Heavyweight,S-DEC,3,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/412735f3e0b66ea6,http://ufcstats.com/event-details/a196332ee4aa8a82,Shamil Abdurakhimov,Walt Harris
1513,Welterweight,U-DEC,3,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/958f6e5b79ff8c33,http://ufcstats.com/event-details/a196332ee4aa8a82,Elizeu Zaleski dos Santos,Keita Nakamura
1514,Middleweight,KO/TKO  Kick,2,4:44,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/ba7250ef080d1603,http://ufcstats.com/event-details/a196332ee4aa8a82,Nate Marquardt,Tamdan McCrory
1515,Light Heavyweight,U-DEC,3,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/1cca8ba792f1e1d9,http://ufcstats.com/event-details/a196332ee4aa8a82,Ion Cutelaba,Jonathan Wilson
1516,Heavyweight,KO/TKO  Elbows,2,2:02,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/4efbd869aa0211d2,http://ufcstats.com/event-details/a196332ee4aa8a82,Curtis Blaydes,Cody East
1517,Women's Bantamweight,S-DEC,3,5:00,"Portland, Oregon, USA",2016-10-01,http://ufcstats.com/fight-details/98e3b4d05ecc36a2,http://ufcstats.com/event-details/a196332ee4aa8a82,Ketlen Vieira,Kelly Faszholz
1518,Catch Weight,KO/TKO  Punches,2,2:29,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/76c5f66afe6ab192,http://ufcstats.com/event-details/e18012194473e8b0,Cris Cyborg,Lina Lansberg
1519,Featherweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/50935ae1627fc89b,http://ufcstats.com/event-details/e18012194473e8b0,Renan Barao,Phillipe Nover
1520,Heavyweight,KO/TKO  Punch,2,4:10,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/5c5ed0416e881faf,http://ufcstats.com/event-details/e18012194473e8b0,Roy Nelson,Antonio Silva
1521,Lightweight,KO/TKO,3,2:25,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/845907142e023077,http://ufcstats.com/event-details/e18012194473e8b0,Francisco Trinaldo,Paul Felder
1522,Middleweight,SUB  Rear Naked Choke,1,2:58,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/66b8f3426f36fdf7,http://ufcstats.com/event-details/e18012194473e8b0,Eric Spicely,Thiago Santos
1523,Featherweight,SUB  Rear Naked Choke,1,3:03,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/c29b63d6cd2ba413,http://ufcstats.com/event-details/e18012194473e8b0,Godofredo Pepey,Mike de la Torre
1524,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/6f2a4a2f769eb9e3,http://ufcstats.com/event-details/e18012194473e8b0,Michel Prazeres,Gilbert Burns
1525,Bantamweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/0408a452fb5c3e14,http://ufcstats.com/event-details/e18012194473e8b0,Rani Yahya,Michinori Tanaka
1526,Flyweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/39c16381a9722735,http://ufcstats.com/event-details/e18012194473e8b0,Jussier Formiga,Dustin Ortiz
1527,Welterweight,SUB  Rear Naked Choke,3,3:57,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/0e9b7e682e0a79f1,http://ufcstats.com/event-details/e18012194473e8b0,Erick Silva,Luan Chagas
1528,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/1afa8d6ae4d8a5b2,http://ufcstats.com/event-details/e18012194473e8b0,Alan Patrick,Stevie Ray
1529,Welterweight,KO/TKO  Punch,1,1:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/5948876f1d80c21a,http://ufcstats.com/event-details/e18012194473e8b0,Vicente Luque,Hector Urbina
1530,Lightweight,U-DEC,3,5:00,"Brasilia, Distrito Federal, Brazil",2016-09-24,http://ufcstats.com/fight-details/fae3f395669b7285,http://ufcstats.com/event-details/e18012194473e8b0,Gregor Gillespie,Glaico Franca
1531,Lightweight,KO/TKO  Punches,1,1:35,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/692241119228cc82,http://ufcstats.com/event-details/d6455cb4bee503ce,Michael Johnson,Dustin Poirier
1532,Middleweight,KO/TKO  Punches,1,1:41,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/f4cdc944e27c2cd2,http://ufcstats.com/event-details/d6455cb4bee503ce,Derek Brunson,Uriah Hall
1533,Lightweight,U-DEC,3,5:00,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/0596fc5eba5c1fe0,http://ufcstats.com/event-details/d6455cb4bee503ce,Evan Dunham,Rick Glenn
1534,Welterweight,S-DEC,3,5:00,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/054f1423ba7c121e,http://ufcstats.com/event-details/d6455cb4bee503ce,Roan Carneiro,Kenny Robertson
1535,Lightweight,U-DEC,3,5:00,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/144b0c1dd6c909f3,http://ufcstats.com/event-details/d6455cb4bee503ce,Islam Makhachev,Chris Wade
1536,Featherweight,SUB  D'Arce Choke,1,0:19,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/00b7497b02b3b2bb,http://ufcstats.com/event-details/d6455cb4bee503ce,Chas Skelly,Maximo Blanco
1537,Featherweight,SUB  Guillotine Choke,2,1:20,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/4f6f7f1ad8954bb6,http://ufcstats.com/event-details/d6455cb4bee503ce,Gabriel Benitez,Sam Sicilia
1538,Welterweight,KO/TKO  Punches,3,4:19,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/4df1d3183929d021,http://ufcstats.com/event-details/d6455cb4bee503ce,Belal Muhammad,Augusto Montano
1539,Middleweight,SUB  Rear Naked Choke,3,4:46,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/c87d2569da8d4305,http://ufcstats.com/event-details/d6455cb4bee503ce,Antonio Carlos Junior,Leonardo Augusto Leleco
1540,Bantamweight,U-DEC,3,5:00,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/187681b2843174b5,http://ufcstats.com/event-details/d6455cb4bee503ce,Jose Quinonez,Joey Gomez
1541,Welterweight,SUB  Guillotine Choke,3,0:18,"Hidalgo, Texas, USA",2016-09-17,http://ufcstats.com/fight-details/30b33d032605c885,http://ufcstats.com/event-details/d6455cb4bee503ce,Randy Brown,Erick Montano
1542,Heavyweight,KO/TKO  Punch,1,4:27,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/19df0d0cb1269fa7,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Stipe Miocic,Alistair Overeem
1543,Heavyweight,U-DEC,3,5:00,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/409bcfacb259999a,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Fabricio Werdum,Travis Browne
1544,Welterweight,SUB  Rear Naked Choke,1,2:14,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/26e6a2705a1e9e72,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Mickey Gall,CM Punk
1545,Bantamweight,U-DEC,3,5:00,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/971d9fa5947a4bb7,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Jimmie Rivera,Urijah Faber
1546,Women's Strawweight,SUB  Guillotine Choke,1,4:38,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/52bc6927e80aca5d,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Jessica Andrade,Joanne Calderwood
1547,Women's Bantamweight,S-DEC,3,5:00,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/e9ffcf05270a320a,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Bethe Correia,Jessica Eye
1548,Middleweight,S-DEC,3,5:00,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/c8ca99d1adc5448d,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Brad Tavares,Caio Magalhaes
1549,Lightweight,KO/TKO  Punches,2,4:17,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/9b1386a28b81bcd5,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Nik Lentz,Michael McBride
1550,Lightweight,KO/TKO  Punch,1,1:45,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/5d5abb5dade718de,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Drew Dober,Jason Gonzalez
1551,Welterweight,SUB  Rear Naked Choke,2,0:49,"Cleveland, Ohio, USA",2016-09-10,http://ufcstats.com/fight-details/1c85f793ea4f9caa,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,Yancy Medeiros,Sean Spencer
1552,Heavyweight,SUB  Rear Naked Choke,3,2:53,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/a3b972117a3998ee,http://ufcstats.com/event-details/2b4faacc16d66898,Josh Barnett,Andrei Arlovski
1553,Light Heavyweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/0549b655619774c5,http://ufcstats.com/event-details/2b4faacc16d66898,Alexander Gustafsson,Jan Blachowicz
1554,Light Heavyweight,KO/TKO  Knee,2,2:06,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/5237736e6b37c609,http://ufcstats.com/event-details/2b4faacc16d66898,Ryan Bader,Ilir Latifi
1555,Lightweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/31dd8b5d6444f19b,http://ufcstats.com/event-details/2b4faacc16d66898,Nick Hein,Tae Hyun Bang
1556,Welterweight,S-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/d6389fa434e86916,http://ufcstats.com/event-details/2b4faacc16d66898,Jessin Ayari,Jimmy Wallhead
1557,Welterweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/69ecd4aa5a550f7b,http://ufcstats.com/event-details/2b4faacc16d66898,Peter Sobotta,Nicolas Dalby
1558,Women's Bantamweight,KO/TKO  Elbows,3,2:46,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/bd887c173d3050bf,http://ufcstats.com/event-details/2b4faacc16d66898,Ashlee Evans-Smith,Veronica Macedo
1559,Bantamweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/f24144fbe9e32c10,http://ufcstats.com/event-details/2b4faacc16d66898,Taylor Lapilus,Leandro Issa
1560,Middleweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/d38cd293a0c3fdfd,http://ufcstats.com/event-details/2b4faacc16d66898,Jack Hermansson,Scott Askham
1561,Lightweight,U-DEC,3,5:00,"Hamburg, Hamburg, Germany",2016-09-03,http://ufcstats.com/fight-details/c5c1deb1607f69b4,http://ufcstats.com/event-details/2b4faacc16d66898,Rustam Khabilov,Leandro Silva
1562,Welterweight,SUB  Rear Naked Choke,1,1:52,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/f19d1c8ca5660240,http://ufcstats.com/event-details/cfbccfed4e4796fe,Demian Maia,Carlos Condit
1563,Featherweight,SUB  Guillotine Choke,3,1:49,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/51d3be5e8aee5cd9,http://ufcstats.com/event-details/cfbccfed4e4796fe,Anthony Pettis,Charles Oliveira
1564,Women's Strawweight,KO/TKO  Kick,2,0:17,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/0bf8bb9b4ef329f9,http://ufcstats.com/event-details/cfbccfed4e4796fe,Paige VanZant,Bec Rawlings
1565,Lightweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/e15b393a27c07043,http://ufcstats.com/event-details/cfbccfed4e4796fe,Jim Miller,Joe Lauzon
1566,Middleweight,KO/TKO  Punches,2,4:56,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/70ab91b37be75408,http://ufcstats.com/event-details/cfbccfed4e4796fe,Sam Alvey,Kevin Casey
1567,Featherweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/df33799f117000cb,http://ufcstats.com/event-details/cfbccfed4e4796fe,Kyle Bochniak,Enrique Barzola
1568,Middleweight,S-DEC,3,5:00,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/f8df4cb5f22656c0,http://ufcstats.com/event-details/cfbccfed4e4796fe,Alessio Di Chirico,Garreth McLellan
1569,Lightweight,KO/TKO  Punch,1,1:13,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/c64537874352793a,http://ufcstats.com/event-details/cfbccfed4e4796fe,Felipe Silva,Shane Campbell
1570,Lightweight,KO/TKO  Punch,1,1:36,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/00742aea8da72a35,http://ufcstats.com/event-details/cfbccfed4e4796fe,Chad Laprise,Thibault Gouti
1571,Lightweight,U-DEC,3,5:00,"Vancouver, British Columbia, Canada",2016-08-27,http://ufcstats.com/fight-details/f7114bf73eec4022,http://ufcstats.com/event-details/cfbccfed4e4796fe,Jeremy Kennedy,Alessandro Ricci
1572,Welterweight,M-DEC,5,5:00,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/648396cc751c730d,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Conor McGregor,Nate Diaz
1573,Light Heavyweight,KO/TKO  Punch,1,0:13,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/c0329bd8d3b302c6,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Anthony Johnson,Glover Teixeira
1574,Welterweight,KO/TKO  Kick,2,2:02,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/781f9a642e7a9278,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Donald Cerrone,Rick Story
1575,Welterweight,KO/TKO  Punch,1,3:38,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/70f08a4771138817,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Mike Perry,Hyun Gyu Lim
1576,Welterweight,KO/TKO  Punches,2,2:56,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/a69a6da9560ed62c,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Tim Means,Sabah Homasi
1577,Bantamweight,KO/TKO  Punch,1,0:48,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/dbc72a4092a0b296,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Cody Garbrandt,Takeya Mizugaki
1578,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/6b6680338558bd46,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Raquel Pennington,Elizabeth Phillips
1579,Featherweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/d101d2ed58a7cf84,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Artem Lobov,Chris Avila
1580,Women's Strawweight,SUB  Armbar,1,4:34,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/ec381753e852cb63,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Cortney Casey,Randa Markos
1581,Welterweight,KO/TKO  Elbows,1,4:08,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/ec067e9c9efd7aa1,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Lorenz Larkin,Neil Magny
1582,Welterweight,KO/TKO  Punches,3,2:18,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/0294253e4a5b4725,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Colby Covington,Max Griffin
1583,Middleweight,SUB  Guillotine Choke,1,4:30,"Las Vegas, Nevada, USA",2016-08-20,http://ufcstats.com/fight-details/41eb39f532e148d9,http://ufcstats.com/event-details/5da4e8dc02e50ac0,Marvin Vettori,Alberto Uda
1584,Featherweight,S-DEC,5,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/570f3407722cc512,http://ufcstats.com/event-details/232c582f29f8f65e,Yair Rodriguez,Alex Caceres
1585,Featherweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/0344687c9852b1d2,http://ufcstats.com/event-details/232c582f29f8f65e,Dennis Bermudez,Rony Jason
1586,Middleweight,SUB  Rear Naked Choke,3,2:58,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/78410b48feaba213,http://ufcstats.com/event-details/232c582f29f8f65e,Thales Leites,Chris Camozzi
1587,Welterweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/787d94246afe18a3,http://ufcstats.com/event-details/232c582f29f8f65e,Santiago Ponzinibbio,Zak Cummings
1588,Middleweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/e35d878ba90d9769,http://ufcstats.com/event-details/232c582f29f8f65e,Trevor Smith,Joe Gigliotti
1589,Women's Strawweight,S-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/58c73a9562adcfe5,http://ufcstats.com/event-details/232c582f29f8f65e,Maryna Moroz,Danielle Taylor
1590,Welterweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/4a46b63c19cfa932,http://ufcstats.com/event-details/232c582f29f8f65e,Court McGee,Dominique Steele
1591,Heavyweight,KO/TKO  Kick,2,0:53,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/3fe9e895b2a45049,http://ufcstats.com/event-details/232c582f29f8f65e,Marcin Tybura,Viktor Pesta
1592,Lightweight,KO/TKO  Punches,2,1:25,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/cb76509b5c2f2a90,http://ufcstats.com/event-details/232c582f29f8f65e,David Teymur,Jason Novelli
1593,Featherweight,KO/TKO  Punches,1,2:32,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/34644c44229e41a1,http://ufcstats.com/event-details/232c582f29f8f65e,Teruto Ishihara,Horacio Gutierrez
1594,Featherweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/537c77f3b75a75ae,http://ufcstats.com/event-details/232c582f29f8f65e,Cub Swanson,Tatsuya Kawajiri
1595,Heavyweight,U-DEC,3,5:00,"Salt Lake City, Utah, USA",2016-08-06,http://ufcstats.com/fight-details/02f4277726712796,http://ufcstats.com/event-details/232c582f29f8f65e,Justin Ledet,Chase Sherman
1596,Welterweight,KO/TKO  Punch,1,2:12,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/c67e5fec8e1876f0,http://ufcstats.com/event-details/72cbe507644a587c,Tyron Woodley,Robbie Lawler
1597,Women's Strawweight,S-DEC,3,5:00,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/7f3763caa99a3486,http://ufcstats.com/event-details/72cbe507644a587c,Karolina Kowalkiewicz,Rose Namajunas
1598,Welterweight,KO/TKO  Kick,1,1:46,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/82d057278298846f,http://ufcstats.com/event-details/72cbe507644a587c,Jake Ellenberger,Matt Brown
1599,Bantamweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/3cf1d67a20ae1c18,http://ufcstats.com/event-details/72cbe507644a587c,Erik Perez,Francisco Rivera
1600,Flyweight,S-DEC,3,5:00,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/c8f946610906bffe,http://ufcstats.com/event-details/72cbe507644a587c,Ryan Benoit,Fredy Serrano
1601,Light Heavyweight,KO/TKO  Kick,2,0:40,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/ae6fb7829db7ecc7,http://ufcstats.com/event-details/72cbe507644a587c,Nikita Krylov,Ed Herman
1602,Welterweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/806ee07a1a7042b8,http://ufcstats.com/event-details/72cbe507644a587c,Jorge Masvidal,Ross Pearson
1603,Heavyweight,KO/TKO  Punches,1,0:14,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/8495283a56311b4d,http://ufcstats.com/event-details/72cbe507644a587c,Anthony Hamilton,Damian Grabowski
1604,Flyweight,SUB  Rear Naked Choke,1,1:49,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/8b61a3acdfb007d9,http://ufcstats.com/event-details/72cbe507644a587c,Wilson Reis,Hector Sandoval
1605,Lightweight,KO/TKO  Punches,1,2:27,"Atlanta, Georgia, USA",2016-07-30,http://ufcstats.com/fight-details/09c092dc766fa3f9,http://ufcstats.com/event-details/72cbe507644a587c,Damien Brown,Cesar Arzamendia
