,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Troy Mandaloniz  Richie Hightower,1  0,30 of 38  20 of 56,78%  35%,36 of 44  30 of 67,0 of 2  1 of 1,0%  100%,0  0,0  1,0  0,30 of 38  20 of 56,16 of 24  14 of 48,1 of 1  4 of 6,13 of 13  2 of 2,15 of 22  14 of 45,12 of 13  6 of 10,3 of 3  0 of 1
0,Matt Arroyo  John Kolosci,0  0,4 of 8  1 of 5,50%  20%,19 of 23  12 of 23,0 of 0  0 of 2,0%  0%,5  0,0  0,0  0,4 of 8  1 of 5,4 of 8  1 of 5,0 of 0  0 of 0,0 of 0  0 of 0,0 of 4  0 of 3,0 of 0  0 of 0,4 of 4  1 of 2
0,Roman Mitichyan  Dorian Price,0  0,0 of 0  0 of 2,0%  0%,0 of 0  0 of 2,1 of 1  0 of 0,100%  0%,1  0,0  0,0  0,0 of 0  0 of 2,0 of 0  0 of 1,0 of 0  0 of 1,0 of 0  0 of 0,0 of 0  0 of 1,0 of 0  0 of 1,0 of 0  0 of 0
0,Jonathan Goulet  Paul Georgieff,0  0,11 of 17  12 of 30,64%  40%,33 of 44  18 of 36,3 of 3  0 of 2,100%  0%,1  0,5  0,0  0,11 of 17  12 of 30,10 of 16  9 of 27,1 of 1  1 of 1,0 of 0  2 of 2,4 of 9  8 of 24,0 of 0  1 of 2,7 of 8  3 of 4
0,Rashad Evans Michael Bisping,0  0,23 of 87  40 of 96,26%  41%,38 of 108  52 of 112,6 of 16  2 of 2,37%  100%,0  0,4  0,0  0,23 of 87  40 of 96,22 of 86  23 of 78,1 of 1  11 of 11,0 of 0  6 of 7,18 of 71  25 of 78,1 of 4  15 of 18,4 of 12  0 of 0
0,Thiago Silva Houston Alexander,0  0,22 of 35  2 of 8,62%  25%,33 of 46  2 of 8,1 of 1  1 of 1,100%  100%,0  0,2  0,0  0,22 of 35  2 of 8,16 of 29  0 of 5,5 of 5  1 of 2,1 of 1  1 of 1,4 of 5  0 of 6,3 of 3  2 of 2,15 of 27  0 of 0
0,Karo Parisyan  Ryo Chonan,0  0,49 of 110  35 of 87,44%  40%,117 of 186  57 of 110,7 of 9  0 of 0,77%  0%,0  0,4  0,0  1,49 of 110  35 of 87,45 of 105  15 of 61,1 of 1  13 of 16,3 of 4  7 of 10,19 of 54  18 of 61,5 of 9  17 of 24,25 of 47  0 of 2
0,Ed Herman Joe Doerksen,1  0,43 of 74  9 of 19,58%  47%,89 of 122  16 of 26,2 of 3  1 of 5,66%  20%,0  3,4  1,1  0,43 of 74  9 of 19,31 of 61  5 of 15,12 of 13  3 of 3,0 of 0  1 of 1,6 of 21  7 of 15,9 of 13  2 of 4,28 of 40  0 of 0
0,Frankie Edgar Spencer Fisher,0  0,42 of 79  6 of 21,53%  28%,162 of 212  31 of 47,8 of 12  0 of 0,66%  0%,0  0,10  0,0  0,42 of 79  6 of 21,39 of 76  3 of 17,3 of 3  2 of 3,0 of 0  1 of 1,3 of 8  3 of 16,2 of 2  2 of 4,37 of 69  1 of 1
0,Thiago Alves Chris Lytle,1  0,39 of 90  42 of 128,43%  32%,48 of 99  88 of 176,0 of 0  1 of 1,0%  100%,0  0,0  0,0  0,39 of 90  42 of 128,14 of 59  23 of 102,7 of 9  14 of 19,18 of 22  5 of 7,28 of 69  29 of 109,9 of 18  12 of 18,2 of 3  1 of 1
0,Joe Lauzon Jason Reinhardt,0  0,5 of 7  1 of 3,71%  33%,8 of 10  1 of 3,1 of 2  0 of 0,50%  0%,1  0,3  0,0  0,5 of 7  1 of 3,3 of 5  1 of 3,2 of 2  0 of 0,0 of 0  0 of 0,1 of 3  0 of 2,2 of 2  1 of 1,2 of 2  0 of 0
0,Marcus Aurelio  Luke Caudillo,0  0,20 of 27  6 of 13,74%  46%,71 of 81  11 of 18,1 of 4  0 of 1,25%  0%,0  0,1  0,0  0,20 of 27  6 of 13,15 of 21  3 of 9,5 of 6  3 of 3,0 of 0  0 of 1,4 of 9  2 of 8,4 of 5  4 of 5,12 of 13  0 of 0
0,Akihiro Gono  Tamdan McCrory,1  0,27 of 44  31 of 62,61%  50%,39 of 56  32 of 63,1 of 1  0 of 0,100%  0%,1  0,3  0,0  0,27 of 44  31 of 62,4 of 13  14 of 41,9 of 13  10 of 13,14 of 18  7 of 8,20 of 33  17 of 33,3 of 5  14 of 29,4 of 6  0 of 0
0,Anderson Silva Rich Franklin,3  0,39 of 47  22 of 56,82%  39%,40 of 49  23 of 58,0 of 1  1 of 2,0%  50%,0  0,0  0,0  0,39 of 47  22 of 56,24 of 31  8 of 41,11 of 12  7 of 7,4 of 4  7 of 8,12 of 16  17 of 51,27 of 29  5 of 5,0 of 2  0 of 0
0,Tim Sylvia  Brandon Vera,0  0,68 of 121  58 of 72,56%  80%,137 of 191  77 of 94,0 of 0  1 of 1,0%  100%,0  0,0  1,0  0,68 of 121  58 of 72,31 of 76  16 of 29,23 of 30  13 of 14,14 of 15  29 of 29,12 of 36  17 of 28,56 of 85  37 of 40,0 of 0  4 of 4
0,Alvin Robinson  Jorge Gurgel,0  0,44 of 78  3 of 12,56%  25%,186 of 248  33 of 46,2 of 4  0 of 0,50%  0%,1  0,0  4,1  1,44 of 78  3 of 12,42 of 75  3 of 11,1 of 1  0 of 0,1 of 2  0 of 1,5 of 11  0 of 3,2 of 4  0 of 0,37 of 63  3 of 9
0,Stephan Bonnar Eric Schafer,0  0,30 of 54  13 of 17,55%  76%,76 of 109  35 of 41,0 of 0  1 of 5,0%  20%,0  1,1  1,0  0,30 of 54  13 of 17,26 of 49  3 of 6,4 of 5  5 of 5,0 of 0  5 of 6,2 of 13  5 of 8,4 of 5  6 of 7,24 of 36  2 of 2
0,Alan Belcher Kalib Starnes,0  0,57 of 100  40 of 89,57%  44%,61 of 104  45 of 94,0 of 0  1 of 3,0%  33%,0  0,0  0,0  0,57 of 100  40 of 89,37 of 77  34 of 79,8 of 11  5 of 9,12 of 12  1 of 1,34 of 66  29 of 75,23 of 34  11 of 14,0 of 0  0 of 0
0,Yushin Okami Jason MacDonald,0  0,41 of 82  25 of 49,50%  51%,78 of 123  69 of 95,1 of 1  0 of 9,100%  0%,1  0,6  0,0  0,41 of 82  25 of 49,33 of 72  0 of 22,6 of 8  2 of 3,2 of 2  23 of 24,12 of 34  2 of 22,10 of 13  23 of 27,19 of 35  0 of 0
0,Demian Maia Ryan Jensen,0  0,3 of 3  2 of 3,100%  66%,9 of 11  6 of 7,2 of 2  0 of 0,100%  0%,1  0,2  0,0  0,3 of 3  2 of 3,1 of 1  2 of 3,1 of 1  0 of 0,1 of 1  0 of 0,1 of 1  0 of 1,0 of 0  0 of 0,2 of 2  2 of 2
0,Joshua Burkman Forrest Petz,1  0,44 of 87  65 of 138,50%  47%,51 of 95  113 of 187,3 of 13  0 of 0,23%  0%,2  0,0  0,0  1,44 of 87  65 of 138,34 of 71  30 of 91,5 of 10  33 of 45,5 of 6  2 of 2,33 of 69  40 of 105,5 of 12  24 of 29,6 of 6  1 of 4
0,Matt Grice Jason Black,1  0,44 of 73  10 of 20,60%  50%,132 of 170  43 of 56,3 of 3  0 of 1,100%  0%,0  7,9  1,0  1,44 of 73  10 of 20,38 of 66  7 of 17,6 of 6  3 of 3,0 of 1  0 of 0,8 of 16  2 of 11,5 of 5  3 of 4,31 of 52  5 of 5
0,Keith Jardine  Chuck Liddell,1  0,83 of 176  31 of 138,47%  22%,83 of 176  31 of 138,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,83 of 176  31 of 138,38 of 125  25 of 128,15 of 16  6 of 9,30 of 35  0 of 1,82 of 173  30 of 135,1 of 3  1 of 3,0 of 0  0 of 0
0,Forrest Griffin Mauricio Rua,0  0,66 of 130  27 of 75,50%  36%,146 of 214  53 of 105,2 of 2  5 of 12,100%  41%,3  0,5  0,2  0,66 of 130  27 of 75,44 of 104  21 of 69,13 of 16  3 of 3,9 of 10  3 of 3,21 of 54  14 of 50,4 of 7  3 of 3,41 of 69  10 of 22
0,Jon Fitch Diego Sanchez,0  0,25 of 40  11 of 18,62%  61%,144 of 178  25 of 34,3 of 3  2 of 9,100%  22%,0  5,2  0,0  1,25 of 40  11 of 18,18 of 33  3 of 10,6 of 6  7 of 7,1 of 1  1 of 1,6 of 19  3 of 10,6 of 6  7 of 7,13 of 15  1 of 1
0,Lyoto Machida Kazuhiro Nakamura,0  0,70 of 89  15 of 31,78%  48%,134 of 153  27 of 44,2 of 3  2 of 10,66%  20%,1  0,9  1,0  0,70 of 89  15 of 31,36 of 53  6 of 21,26 of 27  5 of 6,8 of 9  4 of 4,17 of 22  3 of 13,32 of 35  12 of 17,21 of 32  0 of 1
0,Tyson Griffin  Thiago Tavares,0  0,29 of 66  6 of 21,43%  28%,89 of 134  32 of 49,2 of 6  4 of 9,33%  44%,1  4,0  6,1  2,29 of 66  6 of 21,15 of 50  1 of 15,3 of 5  5 of 6,11 of 11  0 of 0,5 of 29  2 of 14,15 of 17  4 of 7,9 of 20  0 of 0
0,Rich Clementi  Anthony Johnson,0  1,12 of 24  22 of 50,50%  44%,43 of 57  25 of 54,1 of 2  1 of 2,50%  50%,2  3,2  1,1  1,12 of 24  22 of 50,9 of 18  15 of 41,0 of 1  5 of 6,3 of 5  2 of 3,5 of 15  7 of 28,1 of 3  4 of 7,6 of 6  11 of 15
0,Jeremy Stephens Diego Saraiva,0  0,50 of 90  11 of 29,55%  37%,109 of 154  71 of 93,2 of 2  0 of 0,100%  0%,0  2,0  4,1  1,50 of 90  11 of 29,39 of 77  8 of 24,7 of 9  1 of 1,4 of 4  2 of 4,11 of 26  6 of 21,0 of 0  0 of 0,39 of 64  5 of 8
0,Christian Wellisch  Scott Junk,0  0,6 of 11  17 of 28,54%  60%,7 of 12  30 of 42,1 of 1  0 of 0,100%  0%,2  0,0  0,0  0,6 of 11  17 of 28,0 of 3  8 of 16,4 of 6  3 of 6,2 of 2  6 of 6,0 of 1  5 of 10,6 of 10  12 of 18,0 of 0  0 of 0
0,Matt Wiman Michihiro Omigawa,0  0,59 of 108  33 of 64,54%  51%,109 of 167  78 of 114,4 of 5  1 of 2,80%  50%,0  1,5  0,2  1,59 of 108  33 of 64,53 of 98  32 of 63,2 of 6  0 of 0,4 of 4  1 of 1,10 of 20  7 of 21,6 of 19  21 of 31,43 of 69  5 of 12
0,Kenny Florian Din Thomas,0  0,27 of 57  3 of 15,47%  20%,50 of 82  3 of 15,2 of 2  0 of 1,100%  0%,1  0,1  0,0  0,27 of 57  3 of 15,21 of 50  3 of 14,4 of 4  0 of 0,2 of 3  0 of 1,5 of 17  0 of 8,0 of 0  1 of 3,22 of 40  2 of 4
0,Chris Leben Terry Martin,1  0,53 of 101  45 of 104,52%  43%,208 of 256  76 of 135,0 of 1  4 of 6,0%  66%,1  0,0  1,0  0,53 of 101  45 of 104,24 of 68  32 of 88,11 of 13  12 of 15,18 of 20  1 of 1,22 of 59  22 of 69,29 of 40  18 of 26,2 of 2  5 of 9
0,Nate Diaz Junior Assuncao,1  0,10 of 11  7 of 14,90%  50%,25 of 28  9 of 16,1 of 3  1 of 2,33%  50%,3  0,0  1,0  1,10 of 11  7 of 14,6 of 7  2 of 8,0 of 0  3 of 4,4 of 4  2 of 2,1 of 1  2 of 5,9 of 10  3 of 7,0 of 0  2 of 2
0,Nate Quarry  Pete Sell,1  1,64 of 129  53 of 114,49%  46%,75 of 141  70 of 132,0 of 1  2 of 4,0%  50%,0  0,0  0,0  0,64 of 129  53 of 114,29 of 87  42 of 100,12 of 18  8 of 11,23 of 24  3 of 3,51 of 110  40 of 98,10 of 16  11 of 14,3 of 3  2 of 2
0,Luke Cummo  Edilberto de Oliveira,1  0,6 of 19  5 of 16,31%  31%,6 of 19  5 of 16,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,6 of 19  5 of 16,4 of 14  1 of 10,2 of 5  0 of 0,0 of 0  4 of 6,5 of 18  5 of 16,0 of 0  0 of 0,1 of 1  0 of 0
0,Cole Miller Leonard Garcia,0  0,21 of 48  16 of 32,43%  50%,59 of 90  95 of 119,1 of 2  0 of 1,50%  0%,10  0,11  0,2  1,21 of 48  16 of 32,20 of 47  11 of 27,1 of 1  2 of 2,0 of 0  3 of 3,4 of 17  5 of 17,0 of 0  0 of 0,17 of 31  11 of 15
0,Gray Maynard Joe Veres,1  0,3 of 4  0 of 0,75%  0%,3 of 4  0 of 0,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,3 of 4  0 of 0,3 of 4  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,1 of 1  0 of 0,0 of 0  0 of 0,2 of 3  0 of 0
0,Thiago Alves Kuniyoshi Hironaka,0  0,48 of 97  15 of 39,49%  38%,50 of 101  20 of 44,0 of 0  2 of 6,0%  33%,0  0,1  1,0  0,48 of 97  15 of 39,28 of 72  7 of 30,2 of 3  3 of 3,18 of 22  5 of 6,28 of 68  10 of 32,14 of 17  3 of 5,6 of 12  2 of 2
0,Dustin Hazelett  Jonathan Goulet,0  0,3 of 5  0 of 0,60%  0%,3 of 5  0 of 0,0 of 0  1 of 1,0%  100%,2  0,0  1,0  0,3 of 5  0 of 0,3 of 5  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,3 of 5  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0
0,Rampage Jackson Dan Henderson,1  0,74 of 108  60 of 95,68%  63%,185 of 222  94 of 135,2 of 3  3 of 8,66%  37%,0  3,7  3,0  1,74 of 108  60 of 95,34 of 67  22 of 54,28 of 29  18 of 20,12 of 12  20 of 21,26 of 45  12 of 33,23 of 29  35 of 45,25 of 34  13 of 17
0,Michael Bisping Matt Hamill,0  0,47 of 162  56 of 124,29%  45%,65 of 182  88 of 165,0 of 0  6 of 12,0%  50%,0  0,0  4,0  0,47 of 162  56 of 124,35 of 150  55 of 122,6 of 6  1 of 2,6 of 6  0 of 0,47 of 162  52 of 120,0 of 0  1 of 1,0 of 0  3 of 3
0,Cheick Kongo Mirko Cro Cop,0  0,63 of 103  15 of 33,61%  45%,87 of 131  45 of 63,1 of 4  1 of 1,25%  100%,0  0,1  2,1  0,63 of 103  15 of 33,11 of 38  8 of 20,26 of 33  5 of 9,26 of 32  2 of 4,26 of 61  9 of 22,31 of 34  3 of 6,6 of 8  3 of 5
0,Marcus Davis  Paul Taylor,0  1,24 of 40  16 of 30,60%  53%,32 of 48  26 of 41,1 of 3  0 of 0,33%  0%,1  0,3  2,0  1,24 of 40  16 of 30,22 of 37  12 of 25,2 of 3  2 of 2,0 of 0  2 of 3,7 of 15  6 of 15,1 of 2  3 of 4,16 of 23  7 of 11
0,Houston Alexander  Alessio Sakara,1  0,18 of 36  1 of 5,50%  20%,18 of 36  1 of 5,0 of 0  1 of 2,0%  50%,0  0,0  0,0  0,18 of 36  1 of 5,17 of 34  1 of 5,1 of 2  0 of 0,0 of 0  0 of 0,1 of 9  1 of 5,4 of 5  0 of 0,13 of 22  0 of 0
0,Gleison Tibau Terry Etim,0  0,14 of 23  18 of 34,60%  52%,105 of 123  20 of 37,7 of 10  0 of 1,70%  0%,0  0,7  0,0  0,14 of 23  18 of 34,12 of 21  8 of 23,2 of 2  3 of 4,0 of 0  7 of 7,0 of 6  18 of 34,0 of 0  0 of 0,14 of 17  0 of 0
0,Thiago Silva Tomasz Drwal,1  0,48 of 105  43 of 127,45%  33%,53 of 110  53 of 138,0 of 4  1 of 2,0%  50%,1  0,0  0,0  0,48 of 105  43 of 127,31 of 77  29 of 110,13 of 18  7 of 10,4 of 10  7 of 7,27 of 71  26 of 94,21 of 34  15 of 30,0 of 0  2 of 3
0,Dennis Siver Naoyuki Kotani,1  0,28 of 66  9 of 30,42%  30%,47 of 87  14 of 36,0 of 2  0 of 0,0%  0%,0  2,1  0,0  0,28 of 66  9 of 30,25 of 59  4 of 23,1 of 2  0 of 0,2 of 5  5 of 7,10 of 27  9 of 26,2 of 9  0 of 4,16 of 30  0 of 0
0,Jess Liaudin  Anthony Torres,2  0,38 of 67  13 of 26,56%  50%,46 of 76  28 of 42,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,38 of 67  13 of 26,31 of 60  7 of 20,3 of 3  3 of 3,4 of 4  3 of 3,18 of 41  9 of 22,17 of 20  4 of 4,3 of 6  0 of 0
0,Randy Couture  Gabriel Gonzaga,0  0,63 of 87  11 of 38,72%  28%,82 of 106  12 of 39,3 of 10  0 of 1,30%  0%,0  1,1  0,0  0,63 of 87  11 of 38,50 of 73  6 of 33,2 of 3  4 of 4,11 of 11  1 of 1,5 of 14  4 of 26,43 of 53  7 of 12,15 of 20  0 of 0
0,Georges St-Pierre Josh Koscheck,0  0,38 of 61  4 of 41,62%  9%,118 of 145  14 of 53,2 of 2  1 of 4,100%  25%,5  0,3  0,0  0,38 of 61  4 of 41,17 of 37  4 of 40,3 of 3  0 of 0,18 of 21  0 of 1,24 of 39  2 of 38,0 of 0  0 of 0,14 of 22  2 of 3
0,Roger Huerta  Alberto Crane,0  0,26 of 64  4 of 6,40%  66%,97 of 148  14 of 16,0 of 0  0 of 7,0%  0%,0  3,5  3,0  2,26 of 64  4 of 6,20 of 55  0 of 1,4 of 7  2 of 2,2 of 2  2 of 3,3 of 12  4 of 6,0 of 0  0 of 0,23 of 52  0 of 0
0,Joe Stevenson  Kurt Pellegrino,0  0,42 of 84  27 of 91,50%  29%,80 of 128  35 of 99,3 of 3  3 of 5,100%  60%,3  1,0  2,2  2,42 of 84  27 of 91,40 of 79  25 of 86,2 of 5  2 of 5,0 of 0  0 of 0,13 of 38  17 of 74,3 of 5  0 of 3,26 of 41  10 of 14
0,Patrick Cote Kendall Grove,1  0,20 of 31  12 of 27,64%  44%,32 of 44  25 of 40,0 of 2  0 of 1,0%  0%,1  0,3  0,0  0,20 of 31  12 of 27,15 of 25  3 of 15,1 of 2  7 of 7,4 of 4  2 of 5,7 of 14  3 of 16,2 of 3  9 of 11,11 of 14  0 of 0
0,Renato Sobral  David Heath,0  0,60 of 95  6 of 11,63%  54%,126 of 175  33 of 41,1 of 2  0 of 0,50%  0%,3  0,1  0,0  0,60 of 95  6 of 11,45 of 80  6 of 11,14 of 14  0 of 0,1 of 1  0 of 0,2 of 7  1 of 4,1 of 1  0 of 0,57 of 87  5 of 7
0,Frank Mir Antoni Hardonk,0  0,4 of 5  1 of 3,80%  33%,7 of 8  1 of 3,1 of 1  0 of 0,100%  0%,1  0,2  0,0  0,4 of 5  1 of 3,2 of 3  0 of 2,0 of 0  0 of 0,2 of 2  1 of 1,2 of 3  1 of 3,0 of 0  0 of 0,2 of 2  0 of 0
0,Thales Leites Ryan Jensen,0  0,10 of 18  11 of 26,55%  42%,12 of 20  14 of 29,3 of 4  0 of 0,75%  0%,2  1,1  0,0  0,10 of 18  11 of 26,1 of 8  8 of 20,1 of 1  2 of 5,8 of 9  1 of 1,9 of 17  6 of 18,0 of 0  2 of 3,1 of 1  3 of 5
0,Clay Guida Marcus Aurelio,2  0,44 of 181  40 of 135,24%  29%,71 of 208  47 of 142,0 of 1  0 of 3,0%  0%,0  0,0  0,0  0,44 of 181  40 of 135,27 of 155  39 of 134,6 of 13  0 of 0,11 of 13  1 of 1,35 of 166  40 of 135,2 of 3  0 of 0,7 of 12  0 of 0
0,Kenny Florian Alvin Robinson,0  0,20 of 32  6 of 16,62%  37%,51 of 67  15 of 27,3 of 5  1 of 1,60%  100%,0  0,6  0,0  0,20 of 32  6 of 16,16 of 28  4 of 14,2 of 2  2 of 2,2 of 2  0 of 0,1 of 5  3 of 9,2 of 2  3 of 6,17 of 25  0 of 1
0,Anderson Silva Nate Marquardt,1  0,10 of 15  3 of 11,66%  27%,30 of 35  12 of 23,1 of 1  1 of 2,100%  50%,0  0,0  1,0  0,10 of 15  3 of 11,9 of 14  1 of 9,1 of 1  1 of 1,0 of 0  1 of 1,4 of 5  2 of 6,0 of 0  0 of 0,6 of 10  1 of 5
0,Sean Sherk Hermes Franca,0  1,35 of 55  6 of 23,63%  26%,215 of 249  59 of 79,16 of 19  0 of 0,84%  0%,2  3,20  0,1  1,35 of 55  6 of 23,24 of 44  5 of 22,10 of 10  0 of 0,1 of 1  1 of 1,2 of 13  4 of 17,1 of 1  1 of 3,32 of 41  1 of 3
0,Minotauro Nogueira Heath Herring,0  1,55 of 120  31 of 127,45%  24%,79 of 153  47 of 144,4 of 5  0 of 0,80%  0%,2  0,7  0,0  2,55 of 120  31 of 127,44 of 109  19 of 109,11 of 11  3 of 8,0 of 0  9 of 10,45 of 108  21 of 100,8 of 8  5 of 15,2 of 4  5 of 12
0,Stephan Bonnar Mike Nickels,0  0,2 of 5  2 of 9,40%  22%,2 of 5  3 of 10,0 of 0  1 of 2,0%  50%,2  0,2  0,0  0,2 of 5  2 of 9,1 of 4  1 of 8,0 of 0  0 of 0,1 of 1  1 of 1,2 of 5  2 of 8,0 of 0  0 of 0,0 of 0  0 of 1
0,Jorge Gurgel  Diego Saraiva,0  0,67 of 230  49 of 166,29%  29%,120 of 301  78 of 195,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,67 of 230  49 of 166,57 of 214  42 of 155,4 of 7  4 of 5,6 of 9  3 of 6,40 of 171  43 of 147,11 of 25  4 of 15,16 of 34  2 of 4
0,Chris Lytle  Jason Gilliam,0  0,5 of 8  3 of 7,62%  42%,39 of 45  5 of 9,1 of 1  0 of 0,100%  0%,5  0,3  0,1  1,5 of 8  3 of 7,2 of 5  0 of 4,2 of 2  3 of 3,1 of 1  0 of 0,3 of 4  2 of 4,0 of 0  1 of 1,2 of 4  0 of 2
0,Frankie Edgar Mark Bocek,0  0,31 of 54  6 of 38,57%  15%,53 of 76  11 of 43,0 of 0  0 of 5,0%  0%,0  0,2  0,0  0,31 of 54  6 of 38,28 of 50  6 of 35,2 of 3  0 of 3,1 of 1  0 of 0,14 of 32  6 of 33,5 of 7  0 of 5,12 of 15  0 of 0
0,BJ Penn Jens Pulver,0  0,23 of 31  6 of 18,74%  33%,60 of 70  18 of 30,3 of 3  0 of 0,100%  0%,3  0,7  0,0  0,23 of 31  6 of 18,21 of 29  5 of 17,2 of 2  1 of 1,0 of 0  0 of 0,8 of 14  2 of 11,2 of 2  2 of 2,13 of 15  2 of 5
0,Nate Diaz Manvel Gamburyan,0  0,2 of 5  16 of 34,40%  47%,56 of 60  28 of 46,0 of 1  1 of 4,0%  25%,1  1,0  1,0  0,2 of 5  16 of 34,2 of 4  12 of 30,0 of 1  0 of 0,0 of 0  4 of 4,2 of 5  1 of 3,0 of 0  5 of 6,0 of 0  10 of 25
0,Thales Leites Floyd Sword,0  0,6 of 10  3 of 7,60%  42%,28 of 35  3 of 7,2 of 3  0 of 0,66%  0%,1  0,4  0,0  0,6 of 10  3 of 7,2 of 5  1 of 5,1 of 2  1 of 1,3 of 3  1 of 1,2 of 4  2 of 5,0 of 0  1 of 2,4 of 6  0 of 0
0,Roger Huerta  Doug Evans,0  0,34 of 78  20 of 51,43%  39%,60 of 107  36 of 72,0 of 6  4 of 5,0%  80%,0  0,4  2,1  0,34 of 78  20 of 51,21 of 62  12 of 41,10 of 13  4 of 5,3 of 3  4 of 5,16 of 47  8 of 34,5 of 8  10 of 12,13 of 23  2 of 5
0,Joe Lauzon Brandon Melendez,0  0,4 of 11  6 of 23,36%  26%,27 of 35  12 of 29,3 of 4  0 of 0,75%  0%,6  0,9  1,1  2,4 of 11  6 of 23,3 of 10  5 of 21,1 of 1  1 of 2,0 of 0  0 of 0,0 of 7  5 of 19,0 of 0  0 of 0,4 of 4  1 of 4
0,Cole Miller Andy Wang,1  0,12 of 32  4 of 11,37%  36%,14 of 34  4 of 11,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,12 of 32  4 of 11,11 of 29  3 of 8,1 of 3  1 of 2,0 of 0  0 of 1,3 of 16  1 of 6,1 of 4  3 of 5,8 of 12  0 of 0
0,Leonard Garcia Allen Berube,0  0,4 of 6  4 of 5,66%  80%,11 of 15  26 of 28,0 of 0  2 of 2,0%  100%,1  1,4  1,2  0,4 of 6  4 of 5,3 of 5  4 of 5,0 of 0  0 of 0,1 of 1  0 of 0,2 of 2  0 of 1,0 of 0  0 of 0,2 of 4  4 of 4
0,Matt Wiman Brian Geraghty,0  0,21 of 33  1 of 4,63%  25%,25 of 37  7 of 10,1 of 2  0 of 0,50%  0%,0  0,2  0,0  0,21 of 33  1 of 4,19 of 31  1 of 3,1 of 1  0 of 1,1 of 1  0 of 0,1 of 5  0 of 2,0 of 0  1 of 2,20 of 28  0 of 0
0,Rich Franklin Yushin Okami,0  0,36 of 102  17 of 59,35%  28%,42 of 110  34 of 78,1 of 3  1 of 2,33%  50%,0  3,1  2,0  0,36 of 102  17 of 59,13 of 73  9 of 46,10 of 15  3 of 6,13 of 14  5 of 7,28 of 91  12 of 51,7 of 9  2 of 4,1 of 2  3 of 4
0,Forrest Griffin Hector Ramirez,0  0,113 of 246  20 of 74,45%  27%,115 of 248  20 of 74,0 of 1  2 of 3,0%  66%,0  0,0  1,0  0,113 of 246  20 of 74,53 of 154  19 of 71,19 of 28  1 of 3,41 of 64  0 of 0,77 of 187  17 of 65,36 of 59  2 of 6,0 of 0  1 of 3
0,Jason MacDonald Rory Singer,0  0,30 of 49  17 of 25,61%  68%,81 of 107  29 of 38,2 of 7  1 of 2,28%  50%,0  1,2  2,1  0,30 of 49  17 of 25,19 of 37  10 of 18,3 of 3  5 of 5,8 of 9  2 of 2,2 of 5  0 of 0,8 of 10  15 of 21,20 of 34  2 of 4
0,Tyson Griffin  Clay Guida,0  0,50 of 87  36 of 65,57%  55%,87 of 125  82 of 114,2 of 2  4 of 14,100%  28%,2  2,0  4,0  0,50 of 87  36 of 65,31 of 68  22 of 50,16 of 16  12 of 13,3 of 3  2 of 2,27 of 58  11 of 31,6 of 10  5 of 5,17 of 19  20 of 29
0,Ed Herman Scott Smith,0  0,24 of 43  3 of 6,55%  50%,53 of 78  12 of 16,3 of 5  0 of 0,60%  0%,2  2,1  0,0  0,24 of 43  3 of 6,24 of 42  3 of 6,0 of 1  0 of 0,0 of 0  0 of 0,1 of 3  0 of 2,4 of 11  0 of 1,19 of 29  3 of 3
0,Marcus Davis  Jason Tan,1  0,9 of 14  6 of 13,64%  46%,9 of 14  6 of 13,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,9 of 14  6 of 13,9 of 14  0 of 5,0 of 0  0 of 0,0 of 0  6 of 8,5 of 9  6 of 13,0 of 1  0 of 0,4 of 4  0 of 0
0,Eddie Sanchez  Colin Robinson,0  0,41 of 67  36 of 50,61%  72%,68 of 94  62 of 76,1 of 2  1 of 1,50%  100%,0  2,4  2,1  0,41 of 67  36 of 50,38 of 61  26 of 39,3 of 6  10 of 11,0 of 0  0 of 0,1 of 3  0 of 0,15 of 21  16 of 18,25 of 43  20 of 32
0,Dustin Hazelett  Stevie Lynch,0  0,20 of 34  7 of 28,58%  25%,20 of 34  7 of 28,0 of 0  0 of 0,0%  0%,1  0,0  0,0  0,20 of 34  7 of 28,16 of 30  5 of 25,1 of 1  1 of 1,3 of 3  1 of 2,14 of 27  7 of 28,0 of 0  0 of 0,6 of 7  0 of 0
0,Spencer Fisher Sam Stout,0  0,88 of 239  76 of 286,36%  26%,89 of 240  78 of 288,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,88 of 239  76 of 286,57 of 198  40 of 228,22 of 30  30 of 50,9 of 11  6 of 8,81 of 229  64 of 271,7 of 10  12 of 15,0 of 0  0 of 0
