,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Lyoto Machida Tito Ortiz,1  0,41 of 60  16 of 53,68%  30%,67 of 87  39 of 76,1 of 1  0 of 7,100%  0%,0  2,1  0,0  0,41 of 60  16 of 53,18 of 34  2 of 35,6 of 7  11 of 11,17 of 19  3 of 7,34 of 47  5 of 38,1 of 1  11 of 15,6 of 12  0 of 0
0,Thiago Silva Antonio Mendes,0  1,19 of 23  5 of 12,82%  41%,20 of 24  8 of 15,0 of 0  1 of 2,0%  50%,1  0,2  0,0  0,19 of 23  5 of 12,14 of 18  1 of 8,5 of 5  4 of 4,0 of 0  0 of 0,1 of 2  2 of 6,3 of 3  3 of 5,15 of 18  0 of 1
0,Rousimar Palhares Ivan Salaverry,0  0,0 of 0  1 of 1,0%  100%,2 of 2  1 of 1,1 of 1  0 of 0,100%  0%,3  0,3  0,0  0,0 of 0  1 of 1,0 of 0  0 of 0,0 of 0  1 of 1,0 of 0  0 of 0,0 of 0  1 of 1,0 of 0  0 of 0,0 of 0  0 of 0
0,Rameau Thierry Sokoudjou  Kazuhiro Nakamura,1  0,26 of 46  6 of 23,56%  26%,29 of 49  6 of 23,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,26 of 46  6 of 23,7 of 27  1 of 18,6 of 6  5 of 5,13 of 13  0 of 0,20 of 40  6 of 23,4 of 4  0 of 0,2 of 2  0 of 0
0,Rich Clementi  Terry Etim,0  1,20 of 47  23 of 61,42%  37%,171 of 244  30 of 72,4 of 8  0 of 0,50%  0%,0  1,5  0,0  0,20 of 47  23 of 61,14 of 40  13 of 46,2 of 2  3 of 6,4 of 5  7 of 9,10 of 33  18 of 50,3 of 3  4 of 7,7 of 11  1 of 4
0,Yoshiyuki Yoshida  Jon Koppenhaver,0  0,1 of 3  1 of 2,33%  50%,1 of 3  2 of 3,1 of 1  0 of 0,100%  0%,1  0,1  0,0  0,1 of 3  1 of 2,1 of 3  0 of 1,0 of 0  0 of 0,0 of 0  1 of 1,1 of 3  1 of 2,0 of 0  0 of 0,0 of 0  0 of 0
0,Dong Hyun Kim Jason Tan,0  0,77 of 92  2 of 14,83%  14%,159 of 175  20 of 32,3 of 3  0 of 6,100%  0%,0  0,10  0,0  0,77 of 92  2 of 14,74 of 89  1 of 13,3 of 3  0 of 0,0 of 0  1 of 1,3 of 9  2 of 13,21 of 21  0 of 1,53 of 62  0 of 0
0,Shane Carwin Christian Wellisch,1  0,5 of 14  2 of 11,35%  18%,5 of 14  2 of 11,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 14  2 of 11,5 of 14  2 of 11,0 of 0  0 of 0,0 of 0  0 of 0,3 of 12  2 of 11,0 of 0  0 of 0,2 of 2  0 of 0
0,Georges St-Pierre Matt Serra,0  0,42 of 54  3 of 18,77%  16%,129 of 143  10 of 25,4 of 5  0 of 0,80%  0%,0  0,11  0,0  0,42 of 54  3 of 18,23 of 35  1 of 16,19 of 19  1 of 1,0 of 0  1 of 1,10 of 12  2 of 15,2 of 2  1 of 3,30 of 40  0 of 0
0,Rich Franklin Travis Lutter,1  0,28 of 43  1 of 9,65%  11%,56 of 75  9 of 18,0 of 0  1 of 9,0%  11%,0  1,0  3,0  0,28 of 43  1 of 9,18 of 32  1 of 9,9 of 10  0 of 0,1 of 1  0 of 0,14 of 25  0 of 7,10 of 11  0 of 0,4 of 7  1 of 2
0,Nate Quarry  Kalib Starnes,0  0,84 of 164  12 of 53,51%  22%,84 of 164  12 of 53,0 of 0  1 of 3,0%  33%,0  0,0  0,0  0,84 of 164  12 of 53,31 of 106  7 of 45,16 of 18  4 of 6,37 of 40  1 of 2,69 of 139  8 of 48,15 of 25  4 of 4,0 of 0  0 of 1
0,Michael Bisping Charles McCarthy,1  0,39 of 90  1 of 12,43%  8%,49 of 103  2 of 13,0 of 0  1 of 1,0%  100%,0  1,0  1,0  0,39 of 90  1 of 12,19 of 65  0 of 11,20 of 25  0 of 0,0 of 0  1 of 1,12 of 44  1 of 12,25 of 43  0 of 0,2 of 3  0 of 0
0,Mac Danzig Mark Bocek,1  0,46 of 88  22 of 77,52%  28%,148 of 190  27 of 82,1 of 1  3 of 9,100%  33%,2  0,5  1,0  0,46 of 88  22 of 77,42 of 83  15 of 69,1 of 2  7 of 8,3 of 3  0 of 0,21 of 49  8 of 49,3 of 3  4 of 4,22 of 36  10 of 24
0,Jason MacDonald Joe Doerksen,0  0,13 of 17  4 of 6,76%  66%,25 of 29  11 of 13,1 of 2  1 of 1,50%  100%,2  3,1  2,1  0,13 of 17  4 of 6,9 of 13  1 of 3,3 of 3  1 of 1,1 of 1  2 of 2,0 of 4  2 of 4,1 of 1  0 of 0,12 of 12  2 of 2
0,Jason Day  Alan Belcher,0  0,29 of 43  3 of 8,67%  37%,67 of 82  6 of 11,0 of 0  1 of 1,0%  100%,0  0,0  1,0  0,29 of 43  3 of 8,24 of 38  1 of 5,4 of 4  2 of 3,1 of 1  0 of 0,12 of 21  2 of 5,17 of 22  0 of 0,0 of 0  1 of 3
0,Demian Maia Ed Herman,0  0,15 of 21  15 of 32,71%  46%,35 of 46  44 of 62,1 of 8  1 of 1,12%  100%,3  0,3  0,2  1,15 of 21  15 of 32,12 of 17  11 of 27,2 of 3  3 of 3,1 of 1  1 of 2,3 of 3  0 of 2,0 of 1  4 of 4,12 of 17  11 of 26
0,Rich Clementi  Sam Stout,0  0,40 of 102  48 of 176,39%  27%,69 of 132  53 of 181,3 of 9  0 of 1,33%  0%,3  0,6  0,0  0,40 of 102  48 of 176,29 of 91  24 of 146,2 of 2  9 of 13,9 of 9  15 of 17,34 of 95  46 of 173,3 of 3  2 of 3,3 of 4  0 of 0
0,Cain Velasquez Brad Morris,3  0,36 of 55  1 of 4,65%  25%,62 of 83  1 of 4,0 of 0  0 of 1,0%  0%,0  0,3  0,0  0,36 of 55  1 of 4,33 of 52  1 of 4,3 of 3  0 of 0,0 of 0  0 of 0,5 of 10  1 of 4,5 of 5  0 of 0,26 of 40  0 of 0
0,Jonathan Goulet  Kuniyoshi Hironaka,2  1,31 of 78  21 of 50,39%  42%,34 of 81  23 of 52,0 of 0  1 of 5,0%  20%,0  0,0  2,0  0,31 of 78  21 of 50,18 of 64  19 of 48,5 of 5  0 of 0,8 of 9  2 of 2,22 of 58  9 of 26,9 of 20  0 of 0,0 of 0  12 of 24
0,Kenny Florian Joe Lauzon,0  0,35 of 74  5 of 12,47%  41%,115 of 165  9 of 16,2 of 4  2 of 3,50%  66%,0  2,3  1,0  0,35 of 74  5 of 12,26 of 65  5 of 11,7 of 7  0 of 0,2 of 2  0 of 1,6 of 12  3 of 8,0 of 0  0 of 0,29 of 62  2 of 4
0,Gray Maynard Frankie Edgar,0  0,19 of 65  26 of 75,29%  34%,27 of 74  31 of 80,9 of 10  1 of 5,90%  20%,0  0,3  1,0  0,19 of 65  26 of 75,15 of 58  20 of 69,4 of 7  3 of 3,0 of 0  3 of 3,12 of 54  18 of 63,4 of 6  8 of 12,3 of 5  0 of 0
0,Thiago Alves Karo Parisyan,1  0,17 of 48  10 of 45,35%  22%,17 of 48  21 of 56,0 of 0  1 of 4,0%  25%,0  0,0  1,0  0,17 of 48  10 of 45,12 of 43  7 of 42,2 of 2  2 of 2,3 of 3  1 of 1,12 of 43  7 of 37,2 of 2  1 of 4,3 of 3  2 of 4
0,Matt Hamill Tim Boetsch,0  0,31 of 71  18 of 58,43%  31%,53 of 96  23 of 63,1 of 1  0 of 1,100%  0%,0  0,1  0,0  0,31 of 71  18 of 58,30 of 70  9 of 48,0 of 0  5 of 6,1 of 1  4 of 4,18 of 47  11 of 41,0 of 5  7 of 16,13 of 19  0 of 1
0,Nate Diaz Kurt Pellegrino,0  0,6 of 17  20 of 34,35%  58%,28 of 41  35 of 50,1 of 1  3 of 3,100%  100%,1  0,0  5,0  1,6 of 17  20 of 34,0 of 10  19 of 33,2 of 2  1 of 1,4 of 5  0 of 0,0 of 10  0 of 4,5 of 6  0 of 1,1 of 1  20 of 29
0,James Irvin  Houston Alexander,1  0,3 of 4  0 of 1,75%  0%,3 of 4  0 of 1,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,3 of 4  0 of 1,3 of 4  0 of 1,0 of 0  0 of 0,0 of 0  0 of 0,1 of 1  0 of 1,0 of 0  0 of 0,2 of 3  0 of 0
0,Josh Neer Din Thomas,0  0,80 of 164  20 of 84,48%  23%,124 of 210  42 of 111,3 of 4  2 of 5,75%  40%,0  0,0  1,0  0,80 of 164  20 of 84,60 of 139  17 of 81,6 of 8  2 of 2,14 of 17  1 of 1,26 of 76  13 of 73,12 of 24  7 of 11,42 of 64  0 of 0
0,Marcus Aurelio  Ryan Roberts,1  0,6 of 11  0 of 1,54%  0%,6 of 11  0 of 1,0 of 0  0 of 0,0%  0%,1  0,0  0,0  0,6 of 11  0 of 1,6 of 11  0 of 1,0 of 0  0 of 0,0 of 0  0 of 0,1 of 5  0 of 1,0 of 0  0 of 0,5 of 6  0 of 0
0,Manvel Gamburyan Jeff Cox,0  0,3 of 4  2 of 4,75%  50%,5 of 6  3 of 5,1 of 5  0 of 1,20%  0%,1  0,0  0,0  0,3 of 4  2 of 4,0 of 1  0 of 2,3 of 3  0 of 0,0 of 0  2 of 2,1 of 2  0 of 2,2 of 2  2 of 2,0 of 0  0 of 0
0,Clay Guida Samy Schiavo,0  0,11 of 26  4 of 22,42%  18%,24 of 39  4 of 22,1 of 1  0 of 0,100%  0%,0  0,2  0,0  0,11 of 26  4 of 22,10 of 24  4 of 21,1 of 2  0 of 1,0 of 0  0 of 0,2 of 11  4 of 22,0 of 0  0 of 0,9 of 15  0 of 0
0,George Sotiropoulos Roman Mitichyan,0  0,21 of 35  2 of 12,60%  16%,77 of 96  7 of 17,3 of 4  0 of 0,75%  0%,3  0,5  0,1  1,21 of 35  2 of 12,20 of 33  0 of 8,1 of 2  0 of 1,0 of 0  2 of 3,3 of 12  2 of 10,1 of 2  0 of 1,17 of 21  0 of 1
0,Anthony Johnson Tommy Speer,1  0,15 of 25  0 of 7,60%  0%,15 of 25  0 of 7,0 of 0  0 of 2,0%  0%,0  0,0  0,0  0,15 of 25  0 of 7,14 of 24  0 of 7,0 of 0  0 of 0,1 of 1  0 of 0,9 of 19  0 of 7,4 of 4  0 of 0,2 of 2  0 of 0
0,Anderson Silva Dan Henderson,0  0,47 of 59  20 of 40,79%  50%,74 of 88  52 of 75,0 of 0  1 of 3,0%  33%,1  0,2  2,0  0,47 of 59  20 of 40,28 of 40  11 of 30,16 of 16  1 of 1,3 of 3  8 of 9,14 of 22  6 of 17,5 of 6  7 of 11,28 of 31  7 of 12
0,Heath Herring Cheick Kongo,1  0,57 of 80  45 of 60,71%  75%,100 of 125  93 of 110,3 of 4  5 of 5,75%  100%,0  0,3  5,2  1,57 of 80  45 of 60,9 of 22  17 of 30,46 of 56  16 of 17,2 of 2  12 of 13,3 of 12  4 of 7,2 of 4  11 of 11,52 of 64  30 of 42
0,Chris Leben Alessio Sakara,1  0,24 of 50  13 of 33,48%  39%,25 of 52  15 of 36,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,24 of 50  13 of 33,15 of 35  12 of 31,4 of 6  1 of 2,5 of 9  0 of 0,13 of 33  6 of 14,7 of 12  7 of 19,4 of 5  0 of 0
0,Yushin Okami Evan Tanner,2  0,26 of 58  19 of 44,44%  43%,31 of 63  25 of 50,0 of 0  1 of 3,0%  33%,0  0,0  0,0  0,26 of 58  19 of 44,14 of 45  6 of 26,8 of 9  2 of 6,4 of 4  11 of 12,15 of 47  12 of 36,11 of 11  7 of 8,0 of 0  0 of 0
0,Jon Fitch Chris Wilson,0  0,40 of 76  22 of 52,52%  42%,131 of 169  32 of 62,4 of 9  0 of 0,44%  0%,0  1,4  0,0  0,40 of 76  22 of 52,19 of 46  10 of 34,8 of 9  9 of 14,13 of 21  3 of 4,21 of 50  16 of 44,1 of 4  6 of 8,18 of 22  0 of 0
0,Andrei Arlovski Jake O'Brien,0  0,14 of 35  4 of 12,40%  33%,55 of 86  37 of 52,1 of 1  2 of 14,100%  14%,0  0,1  0,0  0,14 of 35  4 of 12,8 of 27  3 of 11,1 of 3  1 of 1,5 of 5  0 of 0,7 of 21  1 of 8,0 of 1  1 of 2,7 of 13  2 of 2
0,Luigi Fioravanti  Luke Cummo,0  0,32 of 75  16 of 39,42%  41%,129 of 197  82 of 109,13 of 16  0 of 1,81%  0%,0  0,6  0,0  0,32 of 75  16 of 39,26 of 66  9 of 29,2 of 4  7 of 9,4 of 5  0 of 1,2 of 10  6 of 22,4 of 7  7 of 12,26 of 58  3 of 5
0,Josh Koscheck Dustin Hazelett,1  0,24 of 59  20 of 59,40%  33%,25 of 60  24 of 63,1 of 1  0 of 0,100%  0%,0  2,0  0,0  0,24 of 59  20 of 59,14 of 47  12 of 50,5 of 7  5 of 6,5 of 5  3 of 3,20 of 50  16 of 54,2 of 5  3 of 4,2 of 4  1 of 1
0,Diego Sanchez David Bielkheden,0  0,24 of 50  1 of 1,48%  100%,49 of 75  11 of 11,1 of 1  0 of 0,100%  0%,0  0,3  0,0  0,24 of 50  1 of 1,21 of 47  0 of 0,3 of 3  1 of 1,0 of 0  0 of 0,0 of 1  0 of 0,0 of 0  1 of 1,24 of 49  0 of 0
0,Jorge Gurgel  John Halverson,0  0,68 of 137  44 of 102,49%  43%,118 of 192  118 of 180,1 of 5  0 of 0,20%  0%,0  2,1  0,0  0,68 of 137  44 of 102,43 of 111  29 of 86,2 of 2  11 of 11,23 of 24  4 of 5,26 of 63  28 of 77,9 of 11  13 of 17,33 of 63  3 of 8
0,Minotauro Nogueira Tim Sylvia,0  1,28 of 70  53 of 131,40%  40%,40 of 85  87 of 167,2 of 11  0 of 0,18%  0%,1  0,1  2,1  0,28 of 70  53 of 131,22 of 63  51 of 129,2 of 3  2 of 2,4 of 4  0 of 0,27 of 68  42 of 112,1 of 2  2 of 5,0 of 0  9 of 14
0,Frank Mir Brock Lesnar,0  0,2 of 3  16 of 24,66%  66%,2 of 3  32 of 40,0 of 0  1 of 1,0%  100%,3  0,0  2,0  0,2 of 3  16 of 24,0 of 1  16 of 24,0 of 0  0 of 0,2 of 2  0 of 0,2 of 3  1 of 1,0 of 0  0 of 0,0 of 0  15 of 23
0,Nate Marquardt Jeremy Horn,1  0,22 of 30  5 of 11,73%  45%,28 of 37  12 of 19,2 of 2  1 of 3,100%  33%,1  1,1  1,0  1,22 of 30  5 of 11,16 of 24  4 of 9,3 of 3  1 of 1,3 of 3  0 of 1,3 of 4  1 of 4,9 of 9  1 of 2,10 of 17  3 of 5
0,Ricardo Almeida  Rob Yundt,0  0,4 of 6  2 of 11,66%  18%,4 of 6  10 of 19,1 of 1  0 of 0,100%  0%,1  0,0  0,0  0,4 of 6  2 of 11,2 of 4  2 of 11,2 of 2  0 of 0,0 of 0  0 of 0,3 of 5  1 of 10,0 of 0  0 of 0,1 of 1  1 of 1
0,Tyson Griffin  Gleison Tibau,0  0,60 of 119  23 of 93,50%  24%,82 of 142  47 of 117,0 of 2  6 of 8,0%  75%,0  0,0  3,0  0,60 of 119  23 of 93,26 of 78  19 of 88,21 of 24  4 of 5,13 of 17  0 of 0,51 of 110  14 of 84,9 of 9  3 of 3,0 of 0  6 of 6
0,Chris Lytle  Kyle Bradley,1  0,12 of 17  0 of 3,70%  0%,18 of 23  1 of 4,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,12 of 17  0 of 3,11 of 16  0 of 3,0 of 0  0 of 0,1 of 1  0 of 0,6 of 10  0 of 3,3 of 3  0 of 0,3 of 4  0 of 0
0,Tim Boetsch David Heath,0  0,42 of 60  7 of 31,70%  22%,46 of 64  7 of 31,1 of 2  0 of 0,50%  0%,0  0,0  0,0  0,42 of 60  7 of 31,25 of 41  5 of 29,14 of 14  0 of 0,3 of 5  2 of 2,20 of 34  7 of 31,18 of 22  0 of 0,4 of 4  0 of 0
0,Marvin Eastman  Terry Martin,0  0,40 of 89  50 of 85,44%  58%,72 of 121  74 of 109,1 of 3  1 of 8,33%  12%,0  0,1  0,0  0,40 of 89  50 of 85,16 of 64  11 of 43,15 of 16  26 of 29,9 of 9  13 of 13,5 of 45  7 of 40,35 of 44  43 of 45,0 of 0  0 of 0
0,Rob Emerson  Keita Nakamura,0  1,81 of 212  57 of 191,38%  29%,89 of 220  66 of 203,0 of 0  4 of 4,0%  100%,0  0,0  0,0  0,81 of 212  57 of 191,44 of 174  53 of 186,9 of 10  4 of 5,28 of 28  0 of 0,75 of 205  47 of 176,4 of 5  10 of 13,2 of 2  0 of 2
0,Mike Swick Joshua Burkman,0  0,54 of 101  39 of 83,53%  46%,58 of 105  49 of 95,0 of 0  1 of 10,0%  10%,0  0,0  0,0  0,54 of 101  39 of 83,11 of 54  9 of 46,18 of 20  3 of 8,25 of 27  27 of 29,20 of 59  13 of 52,34 of 42  26 of 31,0 of 0  0 of 0
0,Patrick Cote Drew McFedries,1  0,14 of 31  8 of 15,45%  53%,14 of 31  8 of 15,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,14 of 31  8 of 15,13 of 27  2 of 9,1 of 3  1 of 1,0 of 1  5 of 5,5 of 22  7 of 14,3 of 3  1 of 1,6 of 6  0 of 0
0,Thiago Tavares Michihiro Omigawa,0  0,19 of 43  11 of 32,44%  34%,68 of 95  90 of 112,7 of 14  1 of 1,50%  100%,0  2,1  1,1  2,19 of 43  11 of 32,14 of 33  6 of 27,3 of 7  0 of 0,2 of 3  5 of 5,11 of 25  1 of 12,4 of 11  1 of 6,4 of 7  9 of 14
0,Nate Diaz Alvin Robinson,0  0,3 of 8  2 of 5,37%  40%,25 of 30  5 of 8,2 of 2  0 of 0,100%  0%,2  2,3  0,0  1,3 of 8  2 of 5,3 of 8  2 of 5,0 of 0  0 of 0,0 of 0  0 of 0,1 of 2  0 of 1,0 of 0  0 of 0,2 of 6  2 of 4
0,Kurt Pellegrino  Alberto Crane,0  1,23 of 51  4 of 26,45%  15%,37 of 66  12 of 36,1 of 2  0 of 4,50%  0%,0  2,1  0,0  0,23 of 51  4 of 26,19 of 45  3 of 24,1 of 3  1 of 2,3 of 3  0 of 0,16 of 40  4 of 26,1 of 2  0 of 0,6 of 9  0 of 0
0,Gray Maynard Dennis Siver,1  0,26 of 66  16 of 40,39%  40%,79 of 129  155 of 198,2 of 2  1 of 2,100%  50%,3  0,11  2,2  1,26 of 66  16 of 40,23 of 62  11 of 33,3 of 4  2 of 3,0 of 0  3 of 4,4 of 16  14 of 32,2 of 4  1 of 3,20 of 46  1 of 5
0,Jeremy Stephens Cole Miller,1  0,30 of 54  5 of 29,55%  17%,64 of 91  13 of 38,1 of 1  0 of 1,100%  0%,0  3,1  2,1  3,30 of 54  5 of 29,24 of 46  4 of 28,5 of 7  0 of 0,1 of 1  1 of 1,6 of 18  0 of 19,0 of 0  2 of 4,24 of 36  3 of 6
0,Corey Hill  Joe Veres,0  0,29 of 40  0 of 10,72%  0%,66 of 78  0 of 10,0 of 0  0 of 10,0%  0%,0  0,2  0,0  0,29 of 40  0 of 10,19 of 30  0 of 9,10 of 10  0 of 0,0 of 0  0 of 1,5 of 12  0 of 10,4 of 5  0 of 0,20 of 23  0 of 0
0,Matt Wiman Justin Buchholz,0  0,6 of 9  3 of 10,66%  30%,24 of 30  3 of 10,1 of 1  0 of 0,100%  0%,3  0,4  0,0  0,6 of 9  3 of 10,5 of 8  3 of 10,0 of 0  0 of 0,1 of 1  0 of 0,1 of 2  3 of 6,0 of 0  0 of 4,5 of 7  0 of 0
0,BJ Penn Joe Stevenson,2  0,41 of 69  17 of 36,59%  47%,71 of 105  33 of 57,0 of 0  0 of 0,0%  0%,1  0,5  0,0  0,41 of 69  17 of 36,38 of 66  11 of 29,3 of 3  6 of 7,0 of 0  0 of 0,22 of 38  7 of 24,1 of 2  2 of 2,18 of 29  8 of 10
0,Fabricio Werdum Gabriel Gonzaga,0  0,46 of 89  19 of 33,51%  57%,64 of 109  26 of 40,0 of 1  3 of 4,0%  75%,0  0,1  1,0  0,46 of 89  19 of 33,43 of 84  5 of 16,1 of 1  4 of 5,2 of 4  10 of 12,14 of 38  14 of 26,10 of 15  2 of 2,22 of 36  3 of 5
0,Marcus Davis  Jess Liaudin,1  0,5 of 5  4 of 8,100%  50%,5 of 5  4 of 8,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 5  4 of 8,4 of 4  0 of 2,1 of 1  0 of 1,0 of 0  4 of 5,3 of 3  4 of 8,0 of 0  0 of 0,2 of 2  0 of 0
0,Wilson Gouveia  Jason Lambert,1  0,5 of 14  27 of 56,35%  48%,9 of 18  47 of 82,0 of 1  1 of 1,0%  100%,4  0,0  2,0  0,5 of 14  27 of 56,5 of 14  16 of 44,0 of 0  10 of 11,0 of 0  1 of 1,4 of 12  3 of 8,0 of 0  2 of 3,1 of 2  22 of 45
0,Jorge Rivera  Kendall Grove,1  0,28 of 38  0 of 1,73%  0%,31 of 42  0 of 1,1 of 1  0 of 0,100%  0%,0  0,1  0,0  0,28 of 38  0 of 1,27 of 37  0 of 1,0 of 0  0 of 0,1 of 1  0 of 0,9 of 12  0 of 1,0 of 0  0 of 0,19 of 26  0 of 0
0,Antoni Hardonk  Colin Robinson,1  0,5 of 7  0 of 2,71%  0%,5 of 7  1 of 3,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 7  0 of 2,2 of 3  0 of 2,1 of 2  0 of 0,2 of 2  0 of 0,4 of 5  0 of 2,1 of 2  0 of 0,0 of 0  0 of 0
0,Paul Kelly  Paul Taylor,0  0,70 of 139  43 of 81,50%  53%,154 of 234  149 of 202,3 of 3  1 of 1,100%  100%,0  3,4  1,1  0,70 of 139  43 of 81,57 of 125  29 of 67,13 of 14  7 of 7,0 of 0  7 of 7,13 of 36  13 of 40,11 of 15  17 of 20,46 of 88  13 of 21
0,Alessio Sakara James Lee,0  0,8 of 10  0 of 1,80%  0%,10 of 12  0 of 1,0 of 0  2 of 4,0%  50%,0  0,0  0,0  0,8 of 10  0 of 1,8 of 10  0 of 1,0 of 0  0 of 0,0 of 0  0 of 0,0 of 2  0 of 1,0 of 0  0 of 0,8 of 8  0 of 0
0,Sam Stout Per Eklund,0  0,33 of 127  20 of 43,25%  46%,83 of 180  39 of 64,0 of 0  2 of 30,0%  6%,0  1,0  0,0  0,33 of 127  20 of 43,10 of 98  5 of 26,7 of 9  11 of 12,16 of 20  4 of 5,7 of 89  14 of 33,9 of 11  6 of 10,17 of 27  0 of 0
0,Georges St-Pierre Matt Hughes,0  0,28 of 40  5 of 13,70%  38%,97 of 117  10 of 19,3 of 3  0 of 3,100%  0%,3  0,11  0,0  0,28 of 40  5 of 13,18 of 27  3 of 11,8 of 9  2 of 2,2 of 4  0 of 0,4 of 12  0 of 6,2 of 3  2 of 2,22 of 25  3 of 5
0,Chuck Liddell  Wanderlei Silva,0  1,58 of 175  44 of 177,33%  24%,59 of 179  45 of 178,2 of 2  0 of 0,100%  0%,0  0,0  0,0  0,58 of 175  44 of 177,51 of 163  31 of 161,3 of 4  6 of 6,4 of 8  7 of 10,52 of 165  40 of 171,6 of 10  4 of 5,0 of 0  0 of 1
0,Eddie Sanchez  Soa Palelei,0  0,52 of 115  21 of 37,45%  56%,145 of 212  27 of 43,1 of 5  1 of 1,20%  100%,0  0,0  0,0  0,52 of 115  21 of 37,39 of 98  6 of 18,9 of 10  8 of 12,4 of 7  7 of 7,28 of 79  5 of 15,24 of 35  16 of 20,0 of 1  0 of 2
0,Lyoto Machida Rameau Thierry Sokoudjou,1  0,21 of 48  6 of 24,43%  25%,40 of 68  19 of 38,0 of 0  2 of 4,0%  50%,5  2,5  0,1  0,21 of 48  6 of 24,12 of 36  4 of 20,3 of 5  0 of 1,6 of 7  2 of 3,10 of 17  4 of 20,0 of 1  1 of 2,11 of 30  1 of 2
0,Rich Clementi  Melvin Guillard,0  0,6 of 9  5 of 18,66%  27%,10 of 13  5 of 18,2 of 2  1 of 1,100%  100%,2  0,3  0,1  0,6 of 9  5 of 18,1 of 4  5 of 18,1 of 1  0 of 0,4 of 4  0 of 0,6 of 8  5 of 17,0 of 1  0 of 1,0 of 0  0 of 0
0,James Irvin  Luiz Cane,0  0,5 of 19  9 of 20,26%  45%,5 of 19  10 of 21,0 of 1  1 of 1,0%  100%,0  0,0  0,0  0,5 of 19  9 of 20,2 of 15  6 of 17,1 of 1  2 of 2,2 of 3  1 of 1,5 of 19  8 of 19,0 of 0  0 of 0,0 of 0  1 of 1
0,Manvel Gamburyan Nate Mohr,0  0,3 of 6  2 of 3,50%  66%,8 of 12  7 of 8,1 of 3  0 of 0,33%  0%,1  0,0  0,0  0,3 of 6  2 of 3,2 of 5  2 of 3,0 of 0  0 of 0,1 of 1  0 of 0,2 of 4  1 of 2,0 of 0  0 of 0,1 of 2  1 of 1
0,Dean Lister  Jordan Radev,0  0,31 of 99  20 of 89,31%  22%,38 of 109  49 of 118,2 of 10  0 of 0,20%  0%,0  0,2  0,0  0,31 of 99  20 of 89,17 of 71  12 of 74,9 of 20  2 of 2,5 of 8  6 of 13,24 of 85  16 of 75,1 of 6  3 of 9,6 of 8  1 of 5
0,Roan Carneiro Tony DeSouza,0  0,24 of 27  9 of 15,88%  60%,73 of 77  37 of 44,3 of 3  0 of 0,100%  0%,2  1,2  1,0  1,24 of 27  9 of 15,19 of 22  6 of 12,0 of 0  3 of 3,5 of 5  0 of 0,6 of 8  0 of 5,4 of 5  5 of 5,14 of 14  4 of 5
0,Mark Bocek Doug Evans,0  0,26 of 58  22 of 66,44%  33%,87 of 129  52 of 97,7 of 17  1 of 1,41%  100%,0  1,7  0,0  1,26 of 58  22 of 66,16 of 48  14 of 58,5 of 5  7 of 7,5 of 5  1 of 1,3 of 23  14 of 52,12 of 14  8 of 14,11 of 21  0 of 0
0,Roger Huerta  Clay Guida,0  1,31 of 102  47 of 85,30%  55%,53 of 140  100 of 150,0 of 0  6 of 11,0%  54%,3  1,1  7,2  0,31 of 102  47 of 85,28 of 96  32 of 67,3 of 6  14 of 17,0 of 0  1 of 1,29 of 99  30 of 57,0 of 0  0 of 0,2 of 3  17 of 28
0,Mac Danzig Tommy Speer,0  0,10 of 14  4 of 7,71%  57%,36 of 41  5 of 8,1 of 2  0 of 0,50%  0%,1  0,2  0,0  0,10 of 14  4 of 7,5 of 8  0 of 2,5 of 6  2 of 3,0 of 0  2 of 2,0 of 0  0 of 2,5 of 6  4 of 5,5 of 8  0 of 0
0,Jon Koppenhaver  Jared Rollins,0  1,29 of 48  40 of 70,60%  57%,127 of 156  78 of 111,1 of 2  2 of 4,50%  50%,0  1,1  3,1  0,29 of 48  40 of 70,27 of 46  40 of 70,2 of 2  0 of 0,0 of 0  0 of 0,3 of 9  3 of 11,0 of 0  5 of 6,26 of 39  32 of 53
0,George Sotiropoulos Billy Miles,0  0,2 of 3  0 of 3,66%  0%,24 of 28  0 of 3,0 of 0  0 of 2,0%  0%,1  0,1  0,0  0,2 of 3  0 of 3,2 of 3  0 of 3,0 of 0  0 of 0,0 of 0  0 of 0,0 of 1  0 of 3,0 of 0  0 of 0,2 of 2  0 of 0
0,Ben Saunders Dan Barrera,0  0,18 of 25  12 of 17,72%  70%,143 of 153  59 of 64,0 of 0  1 of 12,0%  8%,4  0,2  0,0  1,18 of 25  12 of 17,10 of 17  6 of 11,7 of 7  0 of 0,1 of 1  6 of 6,5 of 11  0 of 1,4 of 5  6 of 6,9 of 9  6 of 10
