,fight,winner,loser,date,cumultime_w,cumulStr_Att_fighter_w,cumulStr_Att_oponent_w,cumulTD_Att_fighter_w,cumulTD_Att_oponent_w,KDPM_w,KDPM_ratio_w,SLPM_w,SLPM_ratio_w,SAPM_w,SAPM_ratio_w,Str_Acc_w,Str_Def_w,TD_Acc_w,TD_Def_w,SubPM_w,PassPM_w,RevPM_w,Head_SLPM_w,Body_SLPM_w,Leg_SLPM_w,Dist_SLPM_w,Clinch_SLPM_w,Ground_SLPM_w,wins_w,losses_w,cumultime_l,cumulStr_Att_fighter_l,cumulStr_Att_oponent_l,cumulTD_Att_fighter_l,cumulTD_Att_oponent_l,KDPM_l,KDPM_ratio_l,SLPM_l,SLPM_ratio_l,SAPM_l,SAPM_ratio_l,Str_Acc_l,Str_Def_l,TD_Acc_l,TD_Def_l,SubPM_l,PassPM_l,RevPM_l,Head_SLPM_l,Body_SLPM_l,Leg_SLPM_l,Dist_SLPM_l,Clinch_SLPM_l,Ground_SLPM_l,wins_l,losses_l,implied_prob_w,implied_prob_l,prev_w,prev_l,bday_w,height_w,weight_w,reach_w,stance_w,bday_l,height_l,weight_l,reach_l,stance_l,age_w,age_l
205,Stevie Ray vs Kajan Johnson,Kajan-Johnson,Stevie-Ray,2018-03-17,20.833333333333332,272.0,277.0,11.0,20.0,0.040941835056102535,0.0,1.130526834161689,0.1999600725952813,1.1472187384910015,0.24876535229476404,0.005653696760132374,0.008032331636240418,0.056818181818181816,0.06414141414141414,0.0,0.037614700652045044,0.023900414937759337,0.6456965798325518,0.2695403135007349,0.2152899408284024,0.9338358137234615,0.04114285714285714,0.15554816329537044,3,1,37.03333333333334,408.0,555.0,13.0,15.0,0.017637206758650544,0.0,0.9107182432645644,0.2371885265418814,1.3472833720985116,0.5260879348804445,0.008041878308007419,0.006088009731380749,0.13186813186813187,0.20277777777777778,0.007715057220007713,0.03383882692066675,0.0,0.5682903587564613,0.21183518340167443,0.13059270110642865,0.6141866009502425,0.07408408110250445,0.22244756121181733,5,2,0.3787878787878788,0.6369426751592356,4,7,1984-04-21,71.0,155.0,75.0,Orthodox,1990-03-25,70.0,155.0,70.0,Southpaw,33.0,27.0
206,Alan Patrick vs Stevie Ray,Alan-Patrick,Stevie-Ray,2016-09-24,20.4,241.0,230.0,16.0,15.0,0.012569130216189042,0.0,1.1366803131509016,0.304730950351155,0.9241183652948358,0.14932249418571672,0.008375125046785864,0.010072212245144348,0.07589285714285715,0.16565656565656567,0.0070028011204481795,0.0700280112044818,0.0,0.6325863678804856,0.2899159663865547,0.21417797888386128,0.8008331537743303,0.14695108812755872,0.18889607124901248,3,1,12.083333333333334,196.0,221.0,6.0,3.0,0.03310344827586207,0.0,1.2925599872874622,0.2235011526494817,2.073694581280788,1.0019056261343013,0.007058237929318069,0.006754118360127671,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.8690799300810423,0.1478976640711902,0.2755823931352296,1.1365008739869695,0.04492610837438424,0.11113300492610836,3,0,0.4,0.6060606060606061,4,3,1983-07-19,71.0,155.0,74.0,Southpaw,1990-03-25,70.0,155.0,70.0,Southpaw,33.0,26.0
207,Paul Felder vs Daron Cruickshank,Paul-Felder,Daron-Cruickshank,2016-01-17,24.15,403.0,429.0,19.0,3.0,0.005915409642117717,0.0,1.080548161293503,0.1203771438023975,1.4808242137434684,0.23706354956839137,0.004204790274334915,0.004739478975233438,0.019736842105263157,0.3333333333333333,0.0,0.041407867494824016,0.005915409642117717,0.5797101449275363,0.26487889841927115,0.2359591179466956,0.8498471852509121,0.1360544217687075,0.09464655427388347,2,2,57.13333333333334,857.0,820.0,29.0,19.0,0.010330977980993321,0.0,1.2075151896919891,0.30738159819160366,0.9882271680256282,0.22263561330579745,0.00579991938166678,0.00821933473494652,0.16551724137931034,0.3201754385964912,0.029656373971419583,0.049292674211061975,0.0050008334722453735,0.6413080799840322,0.3264914972274102,0.23971561248054668,0.862184050251812,0.2061429068688927,0.1391882325712843,6,5,0.7092198581560284,0.3076923076923077,4,11,1984-04-25,71.0,155.0,70.0,Orthodox,1985-06-11,68.0,155.0,72.0,Switch,31.0,30.0
208,Jorge Masvidal vs Daron Cruickshank,Jorge-Masvidal,Daron-Cruickshank,2014-07-26,26.983333333333334,381.0,363.0,17.0,24.0,0.011488130774942502,0.0,0.9110279419163647,0.18005022593543774,0.7839653812528158,0.14134868981901597,0.004783344485117117,0.006228735601394121,0.09411764705882353,0.06696428571428571,0.0052942733609812045,0.015882820082943616,0.0052942733609812045,0.6673881363543299,0.1633261210943366,0.08031368446769818,0.6771803299802116,0.13325641807751024,0.10059119385864289,3,1,38.050000000000004,596.0,584.0,11.0,10.0,0.015512305089288265,0.0,1.087408913727542,0.2778613094064,1.0306257727790071,0.2671578214258292,0.004718687352915541,0.007053885095480653,0.16363636363636364,0.375,0.004429417236338939,0.015692792494457954,0.007508916838746009,0.54175586832175,0.2924701093298312,0.2531829360759605,0.8060407967689266,0.23939411552854623,0.04197400143006899,5,2,0.6802721088435374,0.31746031746031744,4,7,1984-11-12,71.0,170.0,74.0,Orthodox,1985-06-11,68.0,155.0,72.0,Switch,29.0,29.0
209,Daron Cruickshank vs Beneil Dariush,Beneil-Dariush,Daron-Cruickshank,2015-03-14,17.716666666666665,175.0,212.0,6.0,11.0,0.0,0.0,0.7645668894882132,0.1265033294597237,1.4053754876863092,0.4746535997711915,0.00959339364160965,0.009254487958705494,0.1111111111111111,0.11363636363636363,0.012182163958391144,0.024364327916782287,0.0,0.3044514653440119,0.3751883382628458,0.0849270858813554,0.4382812379726232,0.32628565151558986,0.0,3,1,52.050000000000004,791.0,758.0,27.0,14.0,0.011339927159412459,0.0,1.050175282479294,0.2748671152589685,0.9153483589397244,0.22075475652721613,0.004771747760702757,0.007191283368799022,0.1037037037037037,0.3630952380952381,0.008727254784956432,0.019705709567445797,0.005489227391244682,0.568949294709752,0.2604622303279828,0.22076375744155913,0.7319581891571391,0.20244990440792723,0.11576718891422773,6,3,0.42194092827004215,0.5780346820809249,4,9,1989-05-06,70.0,155.0,72.0,Southpaw,1985-06-11,68.0,155.0,72.0,Switch,25.0,29.0
210,Daron Cruickshank vs James Krause,James-Krause,Daron-Cruickshank,2015-07-25,29.616666666666667,719.0,659.0,8.0,16.0,0.0,0.0,1.3038296086912466,0.13570663573416136,1.555051426304882,0.2551492982840472,0.0022845783976776436,0.004297208489065367,0.25,0.125,0.0,0.006752954417557681,0.0,0.7849431730423143,0.22973122833659645,0.28915520731233585,1.1945780248978115,0.0708576365643724,0.03839394722906259,2,3,55.68333333333334,842.0,801.0,28.0,19.0,0.010599997760803684,0.0,1.1151059463681123,0.2854546897937197,0.9396488685791343,0.21765785166485296,0.005111477723778817,0.007560104814407437,0.1357142857142857,0.3201754385964912,0.018043322247590168,0.03819095386132681,0.005131055714713301,0.5960812770012345,0.29783745030262776,0.22118721906424987,0.7731676537443172,0.19912558347852038,0.14281270914527464,6,4,0.37735849056603776,0.6134969325153374,5,10,1986-06-04,74.0,170.0,73.0,Orthodox,1985-06-11,68.0,155.0,72.0,Switch,29.0,30.0
211,Edson Barboza vs Paul Felder,Edson-Barboza,Paul-Felder,2015-07-25,56.56666666666667,1186.0,1043.0,28.0,20.0,0.028491718195076402,0.0,1.7273175501849858,0.30683463639311,1.4481305868801309,0.21369771200833582,0.004312359814059346,0.006690218748181781,0.11071428571428572,0.3333333333333333,0.009790501714202685,0.012801495539796395,0.0,0.9443476377701552,0.34426507790818267,0.4387048345066481,1.527734248889333,0.03903934117161876,0.16054396012403405,9,3,10.15,102.0,178.0,18.0,1.0,0.014074595355383532,0.0,1.0649777152240207,0.11871833372847572,1.749941355852686,0.32808367104273334,0.009645550527903468,0.005852771421741061,0.020833333333333332,0.0,0.0,0.09852216748768472,0.014074595355383532,0.5770584095707249,0.2924388146063022,0.1954804910469935,0.8538587848932677,0.05629838142153413,0.15482054890921884,2,0,0.53475935828877,0.45454545454545453,12,2,1986-01-21,71.0,155.0,75.0,Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox,29.0,31.0
212,Edson Barboza vs Paul Felder,Edson-Barboza,Paul-Felder,2015-07-25,56.56666666666667,1186.0,1043.0,28.0,20.0,0.028491718195076402,0.0,1.7273175501849858,0.30683463639311,1.4481305868801309,0.21369771200833582,0.004312359814059346,0.006690218748181781,0.11071428571428572,0.3333333333333333,0.009790501714202685,0.012801495539796395,0.0,0.9443476377701552,0.34426507790818267,0.4387048345066481,1.527734248889333,0.03903934117161876,0.16054396012403405,9,3,10.15,102.0,178.0,18.0,1.0,0.014074595355383532,0.0,1.0649777152240207,0.11871833372847572,1.749941355852686,0.32808367104273334,0.009645550527903468,0.005852771421741061,0.020833333333333332,0.0,0.0,0.09852216748768472,0.014074595355383532,0.5770584095707249,0.2924388146063022,0.1954804910469935,0.8538587848932677,0.05629838142153413,0.15482054890921884,2,0,0.53475935828877,0.45454545454545453,12,2,1986-01-21,71.0,155.0,75.0,Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox,29.0,31.0
213,Edson Barboza vs Paul Felder,Edson-Barboza,Paul-Felder,2015-07-25,56.56666666666667,1186.0,1043.0,28.0,20.0,0.028491718195076402,0.0,1.7273175501849858,0.30683463639311,1.4481305868801309,0.21369771200833582,0.004312359814059346,0.006690218748181781,0.11071428571428572,0.3333333333333333,0.009790501714202685,0.012801495539796395,0.0,0.9443476377701552,0.34426507790818267,0.4387048345066481,1.527734248889333,0.03903934117161876,0.16054396012403405,9,3,10.15,102.0,178.0,18.0,1.0,0.014074595355383532,0.0,1.0649777152240207,0.11871833372847572,1.749941355852686,0.32808367104273334,0.009645550527903468,0.005852771421741061,0.020833333333333332,0.0,0.0,0.09852216748768472,0.014074595355383532,0.5770584095707249,0.2924388146063022,0.1954804910469935,0.8538587848932677,0.05629838142153413,0.15482054890921884,2,0,0.5714285714285714,0.4444444444444444,12,2,1986-01-21,71.0,155.0,75.0,Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox,29.0,31.0
214,Edson Barboza vs Paul Felder,Edson-Barboza,Paul-Felder,2015-07-25,56.56666666666667,1186.0,1043.0,28.0,20.0,0.028491718195076402,0.0,1.7273175501849858,0.30683463639311,1.4481305868801309,0.21369771200833582,0.004312359814059346,0.006690218748181781,0.11071428571428572,0.3333333333333333,0.009790501714202685,0.012801495539796395,0.0,0.9443476377701552,0.34426507790818267,0.4387048345066481,1.527734248889333,0.03903934117161876,0.16054396012403405,9,3,10.15,102.0,178.0,18.0,1.0,0.014074595355383532,0.0,1.0649777152240207,0.11871833372847572,1.749941355852686,0.32808367104273334,0.009645550527903468,0.005852771421741061,0.020833333333333332,0.0,0.0,0.09852216748768472,0.014074595355383532,0.5770584095707249,0.2924388146063022,0.1954804910469935,0.8538587848932677,0.05629838142153413,0.15482054890921884,2,0,0.5714285714285714,0.4444444444444444,12,2,1986-01-21,71.0,155.0,75.0,Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox,29.0,31.0
215,Mike Perry vs Paul Felder,Mike-Perry,Paul-Felder,2018-07-07,34.7,721.0,775.0,10.0,12.0,0.026004346217383824,0.0,1.5729265405307742,0.189298425779423,1.91635860362049,0.3179301765926617,0.004009592629273413,0.0047835943438691636,0.125,0.1125,0.0,0.0,0.0,1.16059037051759,0.18007410456978182,0.23226206544340272,1.3310360923075641,0.20765226091895922,0.03423818730425085,4,3,55.28333333333333,764.0,789.0,33.0,16.0,0.006405633074904052,0.0,0.9828546134600837,0.14213407715902604,1.2769748260331737,0.3454050770686922,0.005719282812414251,0.006191803993366582,0.061868686868686865,0.20572916666666666,0.01623952077672333,0.033399043852313785,0.00613088165625008,0.5063991777448009,0.22509945917826238,0.25135597653702035,0.7253480045061059,0.14095046631613095,0.1165561426378469,7,3,0.4,0.5882352941176471,7,10,1991-09-15,70.0,170.0,71.0,Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox,26.0,34.0
216,Francisco Trinaldo vs Paul Felder,Francisco-Trinaldo,Paul-Felder,2016-09-24,73.86666666666667,1034.0,856.0,27.0,47.0,0.0019339865910263019,0.0,1.0174431554972834,0.2505770865387363,0.8181552943538446,0.24847629055661546,0.006312522171054123,0.00815208160579596,0.19074074074074077,0.15172239108409322,0.017701598731088,0.040638758158533815,0.0019339865910263019,0.6028993421368825,0.24029452316669994,0.17424929019370086,0.6483834654368231,0.19263146907705872,0.17642822098340144,10,3,37.08333333333333,587.0,582.0,29.0,13.0,0.003852327447833066,0.0,1.0668494237740547,0.14346654684742816,1.2677475787689145,0.20078391629635134,0.004490012345419927,0.005240435386727989,0.04741379310344827,0.20192307692307693,0.013634642090645122,0.039215827727379304,0.003852327447833066,0.5846015113531842,0.23197167264835494,0.2502762397725155,0.7498331740220393,0.15993651595217057,0.1570797337998449,4,2,0.5291005291005292,0.47619047619047616,13,6,1978-08-24,69.0,155.0,70.0,Southpaw,1984-04-25,71.0,155.0,70.0,Orthodox,38.0,32.0
217,Paul Felder vs Ross Pearson,Ross-Pearson,Paul-Felder,2015-09-05,77.9,1637.0,1504.0,49.0,49.0,0.020843015816934915,0.0,1.6352686152358502,0.2692276923080645,1.397815965769687,0.1659120154452697,0.0036594432708650882,0.006125102691685429,0.0957987590640652,0.1976190476190476,0.001833852924995415,0.013953228777139028,0.001833852924995415,1.0147324121507098,0.37229837015465855,0.24823783293048163,1.254756879386701,0.3207121016692751,0.05979963417987383,9,6,17.15,252.0,313.0,19.0,2.0,0.008329862557267805,0.0,1.0217964736915177,0.11308257069061392,1.56879078161877,0.27357150954771536,0.005147537647537648,0.005008687664523434,0.019736842105263157,0.5,0.0,0.05830903790087464,0.008329862557267805,0.5247813411078718,0.24804479614975244,0.2489703364338933,0.8801888102179649,0.04997917534360683,0.09162848812994587,2,1,0.2079002079002079,0.8130081300813008,15,3,1984-09-26,68.0,155.0,69.0,Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox,30.0,31.0
218,Edson Barboza vs Beneil Dariush,Edson-Barboza,Beneil-Dariush,2017-03-11,81.46666666666667,1704.0,1571.0,35.0,29.0,0.019783324786024816,0.0,1.685960986863621,0.27372607962542617,1.4133759381132442,0.19286336286711642,0.004044936503601401,0.006005578833372967,0.11714285714285713,0.3103448275862069,0.009945494722303458,0.012036188880254574,0.0,0.9229275222474946,0.3353978488971733,0.42763561571895353,1.490006550481255,0.030254529321008482,0.16569990706135773,12,4,48.949999999999996,709.0,679.0,20.0,29.0,0.009576098059244127,0.0,1.141223057510613,0.23248595525972082,1.3572857347782004,0.34072417696816515,0.005964259279207469,0.007694153705856108,0.05833333333333333,0.13793103448275862,0.030675007637258066,0.020491996888407856,0.0029184298847220198,0.5491426701871243,0.4265239839274427,0.16555640339604613,0.7085855501134206,0.34166457583437326,0.09097293156281921,8,2,0.5952380952380952,0.4,16,10,1986-01-21,71.0,155.0,75.0,Orthodox,1989-05-06,70.0,155.0,72.0,Southpaw,31.0,27.0
219,Michael Chiesa vs Beneil Dariush,Michael-Chiesa,Beneil-Dariush,2016-04-16,36.116666666666674,391.0,368.0,29.0,20.0,0.0,0.0,0.8960994318646949,0.20241264657508307,0.9854285667599993,0.3206812326977878,0.00838657211549761,0.012179152087741193,0.07955665024630541,0.14071428571428574,0.052428462927747256,0.08535863173317228,0.007009632403194054,0.5431696596835572,0.24952165080149183,0.10340812137964578,0.6055419683688152,0.18301148798615818,0.10754597550972138,6,2,35.349999999999994,467.0,518.0,11.0,23.0,0.0,0.0,0.8994598127137264,0.12442020812725532,1.3267663448040021,0.37750827442149515,0.006124150985603376,0.006871438907686242,0.0606060606060606,0.11956521739130435,0.018229102311200143,0.016252102379522935,0.00404122044857547,0.3759268981192892,0.40566909716200544,0.11786381743243164,0.6649700494902548,0.23448976322347143,0.0,6,1,0.3921568627450981,0.6211180124223602,8,7,1987-12-07,73.0,170.0,75.0,Southpaw,1989-05-06,70.0,155.0,72.0,Southpaw,28.0,26.0
220,Edson Barboza vs Gilbert Melendez,Edson-Barboza,Gilbert-Melendez,2016-07-23,74.46666666666667,1568.0,1442.0,34.0,24.0,0.021642992738157858,0.0,1.737013720633254,0.28017440265336546,1.4714180553294143,0.20164064534663179,0.004133167790978593,0.006059008272277587,0.0911764705882353,0.3333333333333333,0.010880389033710676,0.01316761218591861,0.0,0.9655610724267897,0.34774180834715696,0.4237108398593079,1.5303128319243708,0.03309850924822951,0.17360237946065407,11,4,25.883333333333333,583.0,529.0,21.0,11.0,0.0,0.0,1.2473199009792366,0.17988042748468488,1.1299122003371471,0.1670401099953031,0.0024693992044703293,0.004815996214385761,0.11417748917748917,0.25757575757575757,0.0,0.0,0.0,0.8294823387744418,0.2965057552672796,0.12133180693751508,0.9871803665654091,0.21800945011289338,0.042130084300933936,1,3,0.6535947712418301,0.35714285714285715,15,4,1986-01-21,71.0,155.0,75.0,Orthodox,1982-04-12,69.0,145.0,73.0,Orthodox,30.0,34.0
221,Arnold Allen vs Gilbert Melendez,Arnold-Allen,Gilbert-Melendez,2019-07-06,29.366666666666667,442.0,342.0,14.0,39.0,0.009729203826820172,0.0,1.020890381872595,0.24951505351684175,0.7083037733451405,0.11902305743260001,0.004355705229322003,0.009556513610420652,0.14285714285714285,0.10042735042735042,0.012135537157652919,0.05254210301950169,0.0,0.7525544878406455,0.20168424428622211,0.06665164974572732,0.7216843465378289,0.1221213186226206,0.17708471671214543,5,0,39.88333333333333,841.0,915.0,26.0,12.0,0.0,0.0,1.0530484534383189,0.1417739315375804,1.2777312118598965,0.2274082016847991,0.002338634386625373,0.004100434198390945,0.09222027972027971,0.23611111111111113,0.0,0.0,0.0,0.760390573984655,0.20675267539314648,0.08590520406051737,0.8663147134459174,0.1522285673796946,0.03450517261270687,1,5,0.7518796992481203,0.26246719160104987,5,6,1994-01-22,68.0,145.0,70.0,Southpaw,1982-04-12,69.0,145.0,73.0,Orthodox,25.0,37.0
222,Anthony Pettis vs Gilbert Melendez,Anthony-Pettis,Gilbert-Melendez,2014-12-06,22.616666666666667,162.0,148.0,12.0,16.0,0.04986753934860526,0.0,0.9277743426919284,0.3402074478319428,0.38082324648569127,0.14180121033474016,0.015442441095166723,0.023311870585806756,0.05555555555555555,0.0625,0.006316454363617222,0.02526581745446889,0.0,0.645486516674717,0.10310156085405144,0.17918626516316002,0.6786688967741106,0.09454450908674035,0.15456093683107744,4,1,16.0,441.0,342.0,2.0,10.0,0.0,0.0,1.1557539682539681,0.18237920168067226,0.8472222222222222,0.1261809593023256,0.0013812491837921904,0.003952412520896985,1.0,0.18333333333333335,0.0,0.0,0.0,0.8521825396825398,0.19146825396825395,0.11210317460317461,1.0128968253968254,0.11805555555555555,0.0248015873015873,1,1,0.7092198581560284,0.3194888178913738,5,2,1987-01-27,70.0,170.0,72.0,Orthodox,1982-04-12,69.0,145.0,73.0,Orthodox,27.0,32.0
223,Gilbert Melendez vs Jeremy Stephens,Jeremy-Stephens,Gilbert-Melendez,2017-09-09,144.88333333333333,2183.0,2121.0,93.0,80.0,0.012363476925077353,0.0069021051420683315,1.0132812796932331,0.25580933088556074,1.0119040452287582,0.19716609640340985,0.004657660255636437,0.006616610146722878,0.06236132445809865,0.13801968864468864,0.016838102654276585,0.01400987124932706,0.01144116503893218,0.5787634680182966,0.195171678490331,0.23934613318460576,0.6932272854307858,0.12747126459996724,0.19258272966248033,12,13,32.88333333333333,712.0,665.0,26.0,12.0,0.0,0.0,1.1512283428821433,0.1627673685602787,1.1326678393936085,0.17514806739815098,0.00244660859213701,0.004715635024853706,0.09222027972027971,0.23611111111111113,0.0,0.0,0.0,0.8049599960044136,0.24642053910003597,0.0998478077776936,0.9334326091472422,0.1759453140378875,0.04185041969701345,1,4,0.48780487804878053,0.5235602094240838,25,5,1986-05-25,69.0,145.0,71.0,Orthodox,1982-04-12,69.0,145.0,73.0,Orthodox,31.0,35.0
224,Anthony Pettis vs Edson Barboza,Edson-Barboza,Anthony-Pettis,2016-04-23,67.46666666666667,1437.0,1278.0,31.0,24.0,0.023888560166524037,0.0,1.8155999832907135,0.29949782022250904,1.4695112612395103,0.20001986250216175,0.004254972082473191,0.006402356713492796,0.1,0.3333333333333333,0.012009283152820972,0.014533817007580127,0.0,0.9916321323129684,0.37323450020700455,0.4507333507707409,1.5874528561288332,0.03653264311291735,0.19161448404896303,10,4,41.5,481.0,497.0,37.0,25.0,0.027176807588778048,0.0,1.141874393445922,0.2704129210339811,0.7705328740818241,0.14555190458804915,0.008340746970618929,0.010577280079119341,0.05315315315315316,0.115,0.0117994687254385,0.04239805354089078,0.008357127933700118,0.7557138836615428,0.19485691028145802,0.1913035995029212,0.8747154615033021,0.11637440302934361,0.15078452891327623,5,3,0.3921568627450981,0.6134969325153374,14,8,1986-01-21,71.0,155.0,75.0,Orthodox,1987-01-27,70.0,170.0,72.0,Orthodox,30.0,29.0
225,Nate Diaz vs Anthony Pettis,Nate-Diaz,Anthony-Pettis,2019-08-17,128.45000000000002,2667.0,2356.0,70.0,84.0,0.010654740967041493,0.0,1.4260745138972797,0.33525844768151286,1.3844365897892015,0.35167268553943504,0.0036436793061803852,0.005498543620299987,0.11594928880643167,0.09292156256441969,0.038190056601582,0.02486890142993456,0.00914732963640186,0.9901658592619895,0.22207387327811087,0.21383478135717912,1.0758416705892295,0.2271929413850478,0.12303990192300228,14,9,84.06666666666666,1297.0,1403.0,48.0,51.0,0.01539854300080439,0.0,1.4391617424294483,0.23914922933831548,1.3351583927328494,0.18280867595013905,0.006204921041878399,0.006711993677377162,0.07916666666666668,0.10643196672608439,0.020453155684544286,0.04778835436484312,0.02546473566747932,0.9021991780457304,0.32373597942584087,0.2132265849578769,1.1512635849171393,0.09700404293721723,0.1908941145750919,9,7,0.4716981132075471,0.53475935828877,23,16,1985-04-16,72.0,170.0,76.0,Southpaw,1987-01-27,70.0,170.0,72.0,Orthodox,34.0,32.0
226,Tony Ferguson vs Anthony Pettis,Tony-Ferguson,Anthony-Pettis,2018-10-06,73.1,1492.0,1561.0,21.0,36.0,0.005290828753509346,0.0,1.4772445993499108,0.2921236769695057,1.4422478930371603,0.1928469847598795,0.003611518995510444,0.005602684899944917,0.20634920634920634,0.2828703703703704,0.044327370951529256,0.0111375624954118,0.0019542700801250734,0.931984222028204,0.323365321854826,0.22189505546688088,1.3621495040245306,0.036665878963233034,0.0784292163621474,13,1,72.14999999999999,1091.0,1154.0,48.0,51.0,0.015631843588832836,0.0,1.4628117603382484,0.25282039784156796,1.2173785841281985,0.16845366081374777,0.0065572729608819715,0.007440532215907903,0.07916666666666668,0.10643196672608439,0.023831304521330882,0.055681325806483876,0.02967062293988582,0.9116999288729114,0.3353330271633492,0.21577880430198793,1.1435328722596885,0.10840572709062687,0.21087316098793335,8,6,0.7633587786259541,0.22727272727272727,14,14,1984-02-12,71.0,155.0,76.0,Orthodox,1987-01-27,70.0,170.0,72.0,Orthodox,34.0,31.0
227,Anthony Pettis vs Dustin Poirier,Dustin-Poirier,Anthony-Pettis,2017-11-11,75.5,1527.0,1180.0,41.0,36.0,0.05266757924112193,0.0,2.2427235692008622,0.41316082867747334,1.5194940033443707,0.16828962864278266,0.005282677875782448,0.008147495314855977,0.10201316298877275,0.1882716049382716,0.04237083855613091,0.0307657930664531,0.010219129075873584,1.733047528605122,0.2238958022323037,0.28578023836343663,1.4716410329642415,0.5080605453277554,0.26302199090886513,13,4,66.15,1011.0,1032.0,41.0,45.0,0.017049697882604516,0.0,1.3739605537145922,0.24589794311373436,1.0610711357257694,0.14883005439607158,0.005996851344366112,0.0072921173316362695,0.06016260162601626,0.11691919191919192,0.011363366375361327,0.0453185548523294,0.025047082046422156,0.8559359590788412,0.2980872480456952,0.21993734659005598,1.098347185469236,0.09028563671315044,0.18532773153220597,7,5,0.4854368932038835,0.5128205128205129,17,12,1989-01-19,69.0,155.0,72.0,Southpaw,1987-01-27,70.0,170.0,72.0,Orthodox,28.0,30.0
228,Anthony Pettis vs Max Holloway,Max-Holloway,Anthony-Pettis,2016-12-10,83.88333333333334,2200.0,2001.0,14.0,82.0,0.008613955348118566,0.0,1.8580412689923895,0.2653387122174114,1.4721724608672222,0.18283825486315514,0.0027984655619685958,0.0047552318042554335,0.19642857142857142,0.1106368563685637,0.007626027259279651,0.021869657788443943,0.0,1.3283474220823397,0.3765059949709718,0.1531878519390778,1.426757124862996,0.29077957353102707,0.14050457059836602,12,3,52.31666666666666,732.0,714.0,37.0,39.0,0.0215579008907478,0.0,1.3705540931253253,0.26828262153054133,0.9476256491266234,0.1428134410826332,0.006921060992330694,0.008982845657612525,0.05315315315315316,0.11567599067599069,0.014368015655880572,0.043648359780743086,0.03166991673853124,0.8785274375476171,0.25562644899071874,0.23640020658698935,1.0684849077632566,0.09231355958683199,0.20975562577523682,6,4,0.6134969325153374,0.4,15,10,1991-12-04,71.0,145.0,69.0,Orthodox,1987-01-27,70.0,170.0,72.0,Orthodox,25.0,29.0
229,Anthony Pettis vs Eddie Alvarez,Eddie-Alvarez,Anthony-Pettis,2016-01-17,14.0,267.0,230.0,6.0,13.0,0.0,0.0,0.8673469387755102,0.12421449518223711,1.2142857142857142,0.19079794079794082,0.0023769580239059117,0.004284802252488214,0.0,0.13286713286713286,0.0,0.0,0.0,0.7040816326530612,0.14285714285714285,0.02040816326530612,0.7142857142857143,0.15306122448979592,0.0,1,1,34.5,391.0,388.0,22.0,25.0,0.03269094246186345,0.0,1.1996460095074133,0.3035401803742092,0.6949888195477015,0.136436832089006,0.009067091115603679,0.01229554037941294,0.07121212121212121,0.115,0.014193563829150659,0.04271898365891832,0.010052777079668259,0.8262314004293092,0.1847036539824578,0.18871095509564642,0.9031256379573882,0.1275642404969951,0.16895613105302998,5,2,0.24390243902439027,0.7518796992481203,2,7,1984-01-11,69.0,155.0,69.0,Orthodox,1987-01-27,70.0,170.0,72.0,Orthodox,32.0,28.0
230,Bobby Green vs Edson Barboza,Edson-Barboza,Bobby-Green,2014-11-22,42.56666666666667,876.0,812.0,25.0,18.0,0.03786252605876637,0.0,2.0000900748011463,0.3572015713648729,1.6391479182849396,0.2394450533027561,0.0051424042446164405,0.00701999965832491,0.084,0.31481481481481477,0.013010557093971776,0.01701185429211784,0.0,1.0737113311412547,0.41050731183256534,0.5158714318273266,1.7415768142472747,0.051879218455941296,0.20663404209793043,8,2,24.25,363.0,522.0,23.0,12.0,0.010757507844016136,0.0,0.990086560682706,0.12943695208241776,1.278839493093191,0.5009736540664376,0.003974456127056297,0.0045553608992620976,0.03623188405797101,0.14814814814814814,0.0,0.032132815637970276,0.0,0.6273582983578501,0.15831232863953618,0.20441593368531957,0.8706595958949164,0.07069219440353461,0.04873477038425492,4,0,0.5102040816326531,0.49019607843137253,10,4,1986-01-21,71.0,155.0,75.0,Orthodox,1986-09-09,70.0,155.0,71.0,Orthodox,28.0,28.0
231,Bobby Green vs Drakkar Klose,Drakkar-Klose,Bobby-Green,2018-12-15,28.0,390.0,424.0,17.0,16.0,0.0,0.0,0.7397959183673469,0.10194339973751738,1.0918367346938775,0.23826075884899417,0.0038012776696987223,0.0045928319862044665,0.05112044817927171,0.12425595238095238,0.0,0.015306122448979591,0.00510204081632653,0.3010204081632653,0.2704081632653061,0.16836734693877548,0.5510204081632653,0.17346938775510207,0.015306122448979591,3,1,48.13333333333333,866.0,1048.0,25.0,25.0,0.005419727809225581,0.0,1.1631711247874776,0.1282350715000135,1.6011530902746491,0.3799616915094755,0.0035638250687289744,0.004135929336990214,0.07333333333333333,0.1831111111111111,0.0,0.022124689714717413,0.00296794618124258,0.7451170304348937,0.22772756959648113,0.19032652475610273,1.0394063653767125,0.06656434209954458,0.057200417311220636,5,3,0.6944444444444444,0.31746031746031744,4,8,1988-03-09,69.0,155.0,70.0,Orthodox,1986-09-09,70.0,155.0,71.0,Orthodox,30.0,32.0
