,fight,winner,loser,date,cumultime_w,cumulStr_Att_fighter_w,cumulStr_Att_oponent_w,cumulTD_Att_fighter_w,cumulTD_Att_oponent_w,KDPM_w,KDPM_ratio_w,SLPM_w,SLPM_ratio_w,SAPM_w,SAPM_ratio_w,Str_Acc_w,Str_Def_w,TD_Acc_w,TD_Def_w,SubPM_w,PassPM_w,RevPM_w,Head_SLPM_w,Body_SLPM_w,Leg_SLPM_w,Dist_SLPM_w,Clinch_SLPM_w,Ground_SLPM_w,wins_w,losses_w,cumultime_l,cumulStr_Att_fighter_l,cumulStr_Att_oponent_l,cumulTD_Att_fighter_l,cumulTD_Att_oponent_l,KDPM_l,KDPM_ratio_l,SLPM_l,SLPM_ratio_l,SAPM_l,SAPM_ratio_l,Str_Acc_l,Str_Def_l,TD_Acc_l,TD_Def_l,SubPM_l,PassPM_l,RevPM_l,Head_SLPM_l,Body_SLPM_l,Leg_SLPM_l,Dist_SLPM_l,Clinch_SLPM_l,Ground_SLPM_l,wins_l,losses_l,implied_prob_w,implied_prob_l,prev_w,prev_l,bday_w,height_w,weight_w,reach_w,stance_w,bday_l,height_l,weight_l,reach_l,stance_l,age_w,age_l
0,Joanna Jedrzejczyk vs Michelle Waterson,Joanna-Jedrzejczyk,Michelle-Waterson,2019-10-12,89.7,2662.0,2007.0,50.0,66.0,0.0036551711533892575,0.0,1.7115852682096517,0.2721723925651383,0.9708991646194438,0.2411321465399021,0.0019155986736815946,0.003949939401172497,0.041355042016806724,0.09750249750249751,0.001592610288262462,0.004777830864787386,0.0,0.8303642694588032,0.40789217558827373,0.473328823162575,1.371244912682494,0.29062226671557834,0.04971808881157957,9,3,39.766666666666666,516.0,667.0,14.0,16.0,0.0,0.0,1.1252745944590812,0.14383161138541747,1.5412843019992222,0.36442118502953674,0.007251909817046165,0.004489270444720468,0.24404761904761904,0.171875,0.0054273429538012515,0.021554304873667822,0.003592384145611304,0.49529287867720495,0.3542147105808656,0.2757670052010109,0.6666643833505778,0.29030622261257316,0.1683039884959305,5,2,0.7462686567164178,0.27027027027027023,12,7,1987-08-18,66.0,125.0,65.0,Orthodox,1986-01-06,63.0,115.0,62.0,Orthodox,32.0,33.0
1,Michelle Waterson vs Rose Namajunas,Rose-Namajunas,Michelle-Waterson,2017-04-15,26.633333333333333,603.0,428.0,18.0,16.0,0.0,0.0,1.5124109115020812,0.353095057346273,1.3823697456936466,0.1786459002286567,0.003308138500359215,0.006544364335944331,0.14629629629629629,0.1845238095238095,0.03689579701510784,0.11962811045496738,0.0,0.9693013991647851,0.4072048565838002,0.13590465575349592,0.9599870465506897,0.3433048189367113,0.20911904601468015,3,2,7.9833333333333325,36.0,77.0,2.0,4.0,0.0,0.0,0.4032345743384727,0.07351308133078666,1.71932874041651,1.036534446764092,0.020833333333333332,0.006633562515915457,0.5,0.0,0.02703473964043797,0.0,0.0,0.1184955503643077,0.12885214216686353,0.15588688180730148,0.31177376361460296,0.09146081072386973,0.0,2,0,0.4694835680751174,0.5235602094240838,5,2,1992-06-29,65.0,115.0,65.0,Orthodox,1986-01-06,63.0,115.0,62.0,Orthodox,24.0,31.0
2,Joanna Jedrzejczyk vs Tecia Torres,Joanna-Jedrzejczyk,Tecia-Torres,2018-07-28,73.7,2246.0,1738.0,50.0,42.0,0.004448695420068065,0.0,1.8453919814734905,0.29387613622690645,0.9835343346430057,0.27077706701611187,0.0019651957673360596,0.003922079336949114,0.041355042016806724,0.1141025641025641,0.001938360147315371,0.005815080441946113,0.0,0.9518363858496786,0.3777733569095849,0.5157822387142271,1.5024535603497753,0.2824267173733938,0.0605117037503214,8,2,50.88333333333333,1065.0,973.0,31.0,28.0,0.0028075429320106684,0.0,1.5911811680952148,0.29276102674180904,0.9722546019065617,0.10100528421119746,0.0038147923077794773,0.005568427059025912,0.10215053763440861,0.1488095238095238,0.01043511532251753,0.03851054464262421,0.0,0.9758572012440977,0.32249475449113696,0.29282921235998,1.2401886105685356,0.25071606837981997,0.10027648914685892,6,2,0.7352941176470588,0.26666666666666666,10,8,1987-08-18,66.0,125.0,65.0,Orthodox,1989-08-16,61.0,115.0,60.0,Orthodox,30.0,28.0
3,Tecia Torres vs Weili Zhang,Weili-Zhang,Tecia-Torres,2019-03-02,10.683333333333334,181.0,206.0,4.0,3.0,0.0,0.0,1.59822191206976,0.5093502441396357,1.2583562166016051,0.230705698816188,0.0058137283601832025,0.004141227104393954,0.08333333333333333,0.5,0.06419752588422864,0.05082556243426207,0.0,1.2090433197159818,0.2848651761196498,0.10431341623412836,0.4907692106003568,0.11635423400129283,0.9910984674681105,2,0,57.88333333333333,1143.0,1139.0,41.0,28.0,0.0024680185924067293,0.0,1.4801996110140607,0.26655194313668606,1.0076941753669175,0.12124860507459216,0.0039246113130901724,0.005306923224344686,0.07723577235772358,0.1488095238095238,0.009173166449653332,0.03385335237372062,0.0,0.8849921536665546,0.2884305622240997,0.3067768951234064,1.1617815308485944,0.23026831875879777,0.08814976140666866,6,3,0.5555555555555556,0.4166666666666667,2,9,1989-08-13,64.0,115.0,63.0,Switch,1989-08-16,61.0,115.0,60.0,Orthodox,29.0,29.0
4,Jessica Andrade vs Tecia Torres,Jessica-Andrade,Tecia-Torres,2018-02-24,69.93333333333334,1375.0,1768.0,48.0,34.0,0.0,0.0,1.3265700031470953,0.19621480358140383,2.1918921867924297,0.322482633322036,0.0044379093952865226,0.003312226620456607,0.1265625,0.11039915966386554,0.03035390999964998,0.046399507286139854,0.0,0.8941853792709131,0.3009725955791184,0.1314120282970638,0.7650275100199707,0.3708300622360957,0.19071243089102893,8,4,43.88333333333333,915.0,795.0,29.0,16.0,0.003255384949270251,0.0,1.620375060678359,0.32236969792736153,0.8278472734710614,0.0867334343702187,0.003937435855502889,0.006207463472976707,0.07471264367816093,0.25,0.012099660873393855,0.04139812541682611,0.0,0.9557291654162884,0.354404828724979,0.31024106653709144,1.239437404181009,0.2744318320951187,0.10650582440223112,6,1,0.6944444444444444,0.29411764705882354,12,7,1991-09-25,61.0,115.0,62.0,Orthodox,1989-08-16,61.0,115.0,60.0,Orthodox,26.0,28.0
5,Rose Namajunas vs Tecia Torres,Rose-Namajunas,Tecia-Torres,2016-04-16,12.633333333333333,205.0,162.0,14.0,9.0,0.0,0.0,1.7183996336340521,0.5897097625329816,1.4329415709252036,0.20568724429299354,0.006599162355259916,0.011036288814066592,0.15238095238095237,0.14285714285714285,0.0777829599342247,0.22958161393691393,0.0,1.240596579543401,0.36091095472039,0.11689209937026113,1.1531125334934067,0.2601220702272997,0.30516502991334565,2,1,21.0,409.0,319.0,17.0,4.0,0.006802721088435374,0.0,1.3945578231292517,0.30642629493204204,0.6326530612244897,0.07646619253762112,0.0035910593809007326,0.006502143752404726,0.06862745098039216,0.5,0.0,0.040816326530612235,0.0,0.9387755102040817,0.3129251700680272,0.14285714285714285,1.129251700680272,0.19727891156462582,0.06802721088435375,3,0,0.6211180124223602,0.37735849056603776,3,3,1992-06-29,65.0,115.0,65.0,Orthodox,1989-08-16,61.0,115.0,60.0,Orthodox,23.0,26.0
6,Joanna Jedrzejczyk vs Jessica Andrade,Joanna-Jedrzejczyk,Jessica-Andrade,2017-05-13,52.65,1504.0,1177.0,50.0,30.0,0.0,0.0,1.708950524911679,0.2766737983946182,0.9488745928206181,0.35194510324464845,0.0019455753368400877,0.003963630128225686,0.041355042016806724,0.11641025641025642,0.00271333604666938,0.00814000814000814,0.0,0.8969960943848387,0.36842263931228797,0.4435317912145525,1.3611288154541665,0.3067081178300562,0.04111359162745628,7,0,53.93333333333333,1066.0,1175.0,31.0,27.0,0.0,0.0,1.4378721878466871,0.24206169408798064,2.0051323199040816,0.3056421370769633,0.004934196071319304,0.0043236454902857244,0.18951612903225806,0.12314814814814816,0.03406123276133318,0.05810434669529548,0.0,0.9457890234833687,0.3567087708524574,0.13537439351086106,0.7930302559438424,0.40755874042021034,0.23728319148263446,7,3,0.6369426751592356,0.35714285714285715,7,10,1987-08-18,66.0,125.0,65.0,Orthodox,1991-09-25,61.0,115.0,62.0,Orthodox,29.0,25.0
7,Jessica Andrade vs Weili Zhang,Weili-Zhang,Jessica-Andrade,2019-08-31,17.683333333333334,243.0,348.0,5.0,11.0,0.0,0.0,1.2079199837696262,0.3346512111827852,1.2691859894831563,0.25813605366746134,0.00632162881043249,0.004050088539293588,0.06666666666666667,0.20454545454545456,0.03878474466709761,0.03070611264878604,0.0,0.843540780337365,0.2124936105088015,0.15188559292345954,0.49846256199862676,0.08645232906473689,0.6230050927062625,3,0,82.86666666666667,1751.0,2079.0,62.0,40.0,0.009178303498881586,0.0,1.6786230830217597,0.2149095096108241,2.258997575781982,0.29913608075906994,0.0043286849207931,0.0036170400138416567,0.1114247311827957,0.1063392857142857,0.02865870007616641,0.055991514795703835,0.001723939777037122,1.194562645783632,0.35571447875033424,0.12834595848779318,1.0517424622002138,0.3943392397729979,0.2325413810485477,11,4,0.3508771929824561,0.6172839506172839,3,15,1989-08-13,64.0,115.0,63.0,Switch,1991-09-25,61.0,115.0,62.0,Orthodox,30.0,27.0
8,Jessica Andrade vs Raquel Pennington,Raquel-Pennington,Jessica-Andrade,2015-09-05,25.983333333333334,572.0,455.0,17.0,11.0,0.0,0.0,0.8743154661664296,0.11101052610619407,1.1955548704300691,0.2407803870279816,0.0023491961081677903,0.004246612071114254,0.051470588235294115,0.16666666666666666,0.007722985105365115,0.016494089617886922,0.0,0.4959995243621872,0.2903474638421789,0.08796847796206358,0.5607990470081554,0.30801838928564534,0.005498029872628974,2,2,32.4,557.0,669.0,17.0,22.0,0.0,0.0,1.258718900044436,0.2720386775582748,1.7285851106513874,0.3031350806596848,0.005815243314955355,0.004780365620611484,0.20833333333333331,0.14204545454545456,0.04486452829532751,0.0715642382309049,0.0,0.8606787407956998,0.21619525518160998,0.1818449040671263,0.7478663131684573,0.20615043032197028,0.3047021565540084,4,2,0.3333333333333333,0.6666666666666666,4,6,1988-09-05,67.0,135.0,67.0,Orthodox,1991-09-25,61.0,115.0,62.0,Orthodox,26.0,23.0
9,Joanna Jedrzejczyk vs Karolina Kowalkiewicz,Joanna-Jedrzejczyk,Karolina-Kowalkiewicz,2016-11-12,43.65,1144.0,957.0,49.0,29.0,0.0,0.0,1.6260308164169508,0.255369426929591,1.0172437973986252,0.41781241752604875,0.0021426095337478074,0.004067361952136217,0.021790859200823187,0.08594164456233422,0.003272786777941417,0.009818360333824251,0.0,0.9215771905924801,0.3323840336976649,0.3720695921268059,1.321040827804396,0.2553993677835615,0.04959062082899365,6,0,21.0,506.0,563.0,16.0,15.0,0.0,0.0,1.5170068027210886,0.14516594516594516,1.4965986394557824,0.17759103641456583,0.0025270697984341164,0.003200415100915274,0.027777777777777776,0.06666666666666667,0.0,0.02040816326530612,0.0,1.08843537414966,0.2312925170068027,0.19727891156462582,1.129251700680272,0.36054421768707484,0.027210884353741496,3,0,0.7751937984496123,0.20202020202020202,6,3,1987-08-18,66.0,125.0,65.0,Orthodox,1985-10-15,63.0,115.0,64.0,Orthodox,29.0,31.0
10,Claudia Gadelha vs Karolina Kowalkiewicz,Claudia-Gadelha,Karolina-Kowalkiewicz,2017-06-03,37.0,767.0,798.0,29.0,22.0,0.006864006864006863,0.0,1.166023166023166,0.19757632128321784,1.0999570999571,0.14043654805097364,0.0026380833291446844,0.003986690275629144,0.10831122900088419,0.13920454545454544,0.011583011583011582,0.053625053625053626,0.0,0.9202059202059203,0.2042042042042042,0.04161304161304161,0.8601458601458601,0.16130416130416128,0.14457314457314457,3,2,30.0,726.0,923.0,17.0,16.0,0.0,0.0,1.247089947089947,0.11136275031011872,1.680952380952381,0.23831372549019608,0.00207433890534489,0.0025209465891823397,0.0261437908496732,0.0625,0.0,0.014285714285714285,0.0,0.8952380952380953,0.20264550264550263,0.14920634920634918,0.9238095238095237,0.30423280423280424,0.019047619047619046,3,1,0.7462686567164178,0.2777777777777778,5,4,1988-12-07,64.0,115.0,63.0,Orthodox,1985-10-15,63.0,115.0,64.0,Orthodox,28.0,31.0
11,Karolina Kowalkiewicz vs Alexa Grasso,Alexa-Grasso,Karolina-Kowalkiewicz,2019-06-08,23.733333333333334,502.0,458.0,20.0,4.0,0.0,0.0,1.054104842814078,0.14374122191011235,1.2000352347022667,0.26843849034860273,0.0026881063279041023,0.004354229385136361,0.10151515151515152,0.25,0.015415182241710056,0.10379556042751438,0.006019261637239165,0.6414183925145832,0.2889245585874799,0.12376189171201502,0.7136495321614533,0.2227126805778491,0.11774263007477587,2,2,56.016666666666666,1549.0,1533.0,26.0,24.0,0.0,0.0,1.7468483582455039,0.17207790967804398,1.8224547788307235,0.20898440392305567,0.0022574311271450986,0.003436362624827911,0.05555555555555555,0.14583333333333334,0.0025502614017936837,0.015301568410762101,0.0025502614017936837,1.165878324423224,0.34773366529956323,0.2332363685227166,1.2616743341227208,0.439269318890497,0.045904705232286305,5,4,0.5,0.4807692307692307,4,9,1993-08-09,65.0,115.0,66.0,Orthodox,1985-10-15,63.0,115.0,64.0,Orthodox,25.0,33.0
12,Jessica Andrade vs Karolina Kowalkiewicz,Jessica-Andrade,Karolina-Kowalkiewicz,2018-09-08,76.93333333333334,1553.0,1918.0,60.0,36.0,0.0,0.0,1.3767025913727557,0.19569265940805255,2.120582362913693,0.3028893261306896,0.004262060110175942,0.003334732359211304,0.11513888888888889,0.10426587301587302,0.027592072434690494,0.05703287719758913,0.0018568952711067095,0.8982425402310368,0.35343423735299156,0.12502581378872735,0.7641244127354103,0.36865624498633953,0.2439219336510059,9,4,47.05,1344.0,1342.0,22.0,24.0,0.0,0.0,1.6260653608435007,0.16758437709286894,1.5860350864967512,0.19623063463882043,0.0019632880848467612,0.0031829677321343476,0.04292929292929293,0.14583333333333334,0.0,0.01518141794443601,0.003036283588887202,1.1500546282170296,0.3083514666936559,0.16765926593281516,1.183105321709179,0.4065246360676754,0.03643540306664642,5,2,0.8064516129032259,0.2,13,7,1991-09-25,61.0,115.0,62.0,Orthodox,1985-10-15,63.0,115.0,64.0,Orthodox,26.0,32.0
13,Karolina Kowalkiewicz vs Michelle Waterson,Michelle-Waterson,Karolina-Kowalkiewicz,2019-03-30,32.766666666666666,398.0,518.0,14.0,12.0,0.0,0.0,1.1171585726388298,0.14737778472309568,1.5915223377409538,0.40800637152993036,0.008188277935020588,0.004679292640870336,0.24404761904761904,0.1875,0.006586795670279647,0.026158988519110592,0.004359831419851766,0.5313458552293764,0.34268958698747404,0.2431231304219796,0.6259721356431731,0.2956470375000143,0.19553939949564245,4,2,49.016666666666666,1400.0,1415.0,22.0,24.0,0.0,0.0,1.8097877944548488,0.17374547207591778,1.9165926838077638,0.22065932729867055,0.0021908790104324827,0.003357593463829551,0.04292929292929293,0.14583333333333334,0.0,0.014572302909603147,0.0029144605819206295,1.259514224447719,0.34784718237250817,0.20242638763462154,1.3223593558510347,0.4524549116207666,0.03497352698304755,5,3,0.4081632653061224,0.591715976331361,6,8,1986-01-06,63.0,115.0,62.0,Orthodox,1985-10-15,63.0,115.0,64.0,Orthodox,33.0,33.0
14,Joanna Jedrzejczyk vs Claudia Gadelha,Joanna-Jedrzejczyk,Claudia-Gadelha,2016-07-08,34.65,814.0,807.0,47.0,16.0,0.0,0.0,1.484002585311525,0.24107430568039984,1.0794427635339103,0.5160045448645738,0.0023560343652016687,0.004104665908543197,0.01207983193277311,0.1125,0.0041228612657184084,0.012368583797155226,0.0,0.8018008636339773,0.3064841033770327,0.37571761830051537,1.1959945140386625,0.23195010945573874,0.05605796181712413,5,0,21.0,537.0,400.0,10.0,19.0,0.006802721088435374,0.0,1.4897959183673468,0.25747213316999856,0.8571428571428571,0.08359250765265804,0.0021944318686293726,0.005095603962625239,0.18333333333333335,0.08223684210526316,0.013605442176870748,0.05442176870748299,0.0,1.1156462585034015,0.3197278911564626,0.05442176870748299,1.1020408163265305,0.19047619047619047,0.19727891156462588,2,1,0.5464480874316939,0.47619047619047616,5,3,1987-08-18,66.0,125.0,65.0,Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox,28.0,27.0
15,Joanna Jedrzejczyk vs Claudia Gadelha,Joanna-Jedrzejczyk,Claudia-Gadelha,2016-07-08,34.65,814.0,807.0,47.0,16.0,0.0,0.0,1.484002585311525,0.24107430568039984,1.0794427635339103,0.5160045448645738,0.0023560343652016687,0.004104665908543197,0.01207983193277311,0.1125,0.0041228612657184084,0.012368583797155226,0.0,0.8018008636339773,0.3064841033770327,0.37571761830051537,1.1959945140386625,0.23195010945573874,0.05605796181712413,5,0,21.0,537.0,400.0,10.0,19.0,0.006802721088435374,0.0,1.4897959183673468,0.25747213316999856,0.8571428571428571,0.08359250765265804,0.0021944318686293726,0.005095603962625239,0.18333333333333335,0.08223684210526316,0.013605442176870748,0.05442176870748299,0.0,1.1156462585034015,0.3197278911564626,0.05442176870748299,1.1020408163265305,0.19047619047619047,0.19727891156462588,2,1,0.5464480874316939,0.47619047619047616,5,3,1987-08-18,66.0,125.0,65.0,Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox,28.0,27.0
16,Claudia Gadelha vs Joanna Jedrzejczyk,Joanna-Jedrzejczyk,Claudia-Gadelha,2016-07-08,34.65,814.0,807.0,47.0,16.0,0.0,0.0,1.484002585311525,0.24107430568039984,1.0794427635339103,0.5160045448645738,0.0023560343652016687,0.004104665908543197,0.01207983193277311,0.1125,0.0041228612657184084,0.012368583797155226,0.0,0.8018008636339773,0.3064841033770327,0.37571761830051537,1.1959945140386625,0.23195010945573874,0.05605796181712413,5,0,21.0,537.0,400.0,10.0,19.0,0.006802721088435374,0.0,1.4897959183673468,0.25747213316999856,0.8571428571428571,0.08359250765265804,0.0021944318686293726,0.005095603962625239,0.18333333333333335,0.08223684210526316,0.013605442176870748,0.05442176870748299,0.0,1.1156462585034015,0.3197278911564626,0.05442176870748299,1.1020408163265305,0.19047619047619047,0.19727891156462588,2,1,0.30959752321981426,0.6993006993006994,5,3,1987-08-18,66.0,125.0,65.0,Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox,28.0,27.0
17,Claudia Gadelha vs Joanna Jedrzejczyk,Joanna-Jedrzejczyk,Claudia-Gadelha,2016-07-08,34.65,814.0,807.0,47.0,16.0,0.0,0.0,1.484002585311525,0.24107430568039984,1.0794427635339103,0.5160045448645738,0.0023560343652016687,0.004104665908543197,0.01207983193277311,0.1125,0.0041228612657184084,0.012368583797155226,0.0,0.8018008636339773,0.3064841033770327,0.37571761830051537,1.1959945140386625,0.23195010945573874,0.05605796181712413,5,0,21.0,537.0,400.0,10.0,19.0,0.006802721088435374,0.0,1.4897959183673468,0.25747213316999856,0.8571428571428571,0.08359250765265804,0.0021944318686293726,0.005095603962625239,0.18333333333333335,0.08223684210526316,0.013605442176870748,0.05442176870748299,0.0,1.1156462585034015,0.3197278911564626,0.05442176870748299,1.1020408163265305,0.19047619047619047,0.19727891156462588,2,1,0.30959752321981426,0.6993006993006994,5,3,1987-08-18,66.0,125.0,65.0,Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox,28.0,27.0
18,Claudia Gadelha vs Jessica Andrade,Jessica-Andrade,Claudia-Gadelha,2017-09-22,62.93333333333333,1284.0,1527.0,41.0,27.0,0.0,0.0,1.3787838276496855,0.2133064023840145,2.1156271682228835,0.30500756302719595,0.004392980496090737,0.0035632474824041785,0.14817073170731707,0.12314814814814816,0.02919018782194761,0.051560469431314315,0.0,0.9005755508453869,0.33217944451232845,0.14602883229197028,0.7820213386919863,0.39164726800842176,0.20511522094927748,7,4,40.05,795.0,835.0,31.0,22.0,0.00634127974951945,0.0,1.1427168030594077,0.20472441389183393,1.089868473671507,0.15783151755021288,0.0029045587410921492,0.004716330055938699,0.1174524400330852,0.13920454545454544,0.018887397778537953,0.06591422444556846,0.0,0.8992467456272946,0.20502604895065143,0.038444008481461664,0.8437605478189995,0.16539305051615483,0.13356320472425343,4,2,0.28735632183908044,0.7246376811594204,11,6,1991-09-25,61.0,115.0,62.0,Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox,25.0,28.0
19,Claudia Gadelha vs Nina Ansaroff,Nina-Ansaroff,Claudia-Gadelha,2018-12-08,33.65,592.0,706.0,15.0,16.0,0.0,0.0,1.15057397204434,0.11970744060533912,1.462402999569826,0.22134472036751462,0.003608027739425077,0.0036588774649162635,0.0393939393939394,0.153125,0.008490766291657821,0.012736149437486733,0.004245383145828911,0.6902316739395465,0.24401560647928125,0.21632669162551213,0.9649793460231467,0.1516315608545618,0.033963065166631286,3,2,54.05,1100.0,1029.0,43.0,33.0,0.004698765105795633,0.0,1.2881211992538784,0.22499550039410737,1.0322310733284181,0.15305958875407422,0.0030003967634837808,0.004916541697779409,0.11656870261521424,0.13825757575757575,0.016638250210686174,0.07791476892643086,0.0,0.9464882387646677,0.2920022540592444,0.04963070642996637,0.8022948845805643,0.17277108949968017,0.3130552251736341,5,3,0.27027027027027023,0.7352941176470588,5,8,1985-12-03,65.0,115.0,64.0,Orthodox,1988-12-07,64.0,115.0,63.0,Orthodox,33.0,30.0
20,Joanna Jedrzejczyk vs Valerie Letourneau,Joanna-Jedrzejczyk,Valerie-Letourneau,2015-11-14,25.65,373.0,486.0,47.0,11.0,0.0,0.0,1.051705463415201,0.24238995562295393,1.0120174390645438,0.6788060686696165,0.0038041441290140236,0.005418390251723584,0.01207983193277311,0.09090909090909091,0.00556947925368978,0.01670843776106934,0.0,0.6629482318572917,0.18443607380605434,0.20432115775185491,0.7362828208921676,0.23969522041919913,0.07572742210383435,4,0,21.0,543.0,539.0,7.0,6.0,0.0,0.0,1.394557823129252,0.16951745576357072,1.183673469387755,0.12975538953799826,0.00211731725058967,0.0036540596845697753,0.028571428571428574,0.16666666666666666,0.006802721088435374,0.013605442176870748,0.006802721088435374,0.9863945578231293,0.36054421768707484,0.047619047619047616,1.183673469387755,0.17006802721088435,0.04081632653061224,3,0,0.9433962264150942,0.078003120124805,4,3,1987-08-18,66.0,125.0,65.0,Orthodox,1983-04-29,67.0,115.0,68.0,Orthodox,28.0,32.0
21,Valerie Letourneau vs Joanne Calderwood,Joanne-Calderwood,Valerie-Letourneau,2016-06-18,15.5,395.0,227.0,8.0,3.0,0.009216589861751152,0.0,2.350230414746544,0.2934946325263052,1.533026113671275,0.13432968333826575,0.0038142946342412773,0.006165545932831893,0.15625,0.3333333333333333,0.04301075268817204,0.046082949308755755,0.0,1.3763440860215053,0.43932411674347155,0.5345622119815667,1.6682027649769586,0.4700460829493088,0.2119815668202765,2,1,30.0,864.0,980.0,12.0,6.0,0.0,0.0,1.3576719576719578,0.1342682796405601,1.6433862433862434,0.162026183679835,0.001702055024552654,0.002521093833501206,0.03333333333333333,0.16666666666666666,0.0047619047619047615,0.009523809523809523,0.0047619047619047615,0.9571428571428572,0.3264550264550265,0.07407407407407408,1.1656084656084655,0.14497354497354495,0.047089947089947085,3,1,0.4,0.5952380952380952,3,4,1985-12-23,66.0,125.0,65.0,Orthodox,1983-04-29,67.0,115.0,68.0,Orthodox,30.0,33.0
22,James Vick vs Niko Price,Niko-Price,James-Vick,2019-10-12,28.066666666666663,321.0,397.0,12.0,16.0,0.009761494159372662,0.0,1.376563428273639,0.22411433712907783,2.397011006117057,0.48023758863158156,0.011552601226309507,0.010183571276517072,0.15833333333333333,0.16145833333333334,0.03581444565305866,0.053684077093290976,0.01642120512791663,0.9197035822915943,0.3067652735577702,0.15009457242427457,1.0106461610261535,0.20953968031591558,0.15637758693157022,5,3,60.56666666666667,1095.0,1008.0,22.0,21.0,0.020182067554961103,0.0,1.2677208649203529,0.24626007982658746,1.3525927746699715,0.29728855376335056,0.003993389067557239,0.00697099492876054,0.09545454545454544,0.1952380952380952,0.0,0.007076027989621825,0.004717351993081217,0.7383639112503791,0.2950523224710033,0.23430463119897052,1.1081618784472667,0.07992061130306743,0.07963837517001857,9,4,0.5847953216374269,0.4166666666666667,8,13,1989-09-29,72.0,170.0,76.0,Orthodox,1987-02-23,75.0,155.0,76.0,Orthodox,30.0,32.0
23,Justin Gaethje vs James Vick,Justin-Gaethje,James-Vick,2018-08-25,15.333333333333332,649.0,881.0,4.0,7.0,0.0,0.0,4.46569522920285,0.15150106398413699,6.055461617537578,0.2560690711563066,0.0023300782167613725,0.001669896817731272,0.08333333333333333,0.21428571428571427,0.0,0.0,0.0,2.3093562775675998,0.789512458647682,1.3668264929875682,3.8328122023181592,0.6107388065157661,0.02214422036892418,1,2,49.56666666666667,915.0,849.0,22.0,21.0,0.01674923393746562,0.0,1.0773466339677826,0.19049262109898008,1.3241775203519834,0.32034641585058926,0.0031409735400786203,0.006244887647054425,0.09545454545454544,0.1952380952380952,0.0,0.008646363723700643,0.005764242482467095,0.6682850987874689,0.27943438932406645,0.12962714585624727,0.9262877497885367,0.07748201125600103,0.07357687292324472,9,1,0.45454545454545453,0.5586592178770949,3,10,1988-11-14,71.0,155.0,70.0,Orthodox,1987-02-23,75.0,155.0,76.0,Orthodox,29.0,31.0
24,Paul Felder vs James Vick,Paul-Felder,James-Vick,2019-02-17,62.28333333333333,874.0,909.0,36.0,17.0,0.005685706424794418,0.0,1.0145992304724831,0.14393559148115087,1.2619013909424772,0.3210870187380115,0.005644357474051317,0.0059611294654560686,0.07523148148148147,0.25245098039215685,0.014414367250840589,0.029645338094226606,0.005441834212946619,0.5274698003767931,0.23420560199778562,0.2529238280979042,0.7401603775613469,0.16410141356298957,0.11033743934814662,7,4,51.01666666666667,935.0,864.0,22.0,21.0,0.016273185798766007,0.0,1.1819085242954788,0.2130804772501315,1.3811692642733069,0.3249625092256297,0.0036085462985796122,0.006753753409354792,0.09545454545454544,0.1952380952380952,0.0,0.008400616045176645,0.00560041069678443,0.6898457415316612,0.3390834451401214,0.15297933762369634,1.035143048454552,0.07527981100142014,0.07148566483950664,9,2,0.48780487804878053,0.5291005291005292,11,11,1984-04-25,71.0,155.0,70.0,Orthodox,1987-02-23,75.0,155.0,76.0,Orthodox,34.0,31.0
25,Beneil Dariush vs James Vick,Beneil-Dariush,James-Vick,2016-06-04,37.68333333333333,519.0,571.0,13.0,27.0,0.0,0.0,0.9688683793113473,0.12752751255300884,1.5516838264551094,0.41926925135812404,0.005918144454364622,0.007092769512990057,0.08974358974358973,0.12962962962962962,0.03984630580744226,0.02661875049148778,0.0037909900802426235,0.4322604824904964,0.3919232378570983,0.1446846589637526,0.7261521655892976,0.24271621372204968,0.0,6,2,26.85,505.0,514.0,15.0,12.0,0.005320563979781857,0.0,0.86051496885291,0.12145428168249989,1.1935859057715408,0.2501703758686999,0.002216025705588284,0.004631937639065021,0.09333333333333332,0.21666666666666667,0.0,0.01596169193934557,0.010641127959563713,0.5785250779244716,0.1330140994945464,0.14897579143389197,0.8073093290550913,0.047885075818036714,0.005320563979781857,5,0,0.5747126436781609,0.4166666666666667,8,5,1989-05-06,70.0,155.0,72.0,Southpaw,1987-02-23,75.0,155.0,76.0,Orthodox,27.0,29.0
