,0
0,http://www.espn.com/mma/fighter/_/id/2335629/bj-penn
1,http://www.espn.com/mma/fighter/_/id/3155420/yair-rodriguez
2,http://www.espn.com/mma/fighter/_/id/2554001/marcin-held
3,http://www.espn.com/mma/fighter/_/id/2335676/joe-lauzon
4,http://www.espn.com/mma/fighter/_/id/2504639/court-mcgee
5,http://www.espn.com/mma/fighter/_/id/2335820/ben-saunders
6,http://www.espn.com/mma/fighter/_/id/2970798/john-moraga
7,http://www.espn.com/mma/fighter/_/id/3002028/sergio-pettis
8,http://www.espn.com/mma/fighter/_/id/4021523/devin-powell
9,http://www.espn.com/mma/fighter/_/id/4079621/drakkar-klose
10,http://www.espn.com/mma/fighter/_/id/3027601/frankie-saenz
11,http://www.espn.com/mma/fighter/_/id/3892370/augusto-mendes
12,http://www.espn.com/mma/fighter/_/id/2335844/aleksei-oleinik
13,http://www.espn.com/mma/fighter/_/id/3097808/viktor-pesta
14,http://www.espn.com/mma/fighter/_/id/3026394/anthony-rocco-martin
15,http://www.espn.com/mma/fighter/_/id/3097954/alex-white
16,http://www.espn.com/mma/fighter/_/id/3024357/nina-ansaroff
17,http://www.espn.com/mma/fighter/_/id/3150679/jocelyn-jones-lybarger
18,http://www.espn.com/mma/fighter/_/id/3023815/walt-harris
19,http://www.espn.com/mma/fighter/_/id/3952937/chase-sherman
20,http://www.espn.com/mma/fighter/_/id/3023796/bojan-mihajlovic
21,http://www.espn.com/mma/fighter/_/id/3094515/joachim-christensen
22,http://www.espn.com/mma/fighter/_/id/3968304/cyril-asker
23,http://www.espn.com/mma/fighter/_/id/3997030/dmitrii-smoliakov
24,http://www.espn.com/mma/fighter/_/id/2554705/valentina-shevchenko
25,http://www.espn.com/mma/fighter/_/id/2951361/julianna-pena
26,http://www.espn.com/mma/fighter/_/id/2479918/donald-cerrone
27,http://www.espn.com/mma/fighter/_/id/2500857/jorge-masvidal
28,http://www.espn.com/mma/fighter/_/id/2354269/andrei-arlovski
29,http://www.espn.com/mma/fighter/_/id/3933168/francis-ngannou
30,http://www.espn.com/mma/fighter/_/id/2552906/alex-caceres
31,http://www.espn.com/mma/fighter/_/id/3955317/jason-knight
32,http://www.espn.com/mma/fighter/_/id/2559758/sam-alvey
33,http://www.espn.com/mma/fighter/_/id/2335475/nate-marquardt
34,http://www.espn.com/mma/fighter/_/id/2354364/raphael-assuncao
35,http://www.espn.com/mma/fighter/_/id/3031559/aljamain-sterling
36,http://www.espn.com/mma/fighter/_/id/3095328/li-jingliang
37,http://www.espn.com/mma/fighter/_/id/4079687/bobby-nash
38,http://www.espn.com/mma/fighter/_/id/3991049/henrique-da-silva
39,http://www.espn.com/mma/fighter/_/id/4070161/jordan-johnson
40,http://www.espn.com/mma/fighter/_/id/3947030/eric-spicely
41,http://www.espn.com/mma/fighter/_/id/3962563/alessio-di-chirico
42,http://www.espn.com/mma/fighter/_/id/2558075/marcos-rogerio-de-lima
43,http://www.espn.com/mma/fighter/_/id/3019933/jeremy-kimball
44,http://www.espn.com/mma/fighter/_/id/2560746/alexandre-pantoja
45,http://www.espn.com/mma/fighter/_/id/3122041/eric-shelton
46,http://www.espn.com/mma/fighter/_/id/2514776/jc-cottrell
47,http://www.espn.com/mma/fighter/_/id/3128086/jason-gonzalez
48,http://www.espn.com/mma/fighter/_/id/2501685/chan-sung-jung
49,http://www.espn.com/mma/fighter/_/id/2527805/dennis-bermudez
50,http://www.espn.com/mma/fighter/_/id/2512985/felice-herrig
51,http://www.espn.com/mma/fighter/_/id/3136287/alexa-grasso
52,http://www.espn.com/mma/fighter/_/id/2960682/james-vick
53,http://www.espn.com/mma/fighter/_/id/2976752/abel-trujillo
54,http://www.espn.com/mma/fighter/_/id/2500735/ovince-saint-preux
55,http://www.espn.com/mma/fighter/_/id/3110836/volkan-oezdemir
56,http://www.espn.com/mma/fighter/_/id/3058475/anthony-hamilton
57,http://www.espn.com/mma/fighter/_/id/3077911/marcel-fortuna
58,http://www.espn.com/mma/fighter/_/id/3024395/jessica-andrade
59,http://www.espn.com/mma/fighter/_/id/3115931/angela-hill
60,http://www.espn.com/mma/fighter/_/id/3922557/curtis-blaydes
61,http://www.espn.com/mma/fighter/_/id/3988727/adam-milstead
62,http://www.espn.com/mma/fighter/_/id/2514827/chas-skelly
63,http://www.espn.com/mma/fighter/_/id/2951241/chris-gruetzemacher
64,http://www.espn.com/mma/fighter/_/id/3084129/michinori-tanaka
