,0
0,http://www.espn.com/mma/fighter/_/id/2335522/forrest-griffin
1,http://www.espn.com/mma/fighter/_/id/2335465/rashad-evans
2,http://www.espn.com/mma/fighter/_/id/2335301/frank-mir
3,http://www.espn.com/mma/fighter/_/id/2335521/antonio-rodrigo-nogueira
4,http://www.espn.com/mma/fighter/_/id/2335744/cb-dollaway
5,http://www.espn.com/mma/fighter/_/id/2335774/mike-massenzio
6,http://www.espn.com/mma/fighter/_/id/2335470/quinton-jackson
7,http://www.espn.com/mma/fighter/_/id/2335467/wanderlei-silva
8,http://www.espn.com/mma/fighter/_/id/2335657/mostapha-al-turk
9,http://www.espn.com/mma/fighter/_/id/2335655/cheick-kongo
10,http://www.espn.com/mma/fighter/_/id/2335829/dean-lister
11,http://www.espn.com/mma/fighter/_/id/2335695/yushin-okami
12,http://www.espn.com/mma/fighter/_/id/2335730/antoni-hardonk
13,http://www.espn.com/mma/fighter/_/id/2335743/mike-wessel
14,http://www.espn.com/mma/fighter/_/id/2335527/matt-hamill
15,http://www.espn.com/mma/fighter/_/id/2431259/reese-andy
16,http://www.espn.com/mma/fighter/_/id/2335759/brad-blackburn
17,http://www.espn.com/mma/fighter/_/id/2335667/ryo-chonan
18,http://www.espn.com/mma/fighter/_/id/2335658/pat-barry
19,http://www.espn.com/mma/fighter/_/id/2335874/dan-evensen
20,http://www.espn.com/mma/fighter/_/id/2335629/bj-penn
21,http://www.espn.com/mma/fighter/_/id/2335672/joe-stevenson
22,http://www.espn.com/mma/fighter/_/id/2354239/gabriel-gonzaga
23,http://www.espn.com/mma/fighter/_/id/2354533/fabricio-werdum
24,http://www.espn.com/mma/fighter/_/id/2335823/jess-liaudin
25,http://www.espn.com/mma/fighter/_/id/2335804/marcus-davis
26,http://www.espn.com/mma/fighter/_/id/2335487/wilson-gouveia
27,http://www.espn.com/mma/fighter/_/id/2335604/jason-lambert
28,http://www.espn.com/mma/fighter/_/id/2335737/kendall-grove
29,http://www.espn.com/mma/fighter/_/id/2335766/jorge-rivera
30,http://www.espn.com/mma/fighter/_/id/2335730/antoni-hardonk
31,http://www.espn.com/mma/fighter/_/id/2431281/colin-robinson
32,http://www.espn.com/mma/fighter/_/id/2335813/paul-kelly
33,http://www.espn.com/mma/fighter/_/id/2335736/paul-taylor
34,http://www.espn.com/mma/fighter/_/id/2335642/james-lee
35,http://www.espn.com/mma/fighter/_/id/2335785/alessio-sakara
36,http://www.espn.com/mma/fighter/_/id/2335775/per-eklund
37,http://www.espn.com/mma/fighter/_/id/2354128/sam-stout
38,http://www.espn.com/mma/fighter/_/id/2354104/joshua-burkman
39,http://www.espn.com/mma/fighter/_/id/2335819/mike-swick
40,http://www.espn.com/mma/fighter/_/id/2335448/patrick-cote
41,http://www.espn.com/mma/fighter/_/id/2335474/drew-mcfedries
42,http://www.espn.com/mma/fighter/_/id/2502446/michihiro-omigawa
43,http://www.espn.com/mma/fighter/_/id/2354193/thiago-tavares
44,http://www.espn.com/mma/fighter/_/id/2335679/nate-diaz
45,http://www.espn.com/mma/fighter/_/id/2354124/alvin-robinson
46,http://www.espn.com/mma/fighter/_/id/2354194/alberto-crane
47,http://www.espn.com/mma/fighter/_/id/2335812/kurt-pellegrino
48,http://www.espn.com/mma/fighter/_/id/2335797/dennis-siver
49,http://www.espn.com/mma/fighter/_/id/2335689/gray-maynard
50,http://www.espn.com/mma/fighter/_/id/2335690/cole-miller
51,http://www.espn.com/mma/fighter/_/id/2335673/jeremy-stephens
52,http://www.espn.com/mma/fighter/_/id/2335811/corey-hill
53,http://www.espn.com/mma/fighter/_/id/2354579/joe-veres
54,http://www.espn.com/mma/fighter/_/id/2335770/justin-buchholz
55,http://www.espn.com/mma/fighter/_/id/2354218/matt-wiman
56,http://www.espn.com/mma/fighter/_/id/2335521/antonio-rodrigo-nogueira
57,http://www.espn.com/mma/fighter/_/id/2354048/tim-sylvia
58,http://www.espn.com/mma/fighter/_/id/2335298/brock-lesnar
59,http://www.espn.com/mma/fighter/_/id/2335301/frank-mir
60,http://www.espn.com/mma/fighter/_/id/2335477/jeremy-horn
61,http://www.espn.com/mma/fighter/_/id/2335475/nate-marquardt
62,http://www.espn.com/mma/fighter/_/id/2335488/ricardo-almeida
63,http://www.espn.com/mma/fighter/_/id/2354319/rob-yundt
64,http://www.espn.com/mma/fighter/_/id/2335677/tyson-griffin
65,http://www.espn.com/mma/fighter/_/id/2354336/gleison-tibau
66,http://www.espn.com/mma/fighter/_/id/2335767/kyle-bradley
67,http://www.espn.com/mma/fighter/_/id/2335670/chris-lytle
68,http://www.espn.com/mma/fighter/_/id/2335627/david-heath
69,http://www.espn.com/mma/fighter/_/id/2335531/tim-boetsch
70,http://www.espn.com/mma/fighter/_/id/2335749/marvin-eastman
71,http://www.espn.com/mma/fighter/_/id/2431250/terry-martin
72,http://www.espn.com/mma/fighter/_/id/2335780/rob-emerson
73,http://www.espn.com/mma/fighter/_/id/2335825/keita-nakamura
74,http://www.espn.com/mma/fighter/_/id/2335497/dan-henderson
75,http://www.espn.com/mma/fighter/_/id/2335447/anderson-silva
76,http://www.espn.com/mma/fighter/_/id/2335302/heath-herring
77,http://www.espn.com/mma/fighter/_/id/2335655/cheick-kongo
