,0
0,http://www.espn.com/mma/fighter/_/id/2335661/matt-hughes
1,http://www.espn.com/mma/fighter/_/id/2335659/georges-st-pierre
2,http://www.espn.com/mma/fighter/_/id/2335467/wanderlei-silva
3,http://www.espn.com/mma/fighter/_/id/2335464/chuck-liddell
4,http://www.espn.com/mma/fighter/_/id/2504926/soa-palelei
5,http://www.espn.com/mma/fighter/_/id/2354240/eddie-sanchez
6,http://www.espn.com/mma/fighter/_/id/2335524/lyoto-machida
7,http://www.espn.com/mma/fighter/_/id/2335610/rameau-thierry-sokoudjou
8,http://www.espn.com/mma/fighter/_/id/2335800/melvin-guillard
9,http://www.espn.com/mma/fighter/_/id/2335684/rich-clementi
10,http://www.espn.com/mma/fighter/_/id/2335458/james-irvin
11,http://www.espn.com/mma/fighter/_/id/2335634/luiz-cane
12,http://www.espn.com/mma/fighter/_/id/2335783/manvel-gamburyan
13,http://www.espn.com/mma/fighter/_/id/2335815/nate-mohr
14,http://www.espn.com/mma/fighter/_/id/2335829/dean-lister
15,http://www.espn.com/mma/fighter/_/id/2501376/jordan-radev
16,http://www.espn.com/mma/fighter/_/id/2335784/roan-carneiro
17,http://www.espn.com/mma/fighter/_/id/2354053/tony-desouza
18,http://www.espn.com/mma/fighter/_/id/2335717/mark-bocek
19,http://www.espn.com/mma/fighter/_/id/2501540/doug-evans
20,http://www.espn.com/mma/fighter/_/id/2335465/rashad-evans
21,http://www.espn.com/mma/fighter/_/id/2335603/sean-salmon
22,http://www.espn.com/mma/fighter/_/id/2335302/heath-herring
23,http://www.espn.com/mma/fighter/_/id/2335648/jake-obrien
24,http://www.espn.com/mma/fighter/_/id/2335716/spencer-fisher
25,http://www.espn.com/mma/fighter/_/id/2335708/hermes-franca
26,http://www.espn.com/mma/fighter/_/id/2335829/dean-lister
27,http://www.espn.com/mma/fighter/_/id/2335475/nate-marquardt
28,http://www.espn.com/mma/fighter/_/id/2354104/joshua-burkman
29,http://www.espn.com/mma/fighter/_/id/2354211/chad-reiner
30,http://www.espn.com/mma/fighter/_/id/2354224/chris-price
31,http://www.espn.com/mma/fighter/_/id/2335754/ed-herman
32,http://www.espn.com/mma/fighter/_/id/2335674/clay-guida
33,http://www.espn.com/mma/fighter/_/id/2335704/din-thomas
34,http://www.espn.com/mma/fighter/_/id/2335684/rich-clementi
35,http://www.espn.com/mma/fighter/_/id/2354078/ross-pointon
36,http://www.espn.com/mma/fighter/_/id/2335768/travis-lutter
37,http://www.espn.com/mma/fighter/_/id/2335447/anderson-silva
38,http://www.espn.com/mma/fighter/_/id/2335875/mirko-filipovic
39,http://www.espn.com/mma/fighter/_/id/2354240/eddie-sanchez
40,http://www.espn.com/mma/fighter/_/id/2354436/john-halverson
41,http://www.espn.com/mma/fighter/_/id/2335681/roger-huerta
42,http://www.espn.com/mma/fighter/_/id/2335470/quinton-jackson
43,http://www.espn.com/mma/fighter/_/id/2335749/marvin-eastman
