,winner,loser,time,weightclass,method,location,date,KDpm_w,KDpm_l,KDpm_ratio_w,KDpm_ratio_l,SLPM_w,SLPM_l,SLPMratio_w,SLPMratio_l,Str_Acc_w,Str_Acc_l,Str_Acc_ratio_w,Str_Acc_ratio_l,SAPM_w,SAPM_l,SAPM_ratio_w,SAPM_ratio_l,Str_Def_w,Str_Def_l,TDPM_w,TDPM_l,TD_Acc_w,TD_Acc_l,TD_Def_w,TD_Def_l,SubPM_w,SubPM_l,PassPM_w,PassPM_l,RevPM_w,RevPM_l,Head_SLPM_w,Head_SLPM_l,Body_SLPM_w,Body_SLPM_l,Leg_SLPM_w,Leg_SLPM_l,Dist_SLPM_w,Dist_SLPM_l,Clinch_SLPM_w,Clinch_SLPM_l,Ground_SLPM_w,Ground_SLPM_l,Str_Att_w,Str_Att_l,TD_Att_w,TD_Att_l
702,Alex-Perez,Jose-Torres,3.7666666666666666,Flyweight,KO/TKO  Punches,"Los Angeles, California, USA",2018-08-04,0.26548672566371684,0.0,0.0,0.0,22.300884955752213,7.699115044247788,2.896551724137931,0.34523809523809523,0.5185185185185185,0.3815789473684211,1.358876117496807,0.7359022556390978,7.699115044247788,22.300884955752213,0.34523809523809523,2.896551724137931,0.618421052631579,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.787610619469028,5.84070796460177,2.920353982300885,1.8584070796460177,1.592920353982301,0.0,16.991150442477878,6.6371681415929205,5.3097345132743365,1.0619469026548674,0.0,0.0,162.0,76.0,3.0,0.0
703,Weili-Zhang,Danielle-Taylor,7.0,Women's Strawweight,U-DEC,"Los Angeles, California, USA",2018-08-04,0.0,0.0,0.0,0.0,11.0,4.857142857142857,2.2647058823529416,0.44155844155844154,0.39690721649484534,0.2764227642276423,1.435870224378411,0.6964417696125014,4.857142857142857,11.0,0.44155844155844154,2.2647058823529416,0.7235772357723578,0.6030927835051546,0.14285714285714285,0.0,0.5,0.0,1.0,0.5,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,4.428571428571429,3.142857142857143,2.142857142857143,1.1428571428571428,4.428571428571429,0.5714285714285714,10.142857142857142,4.428571428571429,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.0,194.0,123.0,2.0,1.0
704,Marlon-Vera,Wuliji-Buren,5.883333333333333,Bantamweight,KO/TKO  Punch,"Los Angeles, California, USA",2018-08-04,0.16997167138810199,0.0,0.0,0.0,7.64872521246459,5.269121813031162,1.4516129032258065,0.6888888888888889,0.5232558139534884,0.5081967213114754,1.0296324081020256,0.9712204007285974,5.269121813031162,7.64872521246459,0.6888888888888889,1.4516129032258065,0.4918032786885246,0.47674418604651164,0.16997167138810199,0.33994334277620397,0.25,0.5,0.5,0.75,0.0,0.0,0.16997167138810199,0.0,0.0,0.0,4.079320113314448,2.7195467422096318,1.3597733711048159,1.529745042492918,2.209631728045326,1.019830028328612,5.09915014164306,3.229461756373938,1.3597733711048159,1.019830028328612,1.189801699716714,1.019830028328612,86.0,61.0,4.0,4.0
705,Dustin-Poirier,Eddie-Alvarez,5.083333333333333,Lightweight,KO/TKO  Punches,"Calgary, Alberta, Canada",2018-07-28,0.19672131147540986,0.0,0.0,0.0,10.622950819672132,5.114754098360656,2.076923076923077,0.48148148148148145,0.46956521739130436,0.34210526315789475,1.3725752508361204,0.7285575048732944,5.114754098360656,10.622950819672132,0.48148148148148145,2.076923076923077,0.6578947368421053,0.5304347826086957,0.0,0.0,0.0,0.0,1.0,0.0,0.3934426229508197,0.19672131147540986,0.0,0.19672131147540986,0.0,0.0,8.655737704918034,1.9672131147540985,0.7868852459016394,1.9672131147540985,1.180327868852459,1.180327868852459,9.245901639344263,4.131147540983607,1.3770491803278688,0.19672131147540986,0.0,0.7868852459016394,115.0,76.0,0.0,3.0
706,Jose-Aldo,Jeremy-Stephens,4.316666666666666,Featherweight,KO/TKO  Punches,"Calgary, Alberta, Canada",2018-07-28,0.23166023166023167,0.0,0.0,0.0,6.718146718146719,4.633204633204634,1.45,0.6896551724137931,0.4603174603174603,0.3333333333333333,1.380952380952381,0.7241379310344828,4.633204633204634,6.718146718146719,0.6896551724137931,1.45,0.6666666666666666,0.5396825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23166023166023167,0.0,0.0,0.0,4.864864864864865,3.7065637065637067,0.694980694980695,0.46332046332046334,1.1583011583011584,0.46332046332046334,3.7065637065637067,3.7065637065637067,0.23166023166023167,0.9266409266409267,2.77992277992278,0.0,63.0,60.0,0.0,0.0
707,Joanna-Jedrzejczyk,Tecia-Torres,7.0,Women's Strawweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,8.857142857142858,4.714285714285714,1.878787878787879,0.532258064516129,0.37349397590361444,0.4230769230769231,0.8828039430449068,1.1327543424317619,4.714285714285714,8.857142857142858,0.532258064516129,1.878787878787879,0.5769230769230769,0.6265060240963856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5714285714285714,3.857142857142857,0.2857142857142857,2.0,2.857142857142857,5.714285714285714,4.142857142857143,3.142857142857143,0.5714285714285714,0.0,0.0,166.0,78.0,0.0,10.0
708,Alexander-Hernandez,Olivier-Aubin-Mercier,7.0,Lightweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,5.571428571428571,2.7142857142857144,2.052631578947368,0.4871794871794872,0.48148148148148145,0.59375,0.8109161793372319,1.233173076923077,2.7142857142857144,5.571428571428571,0.4871794871794872,2.052631578947368,0.40625,0.5185185185185185,0.5714285714285714,0.2857142857142857,0.4,0.3333333333333333,0.6666666666666666,0.6,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,3.4285714285714284,1.1428571428571428,2.142857142857143,1.2857142857142858,0.0,0.2857142857142857,1.4285714285714286,1.2857142857142858,2.4285714285714284,1.2857142857142858,1.7142857142857142,0.14285714285714285,81.0,32.0,10.0,6.0
709,Jordan-Mein,Alex-Morono,7.0,Welterweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,2.0,2.857142857142857,0.7,1.4285714285714286,0.3684210526315789,0.29850746268656714,1.2342105263157894,0.8102345415778252,2.857142857142857,2.0,1.4285714285714286,0.7,0.7014925373134329,0.631578947368421,0.42857142857142855,0.0,0.75,0.0,0.0,0.25,0.0,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.0,1.2857142857142858,2.142857142857143,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.8571428571428571,2.2857142857142856,0.0,0.0,1.1428571428571428,0.5714285714285714,38.0,67.0,4.0,0.0
710,Hakeem-Dawodu,Austin-Arnett,7.0,Featherweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,10.714285714285714,3.2857142857142856,3.260869565217391,0.3066666666666667,0.4411764705882353,0.3382352941176471,1.3043478260869563,0.7666666666666667,3.2857142857142856,10.714285714285714,0.3066666666666667,3.260869565217391,0.6617647058823529,0.5588235294117647,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.142857142857143,1.1428571428571428,0.14285714285714285,5.571428571428571,0.0,10.0,3.142857142857143,0.7142857142857143,0.14285714285714285,0.0,0.0,170.0,68.0,1.0,4.0
711,Islam-Makhachev,Kajan-Johnson,4.716666666666667,Lightweight,SUB  Armbar,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,1.4840989399293285,1.4840989399293285,1.0,1.0,0.3888888888888889,0.4117647058823529,0.9444444444444445,1.0588235294117647,1.4840989399293285,1.4840989399293285,1.0,1.0,0.5882352941176471,0.6111111111111112,0.21201413427561838,0.0,1.0,0.0,0.0,0.0,0.21201413427561838,0.0,0.42402826855123676,0.0,0.0,0.0,1.2720848056537102,0.0,0.21201413427561838,0.6360424028268551,0.0,0.8480565371024735,0.21201413427561838,1.4840989399293285,0.0,0.0,1.2720848056537102,0.0,18.0,17.0,1.0,0.0
712,Ion-Cutelaba,Gadzhimurad-Antigulov,4.416666666666667,Light Heavyweight,KO/TKO  Elbows,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,9.056603773584905,2.7169811320754715,3.3333333333333335,0.3,0.8695652173913043,0.6666666666666666,1.3043478260869565,0.7666666666666666,2.7169811320754715,9.056603773584905,0.3,3.3333333333333335,0.3333333333333333,0.13043478260869565,0.0,0.6792452830188679,0.0,0.375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.113207547169811,1.811320754716981,2.943396226415094,0.6792452830188679,0.0,0.22641509433962262,0.45283018867924524,0.0,8.60377358490566,2.0377358490566038,0.0,0.6792452830188679,46.0,18.0,0.0,8.0
713,John-Makdessi,Ross-Pearson,7.0,Lightweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,18.714285714285715,11.285714285714286,1.6582278481012658,0.6030534351145038,0.5019157088122606,0.35267857142857145,1.4231534022018526,0.7026649400218102,11.285714285714286,18.714285714285715,0.6030534351145038,1.6582278481012658,0.6473214285714286,0.49808429118773945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142857142857142,7.285714285714286,1.8571428571428572,1.2857142857142858,2.7142857142857144,2.7142857142857144,17.142857142857142,11.285714285714286,1.5714285714285714,0.0,0.0,0.0,261.0,224.0,0.0,2.0
714,Katlyn-Chookagian,Alexis-Davis,7.0,Women's Flyweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,8.857142857142858,10.0,0.8857142857142858,1.129032258064516,0.3069306930693069,0.3482587064676617,0.8813295615275812,1.134649333975285,10.0,8.857142857142858,1.129032258064516,0.8857142857142858,0.6517412935323383,0.693069306930693,0.0,0.14285714285714285,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,3.4285714285714284,1.2857142857142858,1.4285714285714286,0.42857142857142855,5.142857142857143,8.714285714285714,9.428571428571429,0.14285714285714285,0.5714285714285714,0.0,0.0,202.0,201.0,0.0,2.0
715,Dustin-Ortiz,Matheus-Nicolau,3.8166666666666664,Flyweight,KO/TKO  Kick,"Calgary, Alberta, Canada",2018-07-28,0.26200873362445415,0.0,0.0,0.0,2.096069868995633,1.834061135371179,1.1428571428571428,0.875,0.18604651162790697,0.4375,0.42524916943521596,2.3515625,1.834061135371179,2.096069868995633,0.875,1.1428571428571428,0.5625,0.813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.572052401746725,0.5240174672489083,0.0,0.5240174672489083,0.5240174672489083,0.7860262008733625,1.310043668122271,1.834061135371179,0.0,0.0,0.7860262008733625,0.0,43.0,16.0,0.0,0.0
716,Nina-Ansaroff,Randa-Markos,7.0,Women's Strawweight,U-DEC,"Calgary, Alberta, Canada",2018-07-28,0.0,0.0,0.0,0.0,7.0,3.2857142857142856,2.130434782608696,0.4693877551020408,0.4152542372881356,0.3194444444444444,1.2999263080324246,0.7692743764172335,3.2857142857142856,7.0,0.4693877551020408,2.130434782608696,0.6805555555555556,0.5847457627118644,0.0,0.14285714285714285,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,2.857142857142857,2.857142857142857,0.8571428571428571,0.2857142857142857,3.2857142857142856,0.14285714285714285,6.285714285714286,2.4285714285714284,0.14285714285714285,0.0,0.5714285714285714,0.8571428571428571,118.0,72.0,0.0,11.0
717,Devin-Powell,Alvaro-Herrera,1.8666666666666667,Lightweight,KO/TKO  Kicks,"Calgary, Alberta, Canada",2018-07-28,0.5357142857142857,0.0,0.0,0.0,6.428571428571429,3.75,1.7142857142857144,0.5833333333333333,0.46153846153846156,0.30434782608695654,1.5164835164835164,0.6594202898550725,3.75,6.428571428571429,0.5833333333333333,1.7142857142857144,0.6956521739130435,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6071428571428572,1.6071428571428572,2.6785714285714284,2.142857142857143,2.142857142857143,0.0,5.357142857142857,3.2142857142857144,0.0,0.0,1.0714285714285714,0.5357142857142857,26.0,23.0,1.0,0.0
718,Anthony-Smith,Mauricio-Rua,1.4833333333333334,Light Heavyweight,KO/TKO  Punches,"Hamburg, Hamburg, Germany",2018-07-22,0.6741573033707865,0.0,0.0,0.0,15.50561797752809,2.696629213483146,5.75,0.17391304347826086,0.7419354838709677,0.3333333333333333,2.2258064516129035,0.4492753623188406,2.696629213483146,15.50561797752809,0.17391304347826086,5.75,0.6666666666666666,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.157303370786517,0.0,0.0,0.6741573033707865,1.348314606741573,2.0224719101123596,15.50561797752809,2.696629213483146,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0.0
719,Corey-Anderson,Glover-Teixeira,7.0,Light Heavyweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,6.857142857142857,2.857142857142857,2.4,0.4166666666666667,0.4948453608247423,0.43478260869565216,1.1381443298969074,0.878623188405797,2.857142857142857,6.857142857142857,0.4166666666666667,2.4,0.5652173913043478,0.5051546391752577,1.0,0.0,0.3684210526315789,0.0,1.0,0.631578947368421,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,5.571428571428571,2.142857142857143,1.1428571428571428,0.7142857142857143,0.14285714285714285,0.0,4.428571428571429,2.4285714285714284,0.7142857142857143,0.14285714285714285,1.7142857142857142,0.2857142857142857,97.0,46.0,19.0,4.0
720,Abu-Azaitar,Vitor-Miranda,7.0,Middleweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,6.857142857142857,2.7142857142857144,2.526315789473684,0.39583333333333337,0.375,0.4222222222222222,0.8881578947368421,1.125925925925926,2.7142857142857144,6.857142857142857,0.39583333333333337,2.526315789473684,0.5777777777777777,0.625,0.14285714285714285,0.42857142857142855,1.0,0.75,0.25,0.0,0.0,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.14285714285714285,4.714285714285714,1.4285714285714286,1.5714285714285714,0.42857142857142855,0.5714285714285714,0.8571428571428571,4.285714285714286,1.7142857142857142,0.7142857142857143,0.42857142857142855,1.8571428571428572,0.5714285714285714,128.0,45.0,1.0,4.0
721,Marcin-Tybura,Stefan-Struve,7.0,Heavyweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,5.857142857142857,4.428571428571429,1.3225806451612903,0.7560975609756099,0.6029411764705882,0.3974358974358974,1.51707779886148,0.6591619762351469,4.428571428571429,5.857142857142857,0.7560975609756099,1.3225806451612903,0.6025641025641025,0.39705882352941174,0.7142857142857143,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,2.4285714285714284,2.857142857142857,1.4285714285714286,0.42857142857142855,2.0,1.1428571428571428,2.7142857142857144,3.857142857142857,0.0,0.42857142857142855,3.142857142857143,0.14285714285714285,68.0,78.0,7.0,0.0
722,Danny-Roberts,David-Zawada,7.0,Welterweight,S-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,6.428571428571429,4.714285714285714,1.3636363636363638,0.7333333333333333,0.5172413793103449,0.515625,1.0031347962382446,0.996875,4.714285714285714,6.428571428571429,0.7333333333333333,1.3636363636363638,0.484375,0.4827586206896552,0.0,0.2857142857142857,0.0,0.4,0.6,1.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,4.571428571428571,3.0,0.8571428571428571,1.4285714285714286,1.0,0.2857142857142857,2.0,2.5714285714285716,0.14285714285714285,1.4285714285714286,4.285714285714286,0.7142857142857143,87.0,64.0,2.0,5.0
723,Nasrat-Haqparast,Marc-Diakiese,7.0,Lightweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.14285714285714285,0.0,0.0,0.0,13.285714285714286,7.142857142857143,1.86,0.5376344086021505,0.4696969696969697,0.22727272727272727,2.066666666666667,0.48387096774193544,7.142857142857143,13.285714285714286,0.5376344086021505,1.86,0.7727272727272727,0.5303030303030303,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.285714285714286,4.0,1.0,2.857142857142857,1.0,0.2857142857142857,10.714285714285714,7.0,1.4285714285714286,0.14285714285714285,1.1428571428571428,0.0,198.0,220.0,2.0,4.0
724,Damir-Hadzovic,Nick-Hein,7.0,Lightweight,S-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.14285714285714285,0.0,0.0,0.0,10.142857142857142,6.142857142857143,1.6511627906976742,0.6056338028169015,0.45806451612903226,0.21717171717171718,2.1092273068267064,0.4741072698819178,6.142857142857143,10.142857142857142,0.6056338028169015,1.6511627906976742,0.7828282828282829,0.5419354838709678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857,4.571428571428571,1.7142857142857142,1.1428571428571428,1.5714285714285714,0.42857142857142855,9.714285714285714,6.142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.0,155.0,198.0,0.0,0.0
725,Bartosz-Fabinski,Emil-Meek,7.0,Welterweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,5.0,3.0,1.6666666666666667,0.6,0.7291666666666666,0.3230769230769231,2.256944444444444,0.44307692307692315,3.0,5.0,0.6,1.6666666666666667,0.676923076923077,0.2708333333333333,0.8571428571428571,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,1.1428571428571428,0.0,0.0,0.0,4.0,2.857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0,1.7142857142857142,2.0,0.42857142857142855,0.42857142857142855,2.857142857142857,0.5714285714285714,48.0,65.0,9.0,0.0
726,Nad-Narimani,Khalid-Taha,7.0,Featherweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,6.428571428571429,4.571428571428571,1.4062500000000002,0.711111111111111,0.6521739130434783,0.5614035087719298,1.1616847826086958,0.8608187134502924,4.571428571428571,6.428571428571429,0.711111111111111,1.4062500000000002,0.43859649122807015,0.34782608695652173,0.8571428571428571,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,0.0,0.0,0.8571428571428571,0.0,0.0,0.2857142857142857,5.285714285714286,3.4285714285714284,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.7142857142857143,2.0,3.0,0.7142857142857143,1.0,3.7142857142857144,0.5714285714285714,69.0,57.0,11.0,0.0
727,Aleksandar-Rakic,Justin-Ledet,7.0,Light Heavyweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.14285714285714285,0.0,0.0,0.0,14.857142857142858,1.7142857142857142,8.666666666666668,0.11538461538461538,0.7222222222222222,0.46153846153846156,1.5648148148148147,0.6390532544378699,1.7142857142857142,14.857142857142858,0.11538461538461538,8.666666666666668,0.5384615384615384,0.2777777777777778,0.42857142857142855,0.0,0.75,0.0,1.0,0.25,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,12.571428571428571,1.7142857142857142,0.7142857142857143,0.0,1.5714285714285714,0.0,3.4285714285714284,1.7142857142857142,0.2857142857142857,0.0,11.142857142857142,0.0,144.0,26.0,4.0,1.0
728,Manny-Bermudez,Davey-Grant,0.9833333333333333,Bantamweight,SUB  Triangle Choke,"Hamburg, Hamburg, Germany",2018-07-22,1.0169491525423728,0.0,0.0,0.0,3.050847457627119,4.067796610169491,0.7500000000000001,1.333333333333333,0.6,0.6666666666666666,0.9,1.1111111111111112,4.067796610169491,3.050847457627119,1.333333333333333,0.7500000000000001,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0338983050847457,0.0,1.0169491525423728,0.0,0.0,0.0,3.050847457627119,1.0169491525423728,0.0,0.0,0.0,3.050847457627119,2.0338983050847457,4.067796610169491,0.0,0.0,1.0169491525423728,0.0,5.0,6.0,0.0,0.0
729,Darko-Stosic,Jeremy-Kimball,3.216666666666667,Light Heavyweight,KO/TKO  Elbows,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,2.797927461139896,1.2435233160621761,2.25,0.4444444444444445,0.5625,0.25,2.25,0.4444444444444444,1.2435233160621761,2.797927461139896,0.4444444444444445,2.25,0.75,0.4375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4870466321243523,0.31088082901554404,0.0,0.0,0.31088082901554404,0.9326424870466321,0.31088082901554404,1.2435233160621761,0.0,0.0,2.4870466321243523,0.0,16.0,16.0,0.0,1.0
730,Liu-Pingyuan,Damian-Stasiak,7.0,Bantamweight,U-DEC,"Hamburg, Hamburg, Germany",2018-07-22,0.0,0.0,0.0,0.0,4.571428571428571,3.4285714285714284,1.3333333333333333,0.75,0.4155844155844156,0.4897959183673469,0.8484848484848485,1.1785714285714284,3.4285714285714284,4.571428571428571,0.75,1.3333333333333333,0.5102040816326531,0.5844155844155844,0.14285714285714285,0.42857142857142855,1.0,0.375,0.625,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,3.0,1.5714285714285714,1.1428571428571428,1.0,0.42857142857142855,0.8571428571428571,2.5714285714285716,2.0,0.7142857142857143,0.5714285714285714,1.2857142857142858,0.8571428571428571,77.0,49.0,1.0,8.0
731,Junior-Dos-Santos,Blagoy-Ivanov,9.0,Heavyweight,U-DEC,"Boise, Idaho, USA",2018-07-14,0.0,0.0,0.0,0.0,12.222222222222221,5.666666666666667,2.156862745098039,0.4636363636363637,0.4435483870967742,0.22270742358078602,1.991619228336496,0.5021040095275903,5.666666666666667,12.222222222222221,0.4636363636363637,2.156862745098039,0.777292576419214,0.5564516129032258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,4.444444444444445,4.555555555555555,1.1111111111111112,0.3333333333333333,0.1111111111111111,12.222222222222221,5.444444444444445,0.0,0.2222222222222222,0.0,0.0,248.0,229.0,1.0,0.0
732,Sage-Northcutt,Zak-Ottow,4.216666666666667,Welterweight,KO/TKO  Punch,"Boise, Idaho, USA",2018-07-14,0.23715415019762845,0.23715415019762845,1.0,1.0,5.691699604743083,1.4229249011857708,4.0,0.25,0.6486486486486487,0.375,1.7297297297297298,0.578125,1.4229249011857708,5.691699604743083,0.25,4.0,0.625,0.35135135135135137,0.23715415019762845,0.23715415019762845,1.0,0.25,0.75,0.0,0.23715415019762845,0.23715415019762845,0.23715415019762845,1.4229249011857708,0.0,0.0,4.2687747035573125,1.1857707509881423,1.4229249011857708,0.23715415019762845,0.0,0.0,1.4229249011857708,0.23715415019762845,2.608695652173913,0.23715415019762845,1.6600790513833992,0.9486166007905138,37.0,16.0,1.0,4.0
733,Rick-Glenn,Dennis-Bermudez,7.0,Featherweight,S-DEC,"Boise, Idaho, USA",2018-07-14,0.0,0.0,0.0,0.0,6.857142857142857,6.0,1.1428571428571428,0.875,0.35036496350364965,0.3684210526315789,0.9509906152241919,1.0515350877192982,6.0,6.857142857142857,0.875,1.1428571428571428,0.631578947368421,0.6496350364963503,0.0,0.8571428571428571,0.0,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,4.571428571428571,3.5714285714285716,1.8571428571428572,1.8571428571428572,0.42857142857142855,0.5714285714285714,5.857142857142857,4.142857142857143,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.1428571428571428,137.0,114.0,0.0,14.0
734,Niko-Price,Randy-Brown,2.15,Welterweight,KO/TKO  Punch,"Boise, Idaho, USA",2018-07-14,0.0,0.0,0.0,0.0,5.5813953488372094,6.046511627906977,0.9230769230769231,1.0833333333333333,0.3076923076923077,0.35135135135135137,0.8757396449704142,1.1418918918918919,6.046511627906977,5.5813953488372094,1.0833333333333333,0.9230769230769231,0.6486486486486487,0.6923076923076923,0.46511627906976744,0.46511627906976744,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.46511627906976744,0.46511627906976744,0.0,4.186046511627907,4.186046511627907,0.46511627906976744,1.3953488372093024,0.9302325581395349,0.46511627906976744,0.9302325581395349,3.255813953488372,0.46511627906976744,1.8604651162790697,4.186046511627907,0.9302325581395349,39.0,37.0,2.0,2.0
735,Chad-Mendes,Myles-Jury,2.8666666666666667,Featherweight,KO/TKO  Punch,"Boise, Idaho, USA",2018-07-14,0.3488372093023256,0.0,0.0,0.0,5.930232558139535,1.0465116279069768,5.666666666666666,0.17647058823529413,0.6296296296296297,0.25,2.5185185185185186,0.39705882352941174,1.0465116279069768,5.930232558139535,0.17647058823529413,5.666666666666666,0.75,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5813953488372094,0.0,0.0,0.3488372093023256,0.3488372093023256,0.6976744186046512,0.6976744186046512,1.0465116279069768,0.0,0.0,5.232558139534883,0.0,27.0,12.0,0.0,0.0
736,Cat-Zingano,Marion-Reneau,7.0,Women's Bantamweight,U-DEC,"Boise, Idaho, USA",2018-07-14,0.0,0.0,0.0,0.0,4.714285714285714,2.0,2.357142857142857,0.42424242424242425,0.5789473684210527,0.358974358974359,1.6127819548872182,0.62004662004662,2.0,4.714285714285714,0.42424242424242425,2.357142857142857,0.6410256410256411,0.42105263157894735,0.8571428571428571,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,2.0,1.4285714285714286,1.4285714285714286,0.42857142857142855,1.2857142857142858,0.14285714285714285,1.7142857142857142,1.1428571428571428,1.1428571428571428,0.8571428571428571,1.8571428571428572,0.0,57.0,39.0,10.0,0.0
737,Alejandro-Perez,Eddie-Wineland,7.0,Bantamweight,U-DEC,"Boise, Idaho, USA",2018-07-14,0.0,0.0,0.0,0.0,7.571428571428571,6.857142857142857,1.1041666666666667,0.9056603773584906,0.24766355140186916,0.26229508196721313,0.9442172897196262,1.0590782554902567,6.857142857142857,7.571428571428571,0.9056603773584906,1.1041666666666667,0.7377049180327869,0.7523364485981309,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,3.2857142857142856,0.5714285714285714,2.857142857142857,1.2857142857142858,0.7142857142857143,7.428571428571429,6.714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,214.0,183.0,2.0,0.0
738,Alexander-Volkanovski,Darren-Elkins,7.0,Featherweight,U-DEC,"Boise, Idaho, USA",2018-07-14,0.2857142857142857,0.0,0.0,0.0,14.285714285714286,11.714285714285714,1.2195121951219514,0.82,0.6944444444444444,0.47674418604651164,1.456639566395664,0.6865116279069768,11.714285714285714,14.285714285714286,0.82,1.2195121951219514,0.5232558139534884,0.3055555555555556,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,10.857142857142858,9.428571428571429,1.5714285714285714,2.142857142857143,1.8571428571428572,0.14285714285714285,11.571428571428571,9.571428571428571,2.5714285714285716,2.142857142857143,0.14285714285714285,0.0,144.0,172.0,12.0,6.0
