,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Pearl Gonzalez Poliana Botelho,0  0,27 of 58  67 of 105,46%  63%,89 of 124  157 of 212,0 of 15  1 of 1,0%  100%,0  0,0  0,0  0,27 of 58  67 of 105,4 of 27  44 of 75,5 of 6  19 of 25,18 of 25  4 of 5,20 of 50  15 of 43,7 of 8  52 of 62,0 of 0  0 of 0
0,Matt Schnell Marco Beltran,0  0,38 of 140  34 of 109,27%  31%,38 of 140  45 of 120,0 of 2  1 of 1,0%  100%,1  0,0  0,0  0,38 of 140  34 of 109,24 of 113  14 of 80,2 of 9  7 of 10,12 of 18  13 of 19,35 of 132  33 of 108,3 of 8  1 of 1,0 of 0  0 of 0
0,John Moraga Magomed Bibulatov,1  0,8 of 14  5 of 10,57%  50%,8 of 14  5 of 10,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,8 of 14  5 of 10,3 of 8  2 of 6,1 of 2  2 of 3,4 of 4  1 of 1,7 of 13  4 of 9,0 of 0  0 of 0,1 of 1  1 of 1
0,Thales Leites Brad Tavares,0  1,46 of 132  70 of 136,34%  51%,50 of 137  80 of 146,0 of 7  0 of 0,0%  0%,0  0,0  0,0  0,46 of 132  70 of 136,31 of 112  43 of 107,1 of 5  4 of 6,14 of 15  23 of 23,46 of 128  60 of 123,0 of 3  5 of 6,0 of 1  5 of 7
0,Ovince Saint Preux Yushin Okami,0  0,0 of 0  0 of 0,0%  0%,3 of 3  0 of 0,0 of 0  0 of 1,0%  0%,1  1,3  0,0  0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0
0,Claudia Gadelha Jessica Andrade,0  0,42 of 91  141 of 241,46%  58%,47 of 96  242 of 355,0 of 7  4 of 7,0%  57%,2  0,0  5,0  0,42 of 91  141 of 241,41 of 87  83 of 175,1 of 4  50 of 58,0 of 0  8 of 8,30 of 71  45 of 107,9 of 15  18 of 25,3 of 5  78 of 109
0,Takanori Gomi Dong Hyun Ma,0  1,2 of 3  13 of 20,66%  65%,2 of 3  13 of 20,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 3  13 of 20,1 of 2  8 of 15,1 of 1  2 of 2,0 of 0  3 of 3,2 of 3  8 of 9,0 of 0  0 of 0,0 of 0  5 of 11
0,Gokhan Saki Henrique da Silva,2  0,40 of 66  20 of 45,60%  44%,40 of 66  21 of 46,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,40 of 66  20 of 45,35 of 60  16 of 40,2 of 3  4 of 5,3 of 3  0 of 0,39 of 65  12 of 37,1 of 1  8 of 8,0 of 0  0 of 0
0,Teruto Ishihara Rolando Dy,1  0,50 of 98  48 of 85,51%  56%,77 of 127  52 of 89,2 of 6  0 of 0,33%  0%,0  0,2  0,0  0,50 of 98  48 of 85,32 of 77  30 of 61,6 of 8  15 of 21,12 of 13  3 of 3,25 of 59  33 of 68,2 of 2  13 of 13,23 of 37  2 of 4
0,Jussier Formiga Ulka Sasaki,0  0,9 of 22  16 of 32,40%  50%,12 of 27  36 of 54,1 of 1  0 of 0,100%  0%,2  0,4  0,0  0,9 of 22  16 of 32,6 of 18  6 of 16,1 of 1  9 of 13,2 of 3  1 of 3,9 of 22  14 of 30,0 of 0  2 of 2,0 of 0  0 of 0
0,Keita Nakamura Alex Morono,0  0,27 of 86  38 of 123,31%  30%,29 of 88  39 of 124,2 of 2  0 of 0,100%  0%,0  0,2  0,0  0,27 of 86  38 of 123,11 of 60  32 of 113,14 of 22  3 of 6,2 of 4  3 of 4,27 of 85  37 of 122,0 of 1  1 of 1,0 of 0  0 of 0
0,Syuri Kondo Chanmi Jeon,0  0,135 of 284  95 of 340,47%  27%,137 of 286  99 of 344,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,135 of 284  95 of 340,100 of 244  73 of 299,26 of 29  12 of 27,9 of 11  10 of 14,123 of 268  92 of 329,12 of 16  3 of 11,0 of 0  0 of 0
0,Shinsho Anzai Luke Jumeau,0  0,51 of 95  49 of 95,53%  51%,97 of 152  53 of 99,1 of 12  0 of 0,8%  0%,0  0,1  0,0  0,51 of 95  49 of 95,36 of 68  29 of 70,13 of 20  7 of 12,2 of 7  13 of 13,22 of 56  19 of 59,28 of 35  30 of 36,1 of 4  0 of 0
0,Daichi Abe Hyun Gyu Lim,1  0,63 of 183  43 of 133,34%  32%,65 of 185  43 of 133,1 of 1  0 of 0,100%  0%,0  0,1  0,0  0,63 of 183  43 of 133,35 of 137  26 of 108,4 of 7  4 of 6,24 of 39  13 of 19,54 of 172  43 of 133,3 of 5  0 of 0,6 of 6  0 of 0
0,Luke Rockhold David Branch,0  0,58 of 85  25 of 56,68%  44%,68 of 97  51 of 82,2 of 5  1 of 2,40%  50%,0  0,2  0,0  0,58 of 85  25 of 56,40 of 61  13 of 42,8 of 13  10 of 12,10 of 11  2 of 2,21 of 32  17 of 46,3 of 7  8 of 10,34 of 46  0 of 0
0,Mike Perry Alex Reyes,1  0,11 of 18  6 of 13,61%  46%,11 of 18  6 of 13,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,11 of 18  6 of 13,10 of 17  1 of 7,0 of 0  4 of 5,1 of 1  1 of 1,4 of 11  3 of 10,6 of 6  3 of 3,1 of 1  0 of 0
0,Hector Lombard Anthony Smith,0  1,65 of 134  35 of 115,48%  30%,68 of 137  38 of 118,1 of 2  0 of 1,50%  0%,0  0,0  0,0  0,65 of 134  35 of 115,26 of 90  27 of 102,7 of 8  6 of 10,32 of 36  2 of 3,52 of 108  27 of 101,10 of 20  6 of 9,3 of 6  2 of 5
0,Gregor Gillespie Jason Gonzalez,1  0,20 of 56  22 of 43,35%  51%,34 of 73  27 of 50,4 of 6  0 of 0,66%  0%,1  0,6  0,0  0,20 of 56  22 of 43,19 of 53  17 of 36,1 of 3  5 of 7,0 of 0  0 of 0,12 of 34  16 of 36,1 of 6  5 of 5,7 of 16  1 of 2
0,Kamaru Usman Sergio Moraes,1  0,16 of 48  13 of 27,33%  48%,16 of 48  13 of 27,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,16 of 48  13 of 27,8 of 35  10 of 23,4 of 6  3 of 3,4 of 7  0 of 1,15 of 46  13 of 27,0 of 0  0 of 0,1 of 2  0 of 0
0,Justin Ledet Zu Anyanwu,0  0,36 of 126  37 of 84,28%  44%,36 of 126  37 of 84,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,36 of 126  37 of 84,35 of 124  28 of 60,1 of 2  9 of 24,0 of 0  0 of 0,36 of 126  36 of 82,0 of 0  1 of 2,0 of 0  0 of 0
0,Anthony Rocco Martin Olivier Aubin-Mercier,0  0,15 of 41  20 of 46,36%  43%,56 of 96  47 of 78,0 of 0  4 of 7,0%  57%,1  0,2  6,1  0,15 of 41  20 of 46,13 of 37  10 of 33,1 of 2  3 of 5,1 of 2  7 of 8,9 of 35  10 of 33,2 of 2  3 of 3,4 of 4  7 of 10
0,Anthony Hamilton Daniel Spitz,0  0,0 of 1  5 of 6,0%  83%,0 of 1  5 of 6,0 of 0  1 of 1,0%  100%,0  0,0  0,0  0,0 of 1  5 of 6,0 of 1  5 of 5,0 of 0  0 of 1,0 of 0  0 of 0,0 of 1  1 of 2,0 of 0  0 of 0,0 of 0  4 of 4
0,Krzysztof Jotko Uriah Hall,1  1,44 of 90  26 of 44,48%  59%,60 of 108  26 of 44,1 of 2  0 of 0,50%  0%,1  0,3  0,0  0,44 of 90  26 of 44,40 of 85  15 of 32,3 of 4  6 of 7,1 of 1  5 of 5,15 of 42  19 of 33,15 of 27  0 of 0,14 of 21  7 of 11
0,Jason Saggo Gilbert Burns,0  1,35 of 92  42 of 95,38%  44%,39 of 99  50 of 104,1 of 2  2 of 3,50%  66%,0  0,0  0,0  0,35 of 92  42 of 95,11 of 60  27 of 77,9 of 14  8 of 10,15 of 18  7 of 8,30 of 84  31 of 78,2 of 3  6 of 10,3 of 5  5 of 7
0,Amanda Nunes Valentina Shevchenko,0  0,86 of 176  72 of 194,48%  37%,90 of 180  85 of 209,2 of 8  0 of 1,25%  0%,0  0,2  0,0  0,86 of 176  72 of 194,16 of 65  30 of 138,14 of 22  9 of 13,56 of 89  33 of 43,85 of 173  65 of 183,1 of 2  3 of 6,0 of 1  4 of 5
0,Neil Magny Rafael Dos Anjos,0  0,1 of 5  13 of 16,20%  81%,5 of 9  17 of 21,0 of 0  0 of 0,0%  0%,0  1,0  3,0  0,1 of 5  13 of 16,0 of 3  11 of 14,1 of 1  1 of 1,0 of 1  1 of 1,1 of 5  1 of 1,0 of 0  0 of 0,0 of 0  12 of 15
0,Henry Cejudo Wilson Reis,1  0,34 of 58  5 of 25,58%  20%,39 of 64  5 of 25,2 of 2  0 of 1,100%  0%,0  0,0  0,0  0,34 of 58  5 of 25,24 of 47  4 of 24,7 of 8  0 of 0,3 of 3  1 of 1,24 of 41  5 of 25,2 of 3  0 of 0,8 of 14  0 of 0
0,Ilir Latifi Tyson Pedro,0  0,44 of 79  31 of 54,55%  57%,59 of 94  44 of 68,4 of 5  0 of 0,80%  0%,0  0,4  0,0  0,44 of 79  31 of 54,38 of 73  12 of 25,5 of 5  8 of 12,1 of 1  11 of 17,13 of 38  21 of 43,4 of 6  8 of 9,27 of 35  2 of 2
0,Jeremy Stephens Gilbert Melendez,5  0,96 of 250  29 of 129,38%  22%,101 of 255  30 of 130,0 of 0  0 of 0,0%  0%,0  0,1  0,0  0,96 of 250  29 of 129,53 of 197  27 of 122,11 of 18  1 of 4,32 of 35  1 of 3,79 of 229  27 of 124,7 of 10  2 of 2,10 of 11  0 of 3
0,Sara McMann Ketlen Vieira,0  0,29 of 58  17 of 21,50%  80%,36 of 67  35 of 45,1 of 5  1 of 1,20%  100%,0  2,2  1,0  0,29 of 58  17 of 21,25 of 52  16 of 20,2 of 3  1 of 1,2 of 3  0 of 0,1 of 9  0 of 4,9 of 11  14 of 14,19 of 38  3 of 3
0,Sarah Moras Ashlee Evans-Smith,0  0,3 of 6  3 of 9,50%  33%,5 of 9  5 of 11,0 of 1  0 of 0,0%  0%,1  0,0  1,0  0,3 of 6  3 of 9,2 of 5  1 of 5,0 of 0  2 of 4,1 of 1  0 of 0,0 of 1  0 of 4,0 of 1  2 of 4,3 of 4  1 of 1
0,Gavin Tucker Rick Glenn,0  1,23 of 82  142 of 237,28%  59%,43 of 105  184 of 289,0 of 4  4 of 7,0%  57%,1  1,0  1,0  0,23 of 82  142 of 237,14 of 69  96 of 182,5 of 8  40 of 47,4 of 5  6 of 8,12 of 64  31 of 68,9 of 15  23 of 39,2 of 3  88 of 130
0,Mitch Clarke Alex White,0  3,28 of 83  57 of 115,33%  49%,34 of 90  62 of 122,0 of 4  0 of 0,0%  0%,0  0,0  0,0  0,28 of 83  57 of 115,11 of 41  46 of 100,8 of 19  10 of 13,9 of 23  1 of 2,18 of 69  28 of 75,10 of 13  28 of 37,0 of 1  1 of 3
0,Luis Henrique Arjan Bhullar,0  1,32 of 114  24 of 50,28%  48%,54 of 137  60 of 96,0 of 0  1 of 1,0%  100%,0  0,0  1,0  0,32 of 114  24 of 50,18 of 95  23 of 48,9 of 14  1 of 2,5 of 5  0 of 0,26 of 101  14 of 34,6 of 13  5 of 8,0 of 0  5 of 8
0,Kajan Johnson Adriano Martins,1  0,26 of 63  16 of 31,41%  51%,26 of 63  16 of 31,0 of 0  0 of 0,0%  0%,0  1,0  0,0  0,26 of 63  16 of 31,7 of 29  8 of 21,12 of 21  0 of 0,7 of 13  8 of 10,24 of 61  16 of 31,0 of 0  0 of 0,2 of 2  0 of 0
0,Alexander Volkov Stefan Struve,1  0,135 of 253  41 of 162,53%  25%,144 of 264  41 of 162,2 of 2  0 of 0,100%  0%,0  0,1  0,0  0,135 of 253  41 of 162,84 of 178  26 of 125,18 of 27  8 of 27,33 of 48  7 of 10,114 of 214  41 of 162,3 of 11  0 of 0,18 of 28  0 of 0
0,Siyar Bahadurzada Rob Wilkinson,3  0,43 of 81  24 of 46,53%  52%,44 of 82  34 of 58,0 of 0  2 of 5,0%  40%,1  0,0  0,0  0,43 of 81  24 of 46,36 of 74  11 of 30,7 of 7  4 of 6,0 of 0  9 of 10,18 of 43  22 of 43,14 of 16  2 of 3,11 of 22  0 of 0
0,Marion Reneau Talita Bernardo,0  0,57 of 127  22 of 88,44%  25%,118 of 192  38 of 112,0 of 0  3 of 7,0%  42%,5  1,2  2,1  0,57 of 127  22 of 88,47 of 116  11 of 75,9 of 10  4 of 5,1 of 1  7 of 8,24 of 68  18 of 83,10 of 11  1 of 1,23 of 48  3 of 4
0,Leon Edwards Bryan Barberena,0  1,23 of 51  44 of 87,45%  50%,58 of 87  115 of 163,3 of 6  0 of 0,50%  0%,3  1,5  0,0  0,23 of 51  44 of 87,13 of 40  28 of 65,3 of 4  9 of 10,7 of 7  7 of 12,21 of 49  17 of 56,2 of 2  23 of 24,0 of 0  4 of 7
0,Darren Till Bojan Velickovic,0  0,49 of 87  34 of 144,56%  23%,50 of 88  69 of 181,1 of 1  0 of 3,100%  0%,0  0,0  0,0  0,49 of 87  34 of 144,42 of 79  16 of 109,1 of 1  2 of 7,6 of 7  16 of 28,32 of 67  32 of 141,1 of 1  0 of 1,16 of 19  2 of 2
0,Mairbek Taisumov Felipe Silva,1  0,2 of 4  0 of 7,50%  0%,2 of 4  0 of 7,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 4  0 of 7,1 of 2  0 of 6,0 of 1  0 of 1,1 of 1  0 of 0,2 of 4  0 of 7,0 of 0  0 of 0,0 of 0  0 of 0
0,Michel Prazeres Mads Burnell,0  0,26 of 48  10 of 30,54%  33%,43 of 69  12 of 32,4 of 6  0 of 0,66%  0%,1  0,15  0,0  0,26 of 48  10 of 30,21 of 38  4 of 21,5 of 10  5 of 8,0 of 0  1 of 1,11 of 31  8 of 27,4 of 5  2 of 3,11 of 12  0 of 0
0,Rustam Khabilov Desmond Green,0  0,34 of 108  47 of 111,31%  42%,35 of 109  53 of 119,3 of 11  1 of 2,27%  50%,0  0,0  0,0  0,34 of 108  47 of 111,22 of 90  22 of 80,6 of 11  7 of 12,6 of 7  18 of 19,31 of 99  39 of 96,3 of 9  8 of 15,0 of 0  0 of 0
0,Francimar Barroso Aleksandar Rakic,0  0,24 of 55  46 of 150,43%  30%,36 of 69  75 of 179,2 of 14  0 of 0,14%  0%,0  0,1  0,0  0,24 of 55  46 of 150,14 of 39  22 of 114,0 of 4  10 of 16,10 of 12  14 of 20,22 of 53  44 of 144,0 of 0  2 of 6,2 of 2  0 of 0
0,Mike Santiago Zabit Magomedsharipov,0  0,24 of 67  45 of 65,35%  69%,32 of 77  70 of 97,2 of 7  1 of 3,28%  33%,0  2,0  2,0  2,24 of 67  45 of 65,6 of 40  34 of 52,7 of 14  8 of 10,11 of 13  3 of 3,10 of 46  25 of 41,14 of 21  8 of 11,0 of 0  12 of 13
0,Bojan Mihajlovic Abdul-Kerim Edilov,0  0,1 of 13  77 of 125,7%  61%,7 of 21  150 of 210,0 of 0  2 of 2,0%  100%,0  1,0  0,0  0,1 of 13  77 of 125,1 of 12  59 of 105,0 of 1  16 of 17,0 of 0  2 of 3,1 of 11  9 of 22,0 of 1  6 of 12,0 of 1  62 of 91
0,Thibault Gouti Andrew Holbrook,1  0,41 of 86  22 of 54,47%  40%,43 of 88  22 of 54,0 of 0  0 of 6,0%  0%,0  0,0  0,0  0,41 of 86  22 of 54,37 of 77  14 of 39,3 of 6  6 of 12,1 of 3  2 of 3,24 of 54  19 of 49,13 of 24  3 of 5,4 of 8  0 of 0
0,Sergio Pettis Brandon Moreno,0  0,76 of 235  45 of 161,32%  27%,84 of 244  70 of 193,0 of 1  4 of 8,0%  50%,0  0,0  1,0  0,76 of 235  45 of 161,55 of 203  26 of 130,11 of 17  12 of 19,10 of 15  7 of 12,72 of 230  38 of 147,2 of 2  1 of 4,2 of 3  6 of 10
0,Randa Markos Alexa Grasso,0  0,45 of 113  64 of 157,39%  40%,71 of 141  121 of 224,4 of 11  0 of 0,36%  0%,0  0,5  1,1  1,45 of 113  64 of 157,40 of 106  44 of 133,5 of 7  7 of 10,0 of 0  13 of 14,29 of 91  47 of 137,6 of 9  13 of 16,10 of 13  4 of 4
0,Alan Jouban Niko Price,0  1,5 of 9  10 of 19,55%  52%,5 of 9  10 of 19,0 of 0  0 of 0,0%  0%,0  0,0  1,0  0,5 of 9  10 of 19,3 of 7  6 of 15,1 of 1  1 of 1,1 of 1  3 of 3,5 of 9  6 of 13,0 of 0  0 of 0,0 of 0  4 of 6
0,Martin Bravo Humberto Bandenay,0  1,1 of 3  5 of 7,33%  71%,1 of 3  5 of 7,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,1 of 3  5 of 7,0 of 1  3 of 5,1 of 1  1 of 1,0 of 1  1 of 1,1 of 3  3 of 5,0 of 0  0 of 0,0 of 0  2 of 2
0,Sam Alvey Rashad Evans,0  0,40 of 87  17 of 45,45%  37%,51 of 99  28 of 58,0 of 0  2 of 8,0%  25%,0  0,0  0,0  0,40 of 87  17 of 45,24 of 69  8 of 32,16 of 18  5 of 9,0 of 0  4 of 4,20 of 62  15 of 43,20 of 25  2 of 2,0 of 0  0 of 0
0,Alejandro Perez Andre Soukhamthath,0  3,44 of 141  43 of 107,31%  40%,97 of 195  44 of 108,1 of 6  0 of 0,16%  0%,0  0,1  0,0  0,44 of 141  43 of 107,22 of 107  26 of 86,6 of 9  9 of 11,16 of 25  8 of 10,38 of 128  42 of 102,3 of 7  1 of 5,3 of 6  0 of 0
0,Bradley Scott Jack Hermansson,0  0,0 of 4  38 of 54,0%  70%,0 of 4  49 of 65,0 of 0  1 of 1,0%  100%,1  0,0  2,0  0,0 of 4  38 of 54,0 of 3  35 of 49,0 of 1  0 of 1,0 of 0  3 of 4,0 of 4  4 of 6,0 of 0  0 of 0,0 of 0  34 of 48
0,Dustin Ortiz Hector Sandoval,1  0,8 of 10  1 of 6,80%  16%,8 of 10  1 of 6,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 10  1 of 6,7 of 9  1 of 6,1 of 1  0 of 0,0 of 0  0 of 0,4 of 6  1 of 6,0 of 0  0 of 0,4 of 4  0 of 0
0,Henry Briones Rani Yahya,0  0,0 of 0  3 of 4,0%  75%,9 of 10  14 of 15,0 of 0  1 of 2,0%  50%,0  2,0  2,0  0,0 of 0  3 of 4,0 of 0  1 of 2,0 of 0  0 of 0,0 of 0  2 of 2,0 of 0  2 of 3,0 of 0  0 of 0,0 of 0  1 of 1
0,Jose Quinonez Diego Rivas,0  0,59 of 112  27 of 76,52%  35%,70 of 125  29 of 78,1 of 4  1 of 1,25%  100%,0  2,2  1,0  1,59 of 112  27 of 76,34 of 81  11 of 51,11 of 17  6 of 12,14 of 14  10 of 13,48 of 92  25 of 74,1 of 4  1 of 1,10 of 16  1 of 1
0,Joseph Morales Roberto Sanchez,1  0,12 of 22  2 of 6,54%  33%,15 of 26  12 of 19,0 of 0  1 of 1,0%  100%,1  0,1  0,0  0,12 of 22  2 of 6,12 of 22  2 of 5,0 of 0  0 of 1,0 of 0  0 of 0,1 of 4  1 of 3,1 of 2  0 of 0,10 of 16  1 of 3
0,Alvaro Herrera Jordan Rinaldi,0  0,2 of 7  6 of 12,28%  50%,2 of 7  7 of 13,0 of 0  0 of 0,0%  0%,1  1,0  1,0  0,2 of 7  6 of 12,2 of 7  3 of 5,0 of 0  0 of 3,0 of 0  3 of 4,2 of 7  6 of 12,0 of 0  0 of 0,0 of 0  0 of 0
0,Tyron Woodley Demian Maia,1  0,57 of 153  28 of 89,37%  31%,57 of 153  29 of 90,0 of 0  0 of 21,0%  0%,0  0,0  0,0  0,57 of 153  28 of 89,40 of 131  23 of 83,13 of 18  2 of 3,4 of 4  3 of 3,56 of 152  26 of 87,1 of 1  2 of 2,0 of 0  0 of 0
0,Cris Cyborg Tonya Evinger,1  0,74 of 143  32 of 85,51%  37%,75 of 144  34 of 87,0 of 1  1 of 4,0%  25%,0  0,0  0,0  0,74 of 143  32 of 85,38 of 99  13 of 54,15 of 22  9 of 17,21 of 22  10 of 14,58 of 115  28 of 78,11 of 22  4 of 7,5 of 6  0 of 0
0,Robbie Lawler Donald Cerrone,0  0,77 of 156  82 of 166,49%  49%,85 of 164  99 of 185,0 of 1  1 of 10,0%  10%,0  0,0  2,0  0,77 of 156  82 of 166,47 of 116  50 of 127,28 of 37  26 of 32,2 of 3  6 of 7,35 of 101  56 of 125,42 of 55  25 of 40,0 of 0  1 of 1
0,Jimi Manuwa Volkan Oezdemir,0  0,2 of 4  12 of 19,50%  63%,2 of 4  13 of 20,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 4  12 of 19,0 of 2  10 of 17,1 of 1  1 of 1,1 of 1  1 of 1,0 of 2  3 of 7,2 of 2  8 of 9,0 of 0  1 of 3
0,Ricardo Lamas Jason Knight,0  0,42 of 62  8 of 35,67%  22%,43 of 63  18 of 45,1 of 1  0 of 1,100%  0%,0  0,2  0,0  0,42 of 62  8 of 35,37 of 55  7 of 33,2 of 4  1 of 1,3 of 3  0 of 1,25 of 40  5 of 26,7 of 9  2 of 7,10 of 13  1 of 2
0,Aljamain Sterling Renan Barao,0  0,71 of 121  19 of 85,58%  22%,112 of 166  65 of 138,1 of 1  2 of 3,100%  66%,0  0,1  3,0  0,71 of 121  19 of 85,41 of 81  10 of 65,15 of 23  6 of 13,15 of 17  3 of 7,36 of 82  9 of 70,7 of 8  2 of 2,28 of 31  8 of 13
0,Brian Ortega Renato Moicano,0  0,65 of 220  109 of 252,29%  43%,65 of 220  111 of 254,0 of 2  2 of 2,0%  100%,1  0,0  0,0  0,65 of 220  109 of 252,49 of 198  91 of 229,14 of 19  8 of 13,2 of 3  10 of 10,64 of 217  109 of 252,1 of 3  0 of 0,0 of 0  0 of 0
0,Andre Fili Calvin Kattar,0  0,73 of 202  75 of 160,36%  46%,75 of 205  80 of 166,0 of 2  2 of 3,0%  66%,0  0,0  0,0  0,73 of 202  75 of 160,51 of 173  55 of 137,9 of 14  8 of 10,13 of 15  12 of 13,70 of 193  66 of 143,3 of 9  1 of 5,0 of 0  8 of 12
0,Kailin Curran Alexandra Albu,0  0,86 of 157  82 of 181,54%  45%,153 of 232  109 of 221,1 of 3  5 of 8,33%  62%,0  0,2  2,1  0,86 of 157  82 of 181,62 of 127  60 of 150,17 of 22  20 of 29,7 of 8  2 of 2,60 of 118  47 of 138,13 of 19  20 of 25,13 of 20  15 of 18
0,Eric Shelton Jarred Brooks,0  0,31 of 87  27 of 80,35%  33%,65 of 123  32 of 87,1 of 2  5 of 8,50%  62%,1  1,0  1,0  0,31 of 87  27 of 80,26 of 79  15 of 66,5 of 8  7 of 9,0 of 0  5 of 5,19 of 73  20 of 72,1 of 2  2 of 3,11 of 12  5 of 5
0,Joshua Burkman Drew Dober,0  1,11 of 18  15 of 29,61%  51%,11 of 18  20 of 34,0 of 1  0 of 1,0%  0%,0  0,0  0,0  0,11 of 18  15 of 29,4 of 7  5 of 17,4 of 6  4 of 6,3 of 5  6 of 6,7 of 14  9 of 21,4 of 4  5 of 7,0 of 0  1 of 1
0,Chris Weidman Kelvin Gastelum,0  1,36 of 76  26 of 47,47%  55%,75 of 124  28 of 50,7 of 13  0 of 0,53%  0%,2  0,5  0,0  0,36 of 76  26 of 47,25 of 59  21 of 42,6 of 12  4 of 4,5 of 5  1 of 1,24 of 59  14 of 34,6 of 9  2 of 3,6 of 8  10 of 10
0,Dennis Bermudez Darren Elkins,0  0,69 of 160  70 of 154,43%  45%,101 of 194  99 of 189,1 of 6  3 of 10,16%  30%,0  2,0  2,0  0,69 of 160  70 of 154,39 of 126  42 of 119,18 of 21  24 of 31,12 of 13  4 of 4,47 of 125  34 of 107,22 of 34  33 of 44,0 of 1  3 of 3
0,Patrick Cummins Gian Villante,0  0,86 of 182  72 of 196,47%  36%,92 of 188  85 of 210,1 of 11  0 of 0,9%  0%,0  0,0  0,0  0,86 of 182  72 of 196,70 of 163  66 of 189,7 of 9  3 of 4,9 of 10  3 of 3,74 of 164  67 of 189,12 of 18  0 of 1,0 of 0  5 of 6
0,Jimmie Rivera Thomas Almeida,2  0,70 of 160  72 of 167,43%  43%,75 of 165  72 of 167,2 of 6  0 of 0,33%  0%,0  0,0  0,0  0,70 of 160  72 of 167,38 of 114  36 of 121,17 of 29  13 of 20,15 of 17  23 of 26,58 of 146  67 of 160,8 of 10  5 of 7,4 of 4  0 of 0
0,Lyman Good Elizeu Zaleski dos Santos,0  0,75 of 165  83 of 219,45%  37%,89 of 182  84 of 220,1 of 1  1 of 7,100%  14%,0  0,0  0,0  0,75 of 165  83 of 219,57 of 146  56 of 181,15 of 16  13 of 22,3 of 3  14 of 16,54 of 140  67 of 198,20 of 24  16 of 21,1 of 1  0 of 0
0,Rafael Natal Eryk Anders,0  1,14 of 23  23 of 29,60%  79%,15 of 24  23 of 29,0 of 1  1 of 2,0%  50%,0  0,0  2,0  0,14 of 23  23 of 29,8 of 16  22 of 28,2 of 3  1 of 1,4 of 4  0 of 0,13 of 20  10 of 13,1 of 3  2 of 2,0 of 0  11 of 14
0,Ryan LaFlare Alex Oliveira,0  1,5 of 14  8 of 21,35%  38%,8 of 17  8 of 21,0 of 2  0 of 1,0%  0%,0  1,2  0,0  0,5 of 14  8 of 21,2 of 10  4 of 17,3 of 4  1 of 1,0 of 0  3 of 3,2 of 11  6 of 18,0 of 0  2 of 2,3 of 3  0 of 1
0,Damian Grabowski Chase Sherman,0  0,68 of 188  111 of 228,36%  48%,69 of 190  112 of 229,0 of 5  0 of 0,0%  0%,0  0,0  0,0  0,68 of 188  111 of 228,40 of 150  61 of 168,15 of 19  21 of 26,13 of 19  29 of 34,58 of 173  97 of 211,10 of 15  14 of 17,0 of 0  0 of 0
0,Kyle Bochniak Jeremy Kennedy,0  0,23 of 54  41 of 94,42%  43%,43 of 76  59 of 118,0 of 0  8 of 14,0%  57%,0  0,0  4,0  0,23 of 54  41 of 94,13 of 43  30 of 82,3 of 3  6 of 7,7 of 8  5 of 5,22 of 51  13 of 44,0 of 0  7 of 11,1 of 3  21 of 39
0,Brian Kelleher Marlon Vera,0  0,8 of 16  5 of 15,50%  33%,14 of 22  5 of 15,1 of 3  0 of 0,33%  0%,0  2,0  0,0  0,8 of 16  5 of 15,2 of 7  2 of 11,3 of 3  2 of 3,3 of 6  1 of 1,5 of 12  4 of 14,3 of 4  1 of 1,0 of 0  0 of 0
0,Tim Johnson Junior Albini,0  1,19 of 41  21 of 35,46%  60%,25 of 50  28 of 42,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,19 of 41  21 of 35,7 of 24  11 of 23,2 of 5  9 of 11,10 of 12  1 of 1,8 of 26  12 of 24,11 of 15  7 of 8,0 of 0  2 of 3
0,Shane Burgos Godofredo Pepey,3  0,102 of 197  51 of 177,51%  28%,144 of 243  52 of 178,1 of 1  0 of 14,100%  0%,0  0,0  0,0  0,102 of 197  51 of 177,87 of 179  40 of 159,9 of 12  9 of 16,6 of 6  2 of 2,77 of 164  49 of 174,13 of 16  2 of 3,12 of 17  0 of 0
0,Frankie Perez Chris Wade,0  0,22 of 63  23 of 43,34%  53%,53 of 99  51 of 79,3 of 5  3 of 8,60%  37%,0  2,0  7,0  1,22 of 63  23 of 43,6 of 40  16 of 31,7 of 13  6 of 8,9 of 10  1 of 4,12 of 50  12 of 30,2 of 4  2 of 2,8 of 9  9 of 11
