,0
0,http://www.espn.com/mma/fighter/_/id/2447641/jose-aldo
1,http://www.espn.com/mma/fighter/_/id/2504172/chad-mendes
2,http://www.espn.com/mma/fighter/_/id/2335663/anthony-johnson
3,http://www.espn.com/mma/fighter/_/id/2354057/vitor-belfort
4,http://www.espn.com/mma/fighter/_/id/2335764/rousimar-palhares
5,http://www.espn.com/mma/fighter/_/id/2335774/mike-massenzio
6,http://www.espn.com/mma/fighter/_/id/2486932/carlo-prater
7,http://www.espn.com/mma/fighter/_/id/2559966/erick-silva
8,http://www.espn.com/mma/fighter/_/id/2526299/edson-barboza
9,http://www.espn.com/mma/fighter/_/id/2335782/terry-etim
10,http://www.espn.com/mma/fighter/_/id/2354128/sam-stout
11,http://www.espn.com/mma/fighter/_/id/2354193/thiago-tavares
12,http://www.espn.com/mma/fighter/_/id/2354239/gabriel-gonzaga
13,http://www.espn.com/mma/fighter/_/id/2611339/ednaldo-oliveira
14,http://www.espn.com/mma/fighter/_/id/2532872/iuri-alcantara
15,http://www.espn.com/mma/fighter/_/id/2502446/michihiro-omigawa
16,http://www.espn.com/mma/fighter/_/id/2497724/ricardo-funch
17,http://www.espn.com/mma/fighter/_/id/2488464/mike-pyle
18,http://www.espn.com/mma/fighter/_/id/2565792/felipe-arantes
19,http://www.espn.com/mma/fighter/_/id/2504814/antonio-carvalho
20,http://www.espn.com/mma/fighter/_/id/2335800/melvin-guillard
21,http://www.espn.com/mma/fighter/_/id/2335718/jim-miller
22,http://www.espn.com/mma/fighter/_/id/2354121/duane-ludwig
23,http://www.espn.com/mma/fighter/_/id/2335691/josh-neer
24,http://www.espn.com/mma/fighter/_/id/2570864/mike-easton
25,http://www.espn.com/mma/fighter/_/id/2615075/jared-papazian
26,http://www.espn.com/mma/fighter/_/id/2335658/pat-barry
27,http://www.espn.com/mma/fighter/_/id/2504170/christian-morecraft
28,http://www.espn.com/mma/fighter/_/id/2335650/eric-schafer
29,http://www.espn.com/mma/fighter/_/id/2335766/jorge-rivera
30,http://www.espn.com/mma/fighter/_/id/2611557/khabib-nurmagomedov
