,0
0,http://www.espn.com/mma/fighter/_/id/2335629/bj-penn
1,http://www.espn.com/mma/fighter/_/id/2335671/diego-sanchez
2,http://www.espn.com/mma/fighter/_/id/2335655/cheick-kongo
3,http://www.espn.com/mma/fighter/_/id/2335301/frank-mir
4,http://www.espn.com/mma/fighter/_/id/2335665/jon-fitch
5,http://www.espn.com/mma/fighter/_/id/2497723/mike-pierce
6,http://www.espn.com/mma/fighter/_/id/2335674/clay-guida
7,http://www.espn.com/mma/fighter/_/id/2335675/kenny-florian
8,http://www.espn.com/mma/fighter/_/id/2431330/paul-buentello
9,http://www.espn.com/mma/fighter/_/id/2335727/stefan-struve
10,http://www.espn.com/mma/fighter/_/id/2335487/wilson-gouveia
11,http://www.espn.com/mma/fighter/_/id/2335486/alan-belcher
12,http://www.espn.com/mma/fighter/_/id/2335692/shane-nelson
13,http://www.espn.com/mma/fighter/_/id/2354218/matt-wiman
14,http://www.espn.com/mma/fighter/_/id/2354130/johny-hendricks
15,http://www.espn.com/mma/fighter/_/id/2497724/ricardo-funch
16,http://www.espn.com/mma/fighter/_/id/2500721/lucio-linhares
17,http://www.espn.com/mma/fighter/_/id/2335764/rousimar-palhares
18,http://www.espn.com/mma/fighter/_/id/2555778/edgar-garcia
19,http://www.espn.com/mma/fighter/_/id/2502589/damarques-johnson
20,http://www.espn.com/mma/fighter/_/id/2354352/tj-grant
21,http://www.espn.com/mma/fighter/_/id/2431283/kevin-burns
22,http://www.espn.com/mma/fighter/_/id/2335497/dan-henderson
23,http://www.espn.com/mma/fighter/_/id/2335498/rich-franklin
24,http://www.espn.com/mma/fighter/_/id/2335515/mark-coleman
25,http://www.espn.com/mma/fighter/_/id/2335514/mauricio-rua
26,http://www.espn.com/mma/fighter/_/id/2335477/jeremy-horn
27,http://www.espn.com/mma/fighter/_/id/2335764/rousimar-palhares
28,http://www.espn.com/mma/fighter/_/id/2335751/denis-kang
29,http://www.espn.com/mma/fighter/_/id/2335486/alan-belcher
30,http://www.espn.com/mma/fighter/_/id/2335670/chris-lytle
31,http://www.espn.com/mma/fighter/_/id/2335804/marcus-davis
32,http://www.espn.com/mma/fighter/_/id/2335810/john-hathaway
33,http://www.espn.com/mma/fighter/_/id/2335792/tom-egan
34,http://www.espn.com/mma/fighter/_/id/2335491/martin-kampmann
35,http://www.espn.com/mma/fighter/_/id/2335755/alexandre-barros
36,http://www.espn.com/mma/fighter/_/id/2335645/antonio-mendes
37,http://www.espn.com/mma/fighter/_/id/2335650/eric-schafer
38,http://www.espn.com/mma/fighter/_/id/2335636/tomasz-drwal
39,http://www.espn.com/mma/fighter/_/id/2335746/ivan-serati
40,http://www.espn.com/mma/fighter/_/id/2335815/nate-mohr
41,http://www.espn.com/mma/fighter/_/id/2335797/dennis-siver
42,http://www.espn.com/mma/fighter/_/id/2335629/bj-penn
43,http://www.espn.com/mma/fighter/_/id/2335659/georges-st-pierre
