,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
340,Middleweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/a6cc776330194937,http://ufcstats.com/event-details/351264d11286d09a,Andrew Sanchez,Marc-Andre Barriault
341,Women's Bantamweight,KO/TKO  Punches,2,2:22,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/3011439ecaf74180,http://ufcstats.com/event-details/351264d11286d09a,Macy Chiasson,Sarah Moras
342,Bantamweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/c936527df280b8b4,http://ufcstats.com/event-details/351264d11286d09a,Vince Morales,Aiemann Zahabi
343,Welterweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/003c84fc7c3fa028,http://ufcstats.com/event-details/351264d11286d09a,Nordine Taleb,Kyle Prepolec
344,Featherweight,SUB  Arm Triangle,3,3:16,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/a3731057c8775716,http://ufcstats.com/event-details/351264d11286d09a,Matt Sayles,Kyle Nelson
345,Heavyweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/0bc354fbb6e99ab6,http://ufcstats.com/event-details/351264d11286d09a,Arjan Bhullar,Juan Adams
346,Bantamweight,U-DEC,3,5:00,"Ottawa, Ontario, Canada",2019-05-04,http://ufcstats.com/fight-details/16a05f3c4a765f65,http://ufcstats.com/event-details/351264d11286d09a,Cole Smith,Mitch Gagnon
347,Middleweight,U-DEC,5,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/f0ca713121289d24,http://ufcstats.com/event-details/c912f676692c353a,Jack Hermansson,Jacare Souza
348,Heavyweight,KO/TKO  Punches,1,2:15,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/c68e57c19c82d500,http://ufcstats.com/event-details/c912f676692c353a,Greg Hardy,Dmitrii Smoliakov
349,Welterweight,U-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/3286d8406eff5c85,http://ufcstats.com/event-details/c912f676692c353a,Mike Perry,Alex Oliveira
350,Light Heavyweight,SUB  Rear Naked Choke,2,3:37,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/bda97d9a44a89d52,http://ufcstats.com/event-details/c912f676692c353a,Glover Teixeira,Ion Cutelaba
351,Bantamweight,S-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/bcb697c4317f0997,http://ufcstats.com/event-details/c912f676692c353a,Cory Sandhagen,John Lineker
352,Lightweight,U-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/721d870849de4a57,http://ufcstats.com/event-details/c912f676692c353a,Roosevelt Roberts,Thomas Gifford
353,Welterweight,KO/TKO  Elbows,2,1:18,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/80e68a6453e15ab9,http://ufcstats.com/event-details/c912f676692c353a,Takashi Sato,Ben Saunders
354,Heavyweight,S-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/3256d907f58af95e,http://ufcstats.com/event-details/c912f676692c353a,Augusto Sakai,Andrei Arlovski
355,Women's Strawweight,U-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/f08ccad48500eb2b,http://ufcstats.com/event-details/c912f676692c353a,Carla Esparza,Virna Jandiroba
356,Lightweight,SUB  Rear Naked Choke,2,4:15,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/c2bcdcc472228768,http://ufcstats.com/event-details/c912f676692c353a,Gilbert Burns,Mike Davis
357,Lightweight,SUB  Rear Naked Choke,1,2:12,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/3b6c18a966a2cea4,http://ufcstats.com/event-details/c912f676692c353a,Jim Miller,Jason Gonzalez
358,Women's Strawweight,U-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/c300085cc08357b5,http://ufcstats.com/event-details/c912f676692c353a,Angela Hill,Jodie Esquibel
359,Welterweight,S-DEC,3,5:00,"Sunrise, Florida, USA",2019-04-27,http://ufcstats.com/fight-details/7c13de66ce543d84,http://ufcstats.com/event-details/c912f676692c353a,Dhiego Lima,Court McGee
360,Heavyweight,KO/TKO  Knee,1,4:45,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/470a3c1b89504258,http://ufcstats.com/event-details/7dcf06c1967801c1,Alistair Overeem,Aleksei Oleinik
361,Lightweight,U-DEC,3,5:00,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/103a7d8c4f17714b,http://ufcstats.com/event-details/7dcf06c1967801c1,Islam Makhachev,Arman Tsarukyan
362,Heavyweight,KO/TKO  Punches,1,1:06,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/2a2b00e9bfd089cc,http://ufcstats.com/event-details/7dcf06c1967801c1,Sergei Pavlovich,Marcelo Golm
363,Women's Flyweight,S-DEC,3,5:00,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/a40c70d5a1a1be01,http://ufcstats.com/event-details/7dcf06c1967801c1,Roxanne Modafferi,Antonina Shevchenko
364,Middleweight,U-DEC,3,5:00,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/e458ace6a440b738,http://ufcstats.com/event-details/7dcf06c1967801c1,Krzysztof Jotko,Alen Amedovski
365,Featherweight,U-DEC,3,5:00,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/1b4374c9d7e5139c,http://ufcstats.com/event-details/7dcf06c1967801c1,Movsar Evloev,SeungWoo Choi
366,Welterweight,U-DEC,3,5:00,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/23ba354e606df0ac,http://ufcstats.com/event-details/7dcf06c1967801c1,Sultan Aliev,Keita Nakamura
367,Lightweight,SUB  Other - Choke,2,3:10,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/d9a797f632686568,http://ufcstats.com/event-details/7dcf06c1967801c1,Alexander Yakovlev,Alex Da Silva
368,Heavyweight,KO/TKO  Punches,2,3:15,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/0bc7e4852f75a06d,http://ufcstats.com/event-details/7dcf06c1967801c1,Shamil Abdurakhimov,Marcin Tybura
369,Light Heavyweight,KO/TKO  Punch,1,0:44,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/56f984ac83fb34cc,http://ufcstats.com/event-details/7dcf06c1967801c1,Michal Oleksiejczuk,Gadzhimurad Antigulov
370,Lightweight,KO/TKO  Spinning Back Kick,1,1:26,"Saint Petersburg, Saint Petersburg, Russia",2019-04-20,http://ufcstats.com/fight-details/75bc89630027c601,http://ufcstats.com/event-details/7dcf06c1967801c1,Magomed Mustafaev,Rafael Fiziev
371,Lightweight,U-DEC,5,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/87126427cfcaee52,http://ufcstats.com/event-details/b0550072e5f0afa7,Dustin Poirier,Max Holloway
372,Middleweight,U-DEC,5,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/9bfda7c26578aaac,http://ufcstats.com/event-details/b0550072e5f0afa7,Israel Adesanya,Kelvin Gastelum
373,Light Heavyweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/e0d92694d8a2d38b,http://ufcstats.com/event-details/b0550072e5f0afa7,Khalil Rountree Jr.,Eryk Anders
374,Welterweight,S-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/7dc87736c304b3dd,http://ufcstats.com/event-details/b0550072e5f0afa7,Dwight Grant,Alan Jouban
375,Light Heavyweight,SUB  Rear Naked Choke,2,2:30,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/d22c19fd92426567,http://ufcstats.com/event-details/b0550072e5f0afa7,Nikita Krylov,Ovince Saint Preux
376,Lightweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/31b283a5559ad44d,http://ufcstats.com/event-details/b0550072e5f0afa7,Matt Frevola,Jalin Turner
377,Flyweight,KO/TKO  Punch,1,2:58,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/c6b040021b4ceb0f,http://ufcstats.com/event-details/b0550072e5f0afa7,Alexandre Pantoja,Wilson Reis
378,Welterweight,M-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/bf719cf83cab229b,http://ufcstats.com/event-details/b0550072e5f0afa7,Max Griffin,Zelim Imadaev
379,Bantamweight,KO/TKO  Punch,1,0:25,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/2456c4550c26e5e8,http://ufcstats.com/event-details/b0550072e5f0afa7,Khalid Taha,Boston Salmon
380,Welterweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/23fd92555246d61e,http://ufcstats.com/event-details/b0550072e5f0afa7,Belal Muhammad,Curtis Millender
381,Bantamweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/8da5849a6e7307bf,http://ufcstats.com/event-details/b0550072e5f0afa7,Montel Jackson,Andre Soukhamthath
382,Women's Flyweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/75e580d5ea37c519,http://ufcstats.com/event-details/b0550072e5f0afa7,Poliana Botelho,Lauren Mueller
383,Bantamweight,SUB  Rear Naked Choke,2,1:12,"Atlanta, Georgia, USA",2019-04-13,http://ufcstats.com/fight-details/79da0eacafb22f86,http://ufcstats.com/event-details/b0550072e5f0afa7,Brandon Davis,Randy Costa
384,Lightweight,KO/TKO  Punch,1,2:30,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/b309cdde35310875,http://ufcstats.com/event-details/9649d75defe0dedb,Justin Gaethje,Edson Barboza
385,Middleweight,SUB  Guillotine Choke,1,0:49,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/a0163cdde4ec785d,http://ufcstats.com/event-details/9649d75defe0dedb,Jack Hermansson,David Branch
386,Featherweight,KO/TKO  Punch,3,4:14,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/5c70b175f08ca141,http://ufcstats.com/event-details/9649d75defe0dedb,Josh Emmett,Michael Johnson
387,Women's Strawweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/b70e72f23446520a,http://ufcstats.com/event-details/9649d75defe0dedb,Michelle Waterson,Karolina Kowalkiewicz
388,Light Heavyweight,SUB  Triangle Choke,3,4:20,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/1d8ee477e682a8fc,http://ufcstats.com/event-details/9649d75defe0dedb,Paul Craig,Kennedy Nzechukwu
389,Featherweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/818b55b087013e64,http://ufcstats.com/event-details/9649d75defe0dedb,Sodiq Yusuff,Sheymon Moraes
390,Women's Strawweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/f5a038c18f7a44fc,http://ufcstats.com/event-details/9649d75defe0dedb,Marina Rodriguez,Jessica Aguilar
391,Lightweight,KO/TKO  Punches,1,2:52,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/b7ff74563d034519,http://ufcstats.com/event-details/9649d75defe0dedb,Desmond Green,Ross Pearson
392,Featherweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/6173056f0e080ca6,http://ufcstats.com/event-details/9649d75defe0dedb,Kevin Aguilar,Enrique Barzola
393,Middleweight,S-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/7dc3ada8f2135477,http://ufcstats.com/event-details/9649d75defe0dedb,Kevin Holland,Gerald Meerschaert
394,Bantamweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/93a081342561d0c3,http://ufcstats.com/event-details/9649d75defe0dedb,Casey Kenney,Ray Borg
395,Women's Flyweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/b695fc80bd538172,http://ufcstats.com/event-details/9649d75defe0dedb,Maryna Moroz,Sabina Mazo
396,Bantamweight,U-DEC,3,5:00,"Philadelphia, Pennsylvania, USA",2019-03-30,http://ufcstats.com/fight-details/3db15d45e8490c22,http://ufcstats.com/event-details/9649d75defe0dedb,Alex Perez,Mark De La Rosa
397,Welterweight,KO/TKO  Punch,2,4:55,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/56ae02578b1163ee,http://ufcstats.com/event-details/487c170da059857d,Anthony Pettis,Stephen Thompson
398,Heavyweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/9532ebf4d9405e65,http://ufcstats.com/event-details/487c170da059857d,Curtis Blaydes,Justin Willis
399,Lightweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/ced0e31df74f27d6,http://ufcstats.com/event-details/487c170da059857d,John Makdessi,Jesus Pinedo
400,Flyweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/eb096b0196a7ff65,http://ufcstats.com/event-details/487c170da059857d,Jussier Formiga,Deiveson Figueiredo
401,Featherweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/3812b265afd78186,http://ufcstats.com/event-details/487c170da059857d,Luis Pena,Steven Peterson
402,Women's Flyweight,KO/TKO  Punches,2,3:01,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/55b53fdad307b708,http://ufcstats.com/event-details/487c170da059857d,Maycee Barber,JJ Aldrich
403,Featherweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/721b23d896a44e2e,http://ufcstats.com/event-details/487c170da059857d,Bryce Mitchell,Bobby Moffett
404,Bantamweight,KO/TKO  Punch,1,1:25,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/971b3d35c302cf8f,http://ufcstats.com/event-details/487c170da059857d,Marlon Vera,Frankie Saenz
405,Women's Flyweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/8d70694ceeb0dc9a,http://ufcstats.com/event-details/487c170da059857d,Jennifer Maia,Alexis Davis
406,Women's Strawweight,SUB  Armbar,1,4:24,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/0f9679fda36f7f41,http://ufcstats.com/event-details/487c170da059857d,Randa Markos,Angela Hill
407,Bantamweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/0717bc30025f3656,http://ufcstats.com/event-details/487c170da059857d,Chris Gutierrez,Ryan MacDonald
408,Flyweight,U-DEC,3,5:00,"Nashville, Tennessee, USA",2019-03-23,http://ufcstats.com/fight-details/469fba0129c95278,http://ufcstats.com/event-details/487c170da059857d,Jordan Espinosa,Eric Shelton
409,Welterweight,KO/TKO  Punch,2,3:05,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/c6dd17ab89437805,http://ufcstats.com/event-details/80eacd4da0617c57,Jorge Masvidal,Darren Till
410,Welterweight,S-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/e068f14acd47ed69,http://ufcstats.com/event-details/80eacd4da0617c57,Leon Edwards,Gunnar Nelson
411,Light Heavyweight,S-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/826fb989c0e6208e,http://ufcstats.com/event-details/80eacd4da0617c57,Dominick Reyes,Volkan Oezdemir
412,Bantamweight,SUB  Rear Naked Choke,2,2:46,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/40687c9412e0c279,http://ufcstats.com/event-details/80eacd4da0617c57,Nathaniel Wood,Jose Quinonez
413,Welterweight,SUB  Armbar,3,2:37,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/8a8190f3f71408a4,http://ufcstats.com/event-details/80eacd4da0617c57,Claudio Silva,Danny Roberts
414,Middleweight,S-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/437c6e18f41287f1,http://ufcstats.com/event-details/80eacd4da0617c57,Jack Marshman,John Phillips
415,Featherweight,U-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/8cc4c597aecbfef5,http://ufcstats.com/event-details/80eacd4da0617c57,Arnold Allen,Jordan Rinaldi
416,Lightweight,U-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/44ab00737c3fb890,http://ufcstats.com/event-details/80eacd4da0617c57,Marc Diakiese,Joe Duffy
417,Light Heavyweight,U-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/6ada4f4286e4261d,http://ufcstats.com/event-details/80eacd4da0617c57,Saparbeg Safarov,Nicolae Negumereanu
418,Featherweight,SUB  Rear Naked Choke,1,1:17,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/bcef35d6e0964f01,http://ufcstats.com/event-details/80eacd4da0617c57,Dan Ige,Danny Henry
419,Women's Flyweight,U-DEC,3,5:00,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/a2f4acc81f7886a2,http://ufcstats.com/event-details/80eacd4da0617c57,Molly McCann,Priscila Cachoeira
420,Featherweight,KO/TKO  Punches,2,4:42,"London, England, United Kingdom",2019-03-16,http://ufcstats.com/fight-details/9763e27bf80abe42,http://ufcstats.com/event-details/80eacd4da0617c57,Mike Grundy,Nad Narimani
421,Heavyweight,KO/TKO  Punches,2,1:58,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/1b1792afe4457e83,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Junior Dos Santos,Derrick Lewis
422,Welterweight,SUB  Rear Naked Choke,1,2:35,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/710c7f8c7dc2af46,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Elizeu Zaleski dos Santos,Curtis Millender
423,Welterweight,KO/TKO  Punch,1,4:50,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/aeb0322f619213b1,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Niko Price,Tim Means
424,Heavyweight,U-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/4b1606ab1893c242,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Blagoy Ivanov,Ben Rothwell
425,Lightweight,SUB  Armbar,2,4:41,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/9cfad21ef1911728,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Beneil Dariush,Drew Dober
426,Middleweight,U-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/aaad7e29825b3264,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Omari Akhmedov,Tim Boetsch
427,Welterweight,U-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/51808d929c84b8ae,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Anthony Rocco Martin,Sergio Moraes
428,Women's Bantamweight,U-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/fb34734f84d0a14d,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Yana Kunitskaya,Marion Reneau
429,Featherweight,U-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/ddcfa590f4644240,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Grant Dawson,Julian Erosa
430,Heavyweight,S-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/b776b08e2cc6aa0c,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Maurice Greene,Jeff Hughes
431,Bantamweight,SUB  Triangle Choke,1,3:18,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/858696528ab7035a,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Matt Schnell,Louis Smolka
432,Welterweight,KO/TKO  Elbows,1,3:34,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/583f2c3cd0e2385b,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Alex Morono,Zak Ottow
433,Lightweight,U-DEC,3,5:00,"Wichita, Kansas, USA",2019-03-09,http://ufcstats.com/fight-details/6c9bf1d285cf5dd4,http://ufcstats.com/event-details/e96d8538d3f9d0ed,Alex White,Dan Moret
434,Light Heavyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA",2019-03-02,http://ufcstats.com/fight-details/5b9f545890407976,http://ufcstats.com/event-details/2d5fbe2103f97053,Jon Jones,Anthony Smith
435,Welterweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA",2019-03-02,http://ufcstats.com/fight-details/851645c373f50e16,http://ufcstats.com/event-details/2d5fbe2103f97053,Kamaru Usman,Tyron Woodley
436,Welterweight,SUB  Other - Choke,1,3:20,"Las Vegas, Nevada, USA",2019-03-02,http://ufcstats.com/fight-details/97dabff880f33202,http://ufcstats.com/event-details/2d5fbe2103f97053,Ben Askren,Robbie Lawler
437,Women's Strawweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2019-03-02,http://ufcstats.com/fight-details/ec149b086b0e7fac,http://ufcstats.com/event-details/2d5fbe2103f97053,Weili Zhang,Tecia Torres
438,Bantamweight,KO/TKO  Punch,1,4:52,"Las Vegas, Nevada, USA",2019-03-02,http://ufcstats.com/fight-details/39fa341fb9161d6f,http://ufcstats.com/event-details/2d5fbe2103f97053,Pedro Munhoz,Cody Garbrandt
