,f1_odds,f2_odds,fight,f1,f2
2,3.31,1.4,Ross Pearson vs Jorge Masvidal,Ross Pearson,Jorge Masvidal
2,2.2,1.8,Damian Grabowski vs Anthony Hamilton,Damian Grabowski,Anthony Hamilton
2,4.1,1.33,Hector Sandoval vs Wilson Reis,Hector Sandoval,Wilson Reis
2,1.44,3.15,Michael Graves vs Bojan Velickovic,Michael Graves,Bojan Velickovic
2,1.91,2.05,Damien Brown vs Cesar Arzamendia,Damien Brown,Cesar Arzamendia
2,1.5,3.25,Holly Holm vs Valentina Shevchenko,Holly Holm,Valentina Shevchenko
2,1.53,2.8,Edson Barboza vs Gilbert Melendez,Edson Barboza,Gilbert Melendez
2,1.17,6.0,Francis Ngannou vs Bojan Mihajlovic,Francis Ngannou,Bojan Mihajlovic
2,2.0,1.95,Felice Herrig vs Kailin Curran,Felice Herrig,Kailin Curran
2,2.4,1.68,Eddie Wineland vs Frankie Saenz,Eddie Wineland,Frankie Saenz
2,1.48,3.1,Darren Elkins vs Godofredo Pepey,Darren Elkins,Godofredo Pepey
2,3.3,1.44,Alexander Yakovlev vs Kamaru Usman,Alexander Yakovlev,Kamaru Usman
2,1.46,3.0,Michel Prazeres vs J.C. Cottrell,Michel Prazeres,J.C. Cottrell
2,1.5,2.88,Alex Oliveira vs James Moontasri,Alex Oliveira,James Moontasri
2,1.71,2.8,Jim Alers vs Jason Knight,Jim Alers,Jason Knight
2,2.4,1.69,Luis Henrique vs Dmitry Smoliakov,Luis Henrique,Dmitry Smoliakov
2,1.67,2.5,John Lineker vs Michael McDonald,John Lineker,Michael McDonald
2,1.15,7.05,Tony Ferguson vs Lando Vannata,Tony Ferguson,Lando Vannata
2,2.95,1.48,Tim Boetsch vs Josh Samman,Tim Boetsch,Josh Samman
2,2.15,1.8,Louis Smolka vs Ben Nguyen,Louis Smolka,Ben Nguyen
2,1.53,2.75,Aleksei Oleinik vs Daniel Omielanczuk,Aleksei Oleinik,Daniel Omielanczuk
2,1.63,2.5,Kyle Noke vs Keita Nakamura,Kyle Noke,Keita Nakamura
2,1.56,2.7,Lauren Murphy vs Katlyn Chookagian,Lauren Murphy,Katlyn Chookagian
2,1.38,3.45,Sam Alvey vs Eric Spicely,Sam Alvey,Eric Spicely
2,2.4,1.68,Cortney Casey vs Cristina Stanciu,Cortney Casey,Cristina Stanciu
2,1.36,3.55,Scott Holtzman vs Cody Pfister,Scott Holtzman,Cody Pfister
2,2.5,1.69,Rani Yahya vs Matthew Lopez,Rani Yahya,Matthew Lopez
2,3.05,1.47,Alex Nicholson vs Devin Clark,Alex Nicholson,Devin Clark
2,2.4,1.69,Brock Lesnar vs Mark Hunt,Brock Lesnar,Mark Hunt
2,1.41,3.25,Miesha Tate vs Amanda Nunes,Miesha Tate,Amanda Nunes
2,2.0,1.94,Jose Aldo vs Frankie Edgar,Jose Aldo,Frankie Edgar
2,1.28,5.1,Daniel Cormier vs Anderson Silva,Daniel Cormier,Anderson Silva
2,1.36,3.46,Cain Velasquez vs Travis Browne,Cain Velasquez,Travis Browne
2,1.32,4.09,T.J. Dillashaw vs Raphael Assuncao,T.J. Dillashaw,Raphael Assuncao
2,1.7,2.35,Cat Zingano vs Julianna Pena,Cat Zingano,Julianna Pena
2,1.98,1.94,Johny Hendricks vs Kelvin Gastelum,Johny Hendricks,Kelvin Gastelum
2,1.3,4.05,Sage Northcutt vs Enrique Marin,Sage Northcutt,Enrique Marin
2,2.05,1.91,Joe Lauzon vs Diego Sanchez,Joe Lauzon,Diego Sanchez
2,1.43,3.25,Gegard Mousasi vs Thiago Santos,Gegard Mousasi,Thiago Santos
2,1.38,3.41,Jim Miller vs Takanori Gomi,Jim Miller,Takanori Gomi
2,1.83,2.1,Joanna Jedrzejczyk vs Claudia Gadelha,Joanna Jedrzejczyk,Claudia Gadelha
2,1.61,2.56,Andrew Sanchez vs Khalil Rountree,Andrew Sanchez,Khalil Rountree
2,1.28,4.36,Tatiana Suarez vs Amanda Cooper,Tatiana Suarez,Amanda Cooper
2,4.4,1.29,Ross Pearson vs Will Brooks,Ross Pearson,Will Brooks
2,1.51,2.95,Doo Ho Choi vs Thiago Tavares,Doo Ho Choi,Thiago Tavares
2,2.08,1.85,Andrew Holbrook vs Joaquim Silva,Andrew Holbrook,Joaquim Silva
2,2.48,1.64,Fernando Bruno vs Gray Maynard,Fernando Bruno,Gray Maynard
2,1.69,2.5,John Moraga vs Matheus Nicolau,John Moraga,Matheus Nicolau
2,2.28,1.77,Cory Hendricks vs Josh Stansbury,Cory Hendricks,Josh Stansbury
2,2.25,1.76,Cezar Ferreira vs Anthony Smith,Cezar Ferreira,Anthony Smith
2,1.74,2.26,Jake Matthews vs Kevin Lee,Jake Matthews,Kevin Lee
2,1.32,3.84,Li Jingliang vs Anton Zafir,Li Jingliang,Anton Zafir
2,1.35,3.6,Rafael dos Anjos vs Eddie Alvarez,Rafael dos Anjos,Eddie Alvarez
2,1.95,2.05,Roy Nelson vs Derrick Lewis,Roy Nelson,Derrick Lewis
2,1.91,2.2,Alan Jouban vs Belal Muhammad,Alan Jouban,Belal Muhammad
2,1.3,4.55,Joseph Duffy vs Mitch Clarke,Joseph Duffy,Mitch Clarke
2,1.87,2.05,Mike Pyle vs Alberto Mina,Mike Pyle,Alberto Mina
2,1.77,2.2,John Makdessi vs Mehdi Baghdad,John Makdessi,Mehdi Baghdad
2,1.46,3.05,Anthony Birchak vs Dileno Lopes,Anthony Birchak,Dileno Lopes
2,3.0,1.5,Russell Doane vs Pedro Munhoz,Russell Doane,Pedro Munhoz
2,1.67,2.45,Felipe Arantes vs Jerrod Sanders,Felipe Arantes,Jerrod Sanders
2,1.44,3.3,Gilbert Burns vs Lukasz Sajewski,Gilbert Burns,Lukasz Sajewski
2,1.8,2.2,Reginaldo Vieira vs Marco Beltran,Reginaldo Vieira,Marco Beltran
2,4.45,1.28,Alvaro Herrera vs Vicente Luque,Alvaro Herrera,Vicente Luque
2,1.91,2.03,Rory MacDonald vs Stephen Thompson,Rory MacDonald,Stephen Thompson
2,1.71,2.38,Donald Cerrone vs Patrick Cote,Donald Cerrone,Patrick Cote
2,1.74,2.25,Steve Bosse vs Sean O'Connell,Steve Bosse,Sean O'Connell
2,1.29,4.28,Olivier Aubin-Mercier vs Thibault Gouti,Olivier Aubin-Mercier,Thibault Gouti
2,1.68,2.5,Valerie Letourneau vs Joanne Calderwood,Valerie Letourneau,Joanne Calderwood
2,1.88,2.13,Jason Saggo vs Leandro Silva,Jason Saggo,Leandro Silva
2,1.5,2.81,Misha Cirkunov vs Ion Cutelaba,Misha Cirkunov,Ion Cutelaba
2,1.58,2.75,Tamdan McCrory vs Krzysztof Jotko,Tamdan McCrory,Krzysztof Jotko
2,1.91,2.08,Joe Soto vs Chris Beal,Joe Soto,Chris Beal
2,1.43,3.25,Elias Theodorou vs Sam Alvey,Elias Theodorou,Sam Alvey
2,1.81,2.25,Randa Markos vs Jocelyn Jones-Lybarger,Randa Markos,Jocelyn Jones-Lybarger
2,3.25,1.44,Jonathan Meunier vs Colby Covington,Jonathan Meunier,Colby Covington
2,1.4,3.25,Ali Bagautinov vs Geane Herrera,Ali Bagautinov,Geane Herrera
2,1.19,6.4,Luke Rockhold vs Michael Bisping,Luke Rockhold,Michael Bisping
2,1.27,4.7,Dominick Cruz vs Urijah Faber,Dominick Cruz,Urijah Faber
2,1.39,3.55,Max Holloway vs Ricardo Lamas,Max Holloway,Ricardo Lamas
2,4.15,1.31,Dan Henderson vs Hector Lombard,Dan Henderson,Hector Lombard
2,1.61,2.6,Dustin Poirier vs Bobby Green,Dustin Poirier,Bobby Green
2,3.2,1.42,Clay Guida vs Brian Ortega,Clay Guida,Brian Ortega
2,1.74,2.4,Beneil Dariush vs James Vick,Beneil Dariush,James Vick
2,2.05,1.95,Jessica Penne vs Jessica Andrade,Jessica Penne,Jessica Andrade
2,2.65,1.61,Alex Caceres vs Cole Miller,Alex Caceres,Cole Miller
2,1.95,2.1,Tom Breese vs Sean Strickland,Tom Breese,Sean Strickland
2,1.63,2.65,Jonathan Wilson vs Luis Henrique da Silva,Jonathan Wilson,Luis Henrique da Silva
2,2.2,1.75,Kevin Casey vs Elvis Mutapcic,Kevin Casey,Elvis Mutapcic
2,1.95,2.0,Marco Polo Reyes vs Dong Hyun Ma,Marco Polo Reyes,Dong Hyun Ma
2,1.59,2.6,Thomas Almeida vs Cody Garbrandt,Thomas Almeida,Cody Garbrandt
2,1.67,2.5,Renan Barao vs Jeremy Stephens,Renan Barao,Jeremy Stephens
2,2.1,1.91,Tarec Saffiedine vs Rick Story,Tarec Saffiedine,Rick Story
2,1.83,2.15,Vitor Miranda vs Chris Camozzi,Vitor Miranda,Chris Camozzi
2,2.0,2.0,Jorge Masvidal vs Lorenz Larkin,Jorge Masvidal,Lorenz Larkin
2,3.65,1.35,Josh Burkman vs Paul Felder,Josh Burkman,Paul Felder
2,2.25,1.8,Jessica Eye vs Sara McMann,Jessica Eye,Sara McMann
2,1.36,3.7,Abel Trujillo vs Jordan Rinaldi,Abel Trujillo,Jordan Rinaldi
2,1.91,2.05,Jake Collier vs Alberto Emiliano Pereira,Jake Collier,Alberto Emiliano Pereira
2,2.3,1.75,Erik Koch vs Shane Campbell,Erik Koch,Shane Campbell
2,1.34,4.0,Aljamain Sterling vs Bryan Caraway,Aljamain Sterling,Bryan Caraway
2,3.25,1.41,Chris de la Rocha vs Adam Milstead,Chris de la Rocha,Adam Milstead
2,1.67,2.5,Fabricio Werdum vs Stipe Miocic,Fabricio Werdum,Stipe Miocic
2,1.37,3.85,Ronaldo Souza vs Vitor Belfort,Ronaldo Souza,Vitor Belfort
2,1.1,14.05,Cristiane Justino vs Leslie Smith,Cristiane Justino,Leslie Smith
2,2.4,1.69,Mauricio Rua vs Corey Anderson,Mauricio Rua,Corey Anderson
2,1.21,5.8,Warlley Alves vs Bryan Barberena,Warlley Alves,Bryan Barberena
2,1.34,3.95,Demian Maia vs Matt Brown,Demian Maia,Matt Brown
2,4.0,1.31,Nate Marquardt vs Thiago Santos,Nate Marquardt,Thiago Santos
2,3.05,1.46,Yancy Medeiros vs Francisco Trinaldo,Yancy Medeiros,Francisco Trinaldo
2,1.69,2.4,John Lineker vs Rob Font,John Lineker,Rob Font
2,1.43,3.2,Patrick Cummins vs Rogerio Nogueira,Patrick Cummins,Rogerio Nogueira
2,5.0,1.25,Luan Chagas vs Sergio Moraes,Luan Chagas,Sergio Moraes
2,2.45,1.65,Renato Moicano vs Zubaira Tukhugov,Renato Moicano,Zubaira Tukhugov
2,1.49,3.0,Alistair Overeem vs Andrei Arlovski,Alistair Overeem,Andrei Arlovski
2,1.53,2.9,Stefan Struve vs Antonio Silva,Stefan Struve,Antonio Silva
2,1.61,2.55,Albert Tumenov vs Gunnar Nelson,Albert Tumenov,Gunnar Nelson
2,1.29,4.35,Germaine de Randamie vs Anna Elmose,Germaine de Randamie,Anna Elmose
2,1.5,2.9,Nikita Krylov vs Francimar Barroso,Nikita Krylov,Francimar Barroso
2,1.4,3.45,Karolina Kowalkiewicz vs Heather Clark,Karolina Kowalkiewicz,Heather Clark
2,1.57,2.75,Rustam Khabilov vs Chris Wade,Rustam Khabilov,Chris Wade
2,3.65,1.36,Garreth McLellan vs Magnus Cedenblad,Garreth McLellan,Magnus Cedenblad
2,2.35,1.76,Josh Emmett vs Jon Tuck,Josh Emmett,Jon Tuck
2,2.5,1.64,Reza Madadi vs Yan Cabral,Reza Madadi,Yan Cabral
2,1.2,6.25,Kyoji Horiguchi vs Neil Seery,Kyoji Horiguchi,Neil Seery
2,3.33,1.4,Dominic Waters vs Leon Edwards,Dominic Waters,Leon Edwards
2,2.25,1.77,Yuta Sasaki vs Willie Gates,Yuta Sasaki,Willie Gates
2,1.18,6.18,Jon Jones vs Ovince St Preux,Jon Jones,Ovince St Preux
2,1.26,4.55,Demetrious Johnson vs Henry Cejudo,Demetrious Johnson,Henry Cejudo
2,1.63,2.55,Anthony Pettis vs Edson Barboza,Anthony Pettis,Edson Barboza
2,1.35,3.75,Robert Whittaker vs Rafael Natal,Robert Whittaker,Rafael Natal
2,2.15,1.83,Andre Fili vs Yair Rodriguez,Andre Fili,Yair Rodriguez
2,1.47,2.95,Sergio Pettis vs Chris Kelades,Sergio Pettis,Chris Kelades
2,1.29,4.25,Danny Roberts vs Dominique Steele,Danny Roberts,Dominique Steele
2,1.54,2.7,Carla Esparza vs Juliana Lima,Carla Esparza,Juliana Lima
2,1.57,2.65,James Vick vs Glaico Franca,James Vick,Glaico Franca
2,2.65,1.62,Walt Harris vs Cody East,Walt Harris,Cody East
2,1.78,2.18,Marcos Rogerio de Lima vs Clint Hester,Marcos Rogerio de Lima,Clint Hester
2,1.29,4.48,Kevin Lee vs Efrain Escudero,Kevin Lee,Efrain Escudero
2,2.85,1.53,Rashad Evans vs Glover Teixeira,Rashad Evans,Glover Teixeira
2,1.61,2.65,Rose Namajunas vs Tecia Torres,Rose Namajunas,Tecia Torres
2,8.5,1.12,Darrell Horcher vs Khabib Nurmagomedov,Darrell Horcher,Khabib Nurmagomedov
2,1.94,2.05,Cub Swanson vs Hacran Dias,Cub Swanson,Hacran Dias
2,2.55,1.61,Michael Chiesa vs Beneil Dariush,Michael Chiesa,Beneil Dariush
2,2.9,1.49,Bethe Correia vs Raquel Pennington,Bethe Correia,Raquel Pennington
2,2.45,1.67,Court McGee vs Santiago Ponzinibbio,Court McGee,Santiago Ponzinibbio
2,2.2,1.8,Randy Brown vs Michael Graves,Randy Brown,Michael Graves
2,1.2,5.6,John Dodson vs Manny Gamburyan,John Dodson,Manny Gamburyan
2,2.8,1.51,Cezar Ferreira vs Oluwale Bamgbose,Cezar Ferreira,Oluwale Bamgbose
2,1.8,2.25,Omari Akhmedov vs Elizeu Zaleski dos Santos,Omari Akhmedov,Elizeu Zaleski dos Santos
2,2.15,1.87,Ben Rothwell vs Junior dos Santos,Ben Rothwell,Junior dos Santos
2,2.35,1.69,Gabriel Gonzaga vs Derrick Lewis,Gabriel Gonzaga,Derrick Lewis
2,2.4,1.69,Francis Ngannou vs Curtis Blaydes,Francis Ngannou,Curtis Blaydes
2,1.74,2.3,Marcin Tybura vs Timothy Johnson,Marcin Tybura,Timothy Johnson
2,1.31,4.0,Jan Blachowicz vs Igor Pokrajac,Jan Blachowicz,Igor Pokrajac
2,1.59,2.65,Maryna Moroz vs Cristina Stanciu,Maryna Moroz,Cristina Stanciu
2,1.91,2.08,Nicolas Dalby vs Zak Cummings,Nicolas Dalby,Zak Cummings
2,1.71,2.37,Ian Entwistle vs Alejandro Perez,Ian Entwistle,Alejandro Perez
2,1.34,4.15,Mairbek Taisumov vs Damir Hadzovic,Mairbek Taisumov,Damir Hadzovic
2,1.83,2.1,Damian Stasiak vs Filip Pejic,Damian Stasiak,Filip Pejic
2,1.89,2.1,Lucas Martins vs Robert Whiteford,Lucas Martins,Robert Whiteford
2,2.4,1.68,Cyril Asker vs Jared Cannonier,Cyril Asker,Jared Cannonier
2,1.54,2.73,Bojan Velickovic vs Alessio Di Chirico,Bojan Velickovic,Alessio Di Chirico
2,2.2,1.77,Frank Mir vs Mark Hunt,Frank Mir,Mark Hunt
2,1.95,2.0,Hector Lombard vs Neil Magny,Hector Lombard,Neil Magny
2,2.05,1.95,Jake Matthews vs Johnny Case,Jake Matthews,Johnny Case
2,5.0,1.25,Daniel Kelly vs Antonio Carlos Junior,Daniel Kelly,Antonio Carlos Junior
2,1.41,3.3,James Te Huna vs Steve Bosse,James Te Huna,Steve Bosse
2,1.91,2.08,Seo Hee Ham vs Bec Rawlings,Seo Hee Ham,Bec Rawlings
2,5.35,1.22,Brendan O'Reilly vs Alan Jouban,Brendan O'Reilly,Alan Jouban
2,1.55,2.75,Daniel Hooker vs Mark Eddiva,Daniel Hooker,Mark Eddiva
2,1.76,2.3,Leslie Smith vs Rin Nakai,Leslie Smith,Rin Nakai
2,1.87,2.07,Richard Walsh vs Viscardi Andrade,Richard Walsh,Viscardi Andrade
2,2.05,1.95,Ross Pearson vs Chad Laprise,Ross Pearson,Chad Laprise
2,3.2,1.42,Damien Brown vs Alan Patrick,Damien Brown,Alan Patrick
2,5.0,1.25,Nate Diaz vs Conor McGregor,Nate Diaz,Conor McGregor
2,1.38,3.5,Holly Holm vs Miesha Tate,Holly Holm,Miesha Tate
2,1.61,2.75,Ilir Latifi vs Gian Villante,Ilir Latifi,Gian Villante
2,1.38,3.6,Corey Anderson vs Tom Lawlor,Corey Anderson,Tom Lawlor
2,1.95,2.0,Amanda Nunes vs Valentina Shevchenko,Amanda Nunes,Valentina Shevchenko
2,1.33,3.8,Brandon Thatch vs Siyar Bahadurzada,Brandon Thatch,Siyar Bahadurzada
2,1.45,3.06,Erick Silva vs Nordine Taleb,Erick Silva,Nordine Taleb
2,1.37,3.65,Vitor Miranda vs Marcelo Guimaraes,Vitor Miranda,Marcelo Guimaraes
2,2.45,1.65,Darren Elkins vs Chas Skelly,Darren Elkins,Chas Skelly
2,1.67,2.5,Jim Miller vs Diego Sanchez,Jim Miller,Diego Sanchez
2,2.85,1.5,Justin Salas vs Jason Saggo,Justin Salas,Jason Saggo
2,1.61,2.6,Julian Erosa vs Teruto Ishihara,Julian Erosa,Teruto Ishihara
2,3.4,1.38,Michael Bisping vs Anderson Silva,Michael Bisping,Anderson Silva
2,1.34,3.75,Gegard Mousasi vs Thales Leites,Gegard Mousasi,Thales Leites
2,1.13,9.26,Tom Breese vs Keita Nakamura,Tom Breese,Keita Nakamura
2,2.6,1.67,Brad Pickett vs Francisco Rivera,Brad Pickett,Francisco Rivera
2,1.59,2.6,Makwan Amirkhani vs Mike Wilkinson,Makwan Amirkhani,Mike Wilkinson
2,1.57,2.65,Davey Grant vs Marlon Vera,Davey Grant,Marlon Vera
2,1.3,4.15,Scott Askham vs Chris Dempsey,Scott Askham,Chris Dempsey
2,1.32,3.91,Arnold Allen vs Yaotzin Meza,Arnold Allen,Yaotzin Meza
2,2.48,1.63,Brad Scott vs Krzysztof Jotko,Brad Scott,Krzysztof Jotko
2,1.44,3.15,Rustam Khabilov vs Norman Parke,Rustam Khabilov,Norman Parke
2,1.87,2.1,Daniel Omielanczuk vs Jarjis Danho,Daniel Omielanczuk,Jarjis Danho
2,2.13,1.81,Teemu Packalen vs Thibault Gouti,Teemu Packalen,Thibault Gouti
2,2.74,1.67,Martin Svensson vs David Teymur,Martin Svensson,David Teymur
2,1.45,3.5,Donald Cerrone vs Alex Oliveira,Donald Cerrone,Alex Oliveira
2,1.3,4.44,Derek Brunson vs Roan Carneiro,Derek Brunson,Roan Carneiro
2,1.3,4.37,Cody Garbrandt vs Augusto Mendes,Cody Garbrandt,Augusto Mendes
2,1.31,4.35,Dennis Bermudez vs Tatsuya Kawajiri,Dennis Bermudez,Tatsuya Kawajiri
2,3.25,1.43,Joe Riggs vs Chris Camozzi,Joe Riggs,Chris Camozzi
2,1.71,2.4,James Krause vs Shane Campbell,James Krause,Shane Campbell
2,2.05,1.87,Sean Strickland vs Alex Garcia,Sean Strickland,Alex Garcia
2,2.75,1.67,Oluwale Bamgbose vs Daniel Sarafian,Oluwale Bamgbose,Daniel Sarafian
2,1.77,2.2,Anthony Smith vs Leonardo Guimaraes,Anthony Smith,Leonardo Guimaraes
2,1.43,3.34,Jonavin Webb vs Nathan Coy,Jonavin Webb,Nathan Coy
2,2.65,1.59,Ashlee Evans-Smith vs Marion Reneau,Ashlee Evans-Smith,Marion Reneau
2,4.0,1.33,Kelly Faszholz vs Lauren Murphy,Kelly Faszholz,Lauren Murphy
2,2.1,2.0,Anthony Hamilton vs Shamil Abdurakhimov,Anthony Hamilton,Shamil Abdurakhimov
2,1.42,3.34,Johny Hendricks vs Stephen Thompson,Johny Hendricks,Stephen Thompson
2,1.67,2.45,Roy Nelson vs Jared Rosholt,Roy Nelson,Jared Rosholt
2,1.33,4.05,Ovince St Preux vs Rafael Cavalcante,Ovince St Preux,Rafael Cavalcante
2,1.24,4.69,Joseph Benavidez vs Zach Makovsky,Joseph Benavidez,Zach Makovsky
2,1.14,8.26,Misha Cirkunov vs Alex Nicholson,Misha Cirkunov,Alex Nicholson
2,2.25,1.77,Mike Pyle vs Sean Spencer,Mike Pyle,Sean Spencer
2,1.67,2.45,Josh Burkman vs K.J. Noons,Josh Burkman,K.J. Noons
2,2.05,1.91,Derrick Lewis vs Damian Grabowski,Derrick Lewis,Damian Grabowski
2,1.47,3.19,Ray Borg vs Justin Scoggins,Ray Borg,Justin Scoggins
2,1.33,4.05,Noad Lahat vs Diego Rivas,Noad Lahat,Diego Rivas
2,1.22,5.35,Mickey Gall vs Mike Jackson,Mickey Gall,Mike Jackson
2,2.2,1.8,Alex White vs Artem Lobov,Alex White,Artem Lobov
2,1.4,3.3,Anthony Johnson vs Ryan Bader,Anthony Johnson,Ryan Bader
2,2.23,1.76,Ben Rothwell vs Josh Barnett,Ben Rothwell,Josh Barnett
2,2.48,1.64,Yuri Alcantara vs Jimmie Rivera,Yuri Alcantara,Jimmie Rivera
2,1.41,3.45,Sage Northcutt vs Bryan Barberena,Sage Northcutt,Bryan Barberena
2,1.43,3.25,Tarec Saffiedine vs Jake Ellenberger,Tarec Saffiedine,Jake Ellenberger
2,1.41,3.3,Olivier Aubin-Mercier vs Carlos Diego Ferreira,Olivier Aubin-Mercier,Carlos Diego Ferreira
2,1.61,2.55,Rafael Natal vs Kevin Casey,Rafael Natal,Kevin Casey
2,1.47,3.1,Dustin Ortiz vs Wilson Reis,Dustin Ortiz,Wilson Reis
2,2.08,1.87,George Sullivan vs Alexander Yakovlev,George Sullivan,Alexander Yakovlev
2,1.39,3.3,Alex Caceres vs Masio Fullen,Alex Caceres,Masio Fullen
2,2.3,1.95,Matt Dwyer vs Randy Brown,Matt Dwyer,Randy Brown
2,1.35,3.65,Levan Makashvili vs Damon Jackson,Levan Makashvili,Damon Jackson
2,1.68,2.61,Tony Martin vs Felipe Olivieri,Tony Martin,Felipe Olivieri
2,1.74,2.33,T.J. Dillashaw vs Dominick Cruz,T.J. Dillashaw,Dominick Cruz
2,1.33,4.1,Anthony Pettis vs Eddie Alvarez,Anthony Pettis,Eddie Alvarez
2,1.69,2.35,Travis Browne vs Matt Mitrione,Travis Browne,Matt Mitrione
2,2.35,1.71,Francisco Trinaldo vs Ross Pearson,Francisco Trinaldo,Ross Pearson
2,2.1,1.87,Patrick Cote vs Ben Saunders,Patrick Cote,Ben Saunders
2,1.48,2.9,Tim Boetsch vs Ed Herman,Tim Boetsch,Ed Herman
2,4.15,1.28,Mehdi Baghdad vs Chris Wade,Mehdi Baghdad,Chris Wade
2,1.89,2.05,Maximo Blanco vs Luke Sanders,Maximo Blanco,Luke Sanders
2,1.41,3.25,Paul Felder vs Daron Cruickshank,Paul Felder,Daron Cruickshank
2,3.34,1.39,Sean O'Connell vs Ilir Latifi,Sean O'Connell,Ilir Latifi
2,1.41,3.21,Charles Rosa vs Kyle Bochniak,Charles Rosa,Kyle Bochniak
2,1.5,2.9,Rob Font vs Joey Gomez,Rob Font,Joey Gomez
2,2.45,1.66,Francimar Barroso vs Elvis Mutapcic,Francimar Barroso,Elvis Mutapcic
2,1.95,1.95,Robbie Lawler vs Carlos Condit,Robbie Lawler,Carlos Condit
2,1.49,3.0,Stipe Miocic vs Andrei Arlovski,Stipe Miocic,Andrei Arlovski
2,3.3,1.43,Lorenz Larkin vs Albert Tumenov,Lorenz Larkin,Albert Tumenov
2,1.59,2.7,Brian Ortega vs Diego Brandao,Brian Ortega,Diego Brandao
2,2.3,1.75,Abel Trujillo vs Tony Sims,Abel Trujillo,Tony Sims
2,1.2,5.81,Michael McDonald vs Masanori Kanehara,Michael McDonald,Masanori Kanehara
2,3.75,1.33,Alex Morono vs Kyle Noke,Alex Morono,Kyle Noke
2,3.05,1.48,Nina Ansaroff vs Justine Kish,Nina Ansaroff,Justine Kish
2,2.67,1.59,Drew Dober vs Scott Holtzman,Drew Dober,Scott Holtzman
2,2.6,1.69,Dustin Poirier vs Joseph Duffy,Dustin Poirier,Joseph Duffy
2,2.15,1.83,Joe Soto vs Michinori Tanaka,Joe Soto,Michinori Tanaka
2,2.45,1.71,Edgar Garcia vs Sheldon Westcott,Edgar Garcia,Sheldon Westcott
2,1.56,2.7,Rafael dos Anjos vs Donald Cerrone,Rafael dos Anjos,Donald Cerrone
2,1.38,3.4,Junior dos Santos vs Alistair Overeem,Junior dos Santos,Alistair Overeem
2,5.25,1.24,Nate Diaz vs Michael Johnson,Nate Diaz,Michael Johnson
2,1.53,2.78,Randa Markos vs Karolina Kowalkiewicz,Randa Markos,Karolina Kowalkiewicz
2,1.63,2.55,Myles Jury vs Charles Oliveira,Myles Jury,Charles Oliveira
2,4.65,1.26,Nate Marquardt vs C.B. Dollaway,Nate Marquardt,C.B. Dollaway
2,1.71,2.35,Sarah Kaufman vs Valentina Shevchenko,Sarah Kaufman,Valentina Shevchenko
2,1.56,2.78,Josh Samman vs Tamdan McCrory,Josh Samman,Tamdan McCrory
2,1.9,2.05,Nik Lentz vs Danny Castillo,Nik Lentz,Danny Castillo
2,1.91,2.04,Jim Alers vs Cole Miller,Jim Alers,Cole Miller
2,1.41,3.35,Kamaru Usman vs Leon Edwards,Kamaru Usman,Leon Edwards
2,1.77,2.22,Vicente Luque vs Hayder Hassan,Vicente Luque,Hayder Hassan
2,2.21,1.83,Luis Henrique vs Francis Ngannou,Luis Henrique,Francis Ngannou
2,1.91,2.05,Jose Aldo vs Conor McGregor,Jose Aldo,Conor McGregor
2,1.78,2.25,Chris Weidman vs Luke Rockhold,Chris Weidman,Luke Rockhold
2,1.74,2.25,Ronaldo Souza vs Yoel Romero,Ronaldo Souza,Yoel Romero
2,2.0,1.94,Gunnar Nelson vs Demian Maia,Gunnar Nelson,Demian Maia
2,1.22,5.75,Max Holloway vs Jeremy Stephens,Max Holloway,Jeremy Stephens
2,1.18,6.25,Urijah Faber vs Frankie Saenz,Urijah Faber,Frankie Saenz
2,1.35,3.66,Tecia Torres vs Jocelyn Jones-Lybarger,Tecia Torres,Jocelyn Jones-Lybarger
2,2.08,1.87,Warlley Alves vs Colby Covington,Warlley Alves,Colby Covington
2,1.18,6.41,Kevin Lee vs Leonardo Santos,Kevin Lee,Leonardo Santos
2,4.26,1.29,Joe Proctor vs Magomed Mustafaev,Joe Proctor,Magomed Mustafaev
2,1.63,2.5,John Makdessi vs Yancy Medeiros,John Makdessi,Yancy Medeiros
2,2.6,1.59,Marcio Alexandre Jr. vs Court McGee,Marcio Alexandre Jr.,Court McGee
2,1.87,2.15,Frankie Edgar vs Chad Mendes,Frankie Edgar,Chad Mendes
2,1.62,2.51,Artem Lobov vs Ryan Hall,Artem Lobov,Ryan Hall
2,2.75,1.56,Edson Barboza vs Tony Ferguson,Edson Barboza,Tony Ferguson
2,2.88,1.5,Joe Lauzon vs Evan Dunham,Joe Lauzon,Evan Dunham
2,3.34,1.4,Jason Knight vs Tatsuya Kawajiri,Jason Knight,Tatsuya Kawajiri
2,2.1,2.13,Julian Erosa vs Marcin Wrzosek,Julian Erosa,Marcin Wrzosek
2,2.11,1.87,Gabriel Gonzaga vs Konstantin Erokhin,Gabriel Gonzaga,Konstantin Erokhin
2,3.0,1.49,Mike Pierce vs Ryan LaFlare,Mike Pierce,Ryan LaFlare
2,1.93,2.0,Joby Sanchez vs Geane Herrera,Joby Sanchez,Geane Herrera
2,1.57,2.61,Chris Gruetzemacher vs Abner Lloveras,Chris Gruetzemacher,Abner Lloveras
2,1.74,2.41,Paige VanZant vs Rose Namajunas,Paige VanZant,Rose Namajunas
2,2.2,1.78,Jim Miller vs Michael Chiesa,Jim Miller,Michael Chiesa
