,Fighter,W_L_FIGHTERS,KD_Win,KD_lose,Sig_str_land_win,Sig_str_att_win,Sig_str_land_lose,Sig_str_att_lose,Sig_str_%_win,Sig_str_%_lose,Tot_str_land_win,Tot_str_att_win,Tot_str_land_lose,Tot_str_att_lose,Td_land_win,Td_att_win,Td_land_lose,Td_att_lose,Td_%_win,Td_%_lose,Sub_att_win,Sub_att_lose,Pass_win,Pass_lose,Rev_win,Rev_lose,Head_land_win,Head_att_win,Head_land_lose,Head_att_lose,Body_land_win,Body_att_win,Body_land_lose,Body_att_lose,Leg_land_win,Leg_att_win,Leg_land_lose,Leg_att_lose,Dist_land_win,Dist_att_win,Dist_land_lose,Dist_att_lose,Clinch_land_win,Clinch_att_win,Clinch_land_lose,Clinch_att_lose,Ground_land_win,Ground_att_win,Ground_land_lose,Ground_att_lose
2242,GodofredoPepeyAndreFili,GodofredoPepeyAndreFili,0, 0,1,4,1,6,25%, 16%,5,8,3,9,0,2,0,0,0%, 0%,1, 0,0, 0,0, 0,0,3,0,4,0,0,1,2,1,1,0,0,1,4,0,4,0,0,1,2,0,0,0,0
2243,FranciscoTrinaldoAkbarhArreola,FranciscoTrinaldoAkbarhArreola,0, 0,39,115,34,74,33%, 45%,91,169,82,127,3,3,0,0,100%, 0%,0, 0,0, 0,0, 0,29,102,17,51,6,7,7,11,4,6,10,12,19,70,28,66,3,5,1,1,17,40,5,7
2244,KevinSouzaKatsunoriKikuno,KevinSouzaKatsunoriKikuno,1, 0,5,7,1,4,71%, 25%,5,7,1,4,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,4,5,0,2,1,2,0,0,0,0,1,2,4,6,1,4,0,0,0,0,1,1,0,0
2245,LeonardoMafraCainCarrizosa,LeonardoMafraCainCarrizosa,0, 1,94,191,44,101,49%, 43%,151,252,52,110,5,6,0,5,83%, 0%,0, 0,9, 0,0, 0,65,153,35,83,11,18,8,16,18,20,1,2,69,154,42,95,8,13,2,5,17,24,0,1
2246,JorgedeOliveiraChristosGiagos,ChristosGiagosJorgedeOliveira, 0,0,18,34,0,4, 52%,0%,37,54,11,16,1,1,0,0, 100%,0%, 1,0, 4,0, 0,0,18,34,0,3,0,0,0,0,0,0,0,1,2,4,0,4,0,0,0,0,16,30,0,0
2247,BentleySylerFredySerrano,FredySerranoBentleySyler, 1,0,20,98,15,79, 20%,18%,20,98,25,90,2,8,0,0, 25%,0%, 0,0, 1,0, 0,0,16,87,8,64,3,9,1,4,1,2,6,11,19,93,14,78,1,5,1,1,0,0,0,0
2248,AnthonyPettisRafaelDosAnjos,RafaelDosAnjosAnthonyPettis, 0,0,90,171,54,162, 52%,33%,144,233,96,205,9,10,0,1, 90%,0%, 0,0, 5,0, 0,0,44,113,38,141,27,37,11,16,19,21,5,5,58,124,53,158,11,17,1,3,21,30,0,1
2249,CarlaEsparzaJoannaJedrzejczyk,JoannaJedrzejczykCarlaEsparza, 0,0,53,105,4,22, 50%,18%,55,107,6,24,0,0,1,17, 0%,5%, 0,0, 0,0, 0,0,50,101,3,19,3,4,1,2,0,0,0,1,32,75,2,19,16,25,2,3,5,5,0,0
2250,JohnyHendricksMattBrown,JohnyHendricksMattBrown,0, 0,36,67,23,49,53%, 46%,85,124,39,66,9,10,0,0,90%, 0%,0, 0,5, 0,0, 0,27,57,16,40,5,5,7,9,4,5,0,0,20,37,12,37,1,4,9,10,15,26,2,2
2251,RoyNelsonAlistairOvereem,AlistairOvereemRoyNelson, 0,1,62,84,23,77, 73%,29%,62,84,23,77,0,2,0,4, 0%,0%, 0,0, 0,0, 0,0,18,29,18,68,24,33,4,6,20,22,1,3,59,80,14,60,2,3,9,15,1,1,0,2
2252,ChrisCariasoHenryCejudo,HenryCejudoChrisCariaso, 0,0,50,93,22,71, 53%,30%,111,162,41,92,6,7,0,0, 85%,0%, 1,0, 7,0, 0,0,28,62,11,50,21,29,10,17,1,2,1,4,19,52,17,60,12,17,5,11,19,24,0,0
2253,RossPearsonSamStout,RossPearsonSamStout,1, 0,25,75,23,111,33%, 20%,25,75,23,111,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,16,59,12,91,5,11,8,16,4,5,3,4,23,73,22,110,0,0,1,1,2,2,0,0
2254,EliasTheodorouRogerNarvaez,EliasTheodorouRogerNarvaez,0, 0,39,113,16,49,34%, 32%,55,135,17,50,2,4,0,0,50%, 0%,0, 0,0, 0,0, 0,24,82,7,34,8,17,6,10,7,14,3,5,21,86,16,49,4,6,0,0,14,21,0,0
2255,DaronCruickshankBeneilDariush,BeneilDariushDaronCruickshank, 0,0,27,51,17,43, 52%,39%,30,54,18,44,1,1,0,5, 100%,0%, 2,0, 4,0, 0,0,13,35,10,31,11,13,2,6,3,3,5,6,18,38,11,35,2,5,6,8,7,8,0,0
2256,JaredRosholtJoshCopeland,JaredRosholtJoshCopeland,0, 0,22,45,9,36,48%, 25%,51,79,19,46,2,6,0,0,33%, 0%,0, 0,2, 0,0, 0,19,41,7,34,3,4,2,2,0,0,0,0,9,24,6,28,3,4,3,8,10,17,0,0
2257,SergioPettisRyanBenoit,RyanBenoitSergioPettis, 1,0,28,90,39,100, 31%,39%,29,91,51,113,1,1,1,3, 100%,33%, 0,0, 0,1, 0,0,25,86,33,91,3,4,5,6,0,0,1,3,18,72,35,93,1,2,0,0,9,16,4,7
2258,JakeLindseyJoeDuffy,JoeDuffyJakeLindsey, 1,0,15,40,6,23, 37%,26%,15,40,6,23,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,11,35,2,17,3,4,0,1,1,1,4,5,14,38,6,23,0,0,0,0,1,2,0,0
2259,LarissaPachecoGermainedeRandamie,GermainedeRandamieLarissaPacheco, 0,0,29,84,8,60, 34%,13%,31,86,13,66,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,26,76,4,48,0,2,1,4,3,6,3,8,28,83,8,60,1,1,0,0,0,0,0,0
2260,RondaRouseyCatZingano,RondaRouseyCatZingano,0, 0,0,0,0,1,0%, 0%,0,0,0,1,0,0,0,0,0%, 0%,1, 0,0, 0,1, 0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2261,RaquelPenningtonHollyHolm,HollyHolmRaquelPennington, 0,0,44,210,40,139, 20%,28%,48,214,51,150,0,0,0,5, 0%,0%, 0,0, 0,0, 0,0,17,164,24,107,23,36,4,14,4,10,12,18,29,187,32,128,15,23,7,10,0,0,1,1
2262,JakeEllenbergerJoshKoscheck,JakeEllenbergerJoshKoscheck,0, 0,15,52,7,40,28%, 17%,26,64,21,55,0,0,1,6,0%, 16%,1, 0,1, 0,0, 0,14,51,5,35,1,1,2,5,0,0,0,0,13,50,5,38,2,2,2,2,0,0,0,0
2263,AlanJoubanRichardWalsh,AlanJoubanRichardWalsh,0, 0,12,25,10,20,48%, 50%,12,25,14,25,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,7,18,3,11,4,5,5,5,1,2,2,4,8,16,8,18,4,9,2,2,0,0,0,0
2264,TonyFergusonGleisonTibau,TonyFergusonGleisonTibau,0, 0,11,38,2,20,28%, 10%,17,45,2,20,1,1,0,1,100%, 0%,2, 0,1, 0,0, 0,5,27,2,18,3,7,0,1,3,4,0,1,8,30,2,20,0,0,0,0,3,8,0,0
2265,MarkMunozRoanCarneiro,RoanCarneiroMarkMunoz, 0,0,1,3,0,1, 33%,0%,2,4,0,1,0,0,0,1, 0%,0%, 1,0, 2,0, 0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0
2266,DhiegoLimaTimMeans,TimMeansDhiegoLima, 2,0,23,42,7,24, 54%,29%,25,47,7,24,0,0,0,1, 0%,0%, 0,0, 0,0, 0,0,16,31,6,20,5,9,0,3,2,2,1,1,11,28,4,19,10,11,3,5,2,3,0,0
2267,DerrickLewisRuanPotts,DerrickLewisRuanPotts,0, 0,53,82,7,13,64%, 53%,60,91,31,40,0,2,1,3,0%, 33%,0, 1,2, 1,1, 0,47,76,2,6,5,5,2,4,1,1,3,3,2,6,5,9,5,5,0,0,46,71,2,4
2268,JamesKrauseValmirLazaro,ValmirLazaroJamesKrause, 0,0,87,254,87,209, 34%,41%,87,254,98,221,0,0,0,10, 0%,0%, 0,0, 0,0, 0,0,60,211,58,166,16,30,14,22,11,13,15,21,80,244,84,203,7,10,3,6,0,0,0,0
2269,MasioFullenAlexTorres,MasioFullenAlexTorres,0, 0,41,134,37,99,30%, 37%,61,158,40,102,1,2,2,9,50%, 22%,0, 0,0, 0,0, 0,32,121,22,73,9,12,8,12,0,1,7,14,24,96,26,74,15,34,11,25,2,4,0,0
2270,AntonioSilvaFrankMir,FrankMirAntonioSilva, 1,0,10,18,1,3, 55%,33%,10,18,1,3,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,10,18,0,0,0,0,0,2,0,0,1,1,4,10,1,3,0,0,0,0,6,8,0,0
2271,EdsonBarbozaMichaelJohnson,MichaelJohnsonEdsonBarboza, 0,0,38,187,31,98, 20%,31%,43,192,31,98,1,1,0,2, 100%,0%, 0,0, 0,0, 0,0,27,157,15,70,4,19,16,25,7,11,0,3,36,182,31,97,0,1,0,1,2,4,0,0
2272,CezarFerreiraSamAlvey,SamAlveyCezarFerreira, 1,0,4,8,13,36, 50%,36%,4,8,13,36,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,4,8,6,23,0,0,4,9,0,0,3,4,2,5,13,36,0,1,0,0,2,2,0,0
2273,RustamKhabilovAdrianoMartins,AdrianoMartinsRustamKhabilov, 0,0,12,38,18,80, 31%,22%,17,44,19,81,3,4,0,4, 75%,0%, 0,0, 3,0, 0,0,6,31,10,64,2,3,7,11,4,4,1,5,12,36,17,77,0,0,1,3,0,2,0,0
2274,IuriAlcantaraFrankieSaenz,FrankieSaenzIuriAlcantara, 0,0,44,95,31,59, 46%,52%,122,184,49,77,3,4,2,4, 75%,50%, 0,0, 1,3, 1,0,16,51,18,44,10,22,11,13,18,22,2,2,7,38,23,50,13,16,5,6,24,41,3,3
2275,SantiagoPonzinibbioSeanStrickland,SantiagoPonzinibbioSeanStrickland,0, 0,50,162,44,167,30%, 26%,54,166,46,169,1,3,2,4,33%, 50%,0, 0,0, 0,0, 0,39,131,39,154,6,21,2,7,5,10,3,6,46,154,42,161,3,7,1,5,1,1,1,1
2276,JessicaAndradeMarionReneau,MarionReneauJessicaAndrade, 0,1,6,16,6,15, 37%,40%,9,20,8,21,0,0,0,0, 0%,0%, 1,0, 0,0, 0,0,5,15,5,14,1,1,1,1,0,0,0,0,5,14,3,11,1,2,3,4,0,0,0,0
2277,WilliamPatolinoMattDwyer,MattDwyerWilliamPatolino, 1,0,13,37,8,20, 35%,40%,13,37,8,20,0,1,0,0, 0%,0%, 0,0, 0,0, 0,0,10,26,1,9,2,6,0,2,1,5,7,9,9,32,8,20,0,0,0,0,4,5,0,0
2278,TiagoTratorMikedelaTorre,MikedelaTorreTiagoTrator, 1,0,16,30,7,12, 53%,58%,30,44,12,17,0,1,0,2, 0%,0%, 0,0, 0,0, 0,0,15,29,1,4,1,1,2,4,0,0,4,4,4,13,5,9,4,7,2,3,8,10,0,0
2279,DouglasSilvadeAndradeCodyGibson,DouglasSilvadeAndradeCodyGibson,1, 0,39,131,30,137,29%, 21%,45,137,30,137,0,1,0,5,0%, 0%,0, 0,2, 0,1, 0,16,99,23,124,5,10,4,9,18,22,3,4,36,124,27,134,0,3,3,3,3,4,0,0
2280,IvanJorgeJoshShockley,IvanJorgeJoshShockley,0, 0,25,64,22,72,39%, 30%,41,81,34,87,3,10,0,2,30%, 0%,1, 0,4, 1,0, 0,10,39,18,59,10,19,4,12,5,6,0,1,19,57,14,51,6,7,7,18,0,0,1,3
2281,BensonHendersonBrandonThatch,BensonHendersonBrandonThatch,0, 0,57,154,44,143,37%, 30%,85,187,51,151,3,5,2,3,60%, 66%,1, 0,5, 0,0, 0,26,109,23,111,18,26,14,23,13,19,7,9,51,146,37,132,1,3,7,10,5,5,0,1
2282,MaxHollowayColeMiller,MaxHollowayColeMiller,0, 0,57,176,31,132,32%, 23%,66,186,35,137,1,1,0,2,100%, 0%,0, 0,0, 0,0, 0,40,145,12,93,13,23,8,19,4,8,11,20,46,159,26,123,7,11,5,8,4,6,0,1
2283,NeilMagnyKiichiKunimoto,NeilMagnyKiichiKunimoto,0, 0,76,112,10,28,67%, 35%,142,181,20,40,3,4,1,4,75%, 25%,1, 0,2, 1,0, 0,52,81,5,22,22,28,1,2,2,3,4,4,30,55,9,23,27,36,1,5,19,21,0,0
2284,DanielKellyPatrickWalsh,DanielKellyPatrickWalsh,0, 0,61,190,50,296,32%, 16%,61,190,52,298,0,0,1,4,0%, 25%,0, 0,0, 1,0, 0,59,187,49,295,1,2,0,0,1,1,1,1,61,190,50,296,0,0,0,0,0,0,0,0
2285,MichelPrazeresKevinLee,KevinLeeMichelPrazeres, 0,0,62,153,33,89, 40%,37%,118,217,38,94,4,5,3,9, 80%,33%, 3,0, 3,1, 0,0,42,127,26,80,18,24,4,6,2,2,3,3,34,116,31,86,14,18,2,3,14,19,0,0
2286,RayBorgChrisKelades,RayBorgChrisKelades,0, 0,19,28,4,12,67%, 33%,45,62,28,36,5,6,0,1,83%, 0%,4, 0,6, 1,0, 1,11,20,2,8,7,7,2,3,1,1,0,1,2,6,1,8,1,1,3,4,16,21,0,0
2287,EfrainEscuderoRodrigodeLima,EfrainEscuderoRodrigodeLima,1, 0,94,129,24,72,72%, 33%,194,245,32,83,2,2,3,8,100%, 37%,0, 0,0, 3,0, 0,74,108,13,59,14,15,6,6,6,6,5,7,44,72,18,64,16,16,1,1,34,41,5,7
2288,ChasSkellyJimAlers,ChasSkellyJimAlers,1, 0,42,68,33,63,61%, 52%,54,80,41,76,0,5,1,2,0%, 50%,0, 1,0, 1,0, 0,33,57,24,52,8,10,1,2,1,1,8,9,24,46,25,52,16,20,8,11,2,2,0,0
2289,ZachMakovskyTimElliott,ZachMakovskyTimElliott,0, 0,21,33,43,88,63%, 48%,61,77,152,199,6,11,1,2,54%, 50%,0, 0,8, 1,1, 0,14,26,31,72,3,3,8,11,4,4,4,5,8,18,20,52,3,4,8,15,10,11,15,21
2290,JamesMoontasriCodyPfister,JamesMoontasriCodyPfister,0, 0,32,63,12,32,50%, 37%,62,104,12,32,0,0,0,8,0%, 0%,1, 0,1, 0,0, 0,25,53,10,29,6,9,2,3,1,1,0,0,5,11,4,19,13,22,4,6,14,30,4,7
2291,TyronWoodleyKelvinGastelum,TyronWoodleyKelvinGastelum,0, 0,27,104,32,143,25%, 22%,34,112,40,151,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,14,76,13,109,10,22,11,23,3,6,8,11,23,97,28,139,4,7,4,4,0,0,0,0
2292,JoeLauzonAlIaquinta,AlIaquintaJoeLauzon, 1,0,59,154,32,86, 38%,37%,63,158,32,86,1,3,0,1, 33%,0%, 0,0, 0,0, 0,0,44,132,31,84,9,14,0,1,6,8,1,1,51,141,32,85,5,7,0,1,3,6,0,0
2293,ThalesLeitesTimBoetsch,ThalesLeitesTimBoetsch,0, 1,20,61,26,65,32%, 40%,23,64,47,88,1,2,0,0,50%, 0%,2, 0,4, 1,0, 0,16,54,22,60,1,1,3,4,3,6,1,1,17,53,20,51,3,8,3,10,0,0,3,4
2294,JordanMeinThiagoAlves,ThiagoAlvesJordanMein, 1,0,23,68,37,96, 33%,38%,24,69,37,96,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,13,51,30,88,3,5,4,5,7,12,3,3,16,55,34,91,1,5,3,5,6,8,0,0
2295,MieshaTateSaraMcMann,MieshaTateSaraMcMann,0, 1,23,60,34,105,38%, 32%,75,115,44,118,0,0,1,2,0%, 50%,2, 0,4, 4,1, 0,14,49,25,91,6,8,8,11,3,3,1,3,15,48,19,74,1,3,7,9,7,9,8,22
2296,EdHermanDerekBrunson,DerekBrunsonEdHerman, 1,0,11,18,0,4, 61%,0%,11,18,0,4,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,10,17,0,4,0,0,0,0,1,1,0,0,4,6,0,4,0,0,0,0,7,12,0,0
2297,IanMcCallJohnLineker,JohnLinekerIanMcCall, 0,0,38,121,40,92, 31%,43%,48,132,73,130,0,0,1,6, 0%,16%, 3,0, 0,1, 1,0,19,86,13,58,16,28,22,27,3,7,5,7,32,101,27,67,6,16,4,10,0,4,9,15
2298,RafaelNatalTomWatson,RafaelNatalTomWatson,0, 0,67,152,29,150,44%, 19%,74,159,33,156,8,13,0,0,61%, 0%,0, 0,1, 0,0, 0,43,125,13,106,6,8,1,20,18,19,15,24,65,144,28,148,1,2,1,2,1,6,0,0
2299,RichardsonMoreiraIldemarAlcantara,IldemarAlcantaraRichardsonMoreira, 0,0,21,75,15,59, 28%,25%,31,86,31,76,0,1,0,6, 0%,0%, 0,0, 1,0, 0,1,12,61,12,52,5,10,1,5,4,4,2,2,19,70,12,49,2,4,3,4,0,1,0,6
2300,ThiagoSantosAndyEnz,ThiagoSantosAndyEnz,1, 0,20,38,1,28,52%, 3%,21,39,1,28,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,15,32,1,28,3,4,0,0,2,2,0,0,6,21,1,28,6,6,0,0,8,11,0,0
2301,AlexanderGustafssonAnthonyJohnson,AnthonyJohnsonAlexanderGustafsson, 1,0,30,47,10,20, 63%,50%,38,56,10,20,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,29,45,8,16,0,0,0,1,1,2,2,3,9,21,10,20,4,5,0,0,17,21,0,0
2302,DanHendersonGegardMousasi,GegardMousasiDanHenderson, 1,0,4,22,4,11, 18%,36%,5,24,4,11,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,3,21,1,8,0,0,0,0,1,1,3,3,3,21,4,11,0,0,0,0,1,1,0,0
2303,PhilDavisRyanBader,RyanBaderPhilDavis, 0,0,26,117,35,129, 22%,27%,29,120,51,145,1,3,0,9, 33%,0%, 0,0, 0,0, 0,0,19,102,11,86,4,10,15,28,3,5,9,15,24,112,29,116,1,4,6,13,1,1,0,0
2304,AkiraCorassaniSamSicilia,SamSiciliaAkiraCorassani, 1,0,10,26,10,31, 38%,32%,12,28,11,32,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,6,21,5,22,3,4,1,4,1,1,4,5,7,22,10,30,2,3,0,1,1,1,0,0
2305,NicoMusokeAlbertTumenov,AlbertTumenovNicoMusoke, 0,0,87,201,65,190, 43%,34%,87,201,65,190,0,1,0,10, 0%,0%, 0,0, 0,0, 0,0,81,181,35,153,4,17,26,33,2,3,4,4,83,196,64,189,4,4,1,1,0,1,0,0
2306,KennyRobertsonSultanAliev,KennyRobertsonSultanAliev,1, 0,14,33,8,14,42%, 57%,14,33,8,14,0,3,0,0,0%, 0%,0, 0,0, 0,0, 0,8,25,5,11,2,4,3,3,4,4,0,0,10,28,6,11,2,3,2,3,2,2,0,0
2307,AndyOgleMakwanAmirkhani,MakwanAmirkhaniAndyOgle, 1,0,6,7,0,0, 85%,0%,6,7,0,0,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,5,6,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,5,0,0
2308,NikitaKrylovStanislavNedkov,NikitaKrylovStanislavNedkov,1, 0,13,16,4,8,81%, 50%,14,17,4,8,0,0,0,1,0%, 0%,1, 0,0, 0,0, 0,11,14,4,7,1,1,0,1,1,1,0,0,2,4,4,8,2,2,0,0,9,10,0,0
2309,MairbekTaisumovAnthonyChristodoulou,MairbekTaisumovAnthonyChristodoulou,0, 0,37,59,9,38,62%, 23%,37,59,9,38,2,2,0,1,100%, 0%,0, 0,0, 0,0, 0,26,44,6,33,5,6,0,0,6,9,3,5,28,44,9,36,1,3,0,1,8,12,0,1
2310,MirsadBekticPaulRedmond,MirsadBekticPaulRedmond,0, 0,34,56,2,7,60%, 28%,154,194,16,22,2,3,0,2,66%, 0%,0, 0,13, 0,0, 0,33,55,1,6,1,1,1,1,0,0,0,0,5,16,2,7,0,0,0,0,29,40,0,0
2311,ViktorPestaKonstantinErokhin,ViktorPestaKonstantinErokhin,0, 0,35,59,17,36,59%, 47%,124,161,23,43,4,13,0,0,30%, 0%,0, 0,4, 0,0, 0,25,47,11,28,5,6,4,6,5,6,2,2,10,26,12,29,3,6,5,7,22,27,0,0
2312,NeilSeeryChrisBeal,NeilSeeryChrisBeal,0, 0,56,152,39,135,36%, 28%,106,204,61,160,1,3,2,4,33%, 50%,4, 0,1, 3,2, 1,50,137,26,117,1,5,9,14,5,10,4,4,34,125,22,99,8,11,4,9,14,16,13,27
2313,ConorMcGregorDennisSiver,ConorMcGregorDennisSiver,1, 0,64,119,32,104,53%, 30%,65,120,33,105,0,0,0,3,0%, 0%,0, 0,1, 0,0, 0,49,99,13,68,12,16,4,13,3,4,15,23,47,96,30,98,10,14,2,6,7,9,0,0
2314,DonaldCerroneBensonHenderson,DonaldCerroneBensonHenderson,0, 0,57,125,86,155,45%, 55%,58,126,93,162,1,7,0,1,14%, 0%,0, 0,1, 0,0, 0,19,76,13,71,20,28,20,29,18,21,53,55,53,119,84,151,4,6,2,4,0,0,0,0
2315,UriahHallRonStallings,UriahHallRonStallings,1, 0,27,41,10,18,65%, 55%,33,47,10,18,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,13,25,3,10,5,7,3,4,9,9,4,4,18,28,10,17,0,1,0,1,9,12,0,0
2316,NormanParkeGleisonTibau,GleisonTibauNormanParke, 0,0,38,127,43,140, 29%,30%,38,127,44,141,2,6,0,10, 33%,0%, 0,0, 0,0, 0,0,21,106,22,99,7,10,12,23,10,11,9,18,26,113,31,123,12,13,12,17,0,1,0,0
2317,CathalPendredSeanSpencer,CathalPendredSeanSpencer,0, 1,49,112,52,155,43%, 33%,59,122,52,155,4,12,0,0,33%, 0%,0, 0,3, 0,0, 0,20,76,41,132,1,6,9,19,28,30,2,4,42,102,49,147,7,8,1,4,0,2,2,4
2318,JohnHowardLorenzLarkin,LorenzLarkinJohnHoward, 1,0,29,50,10,15, 58%,66%,29,50,10,15,0,0,0,0, 0%,0%, 0,0, 0,0, 0,0,24,44,0,4,2,3,0,0,3,3,10,11,17,37,7,12,2,3,3,3,10,10,0,0
2319,ZhangLipengChrisWade,ChrisWadeZhangLipeng, 0,0,47,65,28,46, 72%,60%,133,163,47,67,4,9,0,7, 44%,0%, 0,0, 3,0, 0,0,18,29,7,19,7,11,7,11,22,25,14,16,13,25,8,20,25,29,19,25,9,11,1,1
2320,PaddyHolohanShaneHowell,PaddyHolohanShaneHowell,0, 0,42,74,22,64,56%, 34%,114,164,26,68,3,4,0,0,75%, 0%,2, 0,7, 0,0, 1,28,56,11,50,4,7,8,10,10,11,3,4,26,56,20,59,1,1,0,0,15,17,2,5
2321,JohnnyCaseFrankiePerez,JohnnyCaseFrankiePerez,0, 0,59,111,16,39,53%, 41%,79,137,27,50,4,5,1,4,80%, 25%,0, 1,6, 0,0, 0,40,86,6,26,11,14,3,6,8,11,7,7,21,52,14,36,0,0,1,2,38,59,1,1
2322,CharlesRosaSeanSoriano,CharlesRosaSeanSoriano,0, 0,37,102,69,109,36%, 63%,37,103,72,112,5,8,3,7,62%, 42%,4, 0,10, 0,0, 0,25,85,41,79,8,12,10,11,4,5,18,19,30,88,48,78,5,10,16,25,2,4,5,6
2323,MattVanBurenSeanO'Connell,SeanO'ConnellMattVanBuren, 1,0,66,141,100,212, 46%,47%,109,187,115,227,0,2,0,0, 0%,0%, 0,0, 0,0, 0,0,44,113,54,155,19,22,41,51,3,6,5,6,40,110,72,175,25,29,28,37,1,2,0,0
2324,TatekiMatsudaJobySanchez,JobySanchezTatekiMatsuda, 1,0,58,211,55,167, 27%,32%,67,222,62,177,2,2,0,1, 100%,0%, 1,0, 4,0, 0,0,50,200,44,147,7,9,6,14,1,2,5,6,42,185,48,154,5,9,7,13,11,17,0,0
2325,JonJonesDanielCormier,JonJonesDanielCormier,0, 0,92,178,58,165,51%, 35%,126,215,78,191,3,5,1,8,60%, 12%,0, 0,0, 0,0, 0,43,111,40,130,34,41,11,19,15,26,7,16,51,123,35,121,40,52,22,42,1,3,1,2
2326,DonaldCerroneMylesJury,DonaldCerroneMylesJury,0, 0,37,83,15,53,44%, 28%,54,105,17,57,1,1,1,7,100%, 14%,2, 0,2, 0,1, 0,6,42,5,32,4,9,2,5,27,32,8,16,29,71,15,53,1,3,0,0,7,9,0,0
2327,BradTavaresNateMarquardt,BradTavaresNateMarquardt,0, 0,50,119,30,64,42%, 46%,57,126,34,69,1,1,0,7,100%, 0%,0, 0,0, 0,0, 0,31,91,14,39,7,10,6,8,12,18,10,17,42,105,26,59,8,14,4,5,0,0,0,0
2328,KyojiHoriguchiLouisGaudinot,KyojiHoriguchiLouisGaudinot,0, 0,44,108,23,89,40%, 25%,59,123,29,95,1,2,0,1,50%, 0%,0, 2,0, 0,0, 0,30,89,6,57,10,15,2,10,4,4,15,22,43,106,21,84,1,2,2,5,0,0,0,0
2329,DannyCastilloPaulFelder,PaulFelderDannyCastillo, 1,0,33,94,21,52, 35%,40%,33,94,21,52,0,0,0,2, 0%,0%, 0,0, 0,0, 0,0,10,65,9,38,5,11,8,9,18,18,4,5,31,90,21,52,1,2,0,0,1,2,0,0
2330,MarcusBrimageCodyGarbrandt,CodyGarbrandtMarcusBrimage, 2,0,49,134,43,132, 36%,32%,50,135,48,137,1,3,0,0, 33%,0%, 0,0, 0,0, 0,0,42,122,24,100,5,8,11,23,2,4,8,9,45,125,42,129,0,2,1,3,4,7,0,0
2331,ShawnJordanJaredCannonier,ShawnJordanJaredCannonier,1, 0,12,31,10,20,38%, 50%,13,32,10,20,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,10,27,5,12,1,2,0,1,1,2,5,7,8,25,10,20,0,0,0,0,4,6,0,0
2332,EvanDunhamRodrigoDamm,EvanDunhamRodrigoDamm,0, 0,152,344,47,153,44%, 30%,156,350,47,153,1,2,0,0,50%, 0%,0, 0,0, 0,0, 0,125,304,37,139,22,35,8,12,5,5,2,2,147,336,46,152,5,8,1,1,0,0,0,0
2333,OmariAkhmedovMatsNilsson,OmariAkhmedovMatsNilsson,0, 0,64,184,33,92,34%, 35%,93,219,55,115,5,9,5,6,55%, 83%,0, 3,0, 1,0, 0,48,160,19,78,12,19,5,5,4,5,9,9,39,147,26,82,8,15,6,9,17,22,1,1
2334,AlexisDufresneMarionReneau,MarionReneauAlexisDufresne, 0,0,85,221,28,116, 38%,24%,86,222,33,122,0,0,0,3, 0%,0%, 0,0, 0,0, 0,0,64,187,7,79,10,22,3,8,11,12,18,29,76,206,26,112,9,14,2,4,0,1,0,0
2335,LyotoMachidaCBDollaway,LyotoMachidaCBDollaway,1, 0,12,19,0,2,63%, 0%,12,19,0,2,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,10,17,0,1,1,1,0,0,1,1,0,1,4,6,0,2,2,4,0,0,6,9,0,0
2336,RenanBaraoMitchGagnon,RenanBaraoMitchGagnon,1, 0,59,138,58,111,42%, 52%,64,143,66,119,2,4,0,7,50%, 0%,1, 0,1, 0,0, 0,29,98,32,76,18,27,17,26,12,13,9,9,34,105,45,95,25,32,13,16,0,1,0,0
2337,AntonioCarlosJuniorPatrickCummins,PatrickCumminsAntonioCarlosJunior, 0,0,62,94,12,29, 65%,41%,122,162,14,32,4,8,1,2, 50%,50%, 0,1, 6,1, 0,0,58,90,8,25,3,3,3,3,1,1,1,1,3,12,8,24,1,2,2,2,58,80,2,3
