,fight,date,fighter_1,cumultime_1,cumulStr_Att_fighter_1,cumulStr_Att_oponent_1,cumulTD_Att_fighter_1,cumulTD_Att_oponent_1,KDPM_1,KDPM_ratio_1,SLPM_1,SLPM_ratio_1,SAPM_1,SAPM_ratio_1,Str_Acc_1,Str_Def_1,TD_Acc_1,TD_Def_1,SubPM_1,PassPM_1,RevPM_1,Head_SLPM_1,Body_SLPM_1,Leg_SLPM_1,Dist_SLPM_1,Clinch_SLPM_1,Ground_SLPM_1,wins_1,losses_1,implied_prob_1,prev_1,height_1,weight_1,reach_1,age_1,stance_Orthodox_1,stance_Southpaw_1,stance_Switch_1,winner,fighter_2,cumultime_2,cumulStr_Att_fighter_2,cumulStr_Att_oponent_2,cumulTD_Att_fighter_2,cumulTD_Att_oponent_2,KDPM_2,KDPM_ratio_2,SLPM_2,SLPM_ratio_2,SAPM_2,SAPM_ratio_2,Str_Acc_2,Str_Def_2,TD_Acc_2,TD_Def_2,SubPM_2,PassPM_2,RevPM_2,Head_SLPM_2,Body_SLPM_2,Leg_SLPM_2,Dist_SLPM_2,Clinch_SLPM_2,Ground_SLPM_2,wins_2,losses_2,implied_prob_2,prev_2,height_2,weight_2,reach_2,age_2,stance_Orthodox_2,stance_Southpaw_2,stance_Switch_2
980,Benson Henderson vs Brandon Thatch,2015-02-14,Brandon-Thatch,3.55,23.0,54.0,4.0,1.0,0.0,0.0,1.0573170254147686,0.15051090858878766,5.0218642718218485,3.070422535211268,0.025418060200668897,0.01699226699226699,0.125,0.0,0.0,0.0,0.0,0.7236747640616639,0.3336422613531048,0.0,0.3336422613531048,0.7236747640616639,0.0,2,0,0.5586592178770949,2,74.0,170.0,74.0,29.0,0,0,1,2,Benson-Henderson,84.46666666666667,1201.0,1370.0,57.0,64.0,0.008794440858191728,0.0,0.8726218461586105,0.1911440275230399,0.8157785368656604,0.23797552927273816,0.004402999556038926,0.00529905898502428,0.052675881623250036,0.10194466991341992,0.031003722196296775,0.0182840746795956,0.0044660474687112425,0.3627131930124999,0.2427874608380065,0.26712119230810394,0.6366073644905634,0.1175625728502956,0.1184519088177512,9,3,0.4201680672268908,12,69.0,170.0,70.0,31.0,0,1,0
873,Neil Magny vs Kiichi Kunimoto,2015-02-14,Kiichi-Kunimoto,12.816666666666665,119.0,133.0,13.0,3.0,0.0,0.0,0.8002989894096445,0.18804963522955195,1.0581993225142496,0.3229302123970525,0.013975155279503106,0.010395035207065282,0.007692307692307694,0.2222222222222222,0.02721746756585116,0.01114620100315809,0.0,0.4980291316968828,0.15604681404421328,0.14622304366854852,0.4897167106097818,0.28828987679354656,0.02229240200631618,3,0,0.17006802721088435,3,70.0,170.0,71.0,33.0,1,0,0,2,Neil-Magny,46.41666666666666,690.0,546.0,49.0,35.0,0.0060973544256630865,0.0,0.9069006090358942,0.4077707404624782,0.9254551910267445,0.2435413196189485,0.0041949340631616035,0.008239822190498408,0.04973371299901912,0.09346938775510204,0.0,0.033854834572967424,0.0,0.587873275221335,0.17229381505659408,0.14673351875796506,0.6914607526624651,0.16004103616311874,0.05539882021031033,6,2,0.8474576271186441,8,75.0,170.0,80.0,27.0,1,0,0
472,Michel Prazeres vs Kevin Lee,2015-02-14,Kevin-Lee,21.0,322.0,389.0,10.0,22.0,0.0,0.0,0.7959183673469387,0.10385312426128752,1.1700680272108843,0.2259004884004884,0.0035082232525588315,0.004322798279345307,0.0625,0.101010101010101,0.03401360544217687,0.006802721088435374,0.0,0.48979591836734704,0.17006802721088435,0.13605442176870747,0.6326530612244898,0.06802721088435375,0.09523809523809523,2,1,0.591715976331361,3,69.0,170.0,77.0,22.0,1,0,0,1,Michel-Prazeres,21.0,173.0,256.0,38.0,5.0,0.006802721088435374,0.0,0.5714285714285714,0.11896798853320592,0.7482993197278912,0.2036281179138322,0.008326237000047674,0.006616163160469668,0.026036682615629983,0.1,0.0,0.1020408163265306,0.0,0.3877551020408163,0.061224489795918366,0.12244897959183675,0.42857142857142855,0.07482993197278913,0.06802721088435372,2,1,0.4291845493562232,3,66.0,170.0,67.0,33.0,1,0,0
582,Cezar Ferreira vs Sam Alvey,2015-02-22,Sam-Alvey,9.266666666666666,175.0,174.0,3.0,4.0,0.0,0.0,1.4545674384861855,0.1760473973762167,1.5960340970920743,0.273732233725215,0.006054421768707483,0.003642960384649421,0.2222222222222222,0.25,0.0,0.09521794329242488,0.0,1.0945529290853029,0.2017713560244241,0.1582431533764585,0.8070854240976967,0.6166495375128469,0.030832476875642344,1,1,0.23980815347721826,2,74.0,205.0,75.0,28.0,0,1,0,1,Cezar-Ferreira,22.43333333333333,240.0,193.0,8.0,9.0,0.08131541563933836,0.0,1.484011546608366,0.3151359081209711,0.6833434025113073,0.1495436213118234,0.009897484029198366,0.017556338639235954,0.15625,0.4444444444444444,0.056906199614302426,0.0382084483124602,0.0,1.2674970061710915,0.17830609212481427,0.0382084483124602,0.9275397865704842,0.03184037359371683,0.524631386444165,4,1,0.7575757575757576,5,73.0,185.0,78.0,30.0,0,1,0
1040,Santiago Ponzinibbio vs Sean Strickland,2015-02-22,Sean-Strickland,11.55,197.0,196.0,2.0,5.0,0.0,0.0,0.6203320489034774,0.09668109668109667,0.9742638314066884,0.5273514364423456,0.003224843236787101,0.005767524401064773,0.5,0.2333333333333333,0.0,0.0,0.0,0.30350601779173203,0.21121735407449693,0.10560867703724848,0.6079634651063222,0.012368583797155223,0.0,2,0,0.6493506493506493,2,73.0,170.0,76.0,23.0,1,0,0,2,Santiago-Ponzinibbio,8.333333333333334,196.0,105.0,10.0,0.0,0.10714285714285712,0.12,2.1857142857142846,0.51,1.1485714285714284,0.13599999999999998,0.004213223751038877,0.012933568489124045,0.05,,0.0,0.12,0.03428571428571428,1.6714285714285713,0.3428571428571429,0.17142857142857146,1.3928571428571428,0.15428571428571428,0.6385714285714285,1,1,0.3496503496503497,2,72.0,170.0,73.0,28.0,1,0,0
370,Rustam Khabilov vs Adriano Martins,2015-02-22,Adriano-Martins,10.833333333333336,75.0,114.0,1.0,2.0,0.03927986906710311,0.0,0.9976284237921328,0.3235207100591716,1.0206051868785306,0.2930966469428008,0.02067398119122257,0.017587485079745144,1.0,0.5,0.02418542156533424,0.0725562646960027,0.0,0.8371408764050221,0.0725562646960027,0.087931282691108,0.8525158944001275,0.0,0.1451125293920054,2,1,0.1798561151079137,3,70.0,155.0,72.0,32.0,0,1,0,1,Rustam-Khabilov,16.05,191.0,207.0,14.0,19.0,0.0,0.0,0.6748618040428173,0.16385094656122695,1.1228600447119876,0.2255378841704469,0.004287115039472053,0.011604534686151772,0.1142857142857143,0.08596491228070176,0.0,0.0,0.0,0.3166283114327876,0.21542612372051625,0.14280736888951348,0.3864216616307123,0.2503337783711615,0.03810636404094348,3,1,0.8333333333333334,4,68.0,155.0,73.0,28.0,1,0,0
642,Frank Mir vs Antonio Silva,2015-02-22,Frank-Mir,62.46666666666666,688.0,615.0,29.0,9.0,0.04733433882409729,0.0,1.448935008972026,0.8912228123027381,1.5169606004154876,0.7693530264001209,0.013220310284846248,0.01351378128976269,0.16379310344827586,0.35185185185185186,0.06223772898109304,0.05891668375880139,0.0044060196018916534,0.8087359800701704,0.38105498569874136,0.2591440432031144,0.4480159958848538,0.6734485124980378,0.32747050058913424,8,8,0.2898550724637681,16,75.0,264.0,79.0,35.0,0,1,0,1,Antonio-Silva,13.8,128.0,159.0,1.0,6.0,0.024289531212047605,0.0,2.086836903879136,0.3782493673798021,2.62027286629268,3.5324857367696234,0.0184893376406766,0.013510090538392423,1.0,0.5,0.0,0.02998500749625188,0.0,0.9496712614014784,0.9487613087634792,0.1884043337141782,0.8139359889410901,0.6060276476610695,0.6668732672769762,2,3,0.6896551724137931,5,76.0,264.0,80.0,35.0,1,0,0
383,Edson Barboza vs Michael Johnson,2015-02-22,Michael-Johnson,57.88333333333333,1002.0,976.0,23.0,37.0,0.019237035139755214,0.017276130146847108,1.0912112551830828,0.3188239474366125,1.3018408361848732,0.30749774907563565,0.003693749786849396,0.0067069950173457155,0.11956521739130435,0.13565488565488565,0.01974414873925384,0.017276130146847108,0.00493603718481346,0.7130546601137923,0.14657875760792127,0.2315778374613693,0.6978424847822113,0.18946596053421602,0.20390280986665565,7,4,0.3802281368821293,11,70.0,155.0,73.0,28.0,0,1,0,1,Edson-Barboza,49.56666666666667,999.0,945.0,27.0,18.0,0.03251543091933063,0.0,1.8617355345035491,0.3254365732419102,1.5632955367037251,0.2274185158491053,0.0049161663496743255,0.006660555222186075,0.07777777777777778,0.3148148148148148,0.0111731549488917,0.014609373188321775,0.0,0.999894859167228,0.3813550639322991,0.4804856114040227,1.6397305353594378,0.044552630778908565,0.1774523683652032,9,2,0.6289308176100629,11,71.0,155.0,75.0,29.0,1,0,0
697,Ronda Rousey vs Cat Zingano,2015-02-28,Cat-Zingano,8.266666666666666,102.0,79.0,10.0,3.0,0.0,0.0,2.010273944656162,0.2994344365312108,1.6555413201896478,0.25061360448807857,0.011904761904761906,0.007241418633823699,0.14285714285714285,0.16666666666666666,0.1821401467240071,0.3035669112066785,0.0,1.6360787641888972,0.30197563304309505,0.07221954742416947,0.4297675101801001,0.30197563304309505,1.2785308014329666,2,0,0.1400560224089636,2,66.0,145.0,68.0,32.0,0,1,0,2,Ronda-Rousey,9.15,116.0,82.0,10.0,3.0,0.09935419771485343,0.0,8.761060764144295,1.25613002662183,3.0861769711061062,0.2451209992193599,0.02257427833702197,0.022804878048780484,0.275,0.2222222222222222,0.1332074766998453,0.5884233142402616,0.0,6.745565684950549,1.5477489124238193,0.467746166769928,2.118616922046664,2.2737325575122846,4.368711284585346,4,0,0.8474576271186441,4,67.0,135.0,68.0,28.0,1,0,0
1257,Alan Jouban vs Richard Walsh,2015-02-28,Richard-Walsh,14.0,227.0,141.0,9.0,11.0,0.020408163265306117,0.0,1.326530612244898,0.5396825396825397,0.48979591836734704,0.05565596971660471,0.0050390835903943425,0.009672324063760564,0.0617283950617284,0.17272727272727273,0.0,0.020408163265306117,0.0,0.8265306122448981,0.2551020408163265,0.2448979591836735,0.5816326530612245,0.5408163265306122,0.2040816326530612,1,1,0.2597402597402597,2,72.0,170.0,73.0,26.0,0,0,0,2,Alan-Jouban,11.383333333333333,221.0,149.0,2.0,1.0,0.0,0.0,1.4924570722353931,0.2355066820348276,1.0908674466340544,0.14011157032451768,0.004031790230885253,0.006545022984883868,0.25,0.0,0.0,0.0,0.0,1.13863256251178,0.2157780759231528,0.13804643380046014,1.1916465922222228,0.2607278652906029,0.04008261472256706,1,1,0.7518796992481203,2,72.0,170.0,73.0,33.0,0,1,0
1340,Tony Ferguson vs Gleison Tibau,2015-02-28,Gleison-Tibau,140.63333333333333,1806.0,1763.0,156.0,69.0,0.004398796675422057,0.0,0.7301363261629736,0.2276494779649628,0.7167960279393176,0.19849602932126947,0.00477776851874663,0.008977569627552095,0.0692528625220933,0.21606855302507474,0.023541823025658225,0.0690237945521111,0.003809298073341685,0.5466101293108439,0.116536437430412,0.06698975942171757,0.4864306866562554,0.11934972485823307,0.12435591464848493,16,8,0.30959752321981426,24,70.0,155.0,71.0,31.0,0,1,0,2,Tony-Ferguson,41.183333333333344,771.0,646.0,6.0,22.0,0.009391167508252524,0.0,1.130480888200971,0.2803236154106247,0.8269728840943662,0.16130634044134445,0.003591777205464911,0.008128143601938382,0.4166666666666667,0.21287878787878786,0.030435097970399817,0.010489442654449076,0.003468809620165346,0.7338412044300602,0.19088905392806085,0.2057506298428498,1.0614843711865891,0.04795258655223481,0.02104393046214729,7,1,0.6993006993006994,8,71.0,155.0,76.0,31.0,1,0,0
1207,Dhiego Lima vs Tim Means,2015-02-28,Dhiego-Lima,8.183333333333334,179.0,78.0,8.0,0.0,0.10326726140959812,0.0,3.493875677691403,0.9095900115115558,0.9178492543857852,0.06792392943105774,0.0057807733459162725,0.014894419306184013,0.09375,,0.06982833866744254,0.1571137620017457,0.0,3.389133169690239,0.08728542333430317,0.017457084666860634,0.9512881771279408,0.12072434607645875,2.421863154487004,1,1,0.4291845493562232,2,74.0,170.0,75.0,26.0,1,0,0,2,Tim-Means,43.1,772.0,643.0,19.0,39.0,0.04218519299725796,0.0,1.5361436707144365,0.3117497803185599,0.9440443547172086,0.1299792473503965,0.00404400222770409,0.006080455839310532,0.09210526315789473,0.12962962962962962,0.0033145508783559824,0.01325820351342393,0.0033145508783559824,1.1305631723265133,0.27962756501039565,0.12595293337752736,0.8361707897670774,0.3112664597583391,0.3887064211890199,4,3,0.5813953488372093,7,74.0,170.0,75.0,31.0,1,0,0
203,Derrick Lewis vs Ruan Potts,2015-02-28,Derrick-Lewis,8.566666666666666,44.0,25.0,3.0,3.0,0.0,0.0,0.9568146017832097,0.6470261256253474,1.5290512720571785,0.9603820304209408,0.04976851851851852,0.031212121212121205,0.5,0.2222222222222222,0.0,0.053261528901776864,0.0,0.8901108774919365,0.06670372429127293,0.0,0.20417847313548174,0.11996525319304978,0.632670875454678,2,1,0.8403361344537815,3,75.0,260.0,79.0,30.0,1,0,0,1,Ruan-Potts,7.616666666666667,67.0,36.0,6.0,4.0,0.0,0.0,1.4910022157949596,0.7877461706783371,0.529838287398566,0.021881838074398245,0.013992537313432836,0.02613574165298304,0.1388888888888889,0.25,0.1125351672397624,0.07455011078974798,0.056267583619881205,0.04970007385983199,1.3170519572855477,0.12425018464957995,0.09940014771966398,0.12425018464957995,1.2673518834257156,0,2,0.1798561151079137,2,74.0,247.0,75.0,37.0,1,0,0
954,Josh Koscheck vs Jake Ellenberger,2015-02-28,Josh-Koscheck,108.55,1150.0,1263.0,60.0,30.0,0.020623197976151825,0.0,0.7543157732209569,0.5621388306467442,0.6794088970544244,0.27871925604255343,0.007201307767402145,0.010037069241297191,0.1373015873015873,0.2174074074074074,0.01039671516451916,0.05403449307789875,0.0013160492202408368,0.5656639855937686,0.11005100575883776,0.0786007818683504,0.3908597149114765,0.09136119312815368,0.2720948651813266,13,7,0.3597122302158274,20,70.0,170.0,73.0,37.0,1,0,0,2,Jake-Ellenberger,59.83333333333334,713.0,872.0,28.0,28.0,0.035032734927428866,0.016713091922005572,0.9292531878204088,0.2366358098268433,1.294273048702724,0.4174361483967661,0.00660209329640438,0.008516774407820971,0.1910714285714286,0.2334183673469388,0.014511086838432916,0.03273959548162959,0.01066899674142014,0.6704990072873506,0.17226058506987707,0.08649359546318082,0.5270864132821687,0.17582203381746048,0.2263447407207793,8,5,0.6578947368421053,13,69.0,170.0,71.0,29.0,1,0,0
566,Mark Munoz vs Roan Carneiro,2015-02-28,Roan-Carneiro,25.5,141.0,147.0,27.0,1.0,0.0,0.0,0.6024130740873804,0.2986643932935493,0.655237645926183,0.2834719746484453,0.01967151922359089,0.017179037839715902,0.11265432098765435,1.0,0.0637759646560017,0.11691891610755704,0.0056022408963585435,0.4426925180147457,0.0917060823786479,0.06801447369398687,0.15929640094722905,0.13315417020836195,0.3099625029317895,2,3,0.2898550724637681,5,71.0,170.0,74.0,36.0,1,0,0,1,Mark-Munoz,61.85,686.0,631.0,51.0,60.0,0.01270642381843291,0.016168148746968473,1.0482263135289027,0.2791381091905169,0.9014703771038588,0.2372207496802096,0.008432973293422363,0.011591474159179143,0.12842712842712842,0.11949074074074074,0.05013561952120218,0.06956539746175823,0.006527513469272986,0.6164347559906759,0.29941632817072544,0.13237522936750135,0.33116756527339564,0.2208895691917506,0.4961691790637565,8,5,0.7194244604316548,13,72.0,185.0,72.0,37.0,1,0,0
605,Roger Narvaez vs Elias Theodorou,2015-03-14,Elias-Theodorou,12.683333333333335,137.0,143.0,11.0,9.0,0.0,0.0,0.6646712619329296,0.2259328929130741,1.1929268645813091,0.4720744524552244,0.006022008876409986,0.0062326023491072035,0.08441558441558443,0.037037037037037035,0.0,0.03639952942653124,0.0,0.3275957648387812,0.27814921715137897,0.05892627994276928,0.33364033279255184,0.2634506775916635,0.0675802515487141,2,0,0.7633587786259541,2,73.0,185.0,75.0,26.0,1,0,0,1,Roger-Narvaez,10.466666666666667,152.0,165.0,1.0,7.0,0.0,0.0,0.5467382935535801,0.07663216560509555,1.5370616644501995,1.1539902585237916,0.0026177769598822232,0.005950413223140496,0.0,0.2,0.0,0.0,0.0,0.28741163295303424,0.12283894449499545,0.1364877161055505,0.5057919787219151,0.0272975432211101,0.01364877161055505,1,1,0.2538071065989848,2,75.0,185.0,79.0,31.0,0,1,0
510,Johny Hendricks vs Matt Brown,2015-03-14,Johny-Hendricks,73.7,1539.0,1292.0,43.0,80.0,0.07062269051148923,0.0,1.6602833985964889,0.2979943561840029,1.2533131046553043,0.11872849133011085,0.004282544598247068,0.006065468004280023,0.052713178294573636,0.07117929864253393,0.009691800736576855,0.015506881178522969,0.0,1.1453778624812117,0.32654000446616305,0.1883655316491137,0.8680873615963024,0.5381109787209958,0.25408505827919065,11,3,0.7692307692307692,14,69.0,185.0,69.0,31.0,0,1,0,1,Matt-Brown,72.85,1276.0,964.0,53.0,75.0,0.059840184631177136,0.0,2.693310280342331,0.3890428774436472,1.4123630599545591,0.20777392139420173,0.007696500947634016,0.010828783245510164,0.11165940977261732,0.10157720057720056,0.08629238966592387,0.05177505791065113,0.006273071633652617,1.8240504781768367,0.6534419921841529,0.2158178099813409,1.3115445025266854,0.6997978351225335,0.6819679426931127,12,6,0.2347417840375587,18,72.0,170.0,75.0,34.0,1,0,0
1026,Alistair Overeem vs Roy Nelson,2015-03-14,Roy-Nelson,56.38333333333333,991.0,806.0,22.0,23.0,0.07004444811034258,0.0,1.7042820898374609,0.3962445788524967,1.2130008817073428,0.30844655109586905,0.005745849980153365,0.00913303919331902,0.058712121212121215,0.11521739130434785,0.0,0.016426671170980955,0.0,1.3505938722467052,0.2273602317072262,0.12632798588352964,1.2397707406319785,0.25843503230437903,0.2060763169011032,7,6,0.35714285714285715,13,72.0,263.0,72.0,38.0,1,0,0,2,Alistair-Overeem,22.516666666666666,168.0,261.0,7.0,3.0,0.04829237291983286,0.02220577350111029,1.169836869708314,0.4648736354244961,2.522378992244497,1.35386797205929,0.016246525381489147,0.006431389129300737,0.11904761904761905,0.6666666666666666,0.00634450671460294,0.00634450671460294,0.0,0.8854466199091894,0.21682140313524284,0.06756884666388185,0.6391872194077143,0.2474773828578769,0.2831722674427227,3,3,0.6493506493506493,6,76.0,265.0,80.0,34.0,1,0,0
864,Daron Cruickshank vs Beneil Dariush,2015-03-14,Daron-Cruickshank,52.05,791.0,758.0,27.0,14.0,0.011339927159412459,0.0,1.050175282479294,0.2748671152589685,0.9153483589397244,0.22075475652721613,0.004771747760702757,0.007191283368799022,0.1037037037037037,0.3630952380952381,0.008727254784956432,0.0197057095674458,0.005489227391244682,0.5689492947097521,0.2604622303279828,0.2207637574415592,0.7319581891571391,0.20244990440792726,0.11576718891422773,6,3,0.5780346820809249,9,68.0,155.0,72.0,29.0,0,0,1,2,Beneil-Dariush,17.716666666666665,175.0,212.0,6.0,11.0,0.0,0.0,0.7645668894882132,0.1265033294597237,1.4053754876863092,0.4746535997711915,0.00959339364160965,0.009254487958705494,0.1111111111111111,0.11363636363636365,0.012182163958391144,0.024364327916782287,0.0,0.3044514653440119,0.3751883382628458,0.0849270858813554,0.4382812379726232,0.32628565151558986,0.0,3,1,0.42194092827004215,4,70.0,155.0,72.0,25.0,0,1,0
528,Ross Pearson vs Sam Stout,2015-03-14,Ross-Pearson,68.35000000000001,1514.0,1365.0,36.0,48.0,0.018017762536856358,0.0,1.6659724629694157,0.26716723787943075,1.427718238545824,0.16663001298905478,0.0033788035894360296,0.005854058774308179,0.11970899470899472,0.18090277777777766,0.0,0.011722636957203285,0.0020900825582610507,1.0250016004145284,0.3935391598897625,0.24743170266512465,1.2834813907986355,0.3467119010142245,0.035779171156555184,8,5,0.7692307692307692,13,68.0,155.0,69.0,30.0,1,0,0,1,Sam-Stout,110.91666666666666,2986.0,2517.0,26.0,130.0,0.02060749168187185,0.009015777610818934,1.4263104003252716,0.19766514511335548,1.283688954184866,0.1368790294380321,0.0020868045607318106,0.0042856365864996976,0.17051282051282052,0.0965569900185285,0.0026170754946111823,0.011591714071052913,0.0026170754946111823,0.7646084561030544,0.3395813408508039,0.322120603371413,1.217453851874433,0.12509747445885688,0.08375907399198157,9,9,0.2347417840375587,18,69.0,155.0,70.0,30.0,1,0,0
151,Erick Silva vs Josh Koscheck,2015-03-21,Erick-Silva,24.2,162.0,395.0,13.0,24.0,0.08214902811168823,0.0,1.7353720458870587,0.25494885124145905,2.9629535612869797,0.5736051247577998,0.028100551895852567,0.00989478613486288,0.1474358974358974,0.13293650793650796,0.10782599059963356,0.10312868865600944,0.0,1.2992265976797108,0.3986801970514048,0.03746525115594293,0.5110698647896518,0.20384822713794265,1.0204539539594644,5,4,0.8130081300813008,9,72.0,170.0,74.0,30.0,1,0,0,1,Josh-Koscheck,113.88333333333334,1190.0,1315.0,66.0,30.0,0.019657381592079148,0.0,0.730514946727366,0.5399107572079972,0.6722874500973901,0.28448264937459083,0.00710630582564073,0.010181260010111643,0.12734487734487734,0.2174074074074074,0.009909820849775104,0.051503973864533086,0.00125441659175012,0.5474051716921141,0.108189989829842,0.07491978520540996,0.3807872564347207,0.09037545014542148,0.2593522401472237,13,8,0.19011406844106465,21,70.0,170.0,73.0,37.0,1,0,0
1012,Akbarh Arreola vs Francisco Trinaldo,2015-03-21,Akbarh-Arreola,8.866666666666667,177.0,99.0,0.0,3.0,0.0,0.0,1.3010204081632653,0.2800751879699248,1.2083780880773365,0.32524860538442885,0.004166728561030319,0.011388915498504541,,0.0,0.0,0.0,0.0,0.3826530612244898,0.12889366272824918,0.7894736842105263,0.8539205155746509,0.4470998925886143,0.0,1,1,0.3496503496503497,2,70.0,155.0,71.0,32.0,0,1,0,2,Francisco-Trinaldo,43.15,451.0,388.0,18.0,31.0,0.0033107101473266016,0.0,0.8457952127239861,0.26439188440175737,0.7225199466500013,0.2948135937707201,0.009698218011742863,0.0102559508607219,0.14722222222222225,0.15476190476190474,0.030302620925524163,0.05963564713956593,0.0033107101473266016,0.4635295210215222,0.23397318654360946,0.14829250515885425,0.4391457714374597,0.21719354944803124,0.1894558918384951,5,3,0.6578947368421053,8,69.0,155.0,70.0,36.0,0,1,0
1283,Demian Maia vs Ryan LaFlare,2015-03-21,Ryan-LaFlare,28.0,349.0,563.0,10.0,32.0,0.010204081632653059,0.03571428571428571,0.6275510204081634,0.06848461512983572,1.2448979591836735,0.36424792139077855,0.004524979824365946,0.003832720277955636,0.16666666666666666,0.05022321428571429,0.010204081632653059,0.020408163265306117,0.0,0.35714285714285715,0.1479591836734694,0.12244897959183673,0.5153061224489796,0.08163265306122447,0.030612244897959183,4,0,0.5586592178770949,4,73.0,170.0,74.0,31.0,0,1,0,2,Demian-Maia,100.31666666666666,1000.0,1061.0,113.0,60.0,0.0014240618992238862,0.0,0.7170608592527741,0.2850186416094471,0.6677219051489038,0.21376541175103334,0.008787193559072036,0.008270840670937678,0.05426483545952572,0.1085523953171012,0.03671463728558595,0.08972398087814694,0.008992412643353879,0.5491838965629929,0.09103754772051087,0.07683941496927042,0.3080775994312456,0.11608188437002875,0.2929013754514998,13,6,0.4504504504504504,19,73.0,170.0,72.0,37.0,0,1,0
328,Andre Fili vs Godofredo Pepey,2015-03-21,Godofredo-Pepey,26.366666666666664,245.0,168.0,4.0,18.0,0.014311952865968562,0.0,1.0645635028407547,0.5786365229921414,0.5919998624617052,0.18420935013855366,0.012528659714948416,0.01827620170993665,0.25,0.2314814814814815,0.01691896286757622,0.03314600176353728,0.03534550717485764,0.8173756311985262,0.13882594279989507,0.1083619288423334,0.35537118609669666,0.061132484384637135,0.648059832359421,3,3,0.27027027027027023,6,67.0,145.0,73.0,27.0,1,0,0,1,Andre-Fili,14.533333333333333,247.0,356.0,19.0,9.0,0.0,0.0,1.6612057667103541,0.1406991895475206,2.994641552326053,0.3376900478034544,0.005214475036512144,0.0049128919345432145,0.07105263157894738,0.04166666666666666,0.009829619921363041,0.029488859764089118,0.019659239842726082,1.1225773901344251,0.24869808278917635,0.2899302937867524,1.4186838167921223,0.04871316067224162,0.19380878924598985,2,1,0.7518796992481203,3,71.0,145.0,74.0,24.0,1,0,0
619,Gray Maynard vs Alexander Yakovlev,2015-04-04,Alexander-Yakovlev,14.0,150.0,229.0,11.0,7.0,0.0,0.0,0.6734693877551021,0.09908515130190007,1.010204081632653,0.2077922077922078,0.00615228573498515,0.0050393964074648395,0.045454545454545456,0.19047619047619047,0.0,0.010204081632653059,0.010204081632653059,0.32653061224489793,0.12244897959183673,0.22448979591836726,0.6428571428571429,0.020408163265306117,0.010204081632653059,0,2,0.5494505494505494,2,75.0,155.0,74.0,30.0,0,1,0,1,Gray-Maynard,72.38333333333333,1130.0,1314.0,39.0,45.0,0.1210067366510925,0.013815335021874282,1.2766893009223839,0.29265605533124783,0.7752622962786001,0.15327735347474408,0.004455230103935228,0.006415718167732905,0.1065120065120065,0.14634920634920634,0.013376752957687796,0.043419624354462026,0.003947238577678366,1.0659987401698634,0.17537701555913776,0.035313545193382784,0.6771413256581115,0.2855529587029253,0.3139950165613473,9,4,0.4694835680751174,13,69.0,155.0,70.0,35.0,1,0,0
1140,Michael Chiesa vs Mitch Clarke,2015-04-04,Mitch-Clarke,21.55,257.0,217.0,11.0,18.0,0.0,0.0,1.229145950723677,0.5766571129611937,0.4704537535163986,0.06947683223834096,0.008985823066586516,0.013241580498362307,0.196969696969697,0.1220238095238095,0.054222652830541465,0.18421253920093827,0.0364600596619158,0.8511596678650043,0.15591137400882182,0.22207490884985084,0.6714515183192676,0.11766655618163738,0.4400278762227718,2,2,0.25,4,70.0,155.0,73.0,29.0,1,0,0,2,Michael-Chiesa,25.16666666666667,248.0,218.0,22.0,14.0,0.0,0.0,0.8806649464983163,0.2330191883172016,0.914445359334889,0.3426397118624375,0.00948203842940685,0.015857467744443847,0.0788961038961039,0.1295918367346939,0.0651805336070906,0.08973282600155533,0.0,0.4567355721967481,0.2868813333169091,0.13704804098465914,0.5658620927831793,0.2229045658715264,0.09189828784361058,4,2,0.78125,6,73.0,170.0,75.0,27.0,0,1,0
585,Chad Mendes vs Ricardo Lamas,2015-04-04,Chad-Mendes,41.05,583.0,739.0,45.0,13.0,0.09109807411885493,0.0,1.6770276265055917,0.6489285634159174,0.86511402279237,0.12681243847504506,0.008846654418241999,0.009333794133348308,0.06277777777777778,0.3076923076923077,0.01322429093440056,0.013920306246737428,0.0,1.0569916660530982,0.21578494621152894,0.4042510142409643,1.1180399040688425,0.0778642236037777,0.4811234988329714,7,2,0.8,9,66.0,145.0,66.0,29.0,1,0,0,1,Ricardo-Lamas,37.78333333333333,429.0,412.0,26.0,22.0,0.013671462762317623,0.0,0.7549242037369642,0.2366409588722721,0.8463362458490528,0.2204885066259576,0.006487632122993826,0.010264142608478136,0.09545454545454543,0.22045454545454546,0.019903217332166857,0.04067829549099798,0.011801167513562751,0.3258253092236569,0.20060156911524551,0.22849732539806186,0.5126207996834904,0.16529955456094989,0.077003849492524,6,1,0.21008403361344533,7,68.0,145.0,71.0,32.0,1,0,0
