,fight,winner,loser,date,cumultime_w,cumulStr_Att_fighter_w,cumulStr_Att_oponent_w,cumulTD_Att_fighter_w,cumulTD_Att_oponent_w,KDPM_w,KDPM_ratio_w,SLPM_w,SLPM_ratio_w,SAPM_w,SAPM_ratio_w,Str_Acc_w,Str_Def_w,TD_Acc_w,TD_Def_w,SubPM_w,PassPM_w,RevPM_w,Head_SLPM_w,Body_SLPM_w,Leg_SLPM_w,Dist_SLPM_w,Clinch_SLPM_w,Ground_SLPM_w,wins_w,losses_w,cumultime_l,cumulStr_Att_fighter_l,cumulStr_Att_oponent_l,cumulTD_Att_fighter_l,cumulTD_Att_oponent_l,KDPM_l,KDPM_ratio_l,SLPM_l,SLPM_ratio_l,SAPM_l,SAPM_ratio_l,Str_Acc_l,Str_Def_l,TD_Acc_l,TD_Def_l,SubPM_l,PassPM_l,RevPM_l,Head_SLPM_l,Body_SLPM_l,Leg_SLPM_l,Dist_SLPM_l,Clinch_SLPM_l,Ground_SLPM_l,wins_l,losses_l,implied_prob_w,implied_prob_l,prev_w,prev_l
170,Josh Emmett vs Mirsad Bektic,Josh-Emmett,Mirsad-Bektic,2019-07-13,41.36666666666667,830.0,839.0,20.0,8.0,0.032362611753963835,0.024174053182917002,1.166794145110891,0.1665512297567746,1.1608310436610438,0.19060963633490713,0.0029774850063130887,0.005356188356560355,0.05833333333333333,0.34375,0.0034534361689881428,0.01036030850696443,0.0,0.6198186781575032,0.28990840751265334,0.2570670594407344,0.9058926126021738,0.12087026591458501,0.14003126659413212,5,2,34.96666666666667,445.0,268.0,32.0,11.0,0.029340746533624836,0.0,1.591673919363132,0.8612136239775123,0.5994486231996883,0.12646678568592093,0.007183272172549046,0.016676595005278332,0.10416666666666666,0.36363636363636365,0.013098625372037346,0.157167242798377,0.004085523627944981,1.4044564779915618,0.1243964091248714,0.06282103224669884,0.5178920989532044,0.10302179330153427,0.9707600271083935,6,1,0.4,0.6172839506172839,7,7
172,Cezar Ferreira vs Marvin Vettori,Marvin-Vettori,Cezar-Ferreira,2019-07-13,25.5,399.0,368.0,15.0,17.0,0.0,0.0,0.8938686585745408,0.22335972572723625,0.7967631497043262,0.13112855337037363,0.004651238485824952,0.0065272755482078185,0.1841269841269841,0.18778280542986425,0.014316837846249611,0.028011204481792715,0.0,0.5969498910675382,0.09523809523809523,0.20168067226890757,0.6953003423591659,0.03361344537815126,0.1649548708372238,2,2,73.3,605.0,677.0,47.0,22.0,0.0038978756577665173,0.0,0.6669451286919189,0.18272872225625866,0.8770180372210181,0.2664646413739329,0.010406647703105674,0.011318917516748041,0.13413926499032883,0.3003246753246753,0.028471657187436026,0.045648044875961316,0.0,0.4042073017676688,0.15498932521609962,0.1077485017081505,0.5490386966567996,0.024562567599131755,0.09334386443598765,9,5,0.6172839506172839,0.3448275862068966,4,14
174,Ryan Hall vs Darren Elkins,Ryan-Hall,Darren-Elkins,2019-07-13,16.766666666666666,173.0,61.0,5.0,0.0,0.0,0.0,0.7172455798770202,1.0337972166998013,0.18395650195214258,0.05056616820814245,0.007827387300106882,0.03536832020438578,0.06666666666666667,,0.030077709303559026,0.008520306731042317,0.0,0.2470888952002272,0.19196353719336307,0.2781931474834299,0.5724003654493008,0.017040613462084634,0.12780460096563476,3,0,111.48333333333333,2100.0,1420.0,117.0,45.0,0.0045806705288320634,0.0,1.0966737241475513,0.3317275164868826,1.059826651448274,0.17368023866734186,0.0032503609565230555,0.007834454318513756,0.05898545898545899,0.09629629629629631,0.02869848878652129,0.05437691554041192,0.0016871380561638886,0.8106450172019735,0.23982191608202416,0.04620679086355401,0.5776413674329494,0.23709810344976473,0.2819342532648377,14,6,0.4926108374384237,0.5128205128205129,3,20
175,Jon Jones vs Thiago Santos,Jon-Jones,Thiago-Santos,2019-07-06,113.23333333333333,2105.0,1560.0,82.0,37.0,0.00706437719061183,0.0,1.705153174702535,0.5020579872203288,0.6677798848402297,0.0691293051052776,0.0053020098489450105,0.008057509575887148,0.13373059866962306,0.2905405405405405,0.01736839092640355,0.05571307021010049,0.0,0.9050353476430579,0.3773184835051751,0.42279934355430193,0.9353669314212792,0.2916424091920877,0.47814383408916855,18,1,63.516666666666666,1180.0,654.0,20.0,46.0,0.11503265795772838,0.01574389923904487,2.8371061068575827,0.9136961443569648,1.0978708872719474,0.18353616138291762,0.00716950584775747,0.017183536765930582,0.18809523809523812,0.17640746934225196,0.0022491284627206955,0.05111075434714966,0.009929079311035267,1.6692870356732468,0.6312297627129463,0.5365893084713897,1.3300470290864095,0.5073327899556992,0.9997262878154743,13,5,0.8403361344537815,0.1631321370309951,19,18
176,Amanda Nunes vs Holly Holm,Amanda-Nunes,Holly-Holm,2019-07-06,41.75,808.0,572.0,26.0,23.0,0.07705397281507756,0.0,3.0452849646341162,1.734896872920825,1.190572876695092,0.11896207599789185,0.007829965870961525,0.01306630065285812,0.10897435897435896,0.2554347826086957,0.022482815423770834,0.0776016552270995,0.0,2.2797639698531516,0.32948924352337505,0.4360317512575893,2.2803541717534923,0.12273064888497187,0.6422001439956524,10,1,60.63333333333333,1327.0,1064.0,19.0,23.0,0.013551324872994827,0.0,1.264865264412527,0.2101273903756567,1.0468860441372811,0.14710567212353748,0.00279854564858858,0.005176328030547224,0.13157894736842105,0.18909592822636298,0.0023560826199638734,0.021204743579674862,0.0,0.6678647269793019,0.3249977286131605,0.2720028088200646,1.0472802644972228,0.14028085120799283,0.07730414870731141,5,4,0.7462686567164178,0.2159827213822894,11,9
178,Luke Rockhold vs Jan Blachowicz,Jan-Blachowicz,Luke-Rockhold,2019-07-06,61.333333333333336,944.0,902.0,25.0,28.0,0.006987577639751552,0.0,1.3168756846572867,0.35016346269493903,1.2254161547511455,0.2153367924139661,0.0059339686203798495,0.0070488239740037605,0.21866666666666668,0.17500000000000002,0.01079811260583174,0.03805282720069979,0.0,0.8823598832861539,0.2974516288016201,0.1370641725695124,0.8801817040273977,0.18584690162548317,0.2508470790044054,6,5,31.333333333333332,555.0,406.0,11.0,11.0,0.029048026793553075,0.0,2.36505548252797,0.5566091886836568,1.5270639283815297,0.20731377785092792,0.009408577699385499,0.012601673276758667,0.17272727272727273,0.2727272727272727,0.06958503876217269,0.09096240979686375,0.0,1.3499039111996665,0.5972693224316601,0.4178822488966434,1.4070498614254687,0.14591317636254508,0.8120924447399562,6,3,0.3076923076923077,0.6993006993006994,11,9
179,Michael Chiesa vs Diego Sanchez,Michael-Chiesa,Diego-Sanchez,2019-07-06,46.866666666666674,531.0,466.0,48.0,19.0,0.0035660935822202492,0.0,1.1134314617436558,0.2929647600700232,1.2097681857406952,0.39023961368907134,0.009011927038819652,0.014068354439171416,0.1077876984126984,0.14724310776942354,0.07054767834012045,0.13547276826779237,0.007951724198863785,0.7133389619671823,0.2725715744968392,0.12752092527963424,0.7271593156849413,0.18744625327338996,0.1988258927853246,8,4,157.21666666666664,2497.0,2497.0,138.0,55.0,0.011166417292975718,0.0,0.9218723865489912,0.3188577356294389,1.1030471283067291,0.2888227670339399,0.004169017292324347,0.00557634086700117,0.047212157809983904,0.1345021645021645,0.014669849769596701,0.03662459405228832,0.0027259923369326532,0.6383263199610232,0.22643773794326796,0.05710832864470008,0.5611164272666648,0.10453772121775028,0.25621823806457594,15,11,0.7633587786259541,0.2222222222222222,12,26
180,Arnold Allen vs Gilbert Melendez,Arnold-Allen,Gilbert-Melendez,2019-07-06,29.366666666666667,451.0,333.0,14.0,39.0,0.009729203826820172,0.0,0.9099510441188083,0.22007363671915986,0.819243111098927,0.14846447423028192,0.003772916513800358,0.009143217090472971,0.125,0.09401709401709402,0.021380481970468466,0.0340522133938706,0.0,0.6878398741509366,0.18319435466059103,0.03891681530728069,0.7031944569121977,0.04816176012009623,0.15859482708651435,5,0,39.88333333333333,906.0,850.0,16.0,22.0,0.0,0.0,1.0745397076917964,0.15069270836814294,1.2562399576064192,0.21848942485423659,0.0019528015723822242,0.004181581172887143,0.1328125,0.11639118457300275,0.0,0.0,0.0,0.8212824610361744,0.19242517255749492,0.060832074098127055,0.8913878434083077,0.1486466916707817,0.03450517261270687,1,5,0.7518796992481203,0.26246719160104987,5,6
182,Claudia Gadelha vs Randa Markos,Claudia-Gadelha,Randa-Markos,2019-07-06,61.05,1007.0,1445.0,69.0,17.0,0.00182000182000182,0.0,0.9976849321111617,0.14603229901118608,1.3959158221453303,0.22912704429094768,0.003670433909057603,0.003849367204350397,0.07360182088442958,0.20168067226890754,0.02175051355379224,0.06898105258760996,0.0,0.8403037911234632,0.12982111342767083,0.027560027560027556,0.7430636938833661,0.1319011155076729,0.12272012272012274,5,4,64.96666666666667,900.0,1054.0,52.0,26.0,0.0,0.0,0.839580455273324,0.24011123686216143,0.9001794309251249,0.2321705418780671,0.004640337324546617,0.00572969406683953,0.07726995226995227,0.08461538461538462,0.007896157203494299,0.052146884623206,0.009967411966565566,0.6496728769614358,0.07996108560500556,0.10994649270688266,0.5070700142475675,0.14180325185781847,0.1907071891679383,5,5,0.6493506493506493,0.3448275862068966,9,10
183,Jack Marshman vs Edmen Shahbazyan,Edmen-Shahbazyan,Jack-Marshman,2019-07-06,7.633333333333333,58.0,77.0,21.0,4.0,0.20684900022983224,0.0,3.100765012969104,1.7878243000256873,0.8431559247463637,0.21253855314990686,0.020924865752451963,0.017590390829827447,0.018140589569160998,0.41666666666666663,0.0,0.056144728633811605,0.0,2.9136159175230656,0.11228945726762321,0.07485963817841547,1.0145450963653677,1.653807006599468,0.43241291000426835,2,0,33.516666666666666,616.0,536.0,0.0,9.0,0.021693054935594105,0.029835902536051718,0.8698992782058309,0.11844284922285932,1.178641847945751,0.6001526168286406,0.002315911422386971,0.00657408055753637,,0.09259259259259259,0.0,0.0,0.0,0.6309752650401471,0.15367857734839338,0.08524543581729062,0.7800098746164044,0.025955326726458634,0.06393407686296798,3,3,0.8264462809917356,0.15384615384615385,2,6
186,Joseph Benavidez vs Jussier Formiga,Joseph-Benavidez,Jussier-Formiga,2019-06-29,99.71666666666667,2192.0,1457.0,76.0,74.0,0.016563332674806204,0.0,1.332553530906917,0.297760430254505,0.9407468712915004,0.1554740189518314,0.0028478000332814463,0.006637120262231636,0.05333738758661359,0.13918100431258326,0.013129481483821506,0.06887507508265261,0.005291490251565303,0.7219004839821117,0.3409979890909316,0.2696550578338736,1.0506109239642165,0.1473497875463068,0.13459281939639361,14,3,76.03333333333333,528.0,920.0,50.0,29.0,0.005417563859990378,0.0,0.4863006944303209,0.13129521829576885,0.7124869693413427,0.3048453884271509,0.00965372248731334,0.009329278620585161,0.09766666666666665,0.20977011494252876,0.017361762048611805,0.08831059775918564,0.0,0.356078504652087,0.07950285768793525,0.05071933209029871,0.3223968709904427,0.06317036885987481,0.10073345458000339,9,4,0.53475935828877,0.45454545454545453,17,13
187,Joseph Benavidez vs Jussier Formiga,Joseph-Benavidez,Jussier-Formiga,2013-09-04,37.016666666666666,899.0,481.0,38.0,18.0,0.03209169469767728,0.0,1.4669110264166416,0.357809457539309,0.885365019171007,0.11860380864978132,0.002317513484598195,0.007352644508801327,0.03931888544891641,0.2361111111111111,0.028832759426135075,0.11961911043025374,0.0,0.7186447515952687,0.41458657392350506,0.3336797008978681,1.1741057179033982,0.15912131954264985,0.13368398897059378,5,1,12.583333333333332,63.0,202.0,13.0,3.0,0.0,0.0,0.24163007102613707,0.05223915157689992,0.764879481495079,0.4980132450331127,0.009966009966009966,0.0070122190790507626,0.038461538461538464,0.3333333333333333,0.0,0.06811731315042574,0.0,0.17063217498129038,0.025586353944562903,0.04541154210028382,0.1848656434007823,0.0,0.05676442762535478,1,1,0.53475935828877,0.45454545454545453,6,2
188,Roosevelt Roberts vs Vinc Pichel,Vinc-Pichel,Roosevelt-Roberts,2019-06-29,31.96666666666667,444.0,350.0,27.0,15.0,0.008649562956805044,0.0,0.926778057585172,0.19243660406329852,0.9471148949337211,0.1605878617294017,0.004928822339295901,0.008765685859670823,0.060886644219977554,0.02592592592592592,0.0044689408610159385,0.07150305377625502,0.0,0.4441974576503547,0.19101118196277805,0.2915694179720393,0.47466596716388465,0.2652815305542985,0.1868305598669889,4,2,11.833333333333332,120.0,103.0,4.0,2.0,0.0,0.0,0.9195864844237842,0.28450704225352114,0.5370151946159718,0.10065107626893437,0.009005602240896358,0.01231454629512882,0.125,0.5,0.017484215638659546,0.07243460764587525,0.0,0.6698119753000764,0.15444390480815934,0.09533060431554848,0.6365087074169155,0.05370151946159717,0.22937625754527166,2,0,0.30303030303030304,0.7142857142857143,6,2
192,Jared Gordon vs Dan Moret,Jared-Gordon,Dan-Moret,2019-06-29,19.016666666666666,542.0,435.0,22.0,4.0,0.0,0.0,2.936898089673345,0.4648903435869131,2.245938392978317,0.26290638933701754,0.0038804386878982626,0.005775332115247705,0.06033549783549783,0.25,0.0,0.14659125738823797,0.0,2.4939022357476337,0.2293870909403408,0.21360876298537093,1.689853721427993,0.268599556716941,0.9784448115284111,2,2,8.983333333333334,146.0,147.0,9.0,5.0,0.0,0.0,1.7904304578974444,0.16723237263066096,2.519137525139926,0.30241187384044527,0.005630824064928931,0.006296026853518143,0.012345679012345678,0.06666666666666667,0.0,0.0,0.0,1.022434948005176,0.3199201758625528,0.4480753340297157,1.320840024321417,0.3741756442836875,0.09541478929234029,0,2,0.7633587786259541,0.2531645569620253,4,2
195,Maurice Greene vs Junior Albini,Maurice-Greene,Junior-Albini,2019-06-29,9.233333333333334,176.0,143.0,0.0,3.0,0.0,0.0,1.5194784201735005,0.11486708237610763,1.0211449200618874,0.10211449200618875,0.005879446640316205,0.0037654653039268424,,0.5,0.04849399213319683,0.0,0.0,0.9407834473840184,0.20321291941530098,0.37548205337418117,1.0913457467689915,0.4281326734045091,0.0,2,0,13.5,183.0,288.0,8.0,4.0,0.02599090318388564,0.0,2.178780284043442,0.26476820069497414,2.631393298059965,0.3612580834803057,0.013039144929030482,0.006220293047183882,0.16666666666666666,0.5,0.0,0.19827346143135618,0.0,1.225471085120208,0.49902534113060426,0.4542838577926297,1.669172932330827,0.37965283579318665,0.1299545159194282,1,3,0.5235602094240838,0.49504950495049505,2,4
196,Renato Moicano vs Chan Sung Jung,Chan-Sung-Jung,Renato-Moicano,2019-06-22,26.683333333333334,724.0,607.0,12.0,18.0,0.33631904316753136,0.0,3.6985566190030243,0.21592137792031238,1.6418730984366754,0.19712772257137912,0.003343403067159973,0.006575742253362778,0.125,0.23148148148148145,0.03357436071797541,0.05236484507750697,0.0,3.4042449852806853,0.18939843023809222,0.10491320348424626,1.7543283253805142,0.16077499993135838,1.7834532936911518,4,2,36.46666666666667,914.0,831.0,11.0,13.0,0.006452306699645123,0.0,2.282711327302377,0.2879631204718115,1.5927612599765282,0.14687861193101362,0.003487029293881114,0.005198901985342807,0.21818181818181817,0.27884615384615385,0.012546151915976628,0.05192570629714408,0.0,1.5312304386515263,0.19897725098611588,0.5525036376647349,2.181113101174631,0.03075087438997537,0.07084735173777006,5,2,0.35587188612099646,0.6493506493506493,6,7
197,Bryan Barberena vs Randy Brown,Randy-Brown,Bryan-Barberena,2019-06-22,31.383333333333333,491.0,402.0,12.0,35.0,0.013185122786455948,0.0,1.6451302915244013,0.4465762118824505,1.2779331514276382,0.2080541053961776,0.006473811980835352,0.009917897484550131,0.2569444444444444,0.15540816326530615,0.027466806408696382,0.028476506881822496,0.004552006676276458,1.1675002777403352,0.283356730000504,0.19427328378356204,0.8071071487378485,0.44155541666808723,0.3964677261184654,4,3,50.333333333333336,1236.0,883.0,6.0,36.0,0.03140268791141078,0.01986754966887417,2.0070871906660357,0.3035789347752291,1.5318609797936693,0.13675602341096954,0.0036886240795609123,0.004823828514001022,0.2222222222222222,0.11094771241830065,0.007683965202944367,0.004845743821676627,0.0,1.4818443494298057,0.2182308066243603,0.3070120346118695,1.3274364865023323,0.36424007658721846,0.3154106275764846,5,4,0.3076923076923077,0.6896551724137931,7,9
198,Andrea Lee vs Montana De La Rosa,Andrea-Lee,Montana-De-La-Rosa,2019-06-22,14.0,302.0,298.0,7.0,11.0,0.0,0.0,1.7040816326530612,0.2867965367965368,0.9183673469387755,0.07308328736900165,0.0037524868082890995,0.004623823971070454,0.08571428571428572,0.07272727272727274,0.02040816326530612,0.08163265306122448,0.0,0.6530612244897959,0.5918367346938774,0.45918367346938777,1.153061224489796,0.37755102040816324,0.17346938775510204,2,0,11.966666666666667,201.0,120.0,9.0,1.0,0.0,0.0,1.4728704109218804,0.5181058495821728,1.0597521791939724,0.21886191802626342,0.006610846281816343,0.010673436041083098,0.07407407407407407,0.0,0.12425961580932314,0.18805942904364917,0.0,1.192817415479638,0.1987905209395775,0.08126247450266488,0.8003244697297195,0.15166801921347575,0.5208779219786852,3,0,0.6211180124223602,0.37735849056603776,2,3
199,Alessio Di Chirico vs Kevin Holland,Kevin-Holland,Alessio-Di-Chirico,2019-06-22,20.083333333333332,285.0,320.0,9.0,18.0,0.0,0.0,1.4193307403106759,0.27689826065732087,0.9793830338365096,0.14991589883774623,0.006488762635353462,0.0045269375232610525,0.14814814814814817,0.056998556998557,0.03770980341207136,0.10815990125942951,0.014226437462951986,0.8831109775803689,0.34123961640587575,0.19498014632443103,0.9696388985879123,0.0971490284285146,0.3525428132942485,2,1,26.46666666666667,439.0,441.0,16.0,18.0,0.017083205039267257,0.0,1.0370134171276995,0.19565930744112006,0.938019860890382,0.19773553860765325,0.004512335412015212,0.006837410897082042,0.16666666666666666,0.23425925925925928,0.0,0.03778337531486146,0.0,0.7167728796652137,0.21139770665855476,0.1088428308039308,0.8346303007504517,0.1376116158374851,0.06477150053976251,3,2,0.6622516556291391,0.3333333333333333,3,5
200,Dan Ige vs Kevin Aguilar,Dan-Ige,Kevin-Aguilar,2019-06-22,16.116666666666667,264.0,316.0,22.0,2.0,0.04834875569105145,0.0,3.1515330584617036,0.2473285074112375,1.3279791563142131,0.21450731274929827,0.008891137194315219,0.0080601202131843,0.11388611388611389,0.5,0.04834875569105145,0.25931049302300596,0.008863938543359432,2.7405686350877665,0.26027746813682695,0.15068695523711034,0.8120979330906941,0.20209779878859505,2.1373373265824145,3,1,14.0,411.0,313.0,1.0,12.0,0.01020408163265306,0.0,1.469387755102041,0.1626819126819127,1.2857142857142858,0.12550120288692862,0.0018262479062695336,0.003806963776894241,0.0,0.16666666666666666,0.0,0.02040816326530612,0.0,0.8469387755102041,0.5408163265306122,0.08163265306122448,1.2244897959183676,0.11224489795918367,0.1326530612244898,2,0,0.4291845493562232,0.5747126436781609,4,2
201,Ashley Yoder vs Syuri Kondo,Ashley-Yoder,Syuri-Kondo,2019-06-22,28.0,456.0,455.0,10.0,14.0,0.00510204081632653,0.0,0.816326530612245,0.10371042033834811,1.1173469387755102,0.2019657973605342,0.0030887510765112737,0.004567340023640731,0.15,0.10714285714285714,0.015306122448979591,0.0510204081632653,0.02040816326530612,0.5153061224489796,0.22448979591836735,0.07653061224489796,0.6377551020408163,0.12755102040816327,0.05102040816326531,1,3,14.55,508.0,684.0,0.0,1.0,0.0,0.0,2.419779533181595,0.1523442053013404,3.530146829115901,0.47751819589108807,0.0030140926197557787,0.002302789967175963,,1.0,0.0,0.0,0.0,1.5709376534118802,0.37309769268532156,0.47574418708439326,2.262685767840407,0.15709376534118802,0.0,1,2,0.5555555555555556,0.46511627906976744,4,3
202,Luis Pena vs Matt Wiman,Luis-Pena,Matt-Wiman,2019-06-22,17.53333333333333,220.0,194.0,13.0,13.0,0.016141760528014925,0.0,0.7402150184989701,0.17813208933763622,0.8055507158742686,0.21366373335707112,0.00492136380243797,0.006764032073310423,0.1111111111111111,0.10256410256410256,0.016141760528014925,0.03243725210867761,0.04058499789900895,0.5772601026923432,0.14665942422596417,0.016295491580662683,0.5854078484826747,0.1140684410646388,0.04073872895165671,2,1,77.14999999999999,1046.0,1063.0,63.0,33.0,0.0043938178982172085,0.0,1.1881764793012388,0.5022468989446998,1.0940166476174087,0.24184776589035403,0.007338734868103887,0.007717551811795499,0.09119339655053942,0.15223665223665223,0.06948047635884932,0.07260523411824857,0.014813443199703732,0.857286493163966,0.15282487595658692,0.178065110180686,0.46872845907265365,0.2866466362298443,0.43280138399874113,10,5,0.78125,0.2336448598130841,3,15
206,Marlon Moraes vs Henry Cejudo,Henry-Cejudo,Marlon-Moraes,2019-06-08,55.76666666666666,1014.0,988.0,53.0,9.0,0.05140340655090489,0.0,2.02329752182619,0.6510205337916558,0.9401935739015472,0.1639475992728009,0.004644783126111718,0.006667491165217992,0.08690680388793595,0.6111111111111112,0.002561694133720434,0.029601798878547237,0.0,1.3698761795327425,0.5230181622301071,0.13040318006334026,1.0042987634012779,0.3075196060945237,0.7114791523303884,8,2,18.950000000000003,327.0,264.0,4.0,5.0,0.2065327241277046,0.0,1.8340844557870268,0.4962058456566648,0.8222384435741927,0.13516621168336207,0.007184725291096155,0.014404977278111606,0.125,0.3,0.02361085333909892,0.03214443566425137,0.0,1.2591889500610294,0.26587754780563816,0.30901795792035935,1.2116222156400702,0.0,0.6224622401469571,4,1,0.4,0.5524861878453039,10,5
207,Valentina Shevchenko vs Jessica Eye,Valentina-Shevchenko,Jessica-Eye,2019-06-08,51.9,811.0,809.0,36.0,23.0,0.0,0.0,1.0796968465151962,1.0303268100014975,0.7503667934119292,0.13537806253098358,0.005003662021288402,0.004833407147755797,0.11750440917107584,0.1289855072463768,0.01062816165509561,0.035324892292054995,0.002752546105147261,0.710867581609188,0.14327665711259366,0.22555260779341457,0.5757188192313023,0.12521807258002068,0.3787599547038731,5,2,58.5,1180.0,1012.0,10.0,23.0,0.0,0.0,1.4456654456654456,0.1765017010267048,1.094993894993895,0.16876372737566858,0.0031485513993507637,0.0052160705648289524,0.225,0.16014492753623188,0.017094017094017096,0.019536019536019536,0.0,0.927960927960928,0.21636141636141634,0.3013431013431014,1.2669108669108669,0.13235653235653236,0.0463980463980464,4,5,0.9090909090909091,0.1075268817204301,7,9
208,Tony Ferguson vs Donald Cerrone,Tony-Ferguson,Donald-Cerrone,2019-06-08,79.1,1865.0,1481.0,14.0,43.0,0.008131097829226165,0.0,1.8595340621370744,0.3567474239306394,1.1735241071865021,0.12845391042911608,0.00350460682692534,0.006651804320866546,0.29761904761904756,0.20968992248062013,0.047818651816451715,0.01677593339108869,0.0036120642947444466,1.2122160352528883,0.3030433357814237,0.34427469110276243,1.6408094179404473,0.05484697105350181,0.1638776731431252,14,1,152.63333333333333,3007.0,2936.0,67.0,65.0,0.036231231980273663,0.019654946494867875,1.824143157959248,0.2410861948138751,1.9527643937063373,0.2895528269578846,0.005151480011228651,0.00572242871205683,0.13694622127457948,0.24637362637362634,0.018930197354234773,0.03882889209278439,0.0036706255256262776,0.9339537378457179,0.425296951440823,0.46489246867270717,1.5082434419702315,0.15634751306443728,0.15955220292457953,23,8,0.6535947712418301,0.341296928327645,15,31
209,Petr Yan vs Jimmie Rivera,Petr-Yan,Jimmie-Rivera,2019-06-08,23.46666666666667,545.0,408.0,10.0,18.0,0.024584790209790205,0.0,1.9428618256743257,0.39962290843952286,0.8697942682317681,0.07514578349282296,0.004066479470874963,0.0064600250874760675,0.11499999999999999,0.2003968253968254,0.007102272727272726,0.01939466783216783,0.006087662337662337,1.4702485014985014,0.40767825924075923,0.06493506493506493,1.3475977147852147,0.28217875874125875,0.3130853521478521,4,0,44.03333333333333,894.0,887.0,18.0,19.0,0.021798749184369543,0.0,1.3684000763077733,0.2133692579390692,1.5396219937382998,0.19313127031803012,0.003317073242997819,0.004953218696968182,0.046296296296296294,0.21052631578947367,0.0,0.003244295447172056,0.0,0.7435633542855685,0.30222981519666864,0.3226069068255359,1.2330509864723815,0.10706174975667783,0.028287340078713658,6,2,0.7462686567164178,0.24096385542168672,4,8
210,Tai Tuivasa vs Blagoy Ivanov,Blagoy-Ivanov,Tai-Tuivasa,2019-06-08,16.0,407.0,411.0,0.0,1.0,0.0,0.0,0.9970238095238095,0.09326298701298702,1.3888888888888888,0.1955678104575163,0.001541036377403582,0.002742101606186106,,1.0,0.0,0.0,0.0,0.7242063492063493,0.2390873015873016,0.03373015873015873,0.9652777777777778,0.031746031746031744,0.0,1,1,17.383333333333333,249.0,220.0,2.0,4.0,0.020769259503679447,0.0,1.9333146739874825,0.9515364225194467,1.047005851708007,0.17850070569957538,0.008783781250117183,0.01087707698999565,0.0,0.5,0.0,0.00821805232159978,0.0,1.3949380479039908,0.4021063766780554,0.13627024940543636,1.3930605640139178,0.5151516956094054,0.025102414364159335,3,1,0.4081632653061224,0.5847953216374269,2,4
211,Tatiana Suarez vs Nina Ansaroff,Tatiana-Suarez,Nina-Ansaroff,2019-06-08,20.0,232.0,45.0,22.0,2.0,0.0,0.0,1.3849290582410987,1.773076923076923,0.261867681933882,0.16593846616283067,0.011081351293156832,0.04077294685990338,0.14931129476584024,0.5,0.031745597725035546,0.27289810357209354,0.0,1.0300645946491056,0.22795673159209945,0.1269077319998936,0.15611855301402136,0.06723009814612868,1.1615804070809486,4,0,40.65,961.0,660.0,5.0,36.0,0.0,0.0,1.62526454594508,0.2480884923232247,1.0473298159024573,0.09498667512751535,0.0029651022413320423,0.005157881847111809,0.3,0.11553030303030304,0.015736693397275313,0.0323130917781997,0.003514320857494289,0.930735223913554,0.2642582683728228,0.43027105365870344,1.3661378080278908,0.1561540267741489,0.10297271114304063,4,2,0.8547008547008548,0.14814814814814814,4,6
212,Aljamain Sterling vs Pedro Munhoz,Aljamain-Sterling,Pedro-Munhoz,2019-06-08,70.13333333333333,1232.0,703.0,64.0,27.0,0.0,0.0,1.426421947738526,0.5272247063134095,0.5556537432567706,0.08714356280380398,0.0048125933896414905,0.011750048577757848,0.07847222222222222,0.1469135802469136,0.022350865482369944,0.046085310438569733,0.0020369364475828354,0.6400074607951323,0.4906947274743999,0.29571975946899387,0.7926294286281913,0.30550312705450117,0.32828939205583335,9,3,54.4,1151.0,1288.0,33.0,25.0,0.0185920840292695,0.0,1.8027216832194377,0.24733939136025607,1.8543981365606979,0.2380035028732279,0.0043652761735412755,0.005144478716906034,0.08484848484848484,0.18666666666666665,0.03394069097061091,0.021446300488739384,0.004538852578068265,1.0864406042581123,0.2880388720658715,0.4282422068954541,1.513014936629561,0.13401873429620037,0.15568801229367613,8,3,0.5780346820809249,0.4,12,11
213,Karolina Kowalkiewicz vs Alexa Grasso,Alexa-Grasso,Karolina-Kowalkiewicz,2019-06-08,23.733333333333334,505.0,455.0,2.0,22.0,0.0,0.0,1.3505167756332457,0.3109784644194757,0.903623301883099,0.10120124783923942,0.004021915749565721,0.005881044253440183,0.25,0.11225895316804407,0.006019261637239165,0.006019261637239165,0.006019261637239165,0.7538758172493442,0.28363935324746503,0.3130016051364366,0.9630818619582664,0.308450456093646,0.07898445758133343,2,2,56.016666666666666,1684.0,1398.0,7.0,43.0,0.0,0.0,1.8463085529154577,0.1999358615594994,1.72299458416077,0.18112645204160027,0.0020576976388175026,0.003745597933964309,0.07142857142857142,0.12919896640826872,0.0,0.017851829812555783,0.0025502614017936837,1.1709788472268117,0.42934203015696115,0.24598767553168502,1.2693251183281018,0.5081263767389265,0.06885705784842946,5,4,0.5,0.4807692307692307,4,9
