,fight,date,fighter_2,cumultime_2,cumulStr_Att_fighter_2,cumulStr_Att_oponent_2,cumulTD_Att_fighter_2,cumulTD_Att_oponent_2,KDPM_2,KDPM_ratio_2,SLPM_2,SLPM_ratio_2,SAPM_2,SAPM_ratio_2,Str_Acc_2,Str_Def_2,TD_Acc_2,TD_Def_2,SubPM_2,PassPM_2,RevPM_2,Head_SLPM_2,Body_SLPM_2,Leg_SLPM_2,Dist_SLPM_2,Clinch_SLPM_2,Ground_SLPM_2,wins_2,losses_2,implied_prob_2,prev_2,height_2,weight_2,reach_2,age_2,stance_Orthodox_2,stance_Southpaw_2,stance_Switch_2,winner
1028,Russell Doane vs Mirsad Bektic,2016-10-08,Mirsad-Bektic,15.5,169.0,161.0,7.0,11.0,0.0,0.0,0.8632872503840245,1.2000348265203953,1.8709677419354842,0.4086423099705832,0.007168583924436767,0.011959869013768078,0.16666666666666666,0.21818181818181812,0.0,0.14746543778801846,0.009216589861751152,0.8356374807987711,0.027649769585253454,0.0,0.5130568356374808,0.018433179723502304,0.3317972350230415,3,0,0.8474576271186441,3,68.0,145.0,70.0,25.0,1,0,0,1
1166,Dominick Cruz vs Urijah Faber,2016-06-04,Dominick-Cruz,28.016666666666666,801.0,659.0,42.0,22.0,0.0,0.0,1.9399719786882,0.5969873374691935,0.9625418125432754,0.0967281939889988,0.0023572600076235237,0.004217130838238282,0.04664304993252362,0.10316804407713498,0.00396589331746976,0.06683505459604777,0.00396589331746976,1.468030673909298,0.3014078921277018,0.17053341265119967,0.9891328021636876,0.15466983938132065,0.7961693371431916,4,0,0.7874015748031495,4,68.0,135.0,68.0,31.0,1,0,0,1
1395,Garreth McLellan vs Magnus Cedenblad,2016-05-08,Magnus-Cedenblad,16.633333333333333,87.0,119.0,12.0,5.0,0.0,0.0,0.8031408050123092,0.16976810764385913,1.3880477239154718,0.3960257180252157,0.0274203674795836,0.011222226447139941,0.09166666666666667,0.4,0.032314706789003576,0.13784743293900886,0.032314706789003576,0.3688413214987255,0.12332663735748454,0.3109728461560993,0.4451900801997272,0.16481032100013795,0.19314040381244427,3,1,0.7352941176470588,4,77.0,185.0,79.0,34.0,1,0,0,1
699,Frank Mir vs Antonio Silva,2015-02-22,Frank-Mir,62.46666666666666,688.0,615.0,29.0,9.0,0.04733433882409729,0.0,1.4489350089720259,0.8912228123027381,1.5169606004154876,0.7693530264001209,0.013220310284846248,0.01351378128976269,0.16379310344827586,0.35185185185185186,0.06223772898109304,0.05891668375880139,0.0044060196018916534,0.8087359800701704,0.38105498569874136,0.2591440432031144,0.4480159958848538,0.6734485124980378,0.32747050058913424,8,8,0.2898550724637681,16,75.0,264.0,79.0,35.0,0,1,0,1
178,Stephen Thompson vs Jorge Masvidal,2017-11-04,Stephen-Thompson,57.38333333333333,849.0,954.0,17.0,21.0,0.003886987983808536,0.008713331397037467,0.9784917349934976,0.1312299296765258,1.3352816018613285,0.3304105422413101,0.004741536711750452,0.0052394932810012895,0.029411764705882363,0.13247863247863248,0.0,0.002489523256296419,0.002489523256296419,0.4940635075295973,0.2224744396104809,0.2619537878534192,0.8012487243934041,0.16396555323317938,0.013277457366914236,8,2,0.6369426751592356,10,72.0,170.0,75.0,34.0,1,0,0,1
361,Yoel Romero vs Brad Tavares,2014-04-19,Yoel-Romero,10.566666666666666,187.0,210.0,10.0,7.0,0.0,0.0,1.7066441095607714,0.2071559023742321,2.7050669359230097,0.7013669821240799,0.00558804566313953,0.005309406905151586,0.03333333333333333,0.3428571428571429,0.0,0.02592800656842833,0.0,0.7697230801762148,0.6308517137261189,0.3060693156584376,1.170905670434794,0.10547802052914806,0.4302604185968293,3,0,0.4237288135593221,3,72.0,185.0,73.0,36.0,0,1,0,1
1035,Patrick Cummins vs Jan Blachowicz,2017-04-08,Patrick-Cummins,33.5,385.0,575.0,22.0,41.0,0.0,0.0,1.4582207194160433,0.4138598807526124,2.567864904181599,0.5486898862547792,0.008929553095063922,0.007188517750059566,0.09545454545454546,0.08147161303545808,0.01287518451697556,0.05853847644892421,0.0,1.0417466451790485,0.18167023659453013,0.2348038376424648,0.8694937868522373,0.2645766691811333,0.3241502633826728,4,4,0.4975124378109453,8,74.0,205.0,76.0,36.0,1,0,0,1
1051,Cain Velasquez vs Fabricio Werdum,2015-06-13,Fabricio-Werdum,44.18333333333334,609.0,528.0,18.0,9.0,0.015735808627744402,0.022632968691059976,1.331318220831741,0.4588345155608749,1.0927618475695795,0.2410784196150181,0.007675864126911981,0.008288836968556963,0.04629629629629629,0.3055555555555556,0.003233281241579996,0.026159891243003025,0.0,0.9374668539466574,0.14973931367312215,0.24411205321196106,0.8481194105145234,0.18148511740288395,0.3017136929143333,7,2,0.19011406844106465,9,76.0,231.0,77.0,37.0,1,0,0,1
398,Vinicius Moreira vs Paul Craig,2019-09-21,Paul-Craig,35.566666666666656,234.0,364.0,22.0,19.0,0.0,0.0,0.6872954205729854,0.15905816105145462,1.018972911657006,0.3148684497229069,0.016035663259359102,0.01000217500759557,0.047619047619047616,0.0756578947368421,0.0040261881169294505,0.02077926050366799,0.004104556742076496,0.2938823150396775,0.25607342210105705,0.137339683432251,0.3443182292306861,0.2329966735848707,0.10998051775742863,3,4,0.5,7,75.0,205.0,76.0,31.0,1,0,0,1
1077,Paige VanZant vs Alex Chambers,2015-09-05,Paige-VanZant,11.9,155.0,141.0,10.0,10.0,0.0,0.0,1.382267192591322,0.21819175431366572,1.2845138055222087,0.2396532383445181,0.007487480617199217,0.004966741553235539,0.05,0.06,0.06345395300977533,0.012004801920768306,0.02915451895043732,1.0872920596810152,0.23666609500943234,0.05830903790087464,0.2160864345738295,0.6791287943748927,0.4870519636425998,2,0,0.9259259259259258,2,64.0,115.0,65.0,21.0,1,0,0,1
1218,Joseph Benavidez vs Sergio Pettis,2018-06-09,Sergio-Pettis,67.21666666666667,1317.0,1307.0,36.0,43.0,0.00579633607156543,0.0,1.0734023481488475,0.16253860597810746,1.113994778890964,0.1670400175038342,0.0027845831505926085,0.004866700801078518,0.07129629629629633,0.09189737910668144,0.006375969678721971,0.0148772625836846,0.006375969678721971,0.8009372664128819,0.15761062598339273,0.1148544557525726,0.8938356982779966,0.06883516299257487,0.11073148687827587,7,3,0.3448275862068966,10,66.0,125.0,69.0,24.0,1,0,0,1
215,Stevie Ray vs Mickael Lebout,2015-10-24,Stevie-Ray,5.083333333333334,46.0,82.0,5.0,0.0,0.07868852459016393,0.0,1.7235325224748808,0.18154645575150025,4.170491803278688,2.270923209663503,0.023117709437963947,0.008376887340301974,0.0,,0.0,0.0,0.0,1.3351665785298783,0.15483870967741933,0.2335272342675833,1.4087784241142252,0.07868852459016393,0.2360655737704917,2,0,0.8264462809917356,2,70.0,155.0,70.0,25.0,0,1,0,1
1145,Derrick Lewis vs Ruan Potts,2015-02-28,Derrick-Lewis,8.566666666666666,44.0,25.0,3.0,3.0,0.0,0.0,0.9568146017832097,0.6470261256253474,1.5290512720571785,0.9603820304209408,0.04976851851851852,0.031212121212121205,0.5,0.2222222222222222,0.0,0.053261528901776864,0.0,0.8901108774919365,0.06670372429127293,0.0,0.20417847313548174,0.11996525319304978,0.632670875454678,2,1,0.8403361344537815,3,75.0,260.0,79.0,30.0,1,0,0,1
184,Carlos Condit vs Neil Magny,2017-12-30,Neil-Magny,89.66666666666669,1297.0,1175.0,86.0,60.0,0.01391649722744115,0.0,1.362063739407762,0.5351646327588995,1.5634551316167902,0.237551598244804,0.005875019814141435,0.007711238019478516,0.06105167442376745,0.11007936507936507,0.006313249058748206,0.05696936257500016,0.0,0.9788279069936292,0.22215574636568267,0.16108008604845048,0.7365315117589253,0.2910363728009613,0.33449585484787564,12,5,0.3921568627450981,17,75.0,170.0,80.0,30.0,1,0,0,1
765,Michael Chiesa vs Mitch Clarke,2015-04-04,Michael-Chiesa,25.16666666666667,248.0,218.0,22.0,14.0,0.0,0.0,0.8806649464983163,0.2330191883172016,0.914445359334889,0.3426397118624375,0.00948203842940685,0.015857467744443847,0.0788961038961039,0.1295918367346939,0.0651805336070906,0.08973282600155533,0.0,0.4567355721967481,0.2868813333169091,0.13704804098465914,0.5658620927831793,0.2229045658715264,0.09189828784361058,4,2,0.78125,6,73.0,170.0,75.0,27.0,0,1,0,1
697,Antonio Silva vs Roy Nelson,2016-09-24,Roy-Nelson,86.38333333333333,1383.0,1227.0,35.0,39.0,0.04571876672917016,0.0,1.4227585835407217,0.4151827271733272,1.0837189496718649,0.2449638828455551,0.005648955250170592,0.008019402488486664,0.04833333333333334,0.12692307692307692,0.0,0.013294378140992071,0.0,1.061071823323711,0.22888337275871184,0.13280338745829862,1.0387166168400144,0.24402120485469894,0.14002076184600826,8,9,0.8064516129032259,17,72.0,263.0,72.0,40.0,1,0,0,1
264,Tecia Torres vs Weili Zhang,2019-03-02,Weili-Zhang,10.683333333333334,181.0,206.0,4.0,3.0,0.0,0.0,1.59822191206976,0.5093502441396357,1.2583562166016051,0.230705698816188,0.0058137283601832025,0.0041412271043939535,0.08333333333333333,0.5,0.06419752588422864,0.05082556243426207,0.0,1.2090433197159818,0.2848651761196498,0.10431341623412836,0.4907692106003568,0.11635423400129286,0.9910984674681104,2,0,0.5555555555555556,2,64.0,115.0,63.0,29.0,0,0,1,1
308,Alex Morono vs Zak Ottow,2019-03-09,Alex-Morono,37.2,584.0,666.0,3.0,11.0,0.0,0.0,0.9090909090909092,0.1563538662545557,1.210724759111856,0.2126059336134828,0.003837273429900565,0.005324573666475926,0.1111111111111111,0.20454545454545456,0.0038402457757296467,0.026881720430107524,0.0,0.4646697388632872,0.2419354838709677,0.20248568635665407,0.7977237815947492,0.0499231950844854,0.06144393241167434,4,2,0.6329113924050632,6,71.0,170.0,72.0,28.0,1,0,0,1
72,Warlley Alves vs Kamaru Usman,2016-11-19,Kamaru-Usman,16.316666666666666,173.0,83.0,30.0,0.0,0.0,0.0,1.176043259949169,0.733676435923627,0.3770443443873239,0.05741298986023567,0.010340250725032021,0.020937337868219292,0.05890313390313391,,0.026454832048559317,0.2285823464386232,0.0,0.7373339618105604,0.3248905326344499,0.11381876550415874,0.2021275143900639,0.21963809369839601,0.7542776518607092,3,0,0.6666666666666666,3,72.0,170.0,76.0,29.0,0,0,1,1
738,Alexander Gustafsson vs Glover Teixeira,2017-05-28,Alexander-Gustafsson,64.06666666666666,1224.0,1100.0,40.0,38.0,0.04052981177816898,0.0,1.443684726285789,0.2116460492083677,1.4141430102877128,0.2504412391750277,0.0050421815910323825,0.006355806676131421,0.0900297619047619,0.139274322169059,0.012419643740054243,0.02143587295263689,0.0,1.0886901397886,0.1844719627986456,0.17052262369854362,0.9297341280892067,0.16023427246109712,0.3537163257354853,9,4,0.7407407407407407,13,77.0,205.0,79.0,30.0,1,0,0,1
78,Jim Miller vs Alex White,2018-09-08,Jim-Miller,149.85000000000005,2250.0,2036.0,94.0,55.0,0.010153713713136009,0.0,1.109488121638973,0.3628484109044427,0.8792264752966454,0.1923084294054271,0.004891144932995395,0.008582737449020645,0.14422492401215806,0.2086868686868687,0.046133385796418826,0.07626913443802277,0.0019066685733352398,0.6955491486763761,0.20758129817349305,0.20635767478910394,0.6947342205505488,0.1649136467119249,0.2498402543764993,17,11,0.4,28,68.0,155.0,71.0,35.0,0,1,0,1
1308,Kelvin Gastelum vs Nico Musoke,2014-06-28,Kelvin-Gastelum,16.433333333333334,237.0,258.0,7.0,7.0,0.02500764122370724,0.0,1.2454996169464478,0.2878579685489323,0.8357315528951307,0.11971139871920287,0.006796544970080396,0.007642147783394751,0.2380952380952381,0.21428571428571427,0.02500764122370724,0.059780170925243035,0.034772529701535784,0.8412094171631808,0.21411304247726487,0.19017715730600224,0.9281407414170204,0.20541991005188093,0.11193896547754667,3,0,0.7352941176470588,3,69.0,185.0,71.0,22.0,0,1,0,1
594,Corey Anderson vs Ilir Latifi,2018-12-29,Corey-Anderson,66.41666666666666,1022.0,1122.0,63.0,45.0,0.0,0.0,1.573275602809586,0.4509123146204523,1.1730003182887527,0.2261891757343452,0.005653446403991615,0.006285400717098063,0.08907203907203907,0.09403508771929824,0.004301846208998029,0.04469140228236841,0.0,1.209141394914012,0.19849879251262992,0.16563541538294427,0.8097062607775264,0.3140570396458506,0.4495123023862093,8,4,0.4651162790697674,12,75.0,205.0,79.0,29.0,1,0,0,1
1045,Nate Marquardt vs Cezar Ferreira,2017-11-11,Cezar-Ferreira,54.55,436.0,538.0,24.0,18.0,0.0411990247260984,0.0,0.8775714285724753,0.19509909422592134,0.7328628847316779,0.28549208200903897,0.011163954656658488,0.012862708619586095,0.17013888888888887,0.28611111111111115,0.034398646307050175,0.04452261148167293,0.0,0.6691158124213767,0.14194283427559193,0.06651278187550687,0.5949659487647246,0.01991109973841693,0.262694380069334,7,4,0.7299270072992701,11,73.0,185.0,78.0,32.0,0,1,0,1
682,Francisco Trinaldo vs Kevin Lee,2017-03-11,Kevin-Lee,50.98333333333333,640.0,840.0,37.0,36.0,0.0,0.0,0.8287858341537043,0.13392135352735862,1.2438635040174089,0.3374367541579049,0.005862797604022922,0.005543482775011098,0.0642964392964393,0.12978395061728396,0.02780776533923357,0.051400740383475696,0.0,0.4905366811003539,0.20935549032510128,0.12889366272824918,0.6292740178584458,0.11761786560347587,0.08189395069178265,7,2,0.5988023952095809,9,69.0,170.0,77.0,24.0,1,0,0,1
870,Mauricio Rua vs Anthony Smith,2018-07-22,Anthony-Smith,33.666666666666664,526.0,574.0,12.0,22.0,0.005063006300630064,0.0,1.5059607767367769,0.19016216122843813,2.404320410190646,0.5498389949882286,0.0062844777445356425,0.006274804848889967,0.1027777777777778,0.19393939393939394,0.004243281471004243,0.028038823046067675,0.020975311816895967,0.9570832164285792,0.2255747367550683,0.3233028235531296,1.0538228092667936,0.25604921960182475,0.1960887478681585,5,3,0.5847953216374269,8,76.0,205.0,76.0,29.0,1,0,0,1
1286,Chas Skelly vs Jason Knight,2017-05-13,Jason-Knight,26.35,300.0,543.0,10.0,27.0,0.0,0.0,0.8204234361818289,0.12170973797485905,1.1036093665684543,0.1995114168375592,0.006707279693486589,0.004199162815039523,0.04,0.07193732193732194,0.005421523448088913,0.005421523448088913,0.005421523448088913,0.6577270642957213,0.051732480752325054,0.11096389113378244,0.7011499203238727,0.010843046896177823,0.10843046896177826,3,1,0.4878048780487805,4,70.0,145.0,71.0,24.0,1,0,0,1
1066,Rani Yahya vs Joe Soto,2017-03-11,Joe-Soto,22.21666666666667,643.0,712.0,11.0,14.0,0.0556840240988082,0.0,1.9416160051140408,0.9150983137806868,1.9876616615110705,0.22634744000091706,0.00274278940291682,0.0036110419873769664,0.045454545454545456,0.1326530612244898,0.0,0.0,0.0,1.5482938454547537,0.25632410889087875,0.1369980507684087,1.5432100707880445,0.2505781084446369,0.1478278258813599,2,3,0.3448275862068966,5,66.0,135.0,65.0,29.0,1,0,0,1
949,Soa Palelei vs Walt Harris,2014-11-07,Soa-Palelei,20.450000000000006,147.0,225.0,10.0,12.0,0.0,0.0,1.0156753337490596,0.2464897232623394,1.4376174073252788,0.796270345604395,0.020728177659915872,0.01150630455080583,0.325,0.2333333333333333,0.0,0.1316833202215831,0.0,0.6273546291369565,0.1854796924115861,0.2028410122005168,0.15080518843653146,0.4085159517830952,0.4563541935294328,3,2,0.5988023952095809,5,76.0,265.0,81.0,37.0,1,0,0,1
429,Rashad Evans vs Daniel Kelly,2017-03-04,Daniel-Kelly,29.86666666666667,560.0,720.0,20.0,15.0,0.04099854227405248,0.0,1.6248197463174676,0.2938333429962894,1.4523375311199918,0.19107054250775296,0.004928403376106022,0.0050526275003277,0.06923076923076922,0.1351851851851852,0.0,0.0666985544217687,0.0,1.4797453893274808,0.06616709183673469,0.07890726515325233,1.0592066381127088,0.10787197603760604,0.4577411321671525,5,1,0.2298850574712644,6,72.0,185.0,70.0,39.0,0,1,0,1
979,Stephen Thompson vs Darren Till,2018-05-27,Darren-Till,20.95,219.0,352.0,9.0,10.0,0.006818956699624957,0.0,1.101049354245469,0.1914870005281349,1.1431858960855816,0.21230323189123493,0.009862692468307468,0.007010707826603057,0.2407407407407408,0.3,0.0,0.0,0.0,0.5472638727431,0.0937748538192422,0.4600106276831266,0.563932062343506,0.3530054610120889,0.18411183088987385,4,0,0.425531914893617,4,72.0,185.0,74.0,25.0,0,1,0,1
1403,Travis Browne vs Matt Mitrione,2016-01-17,Travis-Browne,46.48333333333333,516.0,453.0,11.0,12.0,0.03941885108096477,0.0645392613840086,1.3199322820925927,0.5607512049571073,1.0246803998843752,0.2420705857660732,0.012809877941242305,0.012675817705776709,0.2272727272727273,0.1944444444444444,0.018948129361651758,0.051874086573668834,0.005142570628207856,0.8364236600040857,0.260055168736314,0.2234534533521929,0.5350074515271653,0.5326346220389966,0.2522902085264308,8,3,0.591715976331361,11,78.0,255.0,79.0,33.0,1,0,0,1
1002,Nathaniel Wood vs Jose Quinonez,2019-03-16,Nathaniel-Wood,9.5,202.0,155.0,4.0,0.0,0.01697792869269949,0.0,2.2158769357411123,0.5460925039872407,1.307300509337861,0.1197677401301215,0.0047304072512514405,0.00903982661146979,0.16666666666666666,,0.01697792869269949,0.06791171477079798,0.0,1.4045377373051398,0.3673406389874981,0.44399855944847455,1.5918094356124917,0.13170756804033545,0.4923599320882853,2,0,0.7518796992481203,2,66.0,135.0,69.0,25.0,1,0,0,1
768,Gregor Gillespie vs Jordan Rinaldi,2018-01-27,Gregor-Gillespie,10.533333333333333,170.0,142.0,6.0,19.0,0.3010707895060735,0.0,3.349625555040096,0.3757472845154228,2.297155922479005,0.2424197821607301,0.008502224419179437,0.011185718964952506,0.1111111111111111,0.03878116343490305,0.029823049903903505,0.4501860390255911,0.0,3.034992378553913,0.043385436884012,0.27124773960217,1.6463033619571497,0.39600749836683297,1.3073146947161132,3,0,0.7352941176470588,3,67.0,155.0,71.0,31.0,1,0,0,1
214,Joe Lauzon vs Evan Dunham,2015-12-11,Evan-Dunham,86.08333333333331,2247.0,1697.0,46.0,83.0,0.00690011572978914,0.0,1.5022415020829862,0.2305062188236089,1.2459847172848362,0.2567255210982114,0.00254597127262837,0.005052112099216371,0.0965752242926156,0.10707960045309442,0.026688231634752025,0.01526088569148755,0.0024117613562138034,1.2600666758886991,0.1580043548624254,0.08417047133186173,1.266648723761011,0.1276386415849866,0.10795413673698906,9,6,0.6666666666666666,15,70.0,155.0,70.0,33.0,0,1,0,1
662,Cub Swanson vs Renato Moicano,2018-08-04,Renato-Moicano,30.48333333333333,858.0,699.0,3.0,19.0,0.0,0.0,1.9703680444879008,0.2463947320584915,1.4339030594052342,0.14150076264825992,0.0024742286141494177,0.004459054409106208,0.3333333333333333,0.1960526315789473,0.0,0.0046864016246192285,0.0,1.1608918652444455,0.2369950395718813,0.572481139671574,1.9375632331155657,0.023432008123096145,0.009372803249238459,4,1,0.7299270072992701,5,71.0,145.0,72.0,29.0,1,0,0,1
225,Paul Felder vs James Vick,2019-02-17,Paul-Felder,62.28333333333333,874.0,909.0,36.0,17.0,0.005685706424794418,0.0,1.0145992304724831,0.14393559148115087,1.2619013909424772,0.3210870187380115,0.005644357474051317,0.0059611294654560686,0.07523148148148147,0.25245098039215685,0.014414367250840587,0.029645338094226606,0.005441834212946619,0.5274698003767931,0.2342056019977856,0.2529238280979042,0.7401603775613469,0.16410141356298955,0.11033743934814662,7,4,0.4878048780487805,11,71.0,155.0,70.0,34.0,1,0,0,1
936,Tarec Saffiedine vs Jake Ellenberger,2016-01-30,Tarec-Saffiedine,12.466666666666667,338.0,388.0,3.0,3.0,0.026737967914438502,0.0,2.0413410119292474,0.15057943144280575,2.174859454271219,0.17131398013750954,0.0026712512880247303,0.002928204545309759,0.1111111111111111,0.2222222222222222,0.0089126559714795,0.053475935828877004,0.0,0.951254627725216,0.1621417797888386,0.9279446044151928,1.9789524201288904,0.0089126559714795,0.053475935828877004,1,1,0.6993006993006994,2,70.0,170.0,70.0,29.0,0,0,1,1
1083,Jimmie Rivera vs Thomas Almeida,2017-07-22,Jimmie-Rivera,22.48333333333333,418.0,522.0,11.0,9.0,0.0,0.0,1.089517590462943,0.11590890371468578,1.6887843917437206,0.2968117962061081,0.0035246137001664134,0.004317530280601982,0.0,0.16666666666666666,0.0,0.0,0.0,0.5011738080761327,0.34867989724271115,0.2396638851440993,1.0259784609490177,0.06353912951392565,0.0,4,0,0.6535947712418301,4,64.0,135.0,68.0,28.0,1,0,0,1
42,Chad Mendes vs Myles Jury,2018-07-14,Chad-Mendes,52.21666666666667,724.0,841.0,45.0,21.0,0.0887631515494889,0.0,1.6932962403492786,0.6105714116932154,0.9365281043460212,0.1680662612034821,0.009386004382450151,0.010085557868697623,0.06277777777777778,0.2585034013605442,0.01039624276138799,0.010943413433039988,0.0,1.105629174422686,0.21791855305479613,0.3697485128717963,1.0781111156586207,0.09603271363773176,0.5191524110529259,8,4,0.53475935828877,12,66.0,145.0,66.0,33.0,1,0,0,1
907,Warlley Alves vs Sultan Aliev,2018-05-12,Warlley-Alves,37.03333333333333,624.0,535.0,8.0,16.0,0.0,0.0,1.2687336569775558,0.22401519299165093,1.1910510118657542,0.22012631932314344,0.005188307458664956,0.0059496488785877035,0.2708333333333333,0.22172619047619047,0.03176367459950533,0.027201158333564176,0.0,0.8064197989976244,0.3146258670167735,0.14768799096315824,0.8940452607307116,0.28326124710106165,0.09142714914578276,5,2,0.7142857142857143,7,71.0,170.0,72.0,27.0,1,0,0,1
346,Kelvin Gastelum vs Israel Adesanya,2019-04-13,Israel-Adesanya,32.46666666666667,489.0,539.0,35.0,8.0,0.0,0.0,0.839535386067832,0.13324081835601628,1.1755494609700234,0.3374510364810808,0.003841044003870715,0.004561603059392285,0.008095238095238095,0.2083333333333333,0.0,0.010093971539200929,0.0,0.4242967819306681,0.13162757745742054,0.28361102667974325,0.7140426552983621,0.11864810380163945,0.006844626967830252,5,0,0.6211180124223602,5,76.0,185.0,80.0,29.0,0,0,1,1
139,Mickey Gall vs Randy Brown,2017-11-04,Randy-Brown,22.23333333333333,394.0,337.0,29.0,11.0,0.018611383963190814,0.0,2.0847972830748147,0.4044332728740525,1.2098245108123422,0.15824423700859028,0.0062581784547818394,0.008772502558281853,0.07105911330049261,0.3106060606060606,0.012789813623993687,0.05798578441784965,0.0,1.1519384827404924,0.2211178620649692,0.7117409382693531,1.0963762068419634,0.4638526732051972,0.5245684030276542,3,2,0.4761904761904762,5,75.0,170.0,78.0,27.0,1,0,0,1
483,Alistair Overeem vs Mark Hunt,2017-03-04,Alistair-Overeem,41.88333333333335,338.0,481.0,12.0,7.0,0.04559104565311013,0.011937922801432549,1.0971417827639158,0.3158315554778351,2.0572277162418207,0.9337418563712933,0.014208452259553968,0.006538037685292048,0.15277777777777776,0.5714285714285714,0.008776193648565179,0.01426349217833499,0.0,0.7554448088067851,0.262360554739592,0.07933641921753899,0.6184967335589895,0.21788380525650186,0.2607612439484246,6,4,0.5649717514124294,10,76.0,265.0,80.0,36.0,1,0,0,1
404,Julianna Pena vs Jessica Eye,2015-10-03,Julianna-Pena,8.966666666666667,149.0,10.0,3.0,2.0,0.0,0.0,1.7744360417247893,0.9200743494423792,0.08951772326590494,0.013518080432578574,0.006315837861639482,0.12,0.6666666666666666,0.25,0.0,0.17351081716707306,0.0,1.6120681210730328,0.02237943081647624,0.1399884898352802,0.0,0.16236792065175645,1.6120681210730328,2,0,0.6896551724137931,2,66.0,135.0,69.0,26.0,0,0,0,1
316,Alexandre Pantoja vs Deiveson Figueiredo,2019-07-27,Deiveson-Figueiredo,29.7,226.0,200.0,10.0,24.0,0.006048509042521018,0.0,0.5500643579324926,0.20337287567398,0.6554285802241505,0.2309879251729845,0.00935528704334014,0.011172935520361992,0.125,0.10820707070707072,0.038244508980456435,0.01814552712756305,0.0,0.33396704860229426,0.16693699135267615,0.04916031797752228,0.2832165580861737,0.08068395165169358,0.18616384819462534,4,1,0.4608294930875576,5,65.0,125.0,68.0,31.0,1,0,0,1
344,Vitor Miranda vs Chris Camozzi,2016-05-29,Chris-Camozzi,78.16666666666667,1325.0,1428.0,38.0,41.0,0.031350312800206184,0.0,1.643167635282318,0.21235428242329354,1.2162256377885077,0.19976296461834392,0.005568603898388629,0.005328598458286899,0.09137426900584797,0.1774390243902439,0.02172854901851098,0.03991855972553986,0.001827596710325921,0.9232440359007168,0.24671383456724064,0.4732097648143607,1.1390970249960979,0.4564481620353354,0.047622448250885005,8,7,0.4651162790697674,15,74.0,185.0,76.0,29.0,1,0,0,1
1032,Corey Anderson vs Jan Blachowicz,2015-09-05,Corey-Anderson,14.316666666666665,294.0,358.0,15.0,5.0,0.0,0.0,2.8740097729963945,0.9944894170738175,1.6474687357719475,0.16004213093852213,0.005343310519875529,0.0055764062463271894,0.10256410256410256,0.4,0.0,0.02993514052885415,0.0,2.2310313083037756,0.3003874119735109,0.3425910527191086,1.5629524009454925,0.7314934218119393,0.5795639502389631,2,1,0.4347826086956522,3,75.0,205.0,79.0,25.0,1,0,0,1
1096,Mauricio Rua vs Gian Villante,2017-03-11,Mauricio-Rua,83.96666666666665,1203.0,1237.0,57.0,39.0,0.05731588023692534,0.0059547439460103215,1.5449981650384583,0.4901606233539278,1.063802019756239,0.16039651737832752,0.007707560914592153,0.007976242570227707,0.09306599832915624,0.12535612535612534,0.009911788976264815,0.04568562936489149,0.002646552864893477,1.0308243788627922,0.25909235100119193,0.2550814351744743,0.8375584503216676,0.23717274996347645,0.4702669647533146,8,8,0.5882352941176471,16,73.0,205.0,76.0,35.0,1,0,0,1
906,Danielle Taylor vs Jessica Penne,2017-04-22,Danielle-Taylor,14.0,205.0,413.0,2.0,2.0,0.0,0.0,0.489795918367347,0.12063492063492065,0.6326530612244898,0.17511520737327188,0.002281158733917436,0.004006036655101413,0.5,0.5,0.0,0.010204081632653059,0.0,0.3163265306122449,0.061224489795918366,0.11224489795918367,0.489795918367347,0.0,0.0,1,1,0.5154639175257733,2,60.0,115.0,60.0,27.0,1,0,0,1
405,Miesha Tate vs Jessica Eye,2015-07-25,Miesha-Tate,28.88333333333333,325.0,291.0,15.0,43.0,0.0,0.0,1.0458810747228868,0.2678260721986178,0.9651032158129148,0.16478867227757066,0.008136888640699894,0.009016541226907277,0.11507936507936507,0.056959258611645386,0.02682579579701256,0.06278912828738252,0.030699900365590945,0.7267501802711375,0.23161173566399595,0.08751915878775347,0.5215752286884178,0.3164718627967295,0.2078339832377395,3,2,0.6535947712418301,5,66.0,135.0,65.0,28.0,1,0,0,1
192,Gunnar Nelson vs Gilbert Burns,2019-09-28,Gilbert-Burns,66.75,963.0,934.0,39.0,31.0,0.011833947061970856,0.0,1.2208008090081761,0.2497927656545035,1.06809102681495,0.18405684825926769,0.005693929851791503,0.007566800595802875,0.14725274725274728,0.1630568356374808,0.016739961221124474,0.04771473905644428,0.0,0.7550647120571624,0.2400303357081701,0.2257057612428436,0.9791309398283696,0.0998793650274246,0.14179050415238198,9,3,0.5235602094240838,12,70.0,155.0,71.0,33.0,1,0,0,1
38,Myles Jury vs Charles Oliveira,2015-12-19,Charles-Oliveira,47.2,581.0,675.0,35.0,33.0,0.0,0.0,1.180900757698029,0.2984860142423004,1.9894520142747518,0.4223135646548119,0.008645979366862884,0.009209060173838251,0.12357142857142855,0.12097162097162095,0.04920628938712655,0.07963923833379304,0.0,0.7462087696681317,0.2640350131952651,0.1706569748346323,0.7333586094191934,0.22275406360409966,0.22478808467473604,8,5,0.3921568627450981,13,70.0,155.0,74.0,26.0,1,0,0,1
