,fight,date,fighter_2,cumultime_2,cumulStr_Att_fighter_2,cumulStr_Att_oponent_2,cumulTD_Att_fighter_2,cumulTD_Att_oponent_2,KDPM_2,KDPM_ratio_2,SLPM_2,SLPM_ratio_2,SAPM_2,SAPM_ratio_2,Str_Acc_2,Str_Def_2,TD_Acc_2,TD_Def_2,SubPM_2,PassPM_2,RevPM_2,Head_SLPM_2,Body_SLPM_2,Leg_SLPM_2,Dist_SLPM_2,Clinch_SLPM_2,Ground_SLPM_2,wins_2,losses_2,implied_prob_2,prev_2,height_2,weight_2,reach_2,age_2,stance_Orthodox_2,stance_Southpaw_2,stance_Switch_2,winner
707,Miesha Tate vs Amanda Nunes,2016-07-09,Amanda-Nunes,21.233333333333334,224.0,188.0,16.0,6.0,0.024359876576625347,0.0,1.3581323591483656,1.6177518626498215,1.2942946165440945,0.7758662060074933,0.013187692197947616,0.018917279396796702,0.11458333333333333,0.16666666666666666,0.01345593182327876,0.09709607483127464,0.0,0.9859245997805838,0.10086224642730468,0.2713455129404775,0.5200398682587606,0.014058436233276315,0.8240340546563292,5,1,0.3076923076923077,6,68.0,135.0,69.0,28.0,1,0,0,1
918,John Makdessi vs Yancy Medeiros,2015-12-12,Yancy-Medeiros,15.983333333333333,159.0,187.0,0.0,10.0,0.0,0.0,1.2409050207263521,0.3381995133819952,1.5806615710599106,0.5106492634808769,0.01176385975401562,0.01616802338467306,,0.3,0.0431483945201539,0.0,0.0,0.648496612068789,0.37789825180383024,0.21451015685373293,1.0493522995990023,0.19155272112734992,0.0,2,3,0.4,5,70.0,155.0,75.0,28.0,1,0,0,1
966,Montel Jackson vs Andre Soukhamthath,2019-04-13,Montel-Jackson,8.666666666666666,104.0,69.0,3.0,20.0,0.0,0.0,1.1076923076923078,0.2630769230769231,1.1043956043956047,0.260989010989011,0.010065466448445172,0.013091331692644243,0.3333333333333333,0.0325,0.0,0.0,0.0,0.4450549450549451,0.2142857142857143,0.4483516483516484,0.7945054945054946,0.2637362637362637,0.04945054945054945,1,1,0.8333333333333334,2,70.0,135.0,75.0,26.0,0,1,0,1
639,Mara Romero Borella vs Lauren Murphy,2019-08-03,Lauren-Murphy,41.91666666666667,856.0,844.0,15.0,29.0,0.0,0.0,1.2103762964382376,0.16138253440995418,1.107352443001201,0.13416611279579566,0.003039062693394661,0.004156119864491156,0.037037037037037035,0.11877394636015325,0.0068162453848338534,0.006898368823205345,0.0,0.7900274771337551,0.14039001789606592,0.2799588014084169,0.7721656292879554,0.18453136602074305,0.25367930112953946,2,4,0.3508771929824561,6,65.0,125.0,67.0,36.0,1,0,0,1
717,Urijah Faber vs Ricky Simon,2019-07-13,Urijah-Faber,98.06666666666666,1767.0,1759.0,79.0,58.0,0.011926972447601372,0.0,1.2549227025371332,0.3803028280431579,0.9164553041676442,0.1453950428824473,0.0042300890688427295,0.006082352501984517,0.058046383995751086,0.10998484274346344,0.022278724560844933,0.03127651715093889,0.006395051334084672,0.9155930880559521,0.22101833131623852,0.11831128316494267,0.7785169021997282,0.15253672578187594,0.3238690745555292,10,6,0.2380952380952381,16,66.0,135.0,67.0,40.0,1,0,0,1
362,Luke Jumeau vs Dhiego Lima,2019-10-05,Dhiego-Lima,29.21666666666667,524.0,353.0,32.0,4.0,0.06379372415806543,0.0,2.447571164622077,0.6983810851714322,1.233311598412734,0.19083861400139085,0.008410188702379452,0.012661830994624585,0.05869391025641025,0.5,0.05943447056878123,0.17303406167987825,0.019938081181220545,1.9763117142342403,0.19690152533879668,0.27435792504904,1.0687612556493151,0.2032715863302868,1.1755383226424747,3,5,0.5747126436781609,8,74.0,170.0,75.0,30.0,1,0,0,1
930,Jake Ellenberger vs Mike Perry,2017-04-22,Mike-Perry,17.3,358.0,397.0,4.0,5.0,0.0,0.0,1.135118447867029,0.09793620810329498,1.8433094190107504,0.3960101720217327,0.0028656014356643624,0.0036288218132373936,0.0,0.12,0.0,0.0,0.0,0.7684793066614141,0.09331131296449216,0.273327828241123,1.1012621307737178,0.03385631709331132,0.0,2,1,0.5555555555555556,3,70.0,170.0,71.0,25.0,1,0,0,1
24,Jim Miller vs Diego Sanchez,2016-03-05,Diego-Sanchez,124.2,2237.0,1952.0,116.0,53.0,0.01643527529086112,0.0,0.9897020626232308,0.3872857485656471,0.8700698149509613,0.225406968984184,0.0032774050353002212,0.0056189425363348325,0.04541427203065133,0.11552111410601976,0.015118948894567897,0.027141374498188767,0.003450655624568668,0.7229038419906363,0.20665464076386325,0.06014357986873091,0.6623114183429868,0.11616431241524905,0.2112263318649948,11,8,0.4,19,70.0,170.0,72.0,34.0,0,1,0,1
752,Luke Rockhold vs Michael Bisping,2016-06-04,Michael-Bisping,144.06666666666666,3433.0,2693.0,70.0,80.0,0.008962995321903571,0.006941230911614993,1.689064782990757,0.6569515033243264,0.9715305023516798,0.1174091389876626,0.002973123112617032,0.006240201585186057,0.10227799977799976,0.1348011363636364,0.006590812554670996,0.028688968242784163,0.004180514071768121,1.2281911307860536,0.2357031093473095,0.225170542857394,1.2557567724765726,0.2002057992772848,0.23310221123689945,18,7,0.15625,25,73.0,185.0,75.0,37.0,1,0,0,1
1276,Luke Rockhold vs Lyoto Machida,2015-04-18,Luke-Rockhold,9.133333333333333,79.0,106.0,1.0,3.0,0.09965381454722587,0.0,2.109639769661128,0.9762773722627741,1.5126912873268807,0.3156934306569343,0.03189093449895192,0.02446528149110076,0.0,0.6666666666666666,0.15879421673217295,0.056148231330713096,0.0,0.8219433707217799,0.9028686726335008,0.3848277263058476,1.5009073020393218,0.18666498098025147,0.4220674866415549,3,1,0.6097560975609756,4,75.0,205.0,77.0,30.0,0,1,0,1
80,James Krause vs Shane Campbell,2016-02-21,James-Krause,31.066666666666666,738.0,674.0,8.0,17.0,0.0,0.0,1.376170105532892,0.1486859934010755,1.704463244630929,0.2968885745980428,0.0026536603544911053,0.004696133127043635,0.25,0.1176470588235294,0.0,0.006437768240343348,0.0,0.8149044793619503,0.28560639688230394,0.2756592292886378,1.2498185096392431,0.08974964083675824,0.03660195505689068,3,3,0.5847953216374269,6,74.0,170.0,73.0,29.0,1,0,0,1
1363,Neil Seery vs Louis Smolka,2015-07-11,Louis-Smolka,16.3,432.0,512.0,26.0,5.0,0.0,0.0,2.867812369012689,0.1480307684039127,3.1543649735167474,0.2431011204017339,0.0029282344451402173,0.0032027915920485052,0.06703296703296703,0.3,0.02667377967457989,0.12346149449376975,0.03543802156765614,1.9479480242350344,0.6721792477994132,0.2476850969782418,2.117517052166292,0.5647220211103915,0.18557329573600576,2,1,0.5464480874316939,3,69.0,135.0,68.0,23.0,1,0,0,1
293,Niko Price vs George Sullivan,2018-01-27,Niko-Price,11.366666666666667,122.0,148.0,1.0,4.0,0.0,0.0,0.8386383899580379,0.19734628142877744,1.6702945148692951,0.4565982404692082,0.01130745393040475,0.010532845957275392,0.0,0.1875,0.039100684261974585,0.0,0.0,0.590372481868083,0.05075569591698623,0.1975102121729688,0.7628490766320679,0.0757893133259702,0.0,2,1,0.7194244604316548,3,72.0,170.0,76.0,28.0,1,0,0,1
1357,Phil Davis vs Ryan Bader,2015-01-24,Ryan-Bader,72.3,870.0,776.0,67.0,35.0,0.04065999548590204,0.0,0.9499179553266756,0.4633619339013529,0.6937276800735005,0.2466642031811153,0.006771260583517839,0.01331327138522983,0.05841329068941008,0.085515873015873,0.02682825089464094,0.05976860084743903,0.0,0.6563190723567377,0.10587521784194684,0.1877236651279909,0.5620776266600795,0.12202243737513445,0.2658178912914616,11,4,0.33003300330033003,15,74.0,205.0,74.0,31.0,1,0,0,1
106,Mike Perry vs Paul Felder,2018-07-07,Mike-Perry,34.7,721.0,775.0,10.0,12.0,0.026004346217383824,0.0,1.5729265405307742,0.18929842577942305,1.91635860362049,0.3179301765926617,0.004009592629273413,0.004783594343869164,0.125,0.1125,0.0,0.0,0.0,1.16059037051759,0.18007410456978182,0.2322620654434027,1.331036092307564,0.2076522609189592,0.03423818730425085,4,3,0.4,7,70.0,170.0,71.0,26.0,1,0,0,1
822,Wilson Reis vs Alexandre Pantoja,2019-04-13,Alexandre-Pantoja,27.816666666666666,515.0,535.0,13.0,26.0,0.007959336633510134,0.0,1.5283846134927044,0.15373143611381768,1.5170207241708231,0.2500023808068706,0.004263099003414143,0.0049555604022409406,0.20146520146520144,0.08012820512820512,0.05976258847844276,0.062362968024546064,0.02590162592246632,0.8703411016559582,0.3899844245010299,0.26805908733571626,1.1853561553899257,0.3093907854254439,0.033637672677334494,4,1,0.5988023952095809,5,65.0,125.0,67.0,28.0,1,0,0,1
460,Anthony Pettis vs Edson Barboza,2016-04-23,Edson-Barboza,67.46666666666667,1437.0,1278.0,31.0,24.0,0.02388856016652404,0.0,1.8155999832907133,0.29949782022250904,1.4695112612395105,0.20001986250216167,0.004254972082473191,0.006402356713492796,0.1,0.3333333333333333,0.012009283152820972,0.014533817007580128,0.0,0.9916321323129684,0.37323450020700455,0.4507333507707409,1.5874528561288332,0.03653264311291735,0.19161448404896306,10,4,0.3921568627450981,14,71.0,155.0,75.0,30.0,1,0,0,1
874,Dan Henderson vs Mauricio Rua,2011-11-19,Dan-Henderson,33.2,403.0,435.0,17.0,20.0,0.011253806434529324,0.0,0.840690434063928,0.1516011151361062,0.9258759145807336,0.1827754367222585,0.0058282465155272654,0.005704708860612735,0.08088235294117647,0.11041666666666664,0.01004016064257028,0.028914358733635837,0.003346720214190093,0.5064442752695765,0.12694007799429485,0.20730608080005666,0.4036149593378509,0.2431048703639065,0.19397060436217065,3,2,0.3921568627450981,5,71.0,185.0,74.0,41.0,1,0,0,1
328,Kyung Ho Kang vs Guido Cannetti,2018-01-14,Kyung-Ho-Kang,19.883333333333333,225.0,141.0,14.0,7.0,0.0,0.0,0.8430399507717858,1.7195545443659446,0.3691505453198426,0.1277889475710096,0.0058190575846662354,0.013777927283940231,0.16666666666666669,0.2857142857142857,0.03419379809986964,0.12041101759454093,0.04447229098108045,0.7486406438746459,0.05165705927230305,0.04274224762483705,0.15324113446066578,0.022917986107412625,0.6668808302037075,2,1,0.7352941176470588,3,69.0,135.0,73.0,30.0,1,0,0,1
